id,country_short,variable,short,name,english,comment,family,mr_id,cpd_id,seats_max,first,last
GRC v208e,GRC,v208e,KN,Neofileleftheroi ,New Liberal Party,"Formed by Konstantins Mitsotakis, it claimed to represent the authentic tradition of Venizelist liberalism In 1978, Mitsotakis joined ND.",9,39,KN,2,1977,1980
GRC v209e,GRC,v209e,DIANA,Dimokratiki Ananeosi ,Democratic Renewal,"Center-right party launched by a group of ND ""purists"" in 1985 as an alternative to New Democracy. Dissolved 1994",9,44,DIANA,1,1989,1990
GRC v210e,GRC,v210e,POLAN,Politiki Anoixi ,Political Spring,Conservative party formed by a breakaway group from ND in 1993.,9,50,POLAN,10,1993,1996
GRC v211e,GRC,v211e,ND,Nea Democratia ,New Democracy,The post-1974 representative of the Conservative tradition. It managed to be presented as a completely new political party from the former ERE.,9,36,ND,171,1977,2009
GRC v212e,GRC,v212e,EP,Ethniki Parataxi ,National Front,"Emerged with the demise of the dictatorship representing the extreme right. After 1977 divided into two factions. One ran in 1981 under the name Progressive Party, while MPs from the other faction joined the ND list.",11,38,EP,5,1977,1980
GRC v213e,GRC,v213e,IM,Independent Muslims,,"Although running as independents rather than under party labels, Muslim candidates in Thrace managed to gain 2 seats in the 1989 elections and another 2 seats in the 1990 election.",6,43,IM,2,1989,1990
GRC v214e,GRC,v214e,NN,No Party,,,,,NN,,,
GRC v215e,GRC,v215e,POR,Laikós Orthódoxos Synagermós ,Popular Orthodox Rally,"Founded in 2000 by Georgias Karatzaferis after being expelled from ND, first gained parliamentary representation in elections 2007. Mix of Euroscepticism, populism and national conservatism",10,,,15,2007,2009
HUN v200e,HUN,v200e,FIDESZ- MPS,Fidesz-Magyar Polgári Szövetseg ,Fidesz -Hungarian Civic Alliance,,9,5,F-HCA,227,1990,2010
HUN v201e,HUN,v201e,FKGP,"Független Kisgazda, Földmunkás es Polgári Párt ",Independent Smallholders Party,,5,3,ISP,48,1990,1998
HUN v202e,HUN,v202e,KDNP,Keresztenydemokrata Neppárt ,Christian Democratic People's Party,,8,6,CDPP,36,1990,2010
HUN v203e,HUN,v203e,MDF,Magyar Demokrata Forum ,Hungarian Democratic Forum,,9,1,HDF,164,1990,2009
HUN v204e,HUN,v204e,MIEP,Magyar Igazság es Elet Pártja ,Hungarian Justice & Life Party,2006: MIEF JOBBIK,10,15,HJLP,14,1994,2002
HUN v205e,HUN,v205e,MSZP,Magyar Szocialista Párt ,Hungarian Socialist Party,,3,4,HSP,209,1990,2010
HUN v206e,HUN,v206e,SZDSZ,Szabad Demokraták Szövetsege ,Alliance of Free Democrats,,7,2,AFD,93,1990,2009
HUN v207e,HUN,v207e,JOBBIK,Jobbik Magyarorszagert Mozgalom ,Movement for a Better Hungary,,,,MBH,47,2010,2010
HUN v208e,HUN,v208e,LMP,Lehet Más a Politika ,Politics Can Be Different,,4,,PCBD,16,2010,2010
HUN v224e,HUN,v224e,Others,,,,,,,9,1990,2010
IRL v200e,IRL,v200e,WP/DL,Democratic Left,,Before 1992 The Workers Party. Democratic Left from 1992 till 1999 when it merged with the Labour Party under Labour's banner.,2,26,DL,7,1981,1997
IRL v201e,IRL,v201e,Lab,The Labour Party ,Päirti an Lucht Oibre,Merged with Democratic Left in 1999 under Labour's label,3,8,Lab,33,1944,2008
IRL v202e,IRL,v202e,CnP,Clann na Poblachta ,Party of the Republic,Dissolved 1965,6,17,CnP,10,1948,1966
IRL v203e,IRL,v203e,CnT,Clann na Talmhan ,Party of the Land,Dissolved 1965,5,15,CnT,11,1944,1961
IRL v204e,IRL,v204e,FF,Fianna Fail ,Soldiers of Ireland,,8,10,FF,84,1944,2008
IRL v205e,IRL,v205e,FG,Fine Gael ,Irish Rate,,8,14,FG,70,1944,2008
IRL v206e,IRL,v206e,PD,Progressive Democrats ,An Pairti Daonlathach,Founded 1985 dissolved 2009,10,25,PD,14,1987,2008
IRL v207e,IRL,v207e,,Other,,,,,,14,1944,2008
IRL v208e,IRL,v208e,NN,No party,,,,,NN,,,
IRL v209e,IRL,v209e,SF,Sinn Fein ,lit. We ourselves,"Coded from elections 2002, Irish Left wing nationalists",6,22,,5,2002,2008
IRL v210e,IRL,v210e,GR,Green Party ,Comhaontas Glas,Coded from elections 2002,4,24,,6,2002,2008
ISL v200e,ISL,v200e,SP,Sameiningarflokkur althy8u - s6sialisaflokkur ,United Socialist Party,"Joined the electoral alliance PA in 1956, which then evolved into a party.",1,14,SP,10,1944,1953
ISL v201e,ISL,v201e,LM,Vinstnhreyfingin - b Cent frarbo8 ,The Left-Green Movement,"Founded before elections 1999--mostly the left wing of the PA that did not join the UF. Democratic socialist, feministic and environmental in orientation.",2,,LM,14,1999,2009
ISL v202e,ISL,v202e,PA,Althy0ubandalag ,People's Alliance,Initially an alliance of the SP and a few members of the SDP (1956). Dissolved 1998.,2,14,PA,14,1956,1995
ISL v203e,ISL,v203e,WA,Kvennaflokkur Women's Party;),,Joined the electoral alliance UF in 1999.,12,23,WA,6,1983,1995
ISL v204e,ISL,v204e,NPP,pjodvarnarflokkurinn ,National Preservation Party,Dead.,6,17,NPP,2,1953,1953
ISL v205e,ISL,v205e,ULL,Samtök frjalslyndra og vinstri manna ,Union of Liberals and Leftists,Splinter of the PA Dead.,2,20,ULL,5,1971,1974
ISL v206e,ISL,v206e,THPM,pjodvaki-Fylking folksins ,Thjodvaki People's Movement,Splinter of the SDP. Dead,3,29,IDPM,4,1995,1995
ISL v207e,ISL,v207e,UF,Samfylkingin ,United Front,"An electoral alliance of SDP, PA, and WA",3,,UF,20,1999,2009
ISL v208e,ISL,v208e,SDA,Bandalag jafnadarmanna ,Social Democratic Alliance,Splinter of the SDP. Dead.,3,22,SDA,4,1983,1983
ISL v209e,ISL,v209e,SDP,Althyöuflokkur ,Social Democratic Party,Joined the electoral alliance UF in 1999.,3,7,SDP,14,1944,1995
ISL v210e,ISL,v210e,AESJ,Samtök um jafnretti og felagshyggju ,Association for Equality and Social Justice,Dead.,6,27,AESJ,1,1987,1989
ISL v211e,ISL,v211e,PP,Framsóknarflokkur ,Progressive Party,,5,8,PP,19,1944,2009
ISL v212e,ISL,v212e,LP,Frjalslyndi flokkur ,Liberal Party,Splinter of the IP.,12,,LP,4,1999,2009
ISL v213e,ISL,v213e,CP,Bogaraflokkur ,Citizens' Party,Splinter of the IP. Dead.,9,24,CP,7,1987,1989
ISL v214e,ISL,v214e,IP,Sjalfstaedisflokkur ,Independence Party,,9,13,IP,26,1944,2009
ISL v215e,ISL,v215e,O ,Others,,,,,O ,1,1980,1980
ISL v216e,ISL,v216e,NN,No party,,,,,NN,,,
ISL v217e,ISL,v217e,CM,Borgarahreyfingin ,The Civic Movement) Hreyfingin The Movement,CM founded in 2009 as a response to the financial crisis. Split between MPs after elections. Successor The Movement was founded,12,,,4,2009,2009
ITA v200e,ITA,v200e,Ex Linke,Partito della Rifondazione Comunista ,Refounded Communist Party,"DP=Democrazia Proletatia (Proletarian Democracy) 1976-1992, PDUP=Partito di Unità Proleratia per il Communismo (Proletarian Unity for Communism) 1979- 1987, Partito della Rifondazione Comunista from 1992-",1,"37, 50 ,32",RC,41,1976,2006
ITA v201e,ITA,v201e,PdCI,Partito dei Comunisti Italiani ,Party of the Italian Communists,"Since 1998. Co-operated in the centre-left alliance Union in the 2006 elections and in die left alliance, The Left- The Rainbow (La Sinistra – L'Arcobaleno), in the 2008 elections.",1,,PdCI,21,1998,2006
ITA v202e,ITA,v202e,PCl/PDS,Partito democratica della Sinistra ,Democratic Left Party) Democratici di Sinistra Left Democrats,PCI=ltalian Communist Party (Partito Comunista Italiano) 1946-1992. PDS from 1992-98. DS from 1998. In the 2006 elections on a joint list with the DeL as L'Ulivo (the Olive tree). Dissolved in 2007,1,11,PCI; PDS; DS,222,1946,2005
ITA v203e,ITA,v203e,Unabh. Linke,Indipendenti di Sinastra ,Independents elected under PCI umbrella,1976-1987,1,,Indep Left,20,1983,1991
ITA v204e,ITA,v204e,LINKE,Federazione Nazionale delle liste Verdi ,National Federation of greens) Fedarazione dei Verdi,Founded 1983. From 1990 Fedarazione dei Verdi alter merger with Rainbow Greens. In elections 2001 joint list with SDI. In 2006 elections part of the Unione coalition In 2008 elections part of the Left-Rainbow coalition,4,45,Greens,18,1994,2006
ITA v205e,ITA,v205e,GR/LR,La Rete: movimento per la Democrazia ,The Net: movement for democracy,"1992-1999. In 1996 the party changed it name to La Rete per il Partito Democratico and in 1999 it was absorbed by I Democratici (The Democrats, formed by splinters from PPI and others) who later joined the DeL.",4,49,La Rete,16,1987,1993
ITA v206e,ITA,v206e,PR,Partito Radicale ,Radical Party,Founded 1976. Joint list with the SDI 2006 as RnP.,2,34,PR,17,1976,1993
ITA v207e,ITA,v207e,PSIUP,Partito Socialista di Unità Proletaria ,Socialist Party for Proletarian Unity,1964-1972,3,30,PSIUP,23,1968,1972
ITA v208e,ITA,v208e,PSI,Partito Socialista Italiano ,Italian Socialist Party,1946-1992,3,3,PSI,115,1946,1993
ITA v209e,ITA,v209e,SDI,Socialisti Democratici Italiani ,Italian Social Democrats,1998-2007. Joint list with the Greens in 2001 elections. Formed a joint list with PR in the 2006 elections as RnP. Joined a new socialist party (Partito Socialista) in 2007.,2,,SDI,9,1998,2000
ITA v210e,ITA,v210e,PSDI,Partito Socialista Democratico Italiano ,Italian Social Democratic Party,"1948-1992. (From 1948-1951, PSLI)",3,23,PSDI,33,1948,1993
ITA v211e,ITA,v211e,DC,Democrazia Cristiana ,Christian Democracy,1946-1993,8,17,DC,306,1946,1993
ITA v212e,ITA,v212e,PPI,Partito Popolare Italiano ,Italian Popular Party,"1994-2002. Successor to DC. In 1999 Prodi formed I Democratici (The Democrats, splinters from PPI and centre Jeff groups) attracting some of the Christian democratic and social liberal MPs.",8,17,PPI,67,1994,2000
ITA v213e,ITA,v213e,RIN,Rinnovamento Italiano ,Italian Renewal,1996-2002. In 2002 the party contested the elections as part of the newly formed DeL.,7,68,RI,26,1996,2000
ITA v214e,ITA,v214e,UDR,Unione Democratica per la Repubblica ,"Democratic Union for the Republic) Unione Democratici per 1 Europa Union of Democrats for Europe), UDEUR","Since 1998. The party split in 1999 and most members joined the UDEUR, later called UDEUR-populars. Part of the DeL list in the 2001 elections but decided not to stay when DeL in 2006 contested the elections as one party. Part of the Unione coalition in the elections 2006.",8,,UDR,27,1998,2006
ITA v215e,ITA,v215e,CCD/CDU,Centro Cristiano Democratico/Cristiani Democratica Uniti ,"Christian Democratic Centre/United Christian Democrats) Unione dei Democratici Cristiani e di Centro Union of Christian and Centre Democrats), and Unione di Centro ","CCD 1994- and CDU 1996. The parties joined forces in 1996. CDU merged with UDR in 1998. From 2002 UDC was created after merger of CCD, CDU and Democrazia Europea. Contested the 2008 elections in coalition under a joint list with Movimento Fedarativo Civico Popolare, Partito della Democrazia Cristiana and Partito Democratico Cristiano as Unione di Centro.",8,"62, 63",CCD,40,1994,2008
ITA v216e,ITA,v216e,PRI,Partito Repubblicano Italiano ,Italian Republican Party,1946-1992,7,4,PRI,29,1946,1993
ITA v217e,ITA,v217e,LN,Lega Nord ,Northern League,1987-,6,42,LN,117,1992,2008
ITA v218e,ITA,v218e,PLI,Partito Liberale Italiano ,Italian Liberal Party,1948-1992,7,19,PLI,57,1946,1993
ITA v219e,ITA,v219e,FI,Forza Italia Il Popolo della Libertà ,"PdL, People of Freedom","Founded 1994. In elections 2008 as People of Freedom, PdL, under joint list with AN, Democrazia Christiana per le Autonomie, NPSI and others. From 2009 the party dissolved into the PdL.",9,61,FI,276,1994,2008
ITA v220e,ITA,v220e,MON,Monarchist parties,,Includes PNM=Partito Nazionale Monarchico (1953-63) and PDIUM=Partito di Unità Monarchica (1948-72),10,20,Mon,20,1948,1972
ITA v221e,ITA,v221e,AN,Alleanza Nazionale ,National Alliance,Founded in 1995. Successor to MSI that turned more to the centre-right. In coalition under a joint list with FI and others as PdL in the 2008 elections. In 2009 the party dissolved and merged into the PdL.,10,24,AN,109,1994,2006
ITA v222e,ITA,v222e,MSI,Uomo Qualunque and Movimento Sociale Italiano ,Italian Social Movement,1948-1994,11,24,MSI,55,1946,1993
ITA v223e,ITA,v223e,,other,,,,,,50,1946,2008
ITA v224e,ITA,v224e,NN,No party,,,,,NN,,,
ITA v225e,ITA,v225e,SVP,Südtiroler Volkspartei ,South Tyrolean People's Party,Regional party in the mainly German speaking province of Bozen (Bolzano in Italian). Recorded with seats from elections 2001 but the party were represented earlier but was then not recorded as a separate party.,6,25,,4,2001,2008
ITA v226e,ITA,v226e,NPSI,"Nuovo Partito Socialista Italiano, NPSI ",New Italian Socialist Party,"Founded in 2001, dissolved and merged into PdL 2009. In the 2006 elections the party formed an electoral alliance with DCA (Democrazia Cristiana per le Autonomie, a split from die UdC). Contested the 2008 elections as part of the PdL.",3,,,4,2001,2006
ITA v227e,ITA,v227e,DeL,Democrazia e Libertà. La Margherita ,Democracy is Freedom — The Daisy,2002-2007. Formed by left Christian democrats and other centre and left groups. Merged into PD 2007,8,,,76,2001,2005
ITA v228e,ITA,v228e,IdV,Italia dei Valori/ Lista di Pietro ,Italy of Values,"Founded in 1998 by Antonio di Pietro, one of die ""Clean hands"" magistrates. Cooperation with the centre left, favors strict policies against illegal immigration, waste of public money and corruption",7,,,29,2006,2008
ITA v229e,ITA,v229e,RnP,Rosa nel Pugno ,Rose in the Fist,2005-2007. Founded as an alliance between PR and SDI.,3,,,18,2006,2006
ITA v230e,ITA,v230e,PD,Partito Democratico ,Democratic Party) In 2006 L'Ulivo Olive tree,"PD founded in 2007 after merger of DeL, DS and several smaller groups, but die centre left parties had cooperated in alliances since 1996 and the main constituent parties, the DeL and DS, had contested the 2006 elections in joint list as L'Ulivo. In 2006 elections votes for L'Unione are included.",3,,,226,2006,2008
ITA v231e,ITA,v231e,MpA,Movimento per l'Autonomia ,Movement for Autonomy,Founded in 2005. Alliance with LN in die 2006 elections. MPs elected an own list since the 2008 elections,6,,,8,2008,2008
LTU v200e,LTU,v200e,DP,Darbo Partija ,Labour Party,,7,28,LP,39,2004,2008
LTU v201e,LTU,v201e,KDS,Krikscioniu Demokratu Sajunga ,Christian Democratic Union,,8,18,CDU,1,1996,2001
LTU v202e,LTU,v202e,LCS,Lietuvos Centro Sajunga ,Lithuanian Centre Union,,7,6,LCUL,15,1992,2001
LTU v203e,LTU,v203e,LbCS,Liberaluir Centro Sajunga ,Liberal and Centre Union,,7,29,LCU ,18,2004,2008
LTU v204e,LTU,v204e,LDDP,Lietuvos Demokratin?s Darbo Partijos ,Lithuanian Democratic Labour Party,,1,1,LDLP,73,1992,1999
LTU v205e,LTU,v205e,LKDP,Lietuvos Krikš?ioni? Demokratu Partij a ,Lithuanian Christian Democratic Party,,8,3,LCDP,18,1992,2001
LTU v206e,LTU,v206e,LLaS,Lietuvos Laisv?s S?junga ,Lithuanian Liberty Union,,12,10,LLU,1,1992,2001
LTU v207e,LTU,v207e,LLRA,Lietuvos Lenk} Rinkim? Akcija ,Electoral Action for Lithuania's Poles,,6,7,EALP,4,1992,2008
LTU v208e,LTU,v208e,LLS,Lietuvos Liberalu S?junga ,Lithuanian Liberal Union,,7,9,LLU,34,1992,2001
LTU v209e,LTU,v209e,JL-NTS,Jaunosios Lietuvos' ir Naujuj?Tautininku S?junga ,"Young Lithuanians', New Nationalist Union",,9,16,YL-NNU,1,1996,2001
LTU v210e,LTU,v210e,LPS,Lietuvos Persitvarkymo S?j?dis ,Sajudis/Lithuanian Restructuring Movement,,9,2,S/LRM,30,1992,1996
LTU v211e,LTU,v211e,LSDP,Lietuvos Socialdemokratu Partija ,Lithuanian Social Democratic Party,In 2000 as AB-SDK; in2004 as ABAP- UL which also contained NS-SL; in 2008 as LsdP,3,4 (+24+,LSDP,51,1992,2008
LTU v212e,LTU,v212e,LTS,Lietuviu Tautininku S?junga ,Lithuanian Nationalist Union,,10,8,LNU,4,1992,1999
LTU v213e,LTU,v213e,LVP,Lietuvos Valstieciu Partija ,Lithuanian Peasants' Party,,5,20,LPP,4,1996,2001
LTU v214e,LTU,v214e,NS-SL,Naujoji S?junga - Socialliberalai ,New Union - Social Liberals,In alliance with LSDP in 2004,7,25,NU-SL,29,2000,2008
LTU v215e,LTU,v215e,PDP,Pilietin?s Demokratijos Partija ,Party of Civic Democracy,Breakaway from DP in 2006,7,39,CDP,11,2006,2006
LTU v216e,LTU,v216e,TS-LK,Tevynes Santara - Lietuvos Konservatoriai ,Homeland Union,,7,15 (+34),HU,70,1996,2008
LTU v217e,LTU,v217e,PK-UTT,Rolando Pakso Koalicija UZ Tvarka ir Teisingumas ,Coalition of Rolandas Paksas For Order and Justice,,10,32,CRPOJ,15,2004,2008
LTU v218e,LTU,v218e,VNDPS,Valstie?iu ir Naujosios Demokratijos Partij? S?jungos ,Union of Peasants' and New Democracy Parties,From 2005: Lietuvos valstie?i? liaudininku s?junga (LVLS),5,30,UPND,10,2004,2008
LTU v219e,LTU,v219e,TPP,Tautos Prisik?limo Partija ,Nation's Resurrection Party,,7,35,NRP,16,2008,2008
LTU v220e,LTU,v220e,LRLS,Lietuvos Respublikos Liberal} Sajunga ,Liberal Movement of the Republic of Lithuania,,8,37,LMRL,11,2008,2008
LTU v224e,LTU,v224e,,Others,,,,,,7,1992,2008
LUX v200e,LUX,v200e,KPL,Kommunistesch Partei Letzebuerg ,Communist Party) Dei Lenk 1999) ,KPL had had no MP since 1994. It gained 1 seat in 1999 but then as Dei Lenk in coalition with other parties of the left such as the New Left and the Revolutionary Socialist Party. KPL and DL has run separate lists with only the DL gaining parliamentary representation,1,,KPL,6,1945,2009
LUX v201e,LUX,v201e,LSAP,Letzebuerger Sozialistesch Aarbechterpartei ,Luxembourg's Socialist Workers Party,,3,,LSAP,21,1945,2009
LUX v202e,LUX,v202e,SDP,Sozialdemokratesch Partei ,Social Democratic Party,From 1974 to 1984,3,,SDP,5,1974,1979
LUX v203e,LUX,v203e,GLEI,Greng Lescht Ekologisch Initiativ ,Green Left Ecological Initiative,Since 1989 (first election 1989),4,,GLEI,2,1989,1989
LUX v204e,LUX,v204e,Dei Greng,Electoral Alliance of the green parties,,"Since 1994, includes GLEI and GAP",4,,Dei Greng,7,1994,2009
LUX v205e,LUX,v205e,GAP,Greng Alternativ Partei ,Alternative Greens Party,Since 1983 (first election 1984),4,,GAP,2,1984,1989
LUX v206e,LUX,v206e,CSV,Chreschtlech-Sozial Vollekspartei ,Christian Democrats,,8,,CSV,26,1945,2009
LUX v207e,LUX,v207e,DP,Demokratesch Partei ,Democratic Party,,7,,DP,15,1945,2009
LUX v208e,LUX,v208e,ADR,Aktiounskomitee fir Demokratie a Rentegerechtegkeet ,Action Committee for Democracy and Equal Pensions,Since 1987 (first election 1989),10,,ADR,7,1989,2009
LUX v209e,LUX,v209e,EF,Enröles de Force ,Forcibly enlisted,From 1979 to 1984,(?),,EF,1,1979,1979
LUX v210e,LUX,v210e,SI,Socialistes Independants ,Independent socialists,From 1979 to 1989,3,,SI,1,1979,1979
LUX v211e,LUX,v211e,MIP,Mouvement Independant Populaire ,Independent Popular Movement,From 1964 to 1969,10,,MIP,2,1964,1964
LUX v212e,LUX,v212e,PIE,Parti des Independants de 1'Est ,Party of the Eastern Independents,From 1945 to 1948,7,,PIE,1,1945,1947
LUX v213e,LUX,v213e,,Other,,,,,,,,
LUX v214e,LUX,v214e,NN,No party,,,,,NN,,,
LVA v200e,LVA,v200e,AS,Apvienotais Sarakst ,United List,,12,14,UL,8,1995,1998
LVA v201e,LVA,v201e,DPS,Demokrätiskä Partija Saimnieks ,Democratic Party Saimnieks,,3,8,DPS,18,1993,2000
LVA v202e,LVA,v202e,JL,Jaunas Laiks ,New Era,Vienotiba in 2010,7,24,NE,33,2002,2010
LVA v203e,LVA,v203e,JP,Jauna Partija ,New Party,,3,22,NP,8,1998,2000
LVA v204e,LVA,v204e,LC,Savieniba Latvijas Cels ,Latvia's Way Alliance,,7,1,LWA,36,1993,2006
LVA v205e,LVA,v205e,LKDS,Latvijas Ksistigo Demokratu Savieniba ,Latvian Christian Democratic Union,,8,7,LCDU,6,1993,1994
LVA v206e,LVA,v206e,LNNK,Latvijas Nacionäli Konservativä Partija ,Latvian National Conservative Party,,9,2 (+15),LNCP,15,1993,1998
LVA v207e,LVA,v207e,LPP,Latvijas Pirmaa Partija ,Latvia's First Party,,8,26,LFP,10,2002,2006
LVA v208e,LVA,v208e,LPP-LC,Latvijas Pirmaä Partija-Savieniba Latvijas Cels ,First Party and Latvia's Way,Par labu Latviju in 2010,7,32,FP-LW,10,2006,2010
LVA v209e,LVA,v209e,LSDSP,Latvijas Socialdemokratiskä Stridnieku Partija ,Latvian Social Democratic Workers' Party,Prior 1999: Latvijas Sociäldemokrätu Apvieniba (Social Democratic Alliance),3,16,LSDWP,14,1995,2000
LVA v210e,LVA,v210e,LZS,Latvijas Zemnieku Savieniba ,Latvian Farmers' Union,,5,5,LFU,12,1993,2000
LVA v211e,LVA,v211e,LVP,Latvijas Vienibas Partija ,Latvian Unity Party,,2,13,LT JP,8,1995,2000
LVA v212e,LVA,v212e,LSP,Latvijas Socialistiskä Partija ,Latvian Social st Party,,1,4,LSP,7,1993,1998
LVA v213e,LVA,v213e,PCTVL,Par Cilveka Tiesibäm Vienotä Latvija ,Human Rights in United Latvia,,2,25,HRUL,25,2002,2010
LVA v214e,LVA,v214e,SC,Saskanas Centrs ,Harmony Centre,,6,31,HC,29,2006,2010
LVA v215e,LVA,v215e,TB-LNNK,Apvieniba Tevzemei un Brivibai ,For Fatherland and Freedom,Merged with LNNK in 1997; Nacionäla apvieniba in 2010,9,21 (+6),FFF,17,1993,2010
LVA v216e,LVA,v216e,TKL-ZP,Tautas Kustiba Latvijai - Zigerista Partija ,Popular movement for Latvia – Siegerist Party,,10,12,PML-SP,16,1995,2000
LVA v217e,LVA,v217e,TP,Tautas Partija ,People s Party,Par labu Latviju in 2010,10,20,PP,24,1998,2010
LVA v218e,LVA,v218e,TSP,Tautas Saskanas Partija ,National Harmony Party,,3,3,NHP,16,1993,2000
LVA v219e,LVA,v219e,ZZS,Zalo un Zeimnieku Savieniba ,Green and Farmers Union,,4,25,GFU,22,2002,2010
LVA v224e,LVA,v224e,,Others,,,,,,,,
MLT v200e,MLT,v200e,PL,Partit Laburista ,Malta Labour Party,,3,3,MLP,35,1987,2008
MLT v201e,MLT,v201e,PN,Partit Nazzjonalista ,Nationalist Party,,8,5,NP,35,1987,2008
MLT v202e,MLT,v202e,PC,Partit Communista ,Communist Party,,1,13,CP,,,
MLT v203e,MLT,v203e,AD,Alternativa Demokratika ,Democratic Alternative,,4,14,DA,,,
MLT v224e,MLT,v224e,,Others,,,,,,,,
NLD v200e,NLD,v200e,SP,Socialistische Partij ,Socialist Party,,3,,SP,25,1994,2010
NLD v201e,NLD,v201e,CPN,Communistische Partij Nederland ,Communist Party of the Netherlands,,1,,CPN,10,1946,1982
NLD v202e,NLD,v202e,PSP,Pacifistische Socialistische Partij ,Pacifist Socialist Party,,2,,PSP,4,1959,1986
NLD v203e,NLD,v203e,GL,Groen Links ,Green Left,,4,,GL,11,1989,2010
NLD v204e,NLD,v204e,EVP,Evangelische Volks Partij ,Evangelical People's Party,,8,,EVP,1,1982,1982
NLD v205e,NLD,v205e,PPR,Politieke Partij Radicalen ,Radical Political Party,,2,,PPR,7,1971,1986
NLD v206e,NLD,v206e,PvdA,Partij van de Arbeid ,Labour Party,,3,,PvdA,53,1946,2010
NLD v207e,NLD,v207e,AOV,Algemeen Ouderen Verbond ,General Pensioners League,,12,,AOV,6,1994,1994
NLD v208e,NLD,v208e,Unie 55+,Unie 55+ ,55+ Union,,12,,Unie 55+,1,1994,1994
NLD v209e,NLD,v209e,D66,Democraten 66 ,Democrats 66,,7,,D66,24,1967,2010
NLD v210e,NLD,v210e,ARP,Anti Revolutionaire Partij ,Anti-Revolutionary Party,,8,,ARP,15,1946,1973
NLD v211e,NLD,v211e,KVP,Katholieke Volks Partij ,Catholic People's Party,,8,,KVP,50,1946,1973
NLD v212e,NLD,v212e,CDA,Christen-Democratisch Appel ,Christian Democratic Appeal,,8,,CDA,54,1977,2010
NLD v213e,NLD,v213e,CHU,Christelijk Historische Unie ,Christian Historical union,,8,,CHU,13,1946,1973
NLD v214e,NLD,v214e,DS70,Democratische Socialisten 70 ,Democratic Socialists'70,,3,,DS70,8,1971,1977
NLD v215e,NLD,v215e,NMP,Nederlandse Middenstands Partij ,Dutch Retailers' Party,,12,,NMP,2,1971,1972
NLD v216e,NLD,v216e,CP/CD,Centrum Partij - CP ,Centre Party) and Centum Democraten - CD Centre Democrats,,11,,CP/CD,3,1982,1994
NLD v217e,NLD,v217e,GPV,Gereformeerd Politiek Verbond ,Reformed Political League,Merged with RPF into CU,8,,GPV,2,1963,1998
NLD v218e,NLD,v218e,RPF,Reformatorische Politieke Federatie ,Reformed Political Federation,Merged with GPV into CU,8,,RPF,3,1981,1998
NLD v219e,NLD,v219e,SGP,Staatkundig Gereformeerde Partij ,Political Reformed Party,,8,,SGP,3,1946,2010
NLD v220e,NLD,v220e,RKPN,Rooms-Katholieke Partij Nederland ,Roman Catholic Party of the Netherlands,,8,,RKPN,2,1948,1973
NLD v221e,NLD,v221e,VVD,Volkspartij voor Vrijheid en Democratie ,People's Party for Freedom and Democracy,,7,,VVD,38,1946,2010
NLD v223e,NLD,v223e,,Other,,,,,,2,2002,2010
NLD v224e,NLD,v224e,NN,No party,,,,,NN,,,
NLD v225e,NLD,v225e,CU,Christen Unie ,Christian Union,Founded as an alliance between RPF and GPV and formed a common parliamentary party in 2001.,8,,,6,2002,2010
NLD v226e,NLD,v226e,LPF,Lijst Pim Fortuyn ,List Pim Fortuyn,Created by Pim Fortuyn in 2002 after his dismissal from Leefbar Nederland. The party was dissolved on national level in 2008.,10,,,26,2002,2006
NLD v227e,NLD,v227e,PVV,Partij voor de Vrijheid ,Party for Freedom,Founded by Geert Wilders after defecting from the VVD in 2004 in protest against the party's positive stance towards Turkish membership in the EU.,10,,,24,2007,2010
NLD v277e,NLD,v222e,PB/RVP,Farmers' Party ,Boerempartij - BP) and Rightwing People's Party Rechtse Volkspartij- RVP,,9,,BP/RVP,,,
NOR v200e,NOR,v200e,NKP/RV,Norges Kommunistiske Parti/Rad Valgallianse ,Communist Party/Red Election Alliance,Before 1961=NKP; From 1973 Red Election Alliance,1,,NKP/RV,11,1945,1996
NOR v201e,NOR,v201e,SF/SV,Socialistik Folkeparti ,Socialist People's Party) Sosialistisk Venstreparti Socialist Left Party,"Before 1973 = Sosialistisk Folkeparti, From 1973 in electoral alliance (Socialist People's Party, Communist Party and Democratic Socialists) From 1975 Socialist Left Party",2,,SF/SV,23,1961,2009
NOR v202e,NOR,v202e,A,Arbeiderpartiet ,Labour Party,,3,,A,85,1945,2009
NOR v203e,NOR,v203e,V,Venstre ,Liberal Party,,7,,V,21,1945,2009
NOR v204e,NOR,v204e,KRF,Ksistelig Folkeparti ,Christian People's Party,,8,,KRF,25,1945,2009
NOR v205e,NOR,v205e,SP,Senterpartiet ,Centre Party,Before 1959 =Bondepartiet,5,,SP,32,1945,2009
NOR v206e,NOR,v206e,DLF,Det Liberale Folkeparti ,Liberal People's Party,,7,,DLF,1,1973,1976
NOR v207e,NOR,v207e,H,Hoyre ,Conservative Party,,9,,H,53,1945,2009
NOR v208e,NOR,v208e,FRP,Fremskrittspartiet ,Progress Party,Before 1975 = Anders Langes Parti (Anders Langes Party),10,,FRP,41,1973,2009
NOR v209e,NOR,v209e,,Other,,,,,,1,1989,2001
NOR v210e,NOR,v210e,NN,No party,,,,,NN,,,
POL v200e,POL,v200e,AWS,Akcja Wyborcza Solidarnoš? ,Solidarity Electoral Action,,8,24,SEA,201,1997,2004
