country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id
CRI,clea,188000063,NA,Frente Nacional,NA,1970,1970,3.1,1970,NA,NA,2015-07-20T21:05:48Z,2015-10-06T18:51:19Z,11618,4412
CRI,clea,188000023,NA,Fuerza Democratica,NA,1994,2006,5.8,1998,NA,NA,2015-07-20T21:05:50Z,2015-10-06T18:51:05Z,11649,4230
CRI,clea,188000025,NA,Independiente,NA,1958,1998,9.8,1958,NA,NA,2015-07-20T21:05:48Z,2015-10-06T18:51:12Z,11611,2646
CRI,clea,188000027,NA,Integracion Nacional,NA,1998,2010,2.8,1998,NA,NA,2015-07-20T21:05:35Z,2015-10-06T18:51:30Z,11381,4418
CRI,clea,188000029,NA,Liberacion Nacional,NA,1953,2010,64.7,1953,NA,NA,2015-07-20T21:04:55Z,2015-10-06T18:51:08Z,10739,1367
CRI,clea,188000032,NA,Movimiento Libertario,NA,1998,2010,14.5,2010,NA,NA,2015-07-20T21:05:33Z,2015-10-06T18:51:37Z,11356,2363
CRI,clea,188000033,NA,Movimiento Nacional,NA,1982,1982,3.6,1982,NA,NA,2015-07-20T21:05:48Z,2015-10-06T18:51:47Z,11616,4231
CRI,clea,188000035,NA,Nacional Independiente,NA,1974,1998,10,1974,NA,NA,2015-07-20T21:05:00Z,2015-10-06T18:51:22Z,10848,4411
CRI,clea,188000042,NA,Renovacion Costarricense,NA,1998,2010,3.9,2010,NA,NA,2015-07-20T21:04:32Z,2015-10-06T18:51:25Z,10322,864
CRI,clea,188000071,NA,Renovación Democrática,NA,1974,1974,7.7,1974,NA,NA,2015-07-20T21:04:43Z,2015-10-06T18:51:48Z,10506,4414
CRI,clea,188000074,NA,Republicano,NA,1958,1962,33.5,1962,NA,NA,2015-07-20T21:05:00Z,2015-10-06T18:51:06Z,10842,4436
CRI,clea,188000043,NA,Republicano Nacional,NA,1958,1986,4.9,1974,NA,NA,2015-07-20T21:05:21Z,2015-10-06T18:51:45Z,11153,4436
CRI,clea,188000076,NA,Republicano Nacional Independiente,NA,1953,1953,7.2,1953,NA,NA,2015-07-20T21:04:30Z,2015-10-06T18:51:43Z,10295,4436
CRI,clea,188000045,NA,Restauracion Nacional,NA,2006,2010,2,2006,NA,NA,2015-07-20T21:05:38Z,2015-10-06T18:51:23Z,11410,257
CRI,clea,188000047,NA,Unidad Social Cristiana,NA,1986,2010,46.2,1990,NA,NA,2015-07-20T21:05:23Z,2015-10-06T18:51:30Z,11186,1199
CRI,clea,188000081,NA,Unificación Nacional,NA,1966,1978,43.2,1966,NA,NA,2015-07-20T21:05:37Z,2015-10-06T18:51:46Z,11400,4422
CRI,clea,188000050,NA,Union Generaleña,NA,1986,1994,2.4,1990,NA,NA,2015-07-20T21:05:08Z,2015-10-06T18:52:02Z,10964,4415
CRI,clea,188000051,NA,Union Nacional,NA,1953,2006,21.4,1958,NA,NA,2015-07-20T21:04:41Z,2015-10-06T18:51:49Z,10461,161
CRI,clea,188000052,NA,Union Para El Cambio,NA,2006,2006,2.4,2006,NA,NA,2015-07-20T21:05:24Z,2015-10-06T18:51:12Z,11201,4420
CRI,clea,188000082,NA,Unión Cívico Revolucionaria,NA,1958,1966,5.5,1966,NA,NA,2015-07-20T21:05:31Z,2015-10-06T18:51:05Z,11322,4419
HRV,clea,191000013,NA,HRVATSKA DEMOKRATSKA ZAJEDNICA,Croatian Democratic Union,2007,2007,35.5,2007,NA,NA,2015-07-20T21:04:32Z,2015-10-06T18:51:39Z,10327,1431
HRV,clea,191000021,NA,HRVATSKA STRANKA UMIROVLJENIKA,Croatian Party of Pensioners,2007,2007,3.6,2007,NA,NA,2015-07-20T21:04:41Z,2015-10-06T18:51:51Z,10466,2062
HRV,clea,191000020,NA,HRVATSKA STRANKA PRAVA,Croatian Party of Rights,2007,2007,3.4,2007,NA,NA,2015-07-20T21:05:32Z,2015-10-06T18:51:59Z,11333,253
HRV,clea,191000017,NA,HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI,Croatian People's Party- Liberal Democrats,2007,2007,6.6,2007,NA,NA,2015-07-20T21:05:46Z,2015-10-06T18:51:08Z,11572,799
HRV,clea,191000047,NA,SOCIJALDEMOKRATSKA PARTIJA HRVATSKE,Social Democratic Party of Croatia,2007,2007,30.4,2007,NA,NA,2015-07-20T21:04:36Z,2015-10-06T18:51:11Z,10387,1475
CUW,clea,531000001,NA,Movementu Futuro Kòrsou,Movement for the Future of Curaçao,2012,2012,21.2,2012,NA,NA,2015-07-20T21:05:37Z,2015-10-06T18:51:04Z,11406,3804
CUW,clea,531000002,NA,Partido Nashonal di Pueblo,National People’s Party,2012,2012,5.9,2012,NA,NA,2015-07-20T21:05:50Z,2015-10-06T18:51:20Z,11655,3805
CUW,clea,531000003,NA,Partido Movishon Antia Nobo,New Antilles Movement,2012,2012,9.5,2012,NA,NA,2015-07-20T21:05:40Z,2015-10-06T18:51:24Z,11446,3806
CUW,clea,531000004,NA,Partido pa Adelanto I Inovashon Soshal,PAIS,2012,2012,17.6,2012,NA,NA,2015-07-20T21:06:08Z,2015-10-06T18:51:55Z,11914,3807
CUW,clea,531000005,NA,Partido Frente Obrero Liberashon 30 Di Mei,Party Workers’ Liberation Front 30th of May,2012,2012,2.1,2012,NA,NA,2015-07-20T21:05:53Z,2015-10-06T18:52:02Z,11705,3811
CUW,clea,531000006,NA,Partido Antiá Restrukturá,Party for the Restructured Antilles,2012,2012,19.8,2012,NA,NA,2015-07-20T21:06:09Z,2015-10-06T18:51:09Z,11929,3809
CUW,clea,531000007,NA,Pueblo Soberano,Sovereign People,2012,2012,22.7,2012,NA,NA,2015-07-20T21:05:47Z,2015-10-06T18:51:40Z,11590,3803
CYP,clea,196000004,NA,Democratic Party,NA,2001,2011,17.9,2006,NA,NA,2015-07-20T21:05:43Z,2015-10-06T18:51:50Z,11515,635
CYP,clea,196000005,NA,Democratic Rally,NA,2001,2011,34.3,2011,NA,NA,2015-07-20T21:06:01Z,2015-10-06T18:52:00Z,11807,563
CYP,clea,196000006,NA,Ecological and Environmental Movement,NA,2001,2011,2.2,2011,NA,NA,2015-07-20T21:06:08Z,2015-10-06T18:51:49Z,11910,858
CYP,clea,196000008,NA,European Party,NA,2006,2011,5.7,2006,NA,NA,2015-07-20T21:05:34Z,2015-10-06T18:51:43Z,11369,1817
CYP,clea,196000009,NA,Fighting Democratic Movement,NA,2001,2001,2.2,2001,NA,NA,2015-07-20T21:05:34Z,2015-10-06T18:51:06Z,11367,1625
CYP,clea,196000011,NA,Movement for Social Democracy,NA,2001,2011,8.9,2006,NA,NA,2015-07-20T21:04:53Z,2015-10-06T18:51:37Z,10721,1028
CYP,clea,196000013,NA,New Horizons,NA,2001,2001,3,2001,NA,NA,2015-07-20T21:05:50Z,2015-10-06T18:52:03Z,11651,1191
CYP,clea,196000015,NA,Progressive Party of Working People,NA,2001,2011,34.7,2001,NA,NA,2015-07-20T21:05:25Z,2015-10-06T18:51:27Z,11212,1076
CYP,clea,196000016,NA,United Democrats,NA,2001,2006,2.6,2001,NA,NA,2015-07-20T21:05:48Z,2015-10-06T18:51:21Z,11604,321
CZE,clea,203000059,SZV,Spojenectví zeměděl.a venkova,Alliance of Peasants and Countryside,1990,1990,4.1,1990,NA,NA,2015-07-20T21:05:19Z,2015-10-06T18:51:47Z,11124,138
CZE,clea,203000056,SPR-RSC,Sdružení pro republiku-Republikánská strana Československa,Association for the Republic-Republican Party of Czechoslovakia,1992,1998,8,1996,NA,NA,2015-07-20T21:05:40Z,2015-10-06T18:51:13Z,11461,1657
CZE,clea,203000060,SN,Sruzeni nezavislych,Association of Independents,2002,2002,2.8,2002,NA,NA,2015-07-20T21:05:08Z,2015-10-06T18:51:47Z,10961,884
CZE,clea,203000032,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian and Democratic Union - Czechoslovak People's Party,1992,2006,9,1998,NA,NA,2015-07-20T21:06:07Z,2015-10-06T18:51:05Z,11896,676
CZE,clea,203000044,ODA,Občanská demokratická aliance,Civic Democratic Alliance,1992,2002,6.4,1996,NA,NA,2015-07-20T21:05:37Z,2015-10-06T18:51:26Z,11401,1008
CZE,clea,203000045,ODS,Obcanská demokratická strana,Civic Democratic Party,1996,2006,35.4,2006,NA,NA,2015-07-20T21:05:13Z,2015-10-06T18:51:24Z,11048,466
CZE,clea,203000048,OF,Občanské fórum,Civic Forum,1990,1990,49.5,1990,NA,NA,2015-07-20T21:04:52Z,2015-10-06T18:51:44Z,10684,1349
CZE,clea,203000046,OH,Občanská hnutí,Civic Movement,1992,1992,4.6,1992,NA,NA,2015-07-20T21:04:48Z,2015-10-06T18:51:46Z,10605,1796
CZE,clea,203000027,KAN,Klub angažovaných nestraníků,Club of Committed Non-Party Members,1992,1992,2.7,1992,NA,NA,2015-07-20T21:05:03Z,2015-10-06T18:51:57Z,10899,2142
CZE,clea,203000029,KSČM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1996,2006,18.5,2002,NA,NA,2015-07-20T21:05:29Z,2015-10-06T18:51:57Z,11284,1728
CZE,clea,203000011,CSSD,Československá sociální demokracie,Czechoslovak Social Democratic Party,1992,2006,32.3,1998,NA,NA,2015-07-20T21:06:03Z,2015-10-06T18:51:19Z,11831,177
CZE,clea,203000058,SD,Československá sociální demokracie,Czechoslovak Social Democratic Party,1990,1990,4.1,1990,NA,NA,2015-07-20T21:05:27Z,2015-10-06T18:51:25Z,11251,177
CZE,clea,203000014,CSS,Čs.strana socialistická,Czechoslovakian Socialist Party,1990,1990,2.7,1990,NA,NA,2015-07-20T21:04:49Z,2015-10-06T18:51:24Z,10625,1813
CZE,clea,203000017,DEU,Demokratické unie,Democratic Union,1996,1998,2.8,1996,NA,NA,2015-07-20T21:05:09Z,2015-10-06T18:52:01Z,10977,1171
CZE,clea,203000072,SD-LSNS,Svobodné demokraté-Liberální strana národne sociální,Free Democrats- National Social Liberal Party,1996,1996,2,1996,NA,NA,2015-07-20T21:06:06Z,2015-10-06T18:51:14Z,11887,1813
CZE,clea,203000074,US,Unie svobody,Freedom Union,1998,1998,8.6,1998,NA,NA,2015-07-20T21:05:39Z,2015-10-06T18:51:58Z,11427,905
CZE,clea,203000071,SZ,Strana zelených,Green Party,1990,2006,6.3,2006,NA,NA,2015-07-20T21:05:27Z,2015-10-06T18:51:57Z,11246,1554
CZE,clea,203000023,MORSL/HSD-SMS,Hnutí za samosprávnou demokracii - Společnost pro Moravu a Slezsko,Movement for Autonomous Democracy - Party for Moravia and Silesia,1990,1992,10,1990,NA,NA,2015-07-20T21:04:33Z,2015-10-06T18:51:50Z,10342,952
CZE,clea,203000063,SCPZR,"Strana československých podnikatelů, živnostníků a rolníků","Party of Czechoslovak Entrepreneurs, Small Businesses and Farmers",1992,1992,3.1,1992,NA,NA,2015-07-20T21:04:47Z,2015-10-06T18:51:43Z,10598,2139
CZE,clea,203000020,HDZJ,Hnutí důchodců za životní jistoty,Pensioners for a Secure Life,1992,1998,3.8,1992,NA,NA,2015-07-20T21:05:59Z,2015-10-06T18:51:25Z,11778,670
CZE,clea,203000057,SNK ED,SNK Evropští demokraté,SNK European Democrats,2006,2006,2.1,2006,NA,NA,2015-07-20T21:05:42Z,2015-10-06T18:51:12Z,11490,751
CZE,clea,203000030,KSC,Komunistická strana Československa,The Communist Party of Czechoslovakia,1990,1990,13.2,1990,NA,NA,2015-07-20T21:05:52Z,2015-10-06T18:51:42Z,11696,1041
DNK,clea,208000005,NA,Centrum demokraterne,Centre Democrats,1981,2005,8.3,1981,NA,NA,2015-07-20T21:04:39Z,2015-10-06T18:51:07Z,10427,800
DNK,clea,208000019,NA,Kristeligt folkeparti,Christian People's Party,1975,2001,5.3,1975,NA,NA,2015-07-20T21:04:51Z,2015-10-06T18:51:09Z,10681,53
DNK,clea,208000018,NA,Konservative folkeparti,Conservative People's Party,1918,2011,23.4,1984,NA,NA,2015-07-20T21:04:59Z,2015-10-06T18:51:05Z,10829,536
DNK,clea,208000007,NA,Danmarks kommunistiske parti,Danish Communist Party,1939,1979,12.5,1945,NA,NA,2015-07-20T21:05:10Z,2015-10-06T18:51:22Z,10998,277
DNK,clea,208000008,NA,Danmarks nationalsocialistiske arbejderparti,Danish National Socialist Party,1939,1943,2.2,1943,NA,NA,2015-07-20T21:05:51Z,2015-10-06T18:51:11Z,11673,1900
DNK,clea,208000006,NA,Danks folkeparti,Danish People's Party,1998,2011,13.8,2007,NA,NA,2015-07-20T21:05:28Z,2015-10-06T18:52:01Z,11257,1022
DNK,clea,208000002,NA,Bondepartiet,Farmers' Party,1935,1939,3.2,1935,NA,NA,2015-07-20T21:05:06Z,2015-10-06T18:52:01Z,10929,1901
DNK,clea,208000012,NA,Erhverspartiet,Industry and Trade Party,1920,1920,2.9,1920,NA,NA,2015-07-20T21:05:30Z,2015-10-06T18:51:38Z,11307,1912
DNK,clea,208000020,NA,Retsforbundet,Justice Alliance (or Georgists or Single-Tax Party),1939,1957,8.2,1950,NA,NA,2015-07-20T21:04:59Z,2015-10-06T18:52:00Z,10820,1134
DNK,clea,208000025,NA,Venstresocialisterne,Left Socialists (Liberal Socialists),1977,2011,3.7,1979,NA,NA,2015-07-20T21:05:12Z,2015-10-06T18:51:18Z,11037,1136
DNK,clea,208000032,NA,Liberal Alliance,Liberal Alliance,2011,2011,5,2011,NA,NA,2015-07-20T21:05:38Z,2015-10-06T18:51:23Z,11412,212
DNK,clea,208000024,NA,Venstre,"Liberals (Left); Since 1910, it includes Forenede Venstre and Forhandlende Venstre.",1849,2011,65.9,1873,NA,NA,2015-07-20T21:05:44Z,2015-10-06T18:51:05Z,11537,1204
DNK,clea,208000014,NA,Forhandlende Venstre,Moderate Left (1892-1910),1892,1909,21.2,1892,NA,NA,2015-07-20T21:05:05Z,2015-10-06T18:51:19Z,10923,1914
DNK,clea,208000034,NA,Ny Alliance,New Alliance,2007,2007,2.8,2007,NA,NA,2015-07-20T21:05:36Z,2015-10-06T18:51:18Z,11396,212
DNK,clea,208000015,NA,Fremskridtspartiet,Progress Party,1973,2001,15.9,1973,NA,NA,2015-07-20T21:06:08Z,2015-10-06T18:51:10Z,11911,1601
DNK,clea,208000010,NA,Det radikale venstre,Radical Liberals (Left),1903,2011,20.6,1918,NA,NA,2015-07-20T21:05:08Z,2015-10-06T18:51:40Z,10963,1507
DNK,clea,208000011,NA,Enhedslisten - de Rød-Grønne,Red-Green-Unitary List,1990,2011,6.6,2011,NA,NA,2015-07-20T21:04:43Z,2015-10-06T18:51:12Z,10500,1527
DNK,clea,208000017,NA,Højre,"Right; For 1860-75, it includes results of the Mellemparti (Middle Party); In general, it includes all conservative candidates.",1849,1915,41.8,1866,NA,NA,2015-07-20T21:05:33Z,2015-10-06T18:51:17Z,11355,536
DNK,clea,208000022,NA,Socialdemokrater,Social Democrats,1872,2011,46.1,1935,NA,NA,2015-07-20T21:04:33Z,2015-10-06T18:51:38Z,10348,379
DNK,clea,208000023,NA,Socialistisk folkeparti,Socialist People's Party,1960,2011,14.6,1987,NA,NA,2015-07-20T21:06:11Z,2015-10-06T18:51:48Z,11949,329
DNK,clea,208000009,NA,De uafhængige,The Independents (a right-wing splinter of Venstre),1953,1960,3.3,1960,NA,NA,2015-07-20T21:04:58Z,2015-10-06T18:51:40Z,10805,932
DNK,clea,208000013,NA,Forenede Venstre,United Left (1870-1915),1881,1884,3.2,1884,NA,NA,2015-07-20T21:05:39Z,2015-10-06T18:51:42Z,11429,1204
DMA,clea,212000001,NA,Dominica Freedom Party,DFP,1995,2005,35.8,1995,NA,NA,2015-07-20T21:05:40Z,2015-10-06T18:51:11Z,11457,3746
DMA,clea,212000002,NA,Dominica Labour Party,DLP,1995,2005,52,2005,NA,NA,2015-07-20T21:04:30Z,2015-10-06T18:51:30Z,10296,3744
DMA,clea,212000003,NA,United Workers' Party,UWP,1995,2005,43.7,2005,NA,NA,2015-07-20T21:05:22Z,2015-10-06T18:51:46Z,11165,3745
DOM,clea,214000019,NA,Movimiento Municipal Del Pueblo,NA,1974,1982,4.4,1974,NA,NA,2015-07-20T21:05:43Z,2015-10-06T18:51:50Z,11522,4197
DOM,clea,214000027,NA,Movimiento Voluntad Popular,NA,1974,1974,5,1974,NA,NA,2015-07-20T21:04:53Z,2015-10-06T18:52:00Z,10711,4196
DOM,clea,214000052,PR-MNJ,Partido Reformista - Movimiento Nacional de la Juventud,NA,1974,1974,76.7,1974,NA,NA,2015-07-20T21:05:27Z,2015-10-06T18:51:53Z,11242,3924
DOM,clea,214000049,PQD,Partido Quiqueyano Democrata,Democratic Quisqueyano Party,1970,2002,13.6,1970,NA,NA,2015-07-20T21:04:33Z,2015-10-06T18:51:08Z,10344,4195
DOM,clea,214000046,PNRD,Partido Nacionalista Revolucionario Democratico,Democratic Revolutionary Nationalist Party,1962,1966,3.5,1962,NA,NA,2015-07-20T21:04:35Z,2015-10-06T18:51:22Z,10372,4192
DOM,clea,214000063,UD,Unidad Democrática,Democratic Unity,1986,1998,2.4,1994,NA,NA,2015-07-20T21:05:19Z,2015-10-06T18:51:49Z,11130,4193
DOM,clea,214000033,PLD,Partido de la Liberacion Dominicana,Dominican Liberation Party,1978,2006,46.4,2006,NA,NA,2015-07-20T21:05:40Z,2015-10-06T18:51:09Z,11448,1225
DOM,clea,214000055,PRD,Partido Revolucionario Dominicano,Dominican Revolutionary Party,1962,2006,56.7,1962,NA,NA,2015-07-20T21:06:11Z,2015-10-06T18:51:57Z,11951,1441
DOM,clea,214000057,PRI,Partido Revolucionario Independiente,Independent Revolutionary Party,1994,2006,2.5,1994,NA,NA,2015-07-20T21:06:05Z,2015-10-06T18:51:40Z,11865,4194
DOM,clea,214000006,BIS,Bloque Institucional Socialdemocrata,Institutional Social Democratic Bloc,1994,2006,2.5,2006,NA,NA,2015-07-20T21:05:20Z,2015-10-06T18:51:05Z,11137,4184
DOM,clea,214000042,PLRD (LE),Partido Liberal de la Republica Dominicana (La Estructura),Liberal Party of the Dominican Republic,1986,2006,5.3,1986,NA,NA,2015-07-20T21:05:38Z,2015-10-06T18:51:27Z,11418,4185
DOM,clea,214000012,MIDA,Movimiento de Integracion Democratica,Movement of Democratic Integration,1970,1982,20.4,1970,NA,NA,2015-07-20T21:04:59Z,2015-10-06T18:52:00Z,10833,4186
DOM,clea,214000011,MCN,Movimiento de Conciliacion Nacional,Movement of National Reconciliation,1970,1998,3.7,1970,NA,NA,2015-07-20T21:05:36Z,2015-10-06T18:51:12Z,11386,4187
DOM,clea,214000064,UCN,Union Civica Nacional,National Civic Union,1962,1982,30.2,1962,NA,NA,2015-07-20T21:04:31Z,2015-10-06T18:51:07Z,10305,4188
DOM,clea,214000021,MNJ,Movimiento Nacional de la Juventud,National Youth Movement,1970,1970,4.3,1970,NA,NA,2015-07-20T21:05:49Z,2015-10-06T18:51:09Z,11628,4189
DOM,clea,214000038,PDP,Partido Democrata Popular,Popular Democratic Party,1974,2006,13.9,1974,NA,NA,2015-07-20T21:04:56Z,2015-10-06T18:51:47Z,10753,4190
DOM,clea,214000051,PR,Partido Reformista,Reformist Party,1966,1982,56.5,1966,NA,NA,2015-07-20T21:05:52Z,2015-10-06T18:51:19Z,11689,4191
DOM,clea,214000053,PRSC,Partido Reformista Social Cristiano,Social Christian Reformist Party,1986,2006,40.5,1986,NA,NA,2015-07-20T21:04:45Z,2015-10-06T18:51:25Z,10550,194
DOM,clea,214000058,PRSC,Partido Revolucionario Social Cristiano,Social Christian Revolutionary Party,1962,1978,5.2,1962,NA,NA,2015-07-20T21:06:02Z,2015-10-06T18:51:35Z,11819,194
ECU,clea,218000045,NA,Partido Avanza,Advance Party,2013,2013,2.9,2013,NA,NA,2015-07-20T21:04:59Z,2015-10-06T18:52:05Z,10817,4199
ECU,clea,218000007,NA,Frente Radical Alfarista,Alfarista Radical Front,1984,1998,8,1984,NA,NA,2015-07-20T21:04:36Z,2015-10-06T18:51:52Z,10389,4198
ECU,clea,218000005,NA,Frente Amplio de Izquierda,Broad Left Front,1988,1988,6.9,1988,NA,NA,2015-07-20T21:05:13Z,2015-10-06T18:51:45Z,11047,885
ECU,clea,218000054,NA,Partido Social Cristiano,Christian Social Party,1979,2013,30.4,1996,NA,NA,2015-07-20T21:04:34Z,2015-10-06T18:51:27Z,10360,950
ECU,clea,218000003,NA,Concentración de Fuerzas Populares,Concentration of Popular Forces,1979,2006,31,1979,NA,NA,2015-07-20T21:04:45Z,2015-10-06T18:52:02Z,10547,4348
ECU,clea,218000014,NA,"Movimiento Alianza País, Patria Altiva I Soberana","Country Alliance Movement, Altiva I Sovereign Fatherland",2013,2013,52.3,2013,NA,NA,2015-07-20T21:04:45Z,2015-10-06T18:51:51Z,10548,4044
ECU,clea,218000002,NA,Coalición Institucionalista Democrata,Democrat Institutionalist Coalition,1979,1979,6.3,1979,NA,NA,2015-07-20T21:04:50Z,2015-10-06T18:51:12Z,10649,3925
ECU,clea,218000047,NA,Partido Demócrata,Democrat Party,1984,1984,9.1,1984,NA,NA,2015-07-20T21:05:45Z,2015-10-06T18:51:32Z,11549,4272
ECU,clea,218000059,NA,Partido Union Democrata Cristiana,Democratic Christian Union Party,2006,2006,5.3,2006,NA,NA,2015-07-20T21:04:38Z,2015-10-06T18:51:33Z,10410,1405
ECU,clea,218000048,NA,Partido Izquierda Democratica,Democratic-Left Party,1979,2006,21.8,1988,NA,NA,2015-07-20T21:05:58Z,2015-10-06T18:51:15Z,11756,797
ECU,clea,218000046,NA,Partido Conservador Ecuatoriano,Ecuadorian Conservative Party,1979,1998,7.8,1979,NA,NA,2015-07-20T21:05:16Z,2015-10-06T18:51:45Z,11090,4349
ECU,clea,218000044,NA,Partido Acción Popular Revolucionaria Ecuatoriana,Ecuadorian Revolutionary Popular Action Party,1996,1996,3,1996,NA,NA,2015-07-20T21:05:21Z,2015-10-06T18:51:50Z,11162,4347
ECU,clea,218000053,NA,Partido Roldosista Ecuatoriano,Ecuadorian Roldosista Party,1984,2013,20.4,1996,NA,NA,2015-07-20T21:06:05Z,2015-10-06T18:51:12Z,11867,1450
ECU,clea,218000056,NA,Partido Socialista Ecuatoriana,Ecuadorian Socialist Party,1990,1992,8.9,1990,NA,NA,2015-07-20T21:05:47Z,2015-10-06T18:51:35Z,11593,885
ECU,clea,218000020,NA,"Movimiento Creo, Creando Oportunidades","Grow, Creating Opportunities Movement",2013,2013,11.4,2013,NA,NA,2015-07-20T21:05:26Z,2015-10-06T18:51:49Z,11223,4269
ECU,clea,218000039,NA,Movimiento Unidad Plurinacional Pachakutik-Nuevo Pais,Multinational Unity Movement of Pachakutik-New Country,1996,2006,10.8,1996,NA,NA,2015-07-20T21:05:19Z,2015-10-06T18:51:17Z,11116,827
ECU,clea,218000052,NA,Partido Renovador Institucional Acción Nacional,National Institutional Action Renewal Party,2006,2013,16.3,2006,NA,NA,2015-07-20T21:05:58Z,2015-10-06T18:51:05Z,11761,1131
ECU,clea,218000017,NA,Movimiento Ciudadano Nuevo País,New Country Citizens' Movement,1998,2006,9.2,1998,NA,NA,2015-07-20T21:04:52Z,2015-10-06T18:51:47Z,10700,827
ECU,clea,218000057,NA,Partido Sociedad Patriótica,Patriotic Society Party,2006,2013,8.1,2006,NA,NA,2015-07-20T21:05:07Z,2015-10-06T18:51:22Z,10951,246
ECU,clea,218000004,NA,Democracia Popular,Popular Democracy,1984,1998,19,1998,NA,NA,2015-07-20T21:04:40Z,2015-10-06T18:52:00Z,10459,1405
ECU,clea,218000050,NA,Partido Movimiento Popular Democrática,Popular Democratic Movement Party,1979,2006,6.1,1984,NA,NA,2015-07-20T21:05:55Z,2015-10-06T18:51:12Z,11729,1521
ECU,clea,218000049,NA,Partido Liberal Radical,Radical Liberal Party,1979,1979,8,1979,NA,NA,2015-07-20T21:05:42Z,2015-10-06T18:51:45Z,11487,4270
ECU,clea,218000058,NA,Partido Unidad Republicana,Republican Unity Party,1992,1992,17.6,1992,NA,NA,2015-07-20T21:04:42Z,2015-10-06T18:51:48Z,10494,4271
ECU,clea,218000051,NA,Partido Nacionalista Revolucionario,Revolutionary Nationalist Party,1979,1979,7.5,1979,NA,NA,2015-07-20T21:05:13Z,2015-10-06T18:51:12Z,11043,4200
ECU,clea,218000033,NA,Movimiento Ruptura,Rupture Movement,2013,2013,2.5,2013,NA,NA,2015-07-20T21:05:39Z,2015-10-06T18:51:46Z,11430,4201
ECU,clea,218000055,NA,Partido Socialista - Frente Amplio,Socialist Party - Broad Front,2006,2013,2.7,2006,NA,NA,2015-07-20T21:05:35Z,2015-10-06T18:51:36Z,11384,885
ECU,clea,218000034,NA,"Movimiento Suma, Sociedad Unida Más Acción","Sum, More Action United Society Movement",2013,2013,3,2013,NA,NA,2015-07-20T21:05:06Z,2015-10-06T18:51:11Z,10936,4202
ECU,clea,218000030,NA,Movimiento Red Ética y Democracia,Web Ethics and Democracy Movement,2006,2006,3.6,2006,NA,NA,2015-07-20T21:05:16Z,2015-10-06T18:51:15Z,11084,4203
SLV,clea,222000001,NA,Partido Demócrata Cristiano,Christian Democratic Party,1994,2009,17.9,1994,NA,NA,2015-07-20T21:04:44Z,2015-10-06T18:51:38Z,10522,11
SLV,clea,222000003,NA,Partido Renovación Social Cristiano,Christian Social Renewal Party,1997,1997,3.6,1997,NA,NA,2015-07-20T21:05:23Z,2015-10-06T18:51:28Z,11193,4229
SLV,clea,222000006,NA,Cambio Demócratico,Democratic Change,2006,2012,3.1,2006,NA,NA,2015-07-20T21:06:09Z,2015-10-06T18:51:16Z,11932,1456
SLV,clea,222000007,NA,Convergencia Demócratica,Democratic Convergence,1994,1997,4.4,1994,NA,NA,2015-07-20T21:06:07Z,2015-10-06T18:51:18Z,11894,4227
SLV,clea,222000008,NA,Partido Liberal Democrático,Democratic Liberal Party,1997,2000,3.2,1997,NA,NA,2015-07-20T21:04:51Z,2015-10-06T18:51:29Z,10667,4228
SLV,clea,222000010,NA,Frente Farabundo Martí para la Liberación Nacional,Farabundo Martí National Liberation Front,1994,2012,42.6,2009,NA,NA,2015-07-20T21:05:57Z,2015-10-06T18:51:23Z,11751,978
SLV,clea,222000012,NA,Gran Alianza por la Unidad Nacional,Grand Alliance for National Unity,2012,2012,9.6,2012,NA,NA,2015-07-20T21:04:52Z,2015-10-06T18:51:49Z,10690,4224
SLV,clea,222000014,NA,Partido Acción Nacional,National Action Party,2000,2003,3.7,2000,NA,NA,2015-07-20T21:04:36Z,2015-10-06T18:52:05Z,10383,4225
SLV,clea,222000015,NA,Concertación Nacional,National Coalition,2012,2012,6.4,2012,NA,NA,2015-07-20T21:04:42Z,2015-10-06T18:51:05Z,10493,686
SLV,clea,222000016,NA,Partido de Conciliación Nacional,National Conciliation Party,1994,2009,13,2003,NA,NA,2015-07-20T21:05:44Z,2015-10-06T18:51:47Z,11544,686
SLV,clea,222000018,NA,Alianza Republicana Nacionalista,National Republican Alliance,1994,2012,45,1994,NA,NA,2015-07-20T21:05:17Z,2015-10-06T18:51:28Z,11100,1709
SLV,clea,222000020,NA,Partido Politico de la Esperanza,Political Party of Hope,2012,2012,2.2,2012,NA,NA,2015-07-20T21:06:07Z,2015-10-06T18:51:24Z,11902,11
SLV,clea,222000029,NA,Centro Democrático Unido,United Democratic Center,2000,2003,6.3,2003,NA,NA,2015-07-20T21:04:48Z,2015-10-06T18:51:40Z,10604,4226
SLV,clea,222000030,NA,Movimiento de Unidad,Unity Movement,1994,1997,2.5,1994,NA,NA,2015-07-20T21:06:10Z,2015-10-06T18:51:35Z,11948,3927
GNQ,clea,226000003,PDGE,Partido Democrático de Guinea Ecuatorial,Democratic Party of Equatorial Guinea,1993,1993,69.8,1993,NA,NA,2015-07-20T21:05:49Z,2015-10-06T18:51:53Z,11627,3824
