"id","id_duplicate","country","year_first","year_last","name_short","name","name_source","ignore_partyfacts","comment"
285,,"ARG",1962,1965,"","UCR Cruzada Renovadora","UCR Cruzada Renovadora 1962–65",0,""
286,,"ARG",1957,1965,"","UCR del Pueblo","UCR del Pueblo 1957–65",0,""
287,,"ARG",1916,1916,"","UCR Disidente","UCR Disidente 1916",0,""
288,,"ARG",1926,1926,"UCR Dr. C.","","UCR Dr. C. 1926",0,""
289,,"ARG",1928,1928,"UCR F.C.","","UCR F.C. 1928",0,""
290,,"ARG",1928,1928,"UCR F.J.","","UCR F.J. 1928",0,""
291,,"ARG",1920,1920,"","UCR Independiente","UCR Independiente 1920",0,""
292,,"ARG",1920,1922,"","UCR Intransigente","UCR Intransigente 1920–22",0,""
293,,"ARG",1957,1965,"","UCR Intransigente","UCR Intransigente 1957–65",0,""
294,,"ARG",1960,1960,"UCRI Pop.","","UCRI Pop. 1960",0,""
295,,"ARG",1946,1946,"UCR (JR)","","UCR (JR) 1946",0,""
296,,"ARG",1930,1930,"UCR J y P","","UCR J y P 1930",0,""
297,,"ARG",1960,1960,"UCR L.V.","","UCR L.V. 1960",0,""
298,,"ARG",1920,1946,"","UCR Lencinista","UCR Lencinista 1920–46",0,""
299,,"ARG",1960,1960,"","UCR Nacional Unificada","UCR Nacional Unificada 1960",0,""
300,,"ARG",1920,1920,"","UCR Negra","UCR Negra 1920",0,""
301,,"ARG",1920,1920,"","UCR Oficial","UCR Oficial 1920",0,""
302,,"ARG",1924,1930,"","UCR Opositora","UCR Opositora 1924 & 1930",0,""
303,,"ARG",1924,1924,"","UCR Personalista","UCR Personalista 1924",0,""
304,,"ARG",1922,1962,"","UCR Principista","UCR Principista 1922 & 1926 & 1930 & 1962",0,""
305,,"ARG",1922,1930,"","UCR Roja","UCR Roja 1922–26 & 1930",0,""
306,,"ARG",1946,1948,"UCR S. Fr.","","UCR S. Fr. 1946–48",0,""
307,,"ARG",1946,1946,"UCR Sgo.","","UCR Sgo. 1946",0,""
308,,"ARG",1930,1930,"UCR Sit.","","UCR Sit. 1930",0,""
309,,"ARG",1926,1926,"","UCR–Tacuarembó","UCR–Tacuarembó 1926",0,""
310,,"ARG",1922,1930,"","UCR Tucumán","UCR Tucumán 1922 & 1930",0,""
311,,"ARG",1924,1930,"","UCR Unificada","UCR Unificada 1924–30",0,""
312,,"ARG",1924,1946,"UCR Yrig.","","UCR Yrig. 1924 & 1946",0,""
313,,"ARG",1946,1946,"UCRY y Lab.","","UCRY y Lab. 1946",0,""
314,,"ARG",1983,1994,"","Alianza Democrática/Unidad Socialista","Alianza Democrática/Unidad Socialista 1983–91 & 1994 [5/6]",0,""
315,,"ARG",1960,1965,"","Democrático Conservador","Democrático Conservador 1960–65 [5/6]",0,""
316,,"ARG",1993,1994,"","Frente Grande","Frente Grande 1993–94",0,""
317,,"ARG",1995,1995,"FREPASO","","FREPASO 1995",0,""
318,,"ARG",1930,1930,"","Independiente Socialista","Independiente Socialista 1930",0,""
319,,"ARG",1973,1995,"","Intransigente","Intransigente 1973–87 & 1991 & 1994–95",0,""
320,,"ARG",1920,1920,"","Liga Agraria","Liga Agraria 1920",0,""
321,,"ARG",1960,1965,"","Socialismo Democrático","Socialismo Democrático 1960–65 [5/6]",0,""
322,,"ARG",1924,1962,"","Socialista","Socialista 1924–62 [5/6]",0,""
323,,"ARG",1985,1995,"","Socialista Auténtico","Socialista Auténtico 1985–91 & 1995",0,""
324,,"ARG",1962,1995,"","Socialista Dem.","Socialista Dem. 1962–91 & 1994–95 [5/6]",0,""
325,,"ARG",1973,1985,"","Socialista Popular","Socialista Popular 1973–85",0,""
326,,"ARG",1960,1960,"U.P. Dem. C.","","U.P. Dem. C. 1960",0,""
327,,"ARG",1960,1962,"","U.P. Inmobiliario","U.P. Inmobiliario 1960–62",0,""
328,,"ARG",1995,1995,"","Alianza de Sur","Alianza de Sur 1995",0,""
329,,"ARG",1991,1991,"Al. Fte. Ezq. Rev.","","Al. Fte. Ezq. Rev. 1991",0,""
330,,"ARG",1924,1994,"","Comunista","Comunista 1924–48 & 1960 & 1983 & 1987 & 1994",0,""
331,,"ARG",1928,1930,"","Comunista R.A.","Comunista R.A. 1928–30",0,""
332,,"ARG",1928,1928,"","Comunista Obrero","Comunista Obrero 1928",0,""
333,,"ARG",1946,1946,"","Concentración Obrera","Concentración Obrera 1946",0,""
334,,"ARG",1991,1995,"","(Corriente) Patria Libre","(Corriente) Patria Libre 1991 & 1995",0,""
335,,"ARG",1973,1985,"","Frente de Izquierda Popular","Frente de Izquierda Popular 1973–85",0,""
336,,"ARG",1994,1994,"Fte. Izq. Soc.","","Fte. Izq. Soc. 1994",0,""
337,,"ARG",1987,1991,"","Izquierda Unida","Izquierda Unida 1987–91",0,""
338,,"ARG",1924,1973,"","Laborista","Laborista 1924 & 1962–73",0,""
339,,"ARG",1983,1995,"","Movimiento Al Socialismo","Movimiento Al Socialismo 1983 & 1987 & 1991 & 1994 (w/PTS)–95",0,""
340,,"ARG",1991,1991,"MODEPA","Mvto. Democrático Popular Anti-Imperialista","Mvto. Democrático Popular Anti-Imperialista (MODEPA) 1991",0,""
341,,"ARG",1991,1991,"","Mvto Izq. Abierta","Mvto Izq. Abierta 1991",0,""
342,,"ARG",1994,1995,"","Movimiento Socialista de los Trabajadores","Movimiento Socialista de los Trabajadores 1994–95",0,""
343,,"ARG",1960,1995,"","Obrero","Obrero 1960 & 1983–91 & 1994–95",0,""
344,,"ARG",1987,1987,"","‘Other Left’","‘Other Left’ 1987",0,""
345,,"ARG",1912,1922,"","Socialista","Socialista 1912–22 [5/6]",0,""
346,,"ARG",1916,1918,"","Socialista Argentino","Socialista Argentino 1916–18",0,""
347,,"ARG",1962,1962,"","Socialista Argentino-CP","Socialista Argentino-CP 1962",0,""
348,,"ARG",1962,1962,"","Socialista Argentino-der.","Socialista Argentino-der. 1962",0,""
349,,"ARG",1973,1973,"","Socialista de Trabajadores","Socialista de Trabajadores 1973",0,""
350,,"ARG",1918,1918,"","Socialista Internacional","Socialista Internacional 1918",0,""
351,,"ARG",1989,1989,"","Soc. Obrero L.","Soc. Obrero L. 1989",0,""
352,352,"ARG",1973,1973,"","Unión Popular","Unión Popular 1973",0,""
353,,"ARG",1962,1965,"","Blanco","Blanco 1962–65",0,""
354,,"ARG",1973,1973,"","Blanco de los Trabs.","Blanco de los Trabs. 1973",0,""
355,,"ARG",1960,1965,"","del Pueblo","del Pueblo 1960–65",0,""
356,,"ARG",1973,1973,"","17 de Octubre","17 de Octubre 1973",0,""
357,,"ARG",1985,1985,"FREJULI","","FREJULI 1985 [5/6]",0,""
358,,"ARG",1985,1989,"","Frente Renovador (Cafiero)","Frente Renovador (Cafiero) 1985–89",0,""
359,,"ARG",1973,1995,"","Justicialista","Justicialista 1973–95",0,""
360,,"ARG",1946,1946,"","Laborista","Laborista 1946",0,""
361,,"ARG",1948,1948,"","Laborista de Salta","Laborista de Salta 1948",0,""
362,,"ARG",1946,1946,"","Laborista Independiente","Laborista Independiente 1946",0,""
363,,"ARG",1946,1946,"","Lab. y otros","Lab. y otros 1946",0,""
364,,"ARG",1946,1948,"","Peronista","Peronista 1946–48",0,""
365,,"ARG",1962,1991,"","Tres Banderas","Tres Banderas 1962–65 & 1983–87 & 1991",0,""
366,,"ARG",1991,1991,"","Acción Correntina","Acción Correntina 1991",0,""
367,,"ARG",1973,1995,"","Acción Chubutense","Acción Chubutense 1973–85 & 1994–95",0,""
368,368,"ARG",1994,1995,"","Acción Chaqueña","Acción Chaqueña 1994–95",0,""
369,,"ARG",1991,1991,"","Acción Provincial","Acción Provincial 1991",0,""
370,,"ARG",1983,1983,"","Al. Ag. Vec. U. Pop. Fueguina","Al. Ag. Vec. U. Pop. Fueguina 1983",0,""
371,,"ARG",1998,1991,"","Al. Chaqueña","Al. Chaqueña 1989–91",0,""
372,,"ARG",1985,1985,"","Al. Fed. Chaqueña","Al. Fed. Chaqueña 1985",0,""
373,,"ARG",1991,1991,"Al. Fte. Esp. Nva. Cata.","","Al. Fte. Esp. Nva. Cata. 1991",0,""
374,,"ARG",1983,1983,"","Alianza Salteña","Alianza Salteña 1983",0,""
375,,"ARG",1987,1994,"","Blanco (de los Jubilados)","Blanco (de los Jubilados) 1987–91 & 1994",0,""
376,,"ARG",1918,1918,"","Concentración Catamarqueña","Concentración Catamarqueña 1918",0,""
377,,"ARG",1987,1995,"","Convocatoria Independiente","Convocatoria Independiente 1987 & 1994–95",0,""
378,,"ARG",1995,1995,"","Cruzada Federal","Cruzada Federal 1995",0,""
379,,"ARG",1960,1960,"","Defensa Provincial","Defensa Provincial 1960",0,""
380,,"ARG",1987,1991,"","Defensa Provincial","Defensa Provincial 1987–91",0,""
381,,"ARG",1930,1930,"Dif. Prov. B.B.","","Dif. Prov. B.B. 1930",0,""
382,,"ARG",1973,1973,"","Federalista Córdoba","Federalista Córdoba 1973",0,""
383,,"ARG",1924,1926,"","Feminista Nacional","Feminista Nacional 1924–26",0,""
384,,"ARG",1985,1985,"","Fte. Just. Chubutense","Fte. Just. Chubutense 1985",0,""
385,,"ARG",1991,1991,"Fte. Pop. Corr.","","Fte. Pop. Corr. 1991",0,""
386,,"ARG",1991,1991,"","Fte. Pol. Riojano","Fte. Pol. Riojano 1991",0,""
387,,"ARG",1994,1994,"","Frente San Luis","Frente San Luis 1994",0,""
388,,"ARG",1985,1985,"","Humanista","Humanista 1985",0,""
389,,"ARG",1989,1995,"","Humanista/Verde","Humanista/Verde 1989–91 & 1994–95 [5/6]",0,""
390,,"ARG",1912,1914,"","Liga del Sur","Liga del Sur 1912–14",0,""
391,,"ARG",1991,1991,"MOLIPO","","MOLIPO 1991",0,""
392,,"ARG",1983,1985,"","Mov. Fed. Pampeano","Mov. Fed. Pampeano 1983–85",0,""
393,,"ARG",1991,1991,"Mov. Pop. B.A.","","Mov. Pop. B.A. 1991",0,""
394,,"ARG",1985,1985,"","Mov. Pop. Fueguino","Mov. Pop. Fueguino 1985",0,""
395,395,"ARG",1987,1991,"MOPOF","","MOPOF 1987–91",0,""
396,395,"ARG",1994,1995,"Mo.Po.Fu.","","Mo.Po.Fu. 1994–95",0,""
397,,"ARG",1973,1994,"","Mov. Pop. Jujeño","Mov. Pop. Jujeño 1973–85 & 1991 & 1994",0,""
398,,"ARG",1973,1973,"","Mov. Pop. Pampeano","Mov. Pop. Pampeano 1973",0,""
399,,"ARG",1994,1994,"","Mov. Patagon.","Mov. Patagon. 1994",0,""
400,,"ARG",1973,1983,"","Mov. Pop. Salteño","Mov. Pop. Salteño 1973–83",0,""
401,,"ARG",1973,1973,"","Mov. Pop. Tucumano","Mov. Pop. Tucumano 1973",0,""
402,,"ARG",1994,1994,"","Mov. Region.","Mov. Region. 1994",0,""
403,,"ARG",1983,1983,"","Mov. Unidad Chaqueña","Mov. Unidad Chaqueña 1983",0,""
404,,"ARG",1991,1993,"","‘provincial’","‘provincial’ 1991 & 1993",0,""
405,,"ARG",1914,1916,"","Provincial","Provincial 1914–16",0,""
406,,"ARG",1973,1991,"","Provincial Rionegrino","Provincial Rionegrino 1973–83 & 1987–91",0,""
407,,"ARG",1983,1983,"","Renov. de la Prov.","Renov. de la Prov. 1983",0,""
408,,"ARG",1983,1991,"","Renov. de Salta","Renov. de Salta 1983–87 & 1991",0,""
409,,"ARG",1926,1926,"","Salud Pública","Salud Pública 1926",0,""
410,,"ARG",1985,1985,"","Socialista de Formosa","Socialista de Formosa 1985",0,""
411,,"ARG",1994,1995,"","Unidad Catamarqueña","Unidad Catamarqueña 1994–95",0,""
412,,"ARG",1914,1930,"","Unión Provincial","Unión Provincial 1914 & 1920–22 & 1926 & 1930",0,""
413,,"ARG",1962,1965,"","Unión Provincial","Unión Provincial 1962–65",0,""
414,,"ARG",1989,1995,"","Unión Provincial","Unión Provincial 1989 & 1995",0,""
415,,"ARG",1991,1991,"","Unión Vecinal","Unión Vecinal 1991",0,""
416,,"ARG",1918,1918,"","Unitario","Unitario 1918",0,""
417,,"ARG",1994,1994,"","Verde","Verde 1994",0,""
418,,"ARG",1991,1991,"","Verde Ecologista","Verde Ecologista 1991",0,""
419,368,"ARG",1994,1995,"","Acción Chaqueña","Acción Chaqueña 1994–95 [4/6]",0,""
420,,"ARG",1973,1995,"","Autonomista Liberal","Autonomista Liberal (Romero Feris) 1973–91 & 1995 [4/6]",0,""
421,,"ARG",1924,1924,"","Bascaristas","Bascaristas 1924",0,""
422,,"ARG",1973,1995,"","Bloquista San Juan","Bloquista San Juan 1973–91 & 1994–95 [5/6]",0,""
423,,"ARG",1926,1926,"","Comité Independiente","Comité Independiente 1926",0,""
424,,"ARG",1973,1989,"","Mov. Pop. Catamarqueño","Mov. Pop. Catamarqueño 1973–85 & 1989",0,""
425,,"ARG",1995,1995,"","Mov. Pop. Chubut.","Mov. Pop. Chubut. 1995",0,""
426,,"ARG",1965,1995,"","Movimiento Popular Neuquino","Movimiento Popular Neuquino 1965–91 & 1994–95 [5/6]",0,""
427,,"ARG",1924,1924,"","Veristas","Veristas 1924",0,""
428,,"ARG",1926,1926,"","Videla","Videla 1926",0,""
429,,"ARG",1987,1987,"","Acción Indep.","Acción Indep. 1987",0,""
430,,"ARG",1991,1991,"","Acción Popular","Acción Popular 1991",0,""
431,,"ARG",1991,1991,"Acc. Pop. Lib.","","Acc. Pop. Lib. 1991",0,""
432,,"ARG",1973,1973,"","Acción Renovadora","Acción Renovadora 1973",0,""
433,,"ARG",1930,1930,"","Agrario","Agrario 1930",0,""
434,,"ARG",1991,1991,"","Al. Conoc. Popular","Al. Conoc. Popular 1991",0,""
435,,"ARG",1987,1987,"Al. Conf. Lab","","Al. Conf. Lab. 1987",0,""
436,,"ARG",1991,1991,"Al. Convoc.","","Al. Convoc. 1991",0,""
437,,"ARG",1991,1991,"Al. Conv. Bas.","","Al. Conv. Bas. 1991",0,""
438,,"ARG",1991,1991,"","Al. Conv. Pol. Social","Al. Conv. Pol. Social 1991",0,""
439,,"ARG",1987,1987,"","Al. Cristiana Socialista","Al. Cristiana Socialista 1987",0,""
440,,"ARG",1985,1985,"","Al. Dem. Independiente","Al. Dem. Independiente 1985",0,""
441,,"ARG",1991,1991,"","Al. El Frente","Al. El Frente 1991",0,""
442,,"ARG",1995,1995,"","Al. Fte. de la Gente","Al. Fte. de la Gente 1995",0,""
443,,"ARG",1991,1991,"Al. Fte. Pop./Just. Soc.","","Al. Fte. Pop./Just. Soc. 1991",0,""
444,,"ARG",1983,1983,"Al. Fte. Vang. Fed. Dem. Crist.","","Al. Fte. Vang. Fed. Dem. Crist. 1983",0,""
445,,"ARG",1994,1994,"","Al. Honest.","Al. Honest. 1994",0,""
446,,"ARG",1994,1994,"","Al. Memoria","Al. Memoria 1994",0,""
447,,"ARG",1994,1994,"","Al. Nueva Op.","Al. Nueva Op. 1994",0,""
448,,"ARG",1991,1991,"","Al. para el Cambio","Al. para el Cambio 1991",0,""
449,,"ARG",1994,1994,"Al. P. El No","","Al. P. El No 1994",0,""
450,,"ARG",1987,1987,"","Al. Patriótica","Al. Patriótica 1987",0,""
451,,"ARG",1987,1989,"","Al. Popular","Al. Popular 1987–89",0,""
452,,"ARG",1973,1973,"","Al. Pop. Revolucionaria","Al. Pop. Revolucionaria 1973",0,""
453,,"ARG",1960,1960,"","Alianza Progresista","Alianza Progresista 1960",0,""
454,,"ARG",1991,1991,"","Al. Solidaria","Al. Solidaria 1991",0,""
455,,"ARG",1991,1991,"Al. Un. Izq. Rev.","","Al. Un. Izq. Rev. 1991",0,""
456,,"ARG",1991,1991,"Al. Un. Pop.","","Al. Un. Pop. 1991",0,""
457,,"ARG",1991,1991,"Al. Un. Prov.","","Al. Un. Prov. 1991",0,""
458,,"ARG",1991,1991,"Al. UTI","","Al. UTI 1991",0,""
459,,"ARG",1987,1989,"","Alternat. de Cambio","Alternat. de Cambio 1987–89",0,""
460,,"ARG",1991,1994,"","Autonomista","Autonomista 1991 & 1994",0,""
461,,"ARG",1985,1987,"","Aut. Soberanía/Aut. y Soberanía","Aut. Soberanía/Aut. y Soberanía 1985–87",0,""
462,,"ARG",1924,1924,"","Azules","Azules 1924",0,""
463,,"ARG",1989,1989,"","Azul L. Rest.","Azul L. Rest. 1989",0,""
464,,"ARG",1991,1991,"","Cabildo Abierto","Cabildo Abierto 1991",0,""
465,,"ARG",1991,1991,"","Cambio y Justicia","Cambio y Justicia 1991",0,""
466,,"ARG",1985,1985,"","Celeste Y Blanco Trabaj.","Celeste Y Blanco Trabaj. 1985",0,""
467,,"ARG",1912,1914,"","Coalición","Coalición 1912–14",0,""
468,,"ARG",1916,1916,"","Concentración","Concentración 1916",0,""
469,,"ARG",1914,1926,"","Concentración Cívica","Concentración Cívica 1914 & 1918–20 & 1926",0,""
470,,"ARG",1918,1926,"","Concentración Popular","Concentración Popular 1918 & 1926",0,""
471,,"ARG",1987,1991,"","Confed. Fed. de la Indep.","Confed. Fed. de la Indep. 1987–91",0,""
472,,"ARG",1912,1914,"","Constitucional","Constitucional 1912–14",0,""
473,,"ARG",1987,1995,"","Convocatoria Independiente","Convocatoria Independiente 1987 & 1991 & 1994–95",0,""
474,,"ARG",1991,1991,"Conv. Reenc.","","Conv. Reenc. 1991",0,""
475,,"ARG",1991,1991,"Conv. Tras.","","Conv. Tras. 1991",0,""
476,,"ARG",1973,1973,"","Czda. Cívica Combatiente","Czda. Cívica Combatiente 1973",0,""
477,,"ARG",1989,1994,"","Czda. Renovadora","Czda. Renovadora 1989–91 & 1994",0,""
478,,"ARG",1983,1983,"","De Centro","De Centro 1983",0,""
479,,"ARG",1973,1973,"","Defensor del Trabajo","Defensor del Trabajo 1973",0,""
480,,"ARG",1989,1995,"","de la Independencia","de la Independencia 1989–91 & 1995",0,""
481,,"ARG",1987,1991,"","de la Liberación","de la Liberación 1987–91",0,""
482,,"ARG",1987,1991,"","Del Trabajo y del Pueblo","Del Trabajo y del Pueblo 1987–91",0,""
483,,"ARG",1960,1960,"Dem. Aut. CP","","Dem. Aut. CP 1960",0,""
484,,"ARG",1983,1983,"Dem. EE.RR.","","Dem. EE.RR. 1983",0,""
485,,"ARG",1991,1991,"","Dem. Pop. Fte. Social","Dem. Pop. Fte. Social 1991",0,""
486,,"ARG",1962,1965,"","Democrático Unido","Democrático Unido 1962–65",0,""
487,,"ARG",1994,1994,"De PO. I. Soc.","","De PO. I. Soc. 1994",0,""
488,,"ARG",1994,1994,"De Trab. Soc.","","De Trab. Soc. 1994",0,""
489,,"ARG",1991,1991,"F. Indep.","","F. Indep. 1991",0,""
490,,"ARG",1985,1985,"","Fed. Autonomista","Fed. Autonomista 1985",0,""
491,,"ARG",1995,1995,"FRECOPA","","FRECOPA 1995",0,""
492,,"ARG",1995,1995,"","Fte. de Jubilados","Fte. de Jubilados 1995",0,""
493,,"ARG",1973,1985,"","Frente de Liberación","Frente de Liberación 1973 & 1985",0,""
494,,"ARG",1985,1985,"","Frente del Pueblo","Frente del Pueblo 1985",0,""
495,,"ARG",1985,1985,"","Fte. del Pueblo Unido","Fte. del Pueblo Unido 1985",0,""
496,,"ARG",1987,1987,"Fte. Dem. Part.","","Fte. Dem. Part. 1987",0,""
497,,"ARG",1991,1991,"Fte. Ind. Def.","","Fte. Ind. Def. 1991",0,""
498,,"ARG",1987,1987,"","Fte. para el Cambio","Fte. para el Cambio 1987",0,""
499,,"ARG",1985,1985,"","Frente P. Nacional","Frente P. Nacional 1985",0,""
500,,"ARG",1985,1985,"","Frente Patriótico","Frente Patriótico 1985",0,""
501,,"ARG",1991,1991,"","Fte. Pol. y Social","Fte. Pol. y Social 1991",0,""
502,,"ARG",1991,1991,"","Frente Popular","Frente Popular 1991",0,""
503,,"ARG",1985,1985,"","Fte. Pop. Federalista","Fte. Pop. Federalista 1985",0,""
504,,"ARG",1991,1991,"","Fte. Progreso Social","Fte. Progreso Social 1991",0,""
505,,"ARG",1991,1991,"","Fte. Pueblo Unido","Fte. Pueblo Unido 1991",0,""
506,,"ARG",1991,1991,"","Fte. Rec. Popular","Fte. Rec. Popular 1991",0,""
507,,"ARG",1991,1991,"Fte. Trab. y Solid.","","Fte. Trab. y Solid. 1991",0,""
508,,"ARG",1928,1928,"","Frente Unico","Frente Unico 1928",0,""
509,,"ARG",1987,1989,"Fte. Un. Autént.","","Fte. Un. Autént. 1987–89",0,""
510,,"ARG",1973,1973,"","Fte. Unico del Pueblo","Fte. Unico del Pueblo 1973",0,""
511,,"ARG",1994,1994,"Fte. Un. Trab.","","Fte. Un. Trab. 1994",0,""
512,,"ARG",1985,1985,"","Fte. Unido Popular","Fte. Unido Popular 1985",0,""
513,,"ARG",1994,1994,"Fte. Vict.","","Fte. Vict. 1994",0,""
514,,"ARG",1991,1991,"Fte. Vol. Pop.","","Fte. Vol. Pop. 1991",0,""
515,,"ARG",1995,1995,"","Futuro Obrero","Futuro Obrero 1995",0,""
516,,"ARG",1991,1991,"Hon. Trab. y Efic.","","Hon. Trab. y Efic. 1991",0,""
517,,"ARG",1960,1960,"Intr. R&B","","Intr. R&B 1960",0,""
518,,"ARG",1987,1991,"","Justicia Social","Justicia Social 1987–91",0,""
519,,"ARG",1960,1960,"","Laborista Agrario","Laborista Agrario 1960",0,""
520,,"ARG",1960,1960,"Lab. Fed. Av.","","Lab. Fed. Av. 1960",0,""
521,,"ARG",1983,1983,"","La Voz del Pueblo","La Voz del Pueblo 1983",0,""
522,,"ARG",1960,1960,"","Liberal Popular","Liberal Popular 1960",0,""
523,,"ARG",1960,1960,"L.N.S.","","L.N.S. 1960",0,""
524,,"ARG",1991,1991,"MODEPA","","MODEPA 1991",0,""
525,,"ARG",1991,1991,"MOPOSA","","MOPOSA 1991",0,""
526,,"ARG",1987,1989,"","Movilización","Movilización 1987–89",0,""
527,,"ARG",1994,1994,"Mov. Acc. Cív.","","Mov. Acc. Cív. 1994",0,""
528,,"ARG",1985,1985,"","Mov. Acción Popular","Mov. Acción Popular 1985",0,""
529,,"ARG",1995,1995,"","Mov. Azul y Blanco","Mov. Azul y Blanco 1995",0,""
530,,"ARG",1994,1994,"Mov. Crist. In","","Mov. Crist. In. 1994",0,""
531,,"ARG",1994,1994,"","Mov. Esperanza","Mov. Esperanza 1994",0,""
532,,"ARG",1989,1991,"MFP","","MFP 1989–91",0,""
533,,"ARG",1991,1991,"","Mvto. Nacional","Mvto. Nacional 1991",0,""
534,,"ARG",1973,1985,"","Mov. Nacionalista","Mov. Nacionalista 1973 & 1985",0,""
535,,"ARG",1987,1994,"Mvto. Pat. de Lib.","","Mvto. Pat. de Lib. 1987–91 & 1994",0,""
536,,"ARG",1991,1991,"","Mvto. Popular","Mvto. Popular 1991",0,""
537,,"ARG",1973,1973,"","Mov. Pop. Provincial","Mov. Pop. Provincial 1973",0,""
538,,"ARG",1973,1973,"","Mov. Pop. Unido","Mov. Pop. Unido 1973",0,""
539,,"ARG",1994,1995,"Mov. Ref. Ind.","","Mov. Ref. Ind. 1994–95",0,""
540,,"ARG",1987,1987,"","Mov. Renov. Federal","Mov. Renov. Federal 1987",0,""
541,,"ARG",1994,1995,"Mov. Soc. Tra.","","Mov. Soc. Tra. 1994–95",0,""
542,,"ARG",1987,1989,"Mvto. Unid. Renov.","","Mvto. Unid. Renov. 1987–89",0,""
543,,"ARG",1991,1994,"","Nac. Const.","Nac. Const. 1991 & 1994",0,""
544,,"ARG",1948,1948,"","Nacional Independiente","Nacional Independiente 1948",0,""
545,,"ARG",1994,1994,"","Nuevo Part.","Nuevo Part. 1994",0,""
546,,"ARG",1924,1924,"","Obreros Independientes","Obreros Independientes 1924",0,""
547,,"ARG",1994,1995,"","Orden y Justicia","Orden y Justicia 1994–95",0,""
548,,"ARG",1987,1991,"PACH","","PACH 1987 & 1991",0,""
549,,"ARG",1995,1995,"PAIS","","PAIS 1995",0,""
550,,"ARG",1983,1983,"","Para la Democracia Social","Para la Democracia Social 1983",0,""
551,,"ARG",1946,1946,"","Pat. 4 de junio","Pat. 4 de junio 1946",0,""
552,,"ARG",1912,1930,"","Popular","Popular 1912–16 & 1924 & 1930",0,""
553,,"ARG",1973,1973,"","Popular Democrático","Popular Democrático 1973",0,""
554,,"ARG",1995,1995,"","Recup. Etica","Recup. Etica 1995",0,""
555,,"ARG",1994,1995,"","Renovador","Renovador 1994–95",0,""
556,,"ARG",1973,1973,"","Republicano","Republicano 1973",0,""
557,,"ARG",1960,1960,"","Social Ag.","Social Ag. 1960",0,""
558,,"ARG",1994,1994,"Soc. Partic.","","Soc. Partic. 1994",0,""
559,,"ARG",1989,1989,"","Socialista","Socialista 1989",0,""
560,,"ARG",1987,1994,"Soc. Pop.","","Soc. Pop. 1987–91 & 1994",0,""
561,,"ARG",1987,1991,"Soc. Rep.","","Soc. Rep. 1987 & 1991",0,""
562,,"ARG",1994,1995,"","Solidaridad","Solidaridad 1994–95",0,""
563,,"ARG",1985,1985,"","Tercera Posición","Tercera Posición 1985",0,""
564,,"ARG",1987,1989,"Tradic. y Coher.","","Tradic. y Coher. 1987–89",0,""
565,,"ARG",1991,1991,"Unid. Soc. Pop","","Unid. Soc. Pop. 1991",0,""
566,,"ARG",1946,1946,"","Unidad y Resistencia","Unidad y Resistencia 1946",0,""
567,,"ARG",1946,1946,"Un. Cent. Ind.","","Un. Cent. Ind. 1946",0,""
568,,"ARG",1912,1912,"","Unión Comunal","Unión Comunal 1912",0,""
569,,"ARG",1914,1920,"","Unión Democrática","Unión Democrática 1914–20",0,""
570,,"ARG",1985,1985,"","U. Dem. Centro","U. Dem. Centro 1985",0,""
571,,"ARG",1922,1922,"","Unión Popular","Unión Popular 1922",0,""
572,,"ARG",1987,1987,"","U. Pop. 17 de octubre","U. Pop. 17 de octubre 1987",0,""
573,,"ARG",1987,1987,"Un. Pop. Fed. Rep.","","Un. Pop. Fed. Rep. 1987",0,""
574,,"ARG",1960,1960,"U. Rep.","","U. Rep. 1960",0,""
575,,"ARG",1973,1973,"","Unión Republicana","Unión Republicana 1973",0,""
576,,"CHL",1915,1965,"","Conservador","Conservador 1915–57 & 1965",0,""
577,,"CHL",1949,1961,"","Conservador Tradicionalista","Conservador Tradicionalista 1949–61",0,""
578,,"CHL",1953,1957,"","Nacional Cristiano","Nacional Cristiano 1953–57",0,""
579,,"CHL",1949,1949,"","Movimiento Social Cristiano","Movimiento Social Cristiano 1949",0,""
580,,"CHL",1961,1993,"","Demócrata Cristiano","Demócrata Cristiano 1961–93 [3/4]",0,""
581,,"CHL",1941,1957,"","Falange Nacional","Falange Nacional 1941–57 [3/4]",0,""
582,,"CHL",1973,1973,"","Izquierda Cristiana","Izquierda Cristiana 1973",0,""
583,,"CHL",1937,1937,"","Acción Republicana","Acción Republicana 1937",0,""
584,,"CHL",1932,1932,"","Agrario","Agrario 1932–45 & 1953",0,""
585,,"CHL",1989,1989,"","Avanzada Nacional","Avanzada Nacional 1989",0,""
586,,"CHL",1989,1993,"","del Sur","del Sur 1989–93",0,""
587,,"CHL",1989,1993,"","Independientes allied with Democracia y Progreso pact","Independientes allied with Democracia y Progreso pact 1989–93",0,""
588,,"CHL",1915,1965,"","Liberal","Liberal 1915–18 & 1925–65",0,""
589,,"CHL",1921,1921,"","Liberal (Aliancistas)","Liberal (Aliancistas) 1921",0,""
590,,"CHL",1921,1921,"","Liberal (Unionistas)","Liberal (Unionistas) 1921",0,""
591,591,"CHL",1953,1953,"","Movimiento Nacional del Pueblo","Movimiento Nacional del Pueblo 1953 [2/4]",0,""
592,,"CHL",1969,1993,"","Nacional","Nacional 1969–93",0,""
593,,"CHL",1937,1937,"","Nacista","Nacista 1937",0,""
594,,"CHL",1932,1932,"","other Liberal","other Liberal 1932",0,""
595,,"CHL",1945,1945,"","Otros Liberales","Otros Liberales 1945",0,""
