cntry,essround,variable,ess_id,party,n
DK,6,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",345
DK,6,prtvtcdk,8,Liberal Alliance - Liberal Alliance,39
DK,6,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,85
DK,6,prtvtcdk,10,Andet - other,6
DK,6,prtvtcdk,11,Not applicable,244
DK,6,prtvtcdk,12,Refusal,42
DK,6,prtvtcdk,13,Don't know,22
DK,6,prtvtcdk,14,No answer,15
DK,7,prtvtcdk,1,Socialdemokraterne - the Danish social democrats,268
DK,7,prtvtcdk,2,Det Radikale Venstre - Danish Social-Liberal Party,134
DK,7,prtvtcdk,3,Det Konservative Folkeparti - Conservative,65
DK,7,prtvtcdk,4,SF Socialistisk Folkeparti - Socialist People's Party,108
DK,7,prtvtcdk,5,Dansk Folkeparti - Danish peoples party,143
DK,7,prtvtcdk,6,Kristendemokraterne - Christian democrats,8
DK,7,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",311
DK,7,prtvtcdk,8,Liberal Alliance - Liberal Alliance,48
DK,7,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,77
DK,7,prtvtcdk,10,Andet - other,17
DK,7,prtvtcdk,11,Not applicable,247
DK,7,prtvtcdk,12,Refusal,45
DK,7,prtvtcdk,13,Don't know,26
DK,7,prtvtcdk,14,No answer,5
EE,2,prtvtee,1,Party Res Publica,220
EE,2,prtvtee,2,Estonian Centre Party,277
EE,2,prtvtee,3,Estonian Reform Party,157
EE,2,prtvtee,4,Pro Patria Union,78
EE,2,prtvtee,5,Estonian Social Democratic Party,68
EE,2,prtvtee,6,Estonian People's Union,95
EE,2,prtvtee,7,Estonian United People's Party,3
EE,2,prtvtee,8,Estonian Christian Peoples Party,1
EE,2,prtvtee,11,Russian Party in Estonia,1
EE,2,prtvtee,12,Independent candidates,4
EE,2,prtvtee,14,Not applicable,969
EE,2,prtvtee,15,Refusal,48
EE,2,prtvtee,16,Don't know,59
EE,2,prtvtee,17,No answer,9
EE,3,prtvtaee,1,Res Publica,97
EE,3,prtvtaee,2,Estonian Centre Party,232
EE,3,prtvtaee,3,Estonian Reform Party,170
EE,3,prtvtaee,4,Pro Patria Union,69
EE,3,prtvtaee,5,Estonian Social Democrats,43
EE,3,prtvtaee,6,Estonian People's Union,61
EE,3,prtvtaee,7,Other,20
EE,3,prtvtaee,8,Not applicable,739
EE,3,prtvtaee,9,Refusal,37
EE,3,prtvtaee,10,Don't know,49
EE,4,prtvtbee,1,Pro Patria and Res Publica Union,133
EE,4,prtvtbee,2,The Estonian Centre Party,237
EE,4,prtvtbee,3,Estonian Reform Party,294
EE,4,prtvtbee,4,The People's Union of Estonia,46
EE,4,prtvtbee,5,The Social Democratic Party,81
EE,4,prtvtbee,6,Estonian Greens,69
EE,4,prtvtbee,7,Party of Estonian Christian Democrats,6
EE,4,prtvtbee,8,Estonian United Left Party,1
EE,4,prtvtbee,9,Estonian Independence Party,2
EE,4,prtvtbee,10,Russian Party in Estonia,1
EE,4,prtvtbee,11,campaigner,2
EE,4,prtvtbee,12,Not applicable,719
EE,4,prtvtbee,13,Refusal,14
EE,4,prtvtbee,14,Don't know,53
EE,4,prtvtbee,15,No answer,3
EE,5,prtvtcee,1,Erakond Isamaa ja Res Publica Liit,151
EE,5,prtvtcee,2,Eesti Keskerakond,268
EE,5,prtvtcee,3,Eesti Reformierakond,315
EE,5,prtvtcee,4,Eestimaa Rahvaliit,58
EE,5,prtvtcee,5,Sotsiaaldemokraatlik Erakond,110
EE,5,prtvtcee,6,Erakond Eestimaa Rohelised,49
EE,5,prtvtcee,7,Other,4
EE,5,prtvtcee,8,Eesti Iseseisvuspartei,2
EE,5,prtvtcee,9,Erakond Eesti Kristlikud Demokraadid,7
EE,5,prtvtcee,10,Üksikkandidaat,15
EE,5,prtvtcee,11,Mitte kellegi poolt,1
EE,5,prtvtcee,12,Not applicable,689
EE,5,prtvtcee,13,Refusal,49
EE,5,prtvtcee,14,Don't know,74
EE,5,prtvtcee,15,No answer,1
EE,6,prtvtdee,1,Erakond Isamaa ja Res Publica Liit,178
EE,6,prtvtdee,2,Eesti Keskerakond,331
EE,6,prtvtdee,3,Eesti Reformierakond,406
EE,6,prtvtdee,4,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),24
EE,6,prtvtdee,5,Sotsiaaldemokraatlik Erakond,239
EE,6,prtvtdee,6,Erakond Eestimaa Rohelised,26
EE,6,prtvtdee,7,Erakond Eesti Kristlikud Demokraadid,2
EE,6,prtvtdee,8,Eesti Iseseisvuspartei,1
EE,6,prtvtdee,10,Eesti Vabaduspartei – Põllumeeste Kogu,2
EE,6,prtvtdee,11,Üksikkandidaadi poolt,65
EE,6,prtvtdee,12,Not applicable,975
EE,6,prtvtdee,13,Refusal,64
EE,6,prtvtdee,14,Don't know,67
EE,7,prtvteee,1,Eesti Reformierakond,321
EE,7,prtvteee,2,Eesti Keskerakond,284
EE,7,prtvteee,3,Erakond Isamaa ja Res Publica Liit,162
EE,7,prtvteee,4,Sotsiaaldemokraatlik Erakond,176
EE,7,prtvteee,5,Erakond Eestimaa Rohelised,21
EE,7,prtvteee,6,Konservatiivne Rahvaerakond (endie Rahvaliit),10
EE,7,prtvteee,7,Vene Erakond Eestis,1
EE,7,prtvteee,8,Erakond Eesti Kristlikud Demokraadid,4
EE,7,prtvteee,9,Eesti Iseseisvuspartei,2
EE,7,prtvteee,10,Üksikkandidaadid või muud,48
EE,7,prtvteee,11,Not applicable,899
EE,7,prtvteee,12,Refusal,65
EE,7,prtvteee,13,Don't know,58
ES,1,prtvtes,1,Partido Popular (PP),368
ES,1,prtvtes,2,Partido Socialista Obrero Español (PSOE),364
ES,1,prtvtes,3,Izquierda Unida (IU),49
ES,1,prtvtes,4,Convergència i Unió (CiU),55
ES,1,prtvtes,5,Esquerra Repubicana de Catalunya (ERC),12
ES,1,prtvtes,6,Iniciativa per Catalunya-Verds (ICV),7
ES,1,prtvtes,7,Partido Nacionalista Vasco (PNV),9
ES,1,prtvtes,8,Eusko Alkartasuna (EA),2
ES,1,prtvtes,9,Bloque Nacionalista Galego (BNG),5
ES,1,prtvtes,10,Coalición Canaria (CC),7
ES,1,prtvtes,11,Partido Andalucista (PA),7
ES,1,prtvtes,12,Chunta Aragonesista (CHA),1
ES,1,prtvtes,13,Other,40
ES,1,prtvtes,14,Not applicable,457
ES,1,prtvtes,15,Refusal,301
ES,1,prtvtes,16,Don't know,45
ES,2,prtvtaes,1,Partido Popular (PP),337
ES,2,prtvtaes,2,Partido Socialista Obrero Español (PSOE),509
ES,2,prtvtaes,3,Izquierda Unida (IU),59
ES,2,prtvtaes,4,Convergència i Unió (CiU),28
ES,2,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),18
ES,2,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),6
ES,2,prtvtaes,7,Partido Nacionalista Vasco (PNV),13
ES,2,prtvtaes,8,Eusko Alkartasuna (EA),2
ES,2,prtvtaes,9,Bloque Nacionalista Galego (BNG),3
ES,2,prtvtaes,10,Coalición Canaria (CC),6
ES,2,prtvtaes,11,Partido Andalucista (PA),6
ES,2,prtvtaes,12,Chunta Aragonesista (CHA),5
ES,2,prtvtaes,14,Other,10
ES,2,prtvtaes,15,Blank vote,27
ES,2,prtvtaes,16,Spoiled vote,2
ES,2,prtvtaes,17,Not applicable,407
ES,2,prtvtaes,19,Don't know,30
ES,2,prtvtaes,20,No answer,195
ES,3,prtvtaes,1,Partido Popular (PP),355
ES,3,prtvtaes,2,Partido Socialista Obrero Español (PSOE),508
ES,3,prtvtaes,3,Izquierda Unida (IU),53
ES,3,prtvtaes,4,Convergència i Unió (CiU),29
ES,3,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),24
ES,3,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),5
ES,3,prtvtaes,7,Partido Nacionalista Vasco (PNV),24
ES,3,prtvtaes,8,Eusko Alkartasuna (EA),2
ES,3,prtvtaes,9,Bloque Nacionalista Galego (BNG),15
ES,3,prtvtaes,10,Coalición Canaria (CC),5
ES,3,prtvtaes,11,Partido Andalucista (PA),9
ES,3,prtvtaes,12,Chunta Aragonesista (CHA),1
ES,3,prtvtaes,13,Nafarroa-Bai (NA-BAI),1
ES,3,prtvtaes,14,Other,15
ES,3,prtvtaes,15,Blank vote,28
ES,3,prtvtaes,16,Spoiled vote,4
ES,3,prtvtaes,17,Not applicable,545
ES,3,prtvtaes,18,Refusal,216
ES,3,prtvtaes,19,Don't know,37
ES,4,prtvtbes,1,Partido Popular,451
ES,4,prtvtbes,2,Partido Socialista Obrero Español (PSOE),750
ES,4,prtvtbes,3,Izquierda Unida (IU),64
ES,4,prtvtbes,4,Convergència i Unió (CiU),56
ES,4,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),18
ES,4,prtvtbes,6,Partido Nacionalista Vasco (PNV),30
ES,4,prtvtbes,7,Bloque Nacionalista Galego (BNG),36
ES,4,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),4
ES,4,prtvtbes,9,Nafarroa-Bai (NA-BAI),3
ES,4,prtvtbes,10,Unión Progreso y Democracia (UPyD),8
ES,4,prtvtbes,11,Other,23
ES,4,prtvtbes,12,Blank vote,33
ES,4,prtvtbes,13,Spoiled vote,5
ES,4,prtvtbes,14,Not applicable,733
ES,4,prtvtbes,15,Refusal,329
ES,4,prtvtbes,16,Don't know,33
ES,5,prtvtbes,1,Partido Popular,360
ES,5,prtvtbes,2,Partido Socialista Obrero Español (PSOE),536
ES,5,prtvtbes,3,Izquierda Unida (IU),54
ES,5,prtvtbes,4,Convergència i Unió (CiU),37
ES,5,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),12
ES,5,prtvtbes,6,Partido Nacionalista Vasco (PNV),16
ES,5,prtvtbes,7,Bloque Nacionalista Galego (BNG),7
ES,5,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),4
ES,5,prtvtbes,9,Nafarroa-Bai (NA-BAI),2
ES,5,prtvtbes,10,Unión Progreso y Democracia (UPyD),25
ES,5,prtvtbes,11,Other,16
ES,5,prtvtbes,12,Blank vote,40
ES,5,prtvtbes,13,Spoiled vote,4
ES,5,prtvtbes,14,Not applicable,550
ES,5,prtvtbes,15,Refusal,187
ES,5,prtvtbes,16,Don't know,35
ES,6,prtvtces,1,Partido Popular - PP (con UPN en Navarra),492
ES,6,prtvtces,2,Partido Socialista Obrero Español (PSOE),326
ES,6,prtvtces,3,Convergència i Unió (CiU),49
ES,6,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),90
ES,6,prtvtces,5,AMAIUR,7
ES,6,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",48
ES,6,prtvtces,7,Partido Nacionalista Vasco (PNV),21
ES,6,prtvtces,8,Esquerra Republicana de Catalunya (ERC),18
ES,6,prtvtces,9,Bloque Nacionalista Galego (BNG),9
ES,6,prtvtces,10,Coalición Canaria - Nueva Canarias,6
ES,6,prtvtces,11,Compromís - EQUO,14
ES,6,prtvtces,12,Foro de Ciudadanos,4
ES,6,prtvtces,14,Otros,39
ES,6,prtvtces,15,Votó en blanco,36
ES,6,prtvtces,16,Votó nulo,14
ES,6,prtvtces,17,Not applicable,543
ES,6,prtvtces,18,Refusal,145
ES,6,prtvtces,19,Don't know,28
ES,7,prtvtces,1,Partido Popular - PP (con UPN en Navarra),438
ES,7,prtvtces,2,Partido Socialista Obrero Español (PSOE),347
ES,7,prtvtces,3,Convergència i Unió (CiU),34
ES,7,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),99
ES,7,prtvtces,5,AMAIUR,14
ES,7,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",50
ES,7,prtvtces,7,Partido Nacionalista Vasco (PNV),13
ES,7,prtvtces,8,Esquerra Republicana de Catalunya (ERC),28
ES,7,prtvtces,9,Bloque Nacionalista Galego (BNG),5
ES,7,prtvtces,10,Coalición Canaria - Nueva Canarias,6
ES,7,prtvtces,11,Compromís - EQUO,8
ES,7,prtvtces,12,Foro de Ciudadanos,1
ES,7,prtvtces,13,Geroa Bai,2
ES,7,prtvtces,14,Otros,24
ES,7,prtvtces,15,Votó en blanco,32
ES,7,prtvtces,16,Votó nulo,11
ES,7,prtvtces,17,Not applicable,580
ES,7,prtvtces,18,Refusal,158
ES,7,prtvtces,19,Don't know,74
ES,7,prtvtces,20,No answer,1
FI,1,prtvtfi,1,The National Coalition Party,237
FI,1,prtvtfi,2,The Swedish People´s Party (SPP),68
FI,1,prtvtfi,3,"Liberals, (The liberal party of Finland)",1
FI,1,prtvtfi,4,The Centre Party,316
FI,1,prtvtfi,5,True Finns,4
FI,1,prtvtfi,6,Christian Democrats,33
FI,1,prtvtfi,7,League for Free Finland,1
FI,1,prtvtfi,8,The Green League,109
FI,1,prtvtfi,9,Finnish Social Democratic Party,335
FI,1,prtvtfi,10,The Left Alliance,84
FI,1,prtvtfi,11,Communist Party of Finland,3
FI,1,prtvtfi,12,The Communist Workers' Party of Finland,1
FI,1,prtvtfi,14,Other,18
FI,1,prtvtfi,15,Not applicable,571
FI,1,prtvtfi,16,Refusal,102
FI,1,prtvtfi,17,Don't know,117
FI,2,prtvtfi,1,The National Coalition Party,295
FI,2,prtvtfi,2,The Swedish People´s Party (SPP),63
FI,2,prtvtfi,3,"Liberals, (The liberal party of Finland)",3
FI,2,prtvtfi,4,The Centre Party,305
FI,2,prtvtfi,5,True Finns,12
FI,2,prtvtfi,6,Christian Democrats,60
FI,2,prtvtfi,7,League for Free Finland,1
FI,2,prtvtfi,8,The Green League,126
FI,2,prtvtfi,9,Finnish Social Democratic Party,344
FI,2,prtvtfi,10,The Left Alliance,80
FI,2,prtvtfi,11,Communist Party of Finland,3
FI,2,prtvtfi,12,The Communist Workers' Party of Finland,1
FI,2,prtvtfi,14,Other,14
FI,2,prtvtfi,15,Not applicable,547
FI,2,prtvtfi,16,Refusal,87
FI,2,prtvtfi,17,Don't know,81
FI,3,prtvtfi,1,The National Coalition Party,291
FI,3,prtvtfi,2,The Swedish People´s Party (SPP),53
FI,3,prtvtfi,4,The Centre Party,302
FI,3,prtvtfi,5,True Finns,11
FI,3,prtvtfi,6,Christian Democrats,48
FI,3,prtvtfi,8,The Green League,100
FI,3,prtvtfi,9,Finnish Social Democratic Party,347
FI,3,prtvtfi,10,The Left Alliance,63
FI,3,prtvtfi,11,Communist Party of Finland,4
FI,3,prtvtfi,14,Other,8
FI,3,prtvtfi,15,Not applicable,469
FI,3,prtvtfi,16,Refusal,84
FI,3,prtvtfi,17,Don't know,116
FI,4,prtvtafi,1,The National Coalition Party,359
FI,4,prtvtafi,2,The Swedish People´s Party (SPP),74
FI,4,prtvtafi,3,"Liberals, (The liberal party of Finland)",1
FI,4,prtvtafi,4,The Centre Party,296
FI,4,prtvtafi,5,True Finns,54
FI,4,prtvtafi,6,Christian Democrats,44
FI,4,prtvtafi,7,The Green League,131
FI,4,prtvtafi,8,Finnish Social Democratic Party,315
FI,4,prtvtafi,9,The Left Alliance,95
FI,4,prtvtafi,10,Communist Party of Finland,4
FI,4,prtvtafi,11,The Communist Workers' Party of Finland,1
FI,4,prtvtafi,12,Other,17
FI,4,prtvtafi,13,Not applicable,489
FI,4,prtvtafi,14,Refusal,103
FI,4,prtvtafi,15,Don't know,109
FI,4,prtvtafi,16,No answer,103
FI,5,prtvtbfi,1,The National Coalition Party,304
FI,5,prtvtbfi,2,The Swedish People´s Party (SPP),48
FI,5,prtvtbfi,3,"Liberals, (The liberal party of Finland)",1
FI,5,prtvtbfi,4,The Centre Party,262
FI,5,prtvtbfi,5,True Finns,67
FI,5,prtvtbfi,6,Christian Democrats,40
FI,5,prtvtbfi,8,Finnish People's Blue-whites,1
FI,5,prtvtbfi,9,Senior Citizens' Party,3
FI,5,prtvtbfi,11,Independence Party,1
FI,5,prtvtbfi,13,The Green League,122
FI,5,prtvtbfi,14,Finnish Social Democratic Party,231
FI,5,prtvtbfi,15,The Left Alliance,57
FI,5,prtvtbfi,16,Communist Party of Finland,4
FI,5,prtvtbfi,17,The Communist Workers' Party of Finland,2
FI,5,prtvtbfi,18,Workers Party,1
FI,5,prtvtbfi,19,Other,20
FI,5,prtvtbfi,20,Not applicable,531
FI,5,prtvtbfi,21,Refusal,89
FI,5,prtvtbfi,22,Don't know,94
FI,6,prtvtcfi,1,The National Coalition Party,370
FI,6,prtvtcfi,2,The Swedish People´s Party (SPP),78
FI,6,prtvtcfi,3,The Centre Party,227
FI,6,prtvtcfi,4,True Finns,202
FI,6,prtvtcfi,5,Christian Democrats,35
FI,6,prtvtcfi,6,Freedom Party,1
FI,6,prtvtcfi,8,Pirate Party,2
FI,6,prtvtcfi,11,For the Poor,1
FI,6,prtvtcfi,12,Green League,166
FI,6,prtvtcfi,13,Social Democratic Party,286
FI,6,prtvtcfi,14,Left Alliance,102
FI,6,prtvtcfi,15,Communist Party,4
FI,6,prtvtcfi,17,Workers Party,1
FI,6,prtvtcfi,18,Other,23
FI,6,prtvtcfi,19,Not applicable,470
FI,6,prtvtcfi,20,Refusal,126
FI,6,prtvtcfi,21,Don't know,103
FI,7,prtvtcfi,1,The National Coalition Party,324
FI,7,prtvtcfi,2,The Swedish People´s Party (SPP),62
FI,7,prtvtcfi,3,The Centre Party,242
FI,7,prtvtcfi,4,True Finns,187
FI,7,prtvtcfi,5,Christian Democrats,40
FI,7,prtvtcfi,7,Change 2011,2
FI,7,prtvtcfi,8,Pirate Party,2
FI,7,prtvtcfi,10,Independence Party,1
FI,7,prtvtcfi,12,Green League,141
FI,7,prtvtcfi,13,Social Democratic Party,239
FI,7,prtvtcfi,14,Left Alliance,87
FI,7,prtvtcfi,15,Communist Party,3
FI,7,prtvtcfi,16,The Communist Workers' Party,1
FI,7,prtvtcfi,18,Other,14
FI,7,prtvtcfi,19,Not applicable,517
FI,7,prtvtcfi,20,Refusal,113
FI,7,prtvtcfi,21,Don't know,112
FR,1,prtvtfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",16
FR,1,prtvtfr,2,DL (Démocratie Libérale),7
FR,1,prtvtfr,3,FN (Front National),48
FR,1,prtvtfr,4,LCR (ligue communiste révolutionnaire),9
FR,1,prtvtfr,5,LO (Lutte ouvrière),15
FR,1,prtvtfr,6,MDC (Mouvement des citoyens),5
FR,1,prtvtfr,7,MNR (Mouvement National Républicain),9
FR,1,prtvtfr,8,MPF (Mouvement pour la France),8
FR,1,prtvtfr,9,PC (Parti communiste),36
FR,1,prtvtfr,10,PS (Parti Socialiste),282
FR,1,prtvtfr,11,RPF (Rassemblement du Peuple Français),15
FR,1,prtvtfr,12,UMP (Union de la Majorité Présidentielle),192
FR,1,prtvtfr,13,UDF (Union pour la Démocratie Française),52
FR,1,prtvtfr,14,Les Verts,56
FR,1,prtvtfr,15,Autres mouvements écologistes,13
FR,1,prtvtfr,16,Autre,26
FR,1,prtvtfr,17,Not applicable,362
FR,1,prtvtfr,18,Refusal,116
FR,1,prtvtfr,19,Don't know,69
FR,1,prtvtfr,20,No answer,167
FR,2,prtvtfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",38
FR,2,prtvtfr,2,DL (Démocratie Libérale),6
FR,2,prtvtfr,3,FN (Front National),82
FR,2,prtvtfr,4,LCR (ligue communiste révolutionnaire),16
FR,2,prtvtfr,5,LO (Lutte ouvrière),28
FR,2,prtvtfr,6,MDC (Mouvement des citoyens),5
FR,2,prtvtfr,7,MNR (Mouvement National Républicain),8
FR,2,prtvtfr,8,MPF (Mouvement pour la France),18
FR,2,prtvtfr,9,PC (Parti communiste),35
FR,2,prtvtfr,10,PS (Parti Socialiste),381
FR,2,prtvtfr,11,RPF (Rassemblement du Peuple Français),17
FR,2,prtvtfr,12,UMP (Union de la Majorité Présidentielle),256
FR,2,prtvtfr,13,UDF (Union pour la Démocratie Française),65
FR,2,prtvtfr,14,Les Verts,72
FR,2,prtvtfr,15,Autres mouvements écologistes,9
FR,2,prtvtfr,16,Autre,22
FR,2,prtvtfr,17,Not applicable,577
FR,2,prtvtfr,18,Refusal,118
FR,2,prtvtfr,19,Don't know,53
FR,3,prtvtafr,1,"CPNT (Chasse, pêche, nature et traditions)",28
FR,3,prtvtafr,2,DL (Démocratie libérale),7
FR,3,prtvtafr,3,FN (Front national),64
FR,3,prtvtafr,4,LCR (Ligue communiste révolutionnaire),12
FR,3,prtvtafr,5,LO (Lutte ouvrière),37
FR,3,prtvtafr,6,MDC (Mouvement des citoyens),9
FR,3,prtvtafr,7,MNR (Mouvement national républicain),18
FR,3,prtvtafr,8,MPF (Mouvement pour la France),32
FR,3,prtvtafr,9,PC (Parti communiste),49
FR,3,prtvtafr,10,PS (Parti socialiste),383
FR,3,prtvtafr,11,RPF (Rassemblement du peuple français),24
FR,3,prtvtafr,12,UMP (Union pour la majorité présidentielle),274
FR,3,prtvtafr,13,UDF (Union pour la démocratie française),67
FR,3,prtvtafr,14,Les Verts,74
FR,3,prtvtafr,15,Autres mouvements écologistes,3
FR,3,prtvtafr,16,Autre,9
FR,3,prtvtafr,17,Blanc,43
FR,3,prtvtafr,18,Not applicable,653
FR,3,prtvtafr,19,Refusal,119
FR,3,prtvtafr,20,Don't know,81
FR,4,prtvtbfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",16
FR,4,prtvtbfr,2,FN (Front National),31
FR,4,prtvtbfr,3,LCR (Ligue Communiste Révolutionnaire),24
FR,4,prtvtbfr,4,LO (Lutte Ouvrière),23
FR,4,prtvtbfr,5,MPF (Mouvement pour la France),7
FR,4,prtvtbfr,6,Nouveau Centre,11
FR,4,prtvtbfr,7,PC (Parti Communiste),44
FR,4,prtvtbfr,8,PS (Parti Socialiste),419
FR,4,prtvtbfr,9,PRG (Parti Radical de Gauche),25
FR,4,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),88
FR,4,prtvtbfr,11,UMP (Union pour la Majorité Présidentielle),408
FR,4,prtvtbfr,12,Les Verts,65
FR,4,prtvtbfr,13,Autres mouvements écologistes,15
FR,4,prtvtbfr,14,Divers gauche,12
FR,4,prtvtbfr,15,Divers droite,24
FR,4,prtvtbfr,16,Autre,3
FR,4,prtvtbfr,17,Blanc,34
FR,4,prtvtbfr,18,Nul,5
FR,4,prtvtbfr,19,Not applicable,642
FR,4,prtvtbfr,20,Refusal,114
FR,4,prtvtbfr,21,Don't know,63
FR,5,prtvtbfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",27
FR,5,prtvtbfr,2,FN (Front National),43
FR,5,prtvtbfr,3,LCR (Ligue Communiste Révolutionnaire),18
FR,5,prtvtbfr,4,LO (Lutte Ouvrière),16
FR,5,prtvtbfr,5,MPF (Mouvement pour la France),10
FR,5,prtvtbfr,6,Nouveau Centre,14
FR,5,prtvtbfr,7,PC (Parti Communiste),29
FR,5,prtvtbfr,8,PS (Parti Socialiste),280
FR,5,prtvtbfr,9,PRG (Parti Radical de Gauche),18
FR,5,prtvtbfr,10,UDF-MoDem (Mouvement Democrate),55
FR,5,prtvtbfr,11,UMP (Union pour la Majorité Présidentielle),279
FR,5,prtvtbfr,12,Les Verts,91
FR,5,prtvtbfr,13,Autres mouvements écologistes,19
FR,5,prtvtbfr,14,Divers gauche,11
FR,5,prtvtbfr,15,Divers droite,11
FR,5,prtvtbfr,16,Autre,4
FR,5,prtvtbfr,17,Blanc,39
FR,5,prtvtbfr,18,Nul,4
FR,5,prtvtbfr,19,Not applicable,635
FR,5,prtvtbfr,20,Refusal,91
FR,5,prtvtbfr,21,Don't know,34
FR,6,prtvtcfr,1,Nouveau Centre,14
FR,6,prtvtcfr,2,FN (Front National),126
FR,6,prtvtcfr,3,PR (Parti Radical Valoisien),4
FR,6,prtvtcfr,4,NPA (Nouveau Parti Anti-Capitaliste),15
FR,6,prtvtcfr,5,LO (Lutte Ouvrière),13
FR,6,prtvtcfr,6,FDG (Front de Gauche),63
FR,6,prtvtcfr,7,Parti Radical de Gauche,20
FR,6,prtvtcfr,8,MPF (Mouvement pour la France),18
FR,6,prtvtcfr,9,PS (Parti Socialiste),459
FR,6,prtvtcfr,10,UMP (Union pour un Mouvement Populaire),358
FR,6,prtvtcfr,11,MODEM (Mouvement Démocrate),42
FR,6,prtvtcfr,12,EELV (Europe Ecologie Les Verts),53
FR,6,prtvtcfr,13,Autres mouvements écologistes,13
FR,6,prtvtcfr,14,Autre,15
FR,6,prtvtcfr,15,Blanc,34
FR,6,prtvtcfr,16,Nul,9
FR,6,prtvtcfr,17,Not applicable,567
FR,6,prtvtcfr,18,Refusal,113
FR,6,prtvtcfr,19,Don't know,32
FR,7,prtvtcfr,1,Nouveau Centre,13
FR,7,prtvtcfr,2,FN (Front National),126
FR,7,prtvtcfr,3,PR (Parti Radical Valoisien),1
FR,7,prtvtcfr,4,NPA (Nouveau Parti Anti-Capitaliste),6
FR,7,prtvtcfr,5,LO (Lutte Ouvrière),10
FR,7,prtvtcfr,6,FDG (Front de Gauche),40
FR,7,prtvtcfr,7,Parti Radical de Gauche,16
FR,7,prtvtcfr,8,MPF (Mouvement pour la France),11
FR,7,prtvtcfr,9,PS (Parti Socialiste),335
FR,7,prtvtcfr,10,UMP (Union pour un Mouvement Populaire),303
FR,7,prtvtcfr,11,MODEM (Mouvement Démocrate),64
FR,7,prtvtcfr,12,EELV (Europe Ecologie Les Verts),72
FR,7,prtvtcfr,13,Autres mouvements écologistes,15
FR,7,prtvtcfr,14,Autre,11
FR,7,prtvtcfr,15,Blanc,34
FR,7,prtvtcfr,16,Nul,3
FR,7,prtvtcfr,17,Not applicable,758
FR,7,prtvtcfr,18,Refusal,61
FR,7,prtvtcfr,19,Don't know,38
GB,1,prtvtgb,1,Conservative,386
GB,1,prtvtgb,2,Labour,624
GB,1,prtvtgb,3,Liberal Democrat,218
GB,1,prtvtgb,4,Scottish National Party,25
GB,1,prtvtgb,5,Plaid Cymru,12
GB,1,prtvtgb,6,Green Party,12
GB,1,prtvtgb,7,Other,15
GB,1,prtvtgb,8,Ulster Unionist Party (nir),11
GB,1,prtvtgb,9,Democratic Unionist Party (nir),8
GB,1,prtvtgb,10,Sinn Fein (nir),3
GB,1,prtvtgb,11,Social Democratic and Labour Party (nir),7
GB,1,prtvtgb,12,Alliance Party (nir),5
GB,1,prtvtgb,14,United Kingdom Unionist Party (nir),2
GB,1,prtvtgb,15,Women's Coalition (nir),1
GB,1,prtvtgb,20,Not applicable,639
GB,1,prtvtgb,21,Refusal,58
GB,1,prtvtgb,22,Don't know,26
GB,2,prtvtgb,1,Conservative,307
GB,2,prtvtgb,2,Labour,554
GB,2,prtvtgb,3,Liberal Democrat,174
GB,2,prtvtgb,4,Scottish National Party,18
GB,2,prtvtgb,5,Plaid Cymru,2
GB,2,prtvtgb,6,Green Party,22
GB,2,prtvtgb,7,Other,19
GB,2,prtvtgb,8,Ulster Unionist Party (nir),3
GB,2,prtvtgb,9,Democratic Unionist Party (nir),3
GB,2,prtvtgb,10,Sinn Fein (nir),7
GB,2,prtvtgb,11,Social Democratic and Labour Party (nir),7
GB,2,prtvtgb,19,Other (nir),5
GB,2,prtvtgb,20,Not applicable,674
GB,2,prtvtgb,21,Refusal,69
GB,2,prtvtgb,22,Don't know,33
GB,4,prtvtgb,1,Conservative,467
GB,4,prtvtgb,2,Labour,615
GB,4,prtvtgb,3,Liberal Democrat,242
GB,4,prtvtgb,4,Scottish National Party,24
GB,4,prtvtgb,5,Plaid Cymru,5
GB,4,prtvtgb,6,Green Party,23
GB,4,prtvtgb,7,Other,42
GB,4,prtvtgb,8,Ulster Unionist Party (nir),7
GB,4,prtvtgb,9,Democratic Unionist Party (nir),10
