country,partyfacts_id,technical,name_short,name,name_english,name_other,year_first,year_last,share,share_year,new,wikipedia,description,comment,created,modified
BRA,4405,,PR/PL,Partido da República / Partido Liberal,Party of the Republic / Liberal Party,,2006,,7.6,2010,False,https://en.wikipedia.org/wiki/Party_of_the_Republic,,,2015-10-31 11:08:31.957971+00:00,2020-02-17 18:04:08.272843+00:00
BRA,781,,PPB,Partido Progressista / Partido Progressista Brasileiro,Progressive Party / Brazilian Progressive Party (PPB),,1995,,11.3,1998,False,https://en.wikipedia.org/wiki/Progressive_Party_%28Brazil%29,party was renamed into Partido Progressista (PP) in 2003,,2012-12-29 10:54:54.408000+00:00,2019-11-22 12:24:09.795540+00:00
BRA,4402,,PPR,Partido Progressista Reformador,Reform Progressive Party,,1993,1995,9.2,1994,,https://en.wikipedia.org/wiki/Reform_Progressive_Party,,,2015-10-31 10:52:23.151938+00:00,2015-12-03 14:03:31.209828+00:00
BRA,4408,,PR,Partido Republicano,Republican Party,,1945,1965,5.7,1958,False,https://en.wikipedia.org/wiki/Republican_Party_(Brazil),,,2015-10-31 11:15:20.386721+00:00,2016-02-13 10:57:27.541983+00:00
BRA,8292,,Rep,Partido Republicano,Republican Party,,1870,1889,,,,,"Party of Floriano Vieira de Araújo Peixoto, president (HoS/HoG) from 1891 to 1893 (source: https://www.worldstatesmen.org/Brazil.html)",,2020-04-03 02:38:27.162913+00:00,2020-04-03 02:38:27.162962+00:00
BRA,6318,,PRP,Partido Republicano Paulista,Republican Party of São Paulo,,1873,1937,,,,https://en.wikipedia.org/wiki/Republican_Party_of_S%C3%A3o_Paulo,leader Washington Luis in 1926 – see CHISOLS,,2018-11-04 09:28:35.794296+00:00,2018-11-11 21:17:05.302893+00:00
BRA,6958,,PROS,Partido Republicano da Ordem Social,Republican Party of the Social Order,,2010,,2.0,2014,,https://en.wikipedia.org/wiki/Republican_Party_of_the_Social_Order,,,2019-04-19 22:47:21.691361+00:00,2019-04-19 22:47:21.691435+00:00
BRA,861,,PSC,Partido Social Cristão,Social Christian Party,,1985,,3.1,2010,,https://en.wikipedia.org/wiki/Social_Christian_Party_%28Brazil%29,,,2012-12-29 10:55:10.219000+00:00,2018-07-07 19:57:03.664660+00:00
BRA,3816,,PSD,Partido Social Democrático,Social Democratic Party,,1945,2002,42.7,1945,True,"https://en.wikipedia.org/wiki/Social_Democratic_Party_(Brazil,_1945-65)",,,2015-09-09 08:59:25.581952+00:00,2019-12-12 00:40:18.516978+00:00
BRA,4613,,PSD,Partido Social Democrático,Social Democratic Party,,2011,,6.1,2014,False,"https://en.wikipedia.org/wiki/Social_Democratic_Party_%28Brazil,_2011%29",,,2015-11-23 09:04:09.515257+00:00,2018-11-11 18:57:51.308520+00:00
BRA,501,,PSOL,Partido Socialismo e Liberdade,Socialism and Freedom Party,,2004,,1.8,2014,False,https://en.wikipedia.org/wiki/Socialism_and_Freedom_Party,,,2012-12-29 10:53:59.529000+00:00,2018-07-07 19:57:04.118648+00:00
BRA,267,,PPS,Partido Popular Socialista,Socialist People's Party,,1992,,3.9,2006,,https://en.wikipedia.org/wiki/Popular_Socialist_Party_%28Brazil%29,,Renamed to Cidadania in 2018,2012-12-29 10:53:15.588000+00:00,2019-11-22 12:45:12.662203+00:00
BRA,4406,,PST,Partido Social Trabalhista,Social Labour Party,,1950,,2.2,1950,False,https://en.wikipedia.org/wiki/Social_Labour_Party,,,2015-10-31 11:13:06.604897+00:00,2016-02-08 11:53:36.049706+00:00
BRA,6920,,PSL,Partido Social Liberal,Social Liberal Party,,1994,,11.7,2018,,https://en.wikipedia.org/wiki/Social_Liberal_Party_(Brazil),,,2019-03-28 19:20:24.596318+00:00,2019-03-28 19:20:24.596383+00:00
BRA,4409,,PSP,Partido Social Progressista,Social Progressive Party,,1946,1965,14.8,1947,False,https://en.wikipedia.org/wiki/Social_Progressive_Party,,,2015-10-31 11:17:17.949947+00:00,2016-02-08 12:10:59.267317+00:00
BRA,6959,,SD,Solidariedade,Solidarity,,2013,,2.8,2014,,https://en.wikipedia.org/wiki/Solidariedade,,,2019-04-19 22:48:50.817699+00:00,2019-04-19 22:48:50.817759+00:00
BRA,356,,PT,Partido dos Trabalhadores,Workers' Party,,1980,,18.4,2002,True,https://en.wikipedia.org/wiki/Workers%27_Party_%28Brazil%29,,,2012-12-29 10:53:32.113000+00:00,2018-07-07 19:57:04.658825+00:00
BRA,3906,15,ally,alliance,alliance,,1800,,,,,,,,2015-09-09 13:49:32.431322+00:00,2020-06-11 20:23:57.560656+00:00
BRA,3007,12,tech,technical,technical,,1800,,,,,,,,2014-09-05 07:46:40.406535+00:00,2020-06-11 20:23:57.554231+00:00
BRA,2632,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2014-07-07 14:01:44.106116+00:00,2020-06-11 20:23:57.547097+00:00
BRA,2631,10,unknown,unknown,unknown,,1800,,,,,,,,2014-07-07 14:01:44.088055+00:00,2020-06-11 20:23:57.541686+00:00
BRA,2629,8,indep,independent,independent,,1800,,,,,,,,2014-07-07 14:01:44.051555+00:00,2020-06-11 20:23:57.536085+00:00
BRA,1864,7,etc,other,other,,1800,,,,,,,,2013-10-06 15:02:16.793130+00:00,2020-06-11 20:23:57.528559+00:00
VGB,6995,,CCM,Concerned Citizens' Movement,Concerned Citizens' Movement,,1995,1995,14.2,1995,,,,ParIS,2019-04-27 12:00:36.517066+00:00,2019-04-27 12:00:36.517120+00:00
VGB,6994,,CCM,Concerned Citizens' Movement,Concerned Citizens' Movement,,1995,1995,14.2,1995,,,,ParIS,2019-04-27 12:00:36.170687+00:00,2019-04-27 12:00:36.170724+00:00
VGB,6992,,IPM,Independent People's Movement,Independent People's Movement,,1990,1990,14.0,1990,,,,ParIS,2019-04-27 11:59:18.222480+00:00,2019-04-27 11:59:18.222542+00:00
VGB,3760,,NDP,National Democratic Party,National Democratic Party,,1999,,53.1,2003,,https://en.wikipedia.org/wiki/National_Democratic_Party_(British_Virgin_Islands),,,2015-09-08 13:50:27.011869+00:00,2019-04-27 11:50:28.797524+00:00
VGB,6990,,POP,People's Own Party,People's Own Party,,1967,1967,16.7,1967,,,1 of 6 seats in 1967 British Virgin Islands general election,ParIS,2019-04-27 11:57:45.483631+00:00,2019-04-27 11:57:45.483688+00:00
VGB,6988,,PP,People's Party,People's Party,,1986,1986,6.3,1986,,,,ParIS,2019-04-27 11:54:47.791896+00:00,2019-04-27 11:54:47.792168+00:00
VGB,3757,,PPA,People’s Patriotic Alliance,People’s Patriotic Alliance,,2011,2011,5.1,2011,,"https://en.wikipedia.org/wiki/British_Virgin_Islands_general_election,_2011",,,2015-09-08 13:45:42.866670+00:00,2015-11-07 18:32:28.938147+00:00
VGB,6993,,PPDP,Progressive People's Democratic Party,Progressive People's Democratic Party,,1990,1990,8.8,1990,,,,ParIS,2019-04-27 11:59:56.720962+00:00,2019-04-27 11:59:56.721010+00:00
VGB,6987,,UP,United Party / BVI United Party,United Party / BVI United Party,,1967,2005,16.5,1995,,,,ParIS,2019-04-27 11:52:02.286924+00:00,2019-04-27 11:52:02.286970+00:00
VGB,6989,,VIDP,VI Democratic Party,VI Democratic Party,,1967,1979,31.3,1967,,https://en.wikipedia.org/wiki/VI_Democratic_Party,,ParIS,2019-04-27 11:56:20.211488+00:00,2019-04-27 11:56:20.211537+00:00
VGB,6991,,VINM,Virgin Islands National Movement,Virgin Islands National Movement,,1979,1979,22.9,1979,,,,ParIS,2019-04-27 11:58:28.657181+00:00,2019-04-27 11:58:28.657245+00:00
VGB,3752,,VIP,Virgin Islands Party,Virgin Islands Party,,2003,2011,50.8,2007,,https://en.wikipedia.org/wiki/Virgin_Islands_Party,,,2015-09-08 13:39:27.195865+00:00,2015-11-07 18:32:28.941085+00:00
VGB,3907,15,ally,alliance,alliance,,1800,,,,,,,,2015-09-09 13:49:32.520788+00:00,2020-06-11 20:23:57.600141+00:00
VGB,3353,12,tech,technical,technical,,1800,,,,,,,,2015-07-20 22:22:52.733719+00:00,2020-06-11 20:23:57.592809+00:00
VGB,3352,11,1-perc,1 percent,1 percent,,1800,,,,,,,,2015-07-20 22:22:52.719702+00:00,2020-06-11 20:23:57.585915+00:00
VGB,3351,10,unknown,unknown,unknown,,1800,,,,,,,,2015-07-20 22:22:52.703581+00:00,2020-06-11 20:23:57.580706+00:00
VGB,3349,8,indep,independent,independent,,1800,,,,,,,,2015-07-20 22:22:52.673278+00:00,2020-06-11 20:23:57.575209+00:00
VGB,3348,7,etc,other,other,,1800,,,,,,,,2015-07-20 22:22:52.656352+00:00,2020-06-11 20:23:57.569262+00:00
BGR,747,,ZNS,Zemedelski Naroden Sǔyuz,Agrarian People's Union,,1991,2007,6.5,1994,,https://en.wikipedia.org/wiki/Agrarian_People's_Union,,,2012-12-29 10:54:47.865000+00:00,2018-07-07 19:57:05.277706+00:00
BGR,7809,,ZS-AS,"Agrarian Union ""Aleksandar Stamboliyski""","Agrarian Union ""Aleksandar Stamboliyski""",Bulgarian: Земеделски съюз „Александър Стамболийски“,1993,,,,,https://en.wikipedia.org/wiki/Agrarian_Union_%22Aleksandar_Stamboliyski%22,,,2019-09-21 02:33:33.045050+00:00,2019-09-21 02:33:33.045102+00:00
BGR,3187,,ABV,Alternativa za balgarsko vazrazhdane,Alternative for Bulgarian Revival,,2014,,4.2,2014,,https://en.wikipedia.org/wiki/Alternative_for_Bulgarian_Revival,,,2015-01-17 14:44:33.938852+00:00,2018-07-07 19:57:05.573500+00:00
BGR,8105,,AP,Artisans Party,Artisans Party,,1927,1927,1.8,1927,,,5 of 273 seats of 1927 Bulgarian parliamentary election.,,2019-12-25 18:10:52.426200+00:00,2019-12-25 18:11:24.221109+00:00
BGR,4798,,Attack,Атака,Attack,,2005,,4.5,2014,,https://en.wikipedia.org/wiki/Attack_%28political_party%29,member of 6115,,2016-02-19 16:23:00.086151+00:00,2018-12-12 01:14:18.046816+00:00
BGR,58,,BC,Sinyata koalitsia,Blue Coalition,,2009,,6.8,2009,,https://en.wikipedia.org/wiki/Blue_Coalition,,,2012-12-29 10:52:37.059000+00:00,2018-07-07 19:57:05.903470+00:00
BGR,2058,,BNG,"Dvizhenie ""Bulgariya na grazhdanite""",Bulgaria for Citizens Movement,,2012,,3.3,2013,,https://en.wikipedia.org/wiki/Bulgaria_for_Citizens_Movement,,,2014-02-23 22:54:37.011863+00:00,2018-07-07 19:57:06.019248+00:00
BGR,2060,,BZNS,Balgarski Zemedelski Naroden Sayuz,Bulgarian Agrarian National Union,,1899,2009,38.6,1920,,https://en.wikipedia.org/wiki/Bulgarian_Agrarian_National_Union,,,2014-02-23 22:57:49.525084+00:00,2020-06-10 12:09:02.554981+00:00
BGR,1027,,BBB,Balgarski Biznes Blok,Bulgarian Business Bloc,,1990,1997,5.3,1997,,https://en.wikipedia.org/wiki/Bulgarian_Business_Bloc,,,2012-12-29 10:55:44.465000+00:00,2018-07-07 19:57:06.447892+00:00
BGR,6754,,BCP,Bëlgarska Komunističeska Partija (BKP),Bulgarian Communist Party,Bulgarian: Българска Комунистическа Партия (БКП),1919,1990,20.4,1920,,https://en.wikipedia.org/wiki/Bulgarian_Communist_Party,,ParIS,2019-03-03 18:31:46.830792+00:00,2019-03-03 18:31:46.830847+00:00
BGR,149,,BEL,Bulgarska Evrolevista,Bulgarian Euro-Left Coalition,Bulgarian: Българска Евролевица,1997,2000,5.6,1997,,https://en.wikipedia.org/wiki/Bulgarian_Euro-Left,,,2012-12-29 10:52:53.828000+00:00,2018-09-06 14:59:41.816444+00:00
BGR,1496,,BNRP,Balgarska Natsionalna Radikalna Partiya,Bulgarian National Radical Party,,1990,1991,1.1,1991,,https://bg.wikipedia.org/wiki/%D0%91%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D0%BD%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D0%BD%D0%BE-%D1%80%D0%B0%D0%B4%D0%B8%D0%BA%D0%B0%D0%BB%D0%BD%D0%B0,,,2012-12-29 10:57:20.472000+00:00,2018-07-07 19:57:06.737781+00:00
BGR,8260,,BNU–ND,Balgarski Natsionalen Saiuz – ND,Bulgarian National Union – New Democracy,Bulgarian: Български национален съюз - НД,2014,,0.2,2014,,https://en.wikipedia.org/wiki/Bulgarian_National_Union_–_New_Democracy,,,2020-03-22 03:15:11.569399+00:00,2020-03-23 03:33:15.521487+00:00
BGR,8355,,BND,Bulgarian New Democracy,Bulgarian New Democracy,Bulgarian: Българска Нова Демокрация,2007,,5.8,2007,,https://en.wikipedia.org/wiki/Bulgarian_New_Democracy,14 dissenters splitted from National Movement for Stability and Progress,,2020-04-16 13:09:08.143107+00:00,2020-04-16 13:09:08.143193+00:00
BGR,263,,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,,2005,2006,5.2,2005,,https://en.wikipedia.org/wiki/Bulgarian_People%27s_Union,,,2012-12-29 10:53:14.861000+00:00,2020-03-22 03:18:13.955856+00:00
BGR,5105,,BRSP,Balgarska Rabotnicheska Sotsialdemokraticheska Partia (Shiroki Sotsialisti),Bulgarian Social Democratic Workers Party (Broad Socialists),Българска работническа социалдемократическа партия (широки социалисти),1903,1948,11.2,1945,False,https://en.wikipedia.org/wiki/Bulgarian_Social_Democratic_Workers_Party_(Broad_Socialists),,,2016-08-03 13:05:17.879322+00:00,2020-02-17 17:05:01.788210+00:00
BGR,6751,,BRSDP-TS,Balgarska Rabotnicheska Sotsialdemokraticheska Partia (Tesni Sotsialisti),Bulgarian Social Democratic Workers' Party (Narrow Socialists),Bulgarian: Българска работническа социалдемократическа партия (тесни социалисти),1903,1919,10.1,1913,,https://en.wikipedia.org/wiki/Bulgarian_Social_Democratic_Workers%27_Party_(Narrow_Socialists),,ParIS,2019-03-03 17:50:34.176458+00:00,2020-02-17 17:05:42.339915+00:00
BGR,757,,BSP,Bălgarska Socialističeska Partija,Bulgarian Socialist Party,,1991,,47.2,1990,,https://en.wikipedia.org/wiki/Bulgarian_Socialist_Party,,,2012-12-29 10:54:49.822000+00:00,2018-07-07 19:57:06.926359+00:00
BGR,6750,,BRSDP,Bulgarian Workers' Social Democratic Party,Bulgarian Workers' Social Democratic Party,Bulgarian: Българска работническа социалдемократическа партия,1894,1903,5.0,1901,,https://en.wikipedia.org/wiki/Bulgarian_Workers%27_Social_Democratic_Party,,,2019-03-03 17:23:08.044161+00:00,2019-03-03 17:23:21.373886+00:00
BGR,3188,,BBZ,Balgarija bes Zensura,Bulgaria without Censorship,,2014,,5.7,2014,,https://en.wikipedia.org/wiki/Bulgaria_Without_Censorship,,,2015-01-17 14:45:00.936532+00:00,2020-02-17 17:06:22.162849+00:00
BGR,4095,,SSD,Center-svoboda i dostojnstvo,Center-Freedom and Dignity,,2013,2013,1.6,2013,,,,,2015-09-22 15:30:25.855302+00:00,2015-11-07 18:32:29.000228+00:00
BGR,760,,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,,2007,,39.7,2009,,https://en.wikipedia.org/wiki/Citizens_for_European_Development_of_Bulgaria,,,2012-12-29 10:54:50.437000+00:00,2018-07-07 19:57:07.239602+00:00
BGR,1665,,KzB,Koalicija za Balgarija – Koalicija za Balgarija,Coalition for Bulgaria -- Democratic Left,,1991,,43.5,1994,,https://en.wikipedia.org/wiki/Coalition_for_Bulgaria,,,2012-12-29 10:57:55.605000+00:00,2018-07-07 19:57:07.333959+00:00
BGR,2054,,KR,Koalitsiya na Rozata,Coalition of the Rose,,2005,2005,1.3,2005,,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B0%D0%BB%D0%B8%D1%86%D0%B8%D1%8F_%D0%BD%D0%B0_%D1%80%D0%BE%D0%B7%D0%B0%D1%82%D0%B0,,,2014-02-23 22:49:35.527103+00:00,2018-07-07 19:57:07.491384+00:00
BGR,603,,BKP,Komunisticeska Partija na Balgarija,Communist Party of Bulgaria,,1990,,1.5,1994,,https://en.wikipedia.org/wiki/Communist_Party_of_Bulgaria,,,2012-12-29 10:54:19.489000+00:00,2018-07-07 19:57:08.075042+00:00
BGR,6744,,KP,Konservativna pariija,Conservative Party,Bulgarian: Консервативна партия,1879,1884,41.5,1884,,https://en.wikipedia.org/wiki/Conservative_Party_(Bulgaria),,ParIS,2019-03-03 16:40:04.090802+00:00,2020-06-10 12:22:08.161440+00:00
BGR,5133,,DS,Demokraticheski Sgovor,Democratic Alliance,,1923,1934,15.7,1931,False,https://en.wikipedia.org/wiki/Democratic_Alliance_(Bulgaria),member of 7066,,2016-08-10 12:36:08.549693+00:00,2019-05-17 13:11:59.455421+00:00
BGR,7066,,DS-NLP,Demokraticheski Sgovor-Natsionalliberalna partiya,Democratic Alliance-National Liberal Party,,1927,1931,31.2,1931,,,consists of 5133 5132,Paris,2019-05-17 13:11:30.085563+00:00,2019-05-17 13:11:30.085591+00:00
BGR,2059,,DA,Demokratichna Alternativa za Republikata,Democratic Alternative for the Republic,,1994,1994,3.8,1994,,"https://en.wikipedia.org/wiki/Bulgarian_parliamentary_election,_1994",,,2014-02-23 22:56:24.432317+00:00,2018-07-07 19:57:08.639599+00:00
BGR,6749,,DP,Demokraticheska partia,Democratic Party,Bulgarian: Демократическа партия,1896,,10.6,1899,,https://en.wikipedia.org/wiki/Democratic_Party_(Bulgaria),,ParIS,2019-03-03 17:07:39.952297+00:00,2019-03-03 17:07:39.952355+00:00
BGR,8391,,DS-T,Demokraticheski Sgovor-Tsankov,Democratic Union-Tsankov,,1932,1945,,,,,Prime minister 1944-1945,,2020-06-10 12:14:46.281449+00:00,2020-06-10 12:14:46.281491+00:00
BGR,1195,,DSB,Demokrati za Silna Balgarija,Democrats for a Strong Bulgaria,,2004,,6.4,2005,,https://en.wikipedia.org/wiki/Democrats_for_a_Strong_Bulgaria,,,2012-12-29 10:56:18.403000+00:00,2019-11-20 14:22:54.017875+00:00
BGR,5860,,DOST,"Demokrati za Otgovornost, Svoboda i Tolerantnost","Democrats for Responsibility, Solidarity and Tolerance",,2017,,2.9,2017,,"https://en.wikipedia.org/wiki/Democrats_for_Responsibility,_Solidarity_and_Tolerance",,,2018-02-02 22:16:34.078654+00:00,2018-02-02 22:16:34.078685+00:00
BGR,7807,,E,Ecoglasnost,Ecoglasnost,Bulgarian: Екогласност,1989,,,,,https://en.wikipedia.org/wiki/Ecoglasnost,,,2019-09-21 02:30:43.743387+00:00,2019-09-21 02:30:43.743437+00:00
BGR,2055,,ER,Evroroma,Euroroma,,1998,,1.2,2005,,https://en.wikipedia.org/wiki/Euroroma,,,2014-02-23 22:50:15.937402+00:00,2018-07-07 19:57:09.459300+00:00
BGR,6189,,OF,Otechestven Front,Fatherland Front,"Bulgarian: Отечествен фронт, ОФ",1942,1989,100.0,1975,,https://en.wikipedia.org/wiki/Fatherland_Front_(Bulgaria),,,2018-09-11 18:57:34.521995+00:00,2020-06-10 12:12:22.460351+00:00
BGR,1820,,DG,Dvizhenie Gergyovden,George's Day Movement,,2001,2005,3.6,2001,,https://en.wikipedia.org/wiki/George%27s_Day_Movement,,,2012-12-29 10:58:29.046000+00:00,2018-07-07 19:57:09.590886+00:00
BGR,7731,,GC,Governmental candidates,Governmental candidates [no-party],,1938,,60.66,1938,,https://en.wikipedia.org/wiki/1938_Bulgarian_parliamentary_election,97 of 160 seats in 1938 Bulgarian parliamentary election.,,2019-09-12 18:27:22.248044+00:00,2020-06-11 15:48:39.718631+00:00
BGR,659,,ZP,Zelena Partija,Green Party of Bulgaria,,1989,,0.8,1997,,https://en.wikipedia.org/wiki/Green_Party_of_Bulgaria,2 seats in 1997,,2012-12-29 10:54:30.535000+00:00,2018-11-19 08:20:47.385897+00:00
BGR,2056,,IMRO,VMRO – Bulgarsko Natsionalno Dvizhenie,IMRO -- Bulgarian National Movement,,1989,,1.9,2013,,https://en.wikipedia.org/wiki/IMRO_%E2%80%93_Bulgarian_National_Movement,member of 6115,,2014-02-23 22:51:06.884978+00:00,2018-08-03 12:02:45.899427+00:00
BGR,6397,,VMRO-DPMNE,Vnatrena Makedonska Revol. Org. / Dem. Partija,Internal Macedonian Revolutionary Organization,,1994,2009,1.0,2009,,,,,2018-11-18 11:36:35.090441+00:00,2018-11-18 11:36:35.090508+00:00
BGR,222,,TBF,Tsarstvo Balgariya Federatsiya,Kingdom of Bulgaria Confederation,,1991,1994,1.8,1991,,,,,2012-12-29 10:53:07.153000+00:00,2015-11-07 20:59:22.949332+00:00
BGR,8106,,LP,Labor Party,Labor Party,,1927,1927,1.1,1927,,,,,2019-12-25 18:13:45.642687+00:00,2019-12-25 18:13:45.642724+00:00
BGR,6753,,LC,Liberal Concentration,Liberal Concentration,,1913,1914,38.7,1913,,,"consists of 6747 6745 6752
1913: Of the 88 seats, the Liberal Party (Radoslavists) won 54, the People's Liberal Party 26 and the Young Liberals Party eight.
1914: Of the 126 seats, the Liberal Party won 83, the People's Liberal Party 31 and the Young Liberals Party twelve.",ParIS,2019-03-03 17:55:45.081529+00:00,2019-06-13 16:57:49.621578+00:00
BGR,6743,,LP,Liberalna Partiya,Liberal Party,Bulgarian: Либерална партия,1879,1920,58.5,1884,,https://en.wikipedia.org/wiki/Liberal_Party_(Bulgaria),,ParIS,2019-03-03 16:38:13.333704+00:00,2020-06-10 12:19:33.729082+00:00
BGR,6747,,LP,Liberalna Partiya,Liberal Party (Radoslavists),Bulgarian: Либерална партия,1887,1920,16.2,1894,,https://en.wikipedia.org/wiki/Liberal_Party_(Radoslavists),27 of 167 seats in the 1894 Bulgarian parliamentary election,ParIS,2019-03-03 16:55:02.519310+00:00,2020-02-17 17:06:44.091939+00:00
BGR,265,,LR,Lider,Lider,,2007,,3.3,2009,,https://en.wikipedia.org/wiki/Lider_(Bulgaria),,,2012-12-29 10:53:15.217000+00:00,2018-07-07 19:57:10.031427+00:00
BGR,5104,,Z,Zveno,Link,Звено,1927,1949,15.9,1945,,https://en.wikipedia.org/wiki/Zveno,,,2016-08-03 13:02:46.175783+00:00,2016-08-03 13:02:46.175827+00:00
BGR,8107,,MG,Macedonian Group,Macedonian Group [no-party],,1927,1927,4.0,1927,,,"""Members elected from the Macedonian districts of Bulgaria"" (PHW 1929: 24).",,2019-12-25 18:16:26.143788+00:00,2019-12-25 18:22:12.567193+00:00
BGR,3200,,M21,Movement 21,Movement 21,,2014,2014,1.2,2014,,https://bg.wikipedia.org/wiki/%D0%A2%D0%B0%D1%82%D1%8F%D0%BD%D0%B0_%D0%94%D0%BE%D0%BD%D1%87%D0%B5%D0%B2%D0%B0,,,2015-02-19 11:56:58.356004+00:00,2018-07-07 19:57:10.307678+00:00
BGR,982,,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,,1990,,14.8,2014,,https://en.wikipedia.org/wiki/Movement_for_Rights_and_Freedoms,,,2012-12-29 10:55:35.606000+00:00,2018-07-07 19:57:10.424743+00:00
BGR,2057,,NFSB,Natzionalen Front za Spasenie na Bulgaria,National Front for the Salvation of Bulgaria,,2011,,7.3,2014,,https://en.wikipedia.org/wiki/National_Front_for_the_Salvation_of_Bulgaria,member of 6115,,2014-02-23 22:51:53.119373+00:00,2018-08-03 12:03:06.792816+00:00
BGR,5132,,NLP,Natsionalliberalna partiya,National Liberal Party,,1920,1939,11.7,1931,,https://en.wikipedia.org/wiki/National_Liberal_Party_(Bulgaria),member of 7066,,2016-08-10 12:33:05.999284+00:00,2019-05-17 13:12:05.088531+00:00
BGR,374,,NDSV,Nacionalno dviženie (Simeon Vtori) za stabilnost i văzhod,National Movement (Simeon II) for Stability and Progress,,2001,,42.7,2001,,https://en.wikipedia.org/wiki/National_Movement_Simeon_II,,,2012-12-29 10:53:35.572000+00:00,2018-07-07 19:57:11.006011+00:00
BGR,1793,,ATA,Natsionalen Sǎyuz Ataka,National Union Attack,,2005,,9.4,2009,,https://en.wikipedia.org/wiki/Attack_%28political_party%29,,,2012-12-29 10:58:23.203000+00:00,2018-07-07 19:57:11.759745+00:00
BGR,2021,,SNI,Sayuz 'Nov izbor','New Choice' Union,,1994,1997,1.5,1994,,,,,2014-02-10 10:14:47.330814+00:00,2015-11-07 20:59:23.119892+00:00
BGR,2022,,HB,Hoboto Bpeme,New Times,,1999,,3.0,2005,,https://bg.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%82%D0%BE_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5,,,2014-02-10 10:15:56.625885+00:00,2018-07-07 19:57:12.373307+00:00
BGR,7732,,OC,Opposition candidates,Opposition candidates [no-party],,1938,,39.38,1938,,https://en.wikipedia.org/wiki/1938_Bulgarian_parliamentary_election,,,2019-09-12 18:29:37.664685+00:00,2020-06-11 15:48:39.751157+00:00
BGR,272,,RZS,"Red, zakonnost i spravedlivost","Order, Law and Justice","Bulgarian: Ред, законност и справедливост",2005,2009,4.1,2009,,"https://en.wikipedia.org/wiki/Order,_Lawfulness,_Justice",,,2012-12-29 10:53:16.560000+00:00,2020-02-22 19:06:14.521169+00:00
BGR,661,,PBSD,Partiya balgarski sotsialdemokrati,Party of Bulgarian Social Democrats,,1989,,1.9,2007,,https://en.wikipedia.org/wiki/Party_of_Bulgarian_Social_Democrats,,,2012-12-29 10:54:30.971000+00:00,2018-11-10 23:51:35.121226+00:00
BGR,5649,,PF,Patriotichen front,Patriotic Front,,2014,,7.3,2014,,https://en.wikipedia.org/wiki/Patriotic_Front_(Bulgaria),,,2017-06-26 12:04:40.323896+00:00,2017-06-26 12:04:40.323927+00:00
BGR,2023,,PS,Patriotichen Sayuz,Patriotic Union,,1994,1994,1.4,1994,,,,,2014-02-10 10:17:09.101512+00:00,2015-11-07 20:59:23.228264+00:00
BGR,6745,,NLP,Narodnoliberalna partiya,People's Liberal Party,Bulgarian: Народнолиберална партия,1886,1920,88.7,1887,,https://en.wikipedia.org/wiki/People%27s_Liberal_Party,260 of 293 seats in the 1887 Bulgarian parliamentary election,ParIS,2019-03-03 16:46:31.318549+00:00,2019-03-03 16:46:31.318584+00:00
BGR,6746,,NP,Narodna partiya,People's Party,Bulgarian: Народна партия,1894,1920,52.1,1894,,https://en.wikipedia.org/wiki/People%27s_Party_(Bulgaria),87 of 167 seats in the 1894 Bulgarian parliamentary election,ParIS,2019-03-03 16:53:27.706462+00:00,2019-03-03 16:53:27.706495+00:00
BGR,2024,,PV,People's Voice,People's Voice,,2013,2014,1.3,2013,,,,,2014-02-10 10:18:19.042946+00:00,2015-11-07 18:32:29.125782+00:00
BGR,820,,PKE,"Politicheski klub ""Ekoglasnost""","Political Club ""Ecoglasnost""",,1990,1997,22.7,1997,,http://bg.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8_%D0%BA%D0%BB%D1%83%D0%B1_%E2%80%9E%D0%95%D0%BA%D0%BE%D0%B3%D0%BB%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%E2%,,,2012-12-29 10:55:02.011000+00:00,2018-11-18 17:58:16.092234+00:00
BGR,6748,,PLP,Progresivnoliberalna partiya,Progressive Liberal Party,Bulgarian: Прогресивнолиберална партия,1894,1920,15.9,1899,,https://en.wikipedia.org/wiki/Progressive_Liberal_Party_(Bulgaria),,ParIS,2019-03-03 17:03:00.981881+00:00,2019-03-03 17:03:00.981915+00:00
BGR,5593,,RDP,Radikalna Partiia,Radical Democratic Party,Bulgarian: Радикалдемократическа партия,1903,1949,5.3,1919,False,https://en.wikipedia.org/wiki/Radical_Democratic_Party_(Bulgaria),,,2017-06-06 12:47:15.558360+00:00,2019-03-03 18:18:23.751683+00:00
