country,name_short,name,year,party_id,partyfacts_id,partyfacts_name
ISL,,Alliance of Social Democrats,2013,2-12-23-2013,2723,unknown
ISL,,Civic Movement,2013,2-12-25-2013,224,B
ROU,,PSD,2016,2-13-1-2016,120,PSD
ROU,,PNL,2016,2-13-2-2016,481,PNL
ROU,,USR,2016,2-13-3-2016,5969,USR
ROU,,UDMR,2016,2-13-4-2016,1105,UDMR/RMDS
ROU,,ALDE,2016,2-13-5-2016,5662,ALDE
ROU,,PMP,2016,2-13-6-2016,3210,PMP
ROU,,PCM/MPP,2016,2-13-7-2016,2534,unknown
EST,,Rahva Ühtsuse Erakond,2015,2-14-1-2015,2679,1-perc
EST,,Eesti Konservatiivne Rahvaerakond,2015,2-14-2-2015,4094,EKRE
EST,,Eesti Reformierakond,2015,2-14-3-2015,821,ERe
EST,,Erakond Isamaa ja Res Publica Liit,2015,2-14-4-2015,685,IRL
EST,,Erakond Eestimaa Rohelised,2015,2-14-5-2015,1040,EER
EST,,Eesti Ühendatud Vasakpartei,2015,2-14-6-2015,2679,1-perc
EST,,Eesti Vabaerakond,2015,2-14-7-2015,3271,EV
EST,,Eesti Keskerakond,2015,2-14-8-2015,533,EK
EST,,Sotsiaaldemokraatlik Erakond,2015,2-14-9-2015,1150,SDE-M
EST,,Eesti Iseseisvuspartei,2015,2-14-10-2015,2679,1-perc
EST,,Üksikkandidaat,2015,2-14-11-2015,2567,indep
FIN,,National Coalition Party,2015,2-15-1-2015,495,KOK
FIN,,The Finnish Social Democratic Party,2015,2-15-2-2015,1303,SDP
FIN,,The Finns Party,2015,2-15-3-2015,1689,SP/P
FIN,,Centre Party of Finland,2015,2-15-4-2015,901,KESK
FIN,,The Left Alliance,2015,2-15-5-2015,1044,VAS
FIN,,Green League,2015,2-15-6-2015,479,VIHR
FIN,,Christian Democrats in Finland,2015,2-15-7-2015,703,KD
FIN,,Swedish People,2015,2-15-8-2015,1229,RKP/SFP
FIN,,Other party,2015,2-15-20-2015,1859,etc
PRT,,BE,2015,2-16-1-2015,1310,BE
PRT,,CDS,2015,2-16-2-2015,1308,CDS/PP
PRT,,PAN,2015,2-16-3-2015,97,PAN
PRT,,PCP,2015,2-16-4-2015,310,PCP
PRT,,PPD/PSD,2015,2-16-5-2015,1359,PPD/PSD
PRT,,PPD/PSD,2015,2-16-6-2015,1359,PPD/PSD
PRT,,PS,2015,2-16-7-2015,655,PS
CHL,,Renovación Nacional,2017,2-17-1-2017,928,RN
CHL,,Partido Demócrata Cristiano,2017,2-17-2-2017,390,PDC
CHL,,Partido por la Democracia,2017,2-17-3-2017,54,PPD
CHL,,Unión Demócrata Independiente,2017,2-17-4-2017,1599,UDI
CHL,,Partido Socialista de Chile,2017,2-17-5-2017,6,PS
CHL,,Partido Radical Socialdemócrata,2017,2-17-6-2017,437,PRSD
CHL,,Partido Comunista de Chile,2017,2-17-7-2017,162,PC
CHL,,Partido Humanista,2017,2-17-8-2017,209,PH
CHL,,Partido Ecologista Verde,2017,2-17-9-2017,7016,GEP
CHL,,Partido Progresista,2017,2-17-10-2017,7017,PRO
CHL,,Partido Igualdad,2017,2-17-11-2017,7018,PI
CHL,,Mas Región,2017,2-17-12-2017,812,MAS
CHL,,Partido Regionalista Independiente,2017,2-17-13-2017,1748,PRI
CHL,,Democracia Regional Patagónica,2017,2-17-14-2017,2641,1-perc
CHL,,ANDHA Chile,2017,2-17-15-2017,2641,1-perc
CHL,,Partido Liberal de Chile,2017,2-17-16-2017,7019,PLC
CHL,,PAIS,2017,2-17-17-2017,2641,1-perc
CHL,,Amplitud,2017,2-17-18-2017,7020,A
CHL,,Partido Izquierda Ciudadana de Chile,2017,2-17-19-2017,2641,1-perc
CHL,,Partido Evolución Política,2017,2-17-20-2017,7021,EP
CHL,,Unión Patriótica,2017,2-17-21-2017,2641,1-perc
CHL,,Poder,2017,2-17-22-2017,2641,1-perc
CHL,,Todos,2017,2-17-23-2017,2641,1-perc
CHL,,Revolución Democrática,2017,2-17-24-2017,6911,DR
CHL,,Ciudadanos,2017,2-17-25-2017,7022,C
CHL,,Por la Integración Regional,2017,2-17-26-2017,2641,1-perc
CHL,,Federación Regionalista Verde Social,2017,2-17-27-2017,7023,FRVS
CHL,,Partido de Trabajadores Revolucionarios,2017,2-17-28-2017,2641,1-perc
CHL,,Independents,2017,2-17-29-2017,2639,indep
BEL,,PTB,2014,2-18-1-2014,1753,PA-PTB
BEL,,PS,2014,2-18-2-2014,500,PS
BEL,,Ecolo,2014,2-18-3-2014,1563,Ecolo
BEL,,cdH,2014,2-18-4-2014,2338,CDH
BEL,,MR,2014,2-18-5-2014,789,MR
BEL,,FDF,2014,2-18-6-2014,698,FDF
BEL,,PP,2014,2-18-7-2014,639,Pp
BEL,,VU,2014,2-18-11-2014,2608,unknown
BEL,,SP.A,2014,2-18-12-2014,1680,SPA
BEL,,Groen,2014,2-18-13-2014,528,AGL-Gr
BEL,,CD&V,2014,2-18-14-2014,604,CD&V
BEL,,OpenVLD,2014,2-18-15-2014,49,PVV-OVLD
BEL,,N-VA,2014,2-18-16-2014,36,N-VA
BEL,,VB,2014,2-18-18-2014,1968,VB
BEL,,PVDA,2014,2-18-19-2014,1753,PA-PTB
