"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty"
"Colombia",170,"Partido De Integración Nacional",119,2010,2010,7.5,2010,1,170000119
"Costa Rica",188,"accesibilidad sin exclusion",1,2006,2010,9,2010,2,188000001
"Costa Rica",188,"acción ciudadana",2,2002,2010,25.3,2006,3,188000002
"Costa Rica",188,"democrata",20,1953,1998,21.2,1953,6,188000020
"Costa Rica",188,"frente amplio",21,2006,2010,3.6,2010,2,188000021
"Costa Rica",188,"fuerza democratica",23,1994,2006,5.8,1998,4,188000023
"Costa Rica",188,"independiente",25,1958,1998,9.8,1958,8,188000025
"Costa Rica",188,"integracion nacional",27,1998,2010,2.8,1998,4,188000027
"Costa Rica",188,"liberacion nacional",29,1953,2010,64.7,1953,15,188000029
"Costa Rica",188,"movimiento libertario",32,1998,2010,14.5,2010,4,188000032
"Costa Rica",188,"movimiento nacional",33,1982,1982,3.6,1982,1,188000033
"Costa Rica",188,"nacional independiente",35,1974,1998,10,1974,5,188000035
"Costa Rica",188,"renovacion costarricense",42,1998,2010,3.9,2010,4,188000042
"Costa Rica",188,"republicano nacional",43,1958,1986,4.9,1974,3,188000043
"Costa Rica",188,"restauracion nacional",45,2006,2010,2,2006,2,188000045
"Costa Rica",188,"unidad social cristiana",47,1986,2010,46.2,1990,7,188000047
"Costa Rica",188,"union generaleña",50,1986,1994,2.4,1990,3,188000050
"Costa Rica",188,"union nacional",51,1953,2006,21.4,1958,5,188000051
"Costa Rica",188,"union para el cambio",52,2006,2006,2.4,2006,1,188000052
"Costa Rica",188,"acción democrática popular",56,1962,1962,2.5,1962,1,188000056
"Costa Rica",188,"acción socialista",57,1970,1974,5.5,1970,2,188000057
"Costa Rica",188,"demócrata cristiano",62,1970,1974,2.5,1970,2,188000062
"Costa Rica",188,"frente nacional",63,1970,1970,3.1,1970,1,188000063
"Costa Rica",188,"renovación democrática",71,1974,1974,7.7,1974,1,188000071
"Costa Rica",188,"republicano",74,1958,1962,33.5,1962,2,188000074
"Costa Rica",188,"republicano nacional independiente",76,1953,1953,7.2,1953,1,188000076
"Costa Rica",188,"unificación nacional",81,1966,1978,43.2,1966,4,188000081
"Costa Rica",188,"unión cívico revolucionaria",82,1958,1966,5.5,1966,2,188000082
"Croatia",191,"hrvatska demokratska zajednica",13,2007,2007,35.5,2007,1,191000013
"Croatia",191,"hrvatska narodna stranka-liberalni demokrati",17,2007,2007,6.6,2007,1,191000017
"Croatia",191,"hrvatska stranka prava",20,2007,2007,3.4,2007,1,191000020
"Croatia",191,"hrvatska stranka umirovljenika",21,2007,2007,3.6,2007,1,191000021
"Croatia",191,"socijaldemokratska partija hrvatske",47,2007,2007,30.4,2007,1,191000047
"Cyprus",196,"Democratic Party",4,2001,2011,17.9,2006,3,196000004
"Cyprus",196,"Democratic Rally",5,2001,2011,34.3,2011,3,196000005
"Cyprus",196,"Ecological and Environmental Movement",6,2001,2011,2.2,2011,3,196000006
"Cyprus",196,"European Party",8,2006,2011,5.7,2006,2,196000008
"Cyprus",196,"Fighting Democratic Movement",9,2001,2001,2.2,2001,1,196000009
"Cyprus",196,"Movement for Social Democracy",11,2001,2011,8.9,2006,3,196000011
"Cyprus",196,"New Horizons",13,2001,2001,3,2001,1,196000013
"Cyprus",196,"Progressive Party of Working People",15,2001,2011,34.7,2001,3,196000015
"Cyprus",196,"United Democrats",16,2001,2006,2.6,2001,2,196000016
"Czech Republic",203,"ceskoslovenská sociální demokracie",11,1992,2006,32.3,1998,5,203000011
"Czech Republic",203,"cs.strana socialistická",14,1990,1990,2.7,1990,1,203000014
"Czech Republic",203,"demokratické unie",17,1996,1998,2.8,1996,2,203000017
"Czech Republic",203,"hnutí duchodcu za životní jistoty",20,1992,1998,3.8,1992,3,203000020
"Czech Republic",203,"hnutí za samosprávnou demokracii - spolecnost pro moravu a slezsko",23,1990,1992,10,1990,2,203000023
"Czech Republic",203,"klub angažovaných nestraníku",27,1992,1992,2.7,1992,1,203000027
"Czech Republic",203,"komunistická strana cech a moravy",29,1996,2006,18.5,2002,4,203000029
"Czech Republic",203,"komunistická strana ceskoslovenska",30,1990,1990,13.2,1990,1,203000030
"Czech Republic",203,"krestanská a demokratická unie - ceskoslovenská strana lidová",32,1992,2006,9,1998,4,203000032
"Czech Republic",203,"obcanská demokratická aliance",44,1992,2002,6.4,1996,3,203000044
"Czech Republic",203,"obcanská demokratická strana",45,1996,2006,35.4,2006,4,203000045
"Czech Republic",203,"obcanská hnutí",46,1992,1992,4.6,1992,1,203000046
"Czech Republic",203,"obcanské fórum",48,1990,1990,49.5,1990,1,203000048
"Czech Republic",203,"sdružení pro republiku-republikánská strana ceskoslovenska",56,1992,1998,8,1996,3,203000056
"Czech Republic",203,"snk evropští demokraté",57,2006,2006,2.1,2006,1,203000057
"Czech Republic",203,"ceskoslovenská sociální demokracie",58,1990,1990,4.1,1990,1,203000058
"Czech Republic",203,"spojenectví zemedel.a venkova",59,1990,1990,4.1,1990,1,203000059
"Czech Republic",203,"sruzeni nezavislych",60,2002,2002,2.8,2002,1,203000060
"Czech Republic",203,"strana ceskoslovenských podnikatelu, živnostníku a rolníku",63,1992,1992,3.1,1992,1,203000063
"Czech Republic",203,"strana zelených",71,1990,2006,6.3,2006,4,203000071
"Czech Republic",203,"svobodné demokraté-liberální strana národne sociální",72,1996,1996,2,1996,1,203000072
"Czech Republic",203,"unie svobody",74,1998,1998,8.6,1998,1,203000074
"Benin",204,"Forces Cauris pour Un Benin Emergent",2,2011,2011,33.3,2011,1,204000002
"Benin",204,"Front D’Action pour le Renouveau et le Developpement (FARD-ALAFIA)",5,1995,1995,6.2,1995,1,204000005
"Benin",204,"La Renaissance du Benin",7,1995,1995,14.6,1995,1,204000007
"Benin",204,"Mouvement National pour la Democratie et le Developpement",8,1995,1995,2,1995,1,204000008
"Benin",204,"Notre Cause Commune",10,1991,1995,10.1,1991,2,204000010
"Benin",204,"Parti Communiste du Benin",12,1995,1995,3.3,1995,1,204000012
"Benin",204,"Parti du Renouveau Democratique",13,1995,1995,15.4,1995,1,204000013
"Benin",204,"Parti Social-Democrate",15,1995,1995,7.7,1995,1,204000015
"Benin",204,"Rassemblement Africain pour le Progres et la Solidarite",16,1995,1995,2.6,1995,1,204000016
"Benin",204,"Rassemblement des Democrates Liberaux pour le Reconstruction Nationale",17,1991,2011,5.6,1991,3,204000017
"Benin",204,"Rassemblement National pour la Democratie",18,1991,1995,12.1,1991,2,204000018
"Benin",204,"Union Democratique pour le Developpement Economique et Social",23,1991,1991,2.5,1991,1,204000023
"Benin",204,"Union Nationale pour la Democratie et le Progres",24,1991,1995,3.1,1991,2,204000024
"Benin",204,"Union pour la Democratie et la Solidarite Nationale",25,1991,1995,7.1,1991,2,204000025
"Benin",204,"Union pour le Benin",27,2011,2011,4.5,2011,1,204000027
"Denmark",208,"bondepartiet",2,1935,1939,3.2,1935,2,208000002
"Denmark",208,"centrum demokraterne",5,1981,2005,8.3,1981,8,208000005
"Denmark",208,"danks folkeparti",6,1998,2011,13.8,2007,5,208000006
"Denmark",208,"danmarks kommunistiske parti",7,1939,1979,12.5,1945,11,208000007
"Denmark",208,"danmarks nationalsocialistiske arbejderparti",8,1939,1943,2.2,1943,2,208000008
"Denmark",208,"de uafhængige",9,1953,1960,3.3,1960,3,208000009
"Denmark",208,"det radikale venstre",10,1903,2011,20.6,1918,42,208000010
"Denmark",208,"enhedslisten - de rød-grønne",11,1990,2011,6.6,2011,7,208000011
"Denmark",208,"erhverspartiet",12,1920,1920,2.9,1920,2,208000012
"Denmark",208,"forenede venstre",13,1881,1884,3.2,1884,2,208000013
"Denmark",208,"forhandlende venstre",14,1892,1909,21.2,1892,7,208000014
"Denmark",208,"fremskridtspartiet",15,1973,2001,15.9,1973,12,208000015
"Denmark",208,"højre",17,1849,1915,41.8,1866,32,208000017
"Denmark",208,"konservative folkeparti",18,1918,2011,23.4,1984,37,208000018
"Denmark",208,"kristeligt folkeparti",19,1975,2001,5.3,1975,7,208000019
"Denmark",208,"retsforbundet",20,1939,1957,8.2,1950,6,208000020
"Denmark",208,"socialdemokratiet",22,1872,2011,46.1,1935,56,208000022
"Denmark",208,"socialistisk folkeparti",23,1960,2011,14.6,1987,20,208000023
"Denmark",208,"venstre, danmarks liberale parti",24,1849,2011,65.9,1873,69,208000024
"Denmark",208,"venstresocialisterne",25,1977,2011,3.7,1979,9,208000025
"Denmark",208,"liberal alliance",32,2011,2011,5,2011,1,208000032
"Denmark",208,"ny alliance",34,2007,2007,2.8,2007,1,208000034
"Dominica",212,"dominica freedom party",1,1995,2005,35.8,1995,3,212000001
"Dominica",212,"dominica labour party",2,1995,2005,52,2005,3,212000002
"Dominica",212,"united workers' party",3,1995,2005,43.7,2005,3,212000003
"Dominican Republic",214,"bloque institucional socialdemocrata",6,1994,2006,2.5,2006,4,214000006
"Dominican Republic",214,"movimiento de conciliacion nacional",11,1970,1998,3.7,1970,5,214000011
"Dominican Republic",214,"movimiento de integracion democratica",12,1970,1982,20.4,1970,3,214000012
"Dominican Republic",214,"movimiento municipal del pueblo",19,1974,1982,4.4,1974,2,214000019
"Dominican Republic",214,"movimiento nacional de la juventud",21,1970,1970,4.3,1970,1,214000021
"Dominican Republic",214,"movimiento voluntad popular",27,1974,1974,5,1974,1,214000027
"Dominican Republic",214,"partido de la liberacion dominicana",33,1978,2006,46.4,2006,7,214000033
"Dominican Republic",214,"partido democrata popular",38,1974,2006,13.9,1974,5,214000038
"Dominican Republic",214,"partido liberal de la republica dominicana (la estructura)",42,1986,2006,5.3,1986,2,214000042
"Dominican Republic",214,"partido nacionalista revolucionario democratico",46,1962,1966,3.5,1962,2,214000046
"Dominican Republic",214,"partido quiqueyano democrata",49,1970,2002,13.6,1970,7,214000049
"Dominican Republic",214,"partido reformista",51,1966,1982,56.5,1966,4,214000051
"Dominican Republic",214,"partido reformista - movimiento nacional de la juventud",52,1974,1974,76.7,1974,1,214000052
"Dominican Republic",214,"partido reformista social cristiano",53,1986,2006,40.5,1986,5,214000053
"Dominican Republic",214,"partido revolucionario dominicano",55,1962,2006,56.7,1962,9,214000055
"Dominican Republic",214,"partido revolucionario independiente",57,1994,2006,2.5,1994,4,214000057
"Dominican Republic",214,"partido revolucionario social cristiano",58,1962,1978,5.2,1962,4,214000058
"Dominican Republic",214,"unidad democrática",63,1986,1998,2.4,1994,3,214000063
"Dominican Republic",214,"union civica nacional",64,1962,1982,30.2,1962,4,214000064
"Ecuador",218,"Coalición Institucionalista Democrata",2,1979,1979,6.3,1979,1,218000002
"Ecuador",218,"Concentración de Fuerzas Populares",3,1979,2006,31,1979,4,218000003
"Ecuador",218,"Democracia Popular",4,1984,1998,19,1998,6,218000004
"Ecuador",218,"Frente Amplio de Izquierda",5,1988,1988,6.9,1988,1,218000005
"Ecuador",218,"Frente Radical Alfarista",7,1984,1998,8,1984,4,218000007
"Ecuador",218,"Movimiento Alianza País, Patria Altiva I Soberana",14,2013,2013,52.3,2013,1,218000014
"Ecuador",218,"Movimiento Ciudadano Nuevo País",17,1998,2006,9.2,1998,2,218000017
"Ecuador",218,"Movimiento Creo, Creando Oportunidades",20,2013,2013,11.4,2013,1,218000020
"Ecuador",218,"Movimiento Red Ética y Democracia",30,2006,2006,3.6,2006,1,218000030
"Ecuador",218,"Movimiento Ruptura",33,2013,2013,2.5,2013,1,218000033
"Ecuador",218,"Movimiento Suma, Sociedad Unida Más Acción",34,2013,2013,3,2013,1,218000034
"Ecuador",218,"Movimiento Unidad Plurinacional Pachakutik-Nuevo Pais",39,1996,2006,10.8,1996,2,218000039
"Ecuador",218,"Partido Acción Popular Revolucionaria Ecuatoriana",44,1996,1996,3,1996,1,218000044
"Ecuador",218,"Partido Avanza",45,2013,2013,2.9,2013,1,218000045
"Ecuador",218,"Partido Conservador Ecuatoriano",46,1979,1998,7.8,1979,5,218000046
"Ecuador",218,"Partido Demócrata",47,1984,1984,9.1,1984,1,218000047
"Ecuador",218,"Partido Izquierda Democratica",48,1979,2006,21.8,1988,8,218000048
"Ecuador",218,"Partido Liberal Radical",49,1979,1979,8,1979,1,218000049
"Ecuador",218,"Partido Movimiento Popular Democrática",50,1979,2006,6.1,1984,7,218000050
"Ecuador",218,"Partido Nacionalista Revolucionario",51,1979,1979,7.5,1979,1,218000051
"Ecuador",218,"Partido Renovador Institucional Acción Nacional",52,2006,2013,16.3,2006,2,218000052
"Ecuador",218,"Partido Roldosista Ecuatoriano",53,1984,2013,20.4,1996,8,218000053
"Ecuador",218,"Partido Social Cristiano",54,1979,2013,30.4,1996,9,218000054
"Ecuador",218,"Partido Socialista - Frente Amplio",55,2006,2013,2.7,2006,2,218000055
"Ecuador",218,"Partido Socialista Ecuatoriana",56,1990,1992,8.9,1990,2,218000056
"Ecuador",218,"Partido Sociedad Patriótica",57,2006,2013,8.1,2006,2,218000057
"Ecuador",218,"Partido Unidad Republicana",58,1992,1992,17.6,1992,1,218000058
"Ecuador",218,"Partido Union Democrata Cristiana",59,2006,2006,5.3,2006,1,218000059
"El Salvador",222,"Christian Democratic Party",1,1994,2009,17.9,1994,6,222000001
"El Salvador",222,"Christian Social Renewal Party",3,1997,1997,3.6,1997,1,222000003
"El Salvador",222,"Democratic Change",6,2006,2012,3.1,2006,3,222000006
"El Salvador",222,"Democratic Convergence",7,1994,1997,4.4,1994,2,222000007
"El Salvador",222,"Democratic Liberal Party",8,1997,2000,3.2,1997,2,222000008
"El Salvador",222,"Farabundo Martí National Liberation Front",10,1994,2012,42.6,2009,7,222000010
"El Salvador",222,"Grand Alliance for National Unity",12,2012,2012,9.6,2012,1,222000012
"El Salvador",222,"National Action Party",14,2000,2003,3.7,2000,2,222000014
"El Salvador",222,"National Coalition",15,2012,2012,6.4,2012,1,222000015
"El Salvador",222,"National Conciliation Party",16,1994,2009,13,2003,6,222000016
"El Salvador",222,"National Republican Alliance",18,1994,2012,45,1994,7,222000018
"El Salvador",222,"Political Party of Hope",20,2012,2012,2.2,2012,1,222000020
"El Salvador",222,"United Democratic Center",29,2000,2003,6.3,2003,2,222000029
"El Salvador",222,"Unity Movement",30,1994,1997,2.5,1994,2,222000030
"Equatorial Guinea",226,"convención liberal democrática",1,1993,1993,2.5,1993,1,226000001
"Equatorial Guinea",226,"convergencia socialdemocráta popular",2,1993,1993,10.3,1993,1,226000002
"Equatorial Guinea",226,"partido democrático de guinea ecuatorial",3,1993,1993,69.8,1993,1,226000003
"Equatorial Guinea",226,"partido liberal",4,1993,1993,6.4,1993,1,226000004
"Equatorial Guinea",226,"unión demócrata social",8,1993,1993,7.4,1993,1,226000008
"Estonia",233,"eesti ettevõtjate erakond",3,1992,1992,2.4,1992,1,233000003
"Estonia",233,"eesti keskerakond",6,1995,2011,26.1,2007,5,233000006
"Estonia",233,"eesti koonderakond",7,1999,1999,7.6,1999,1,233000007
"Estonia",233,"eesti kristlik rahvapartei",8,1999,2003,2.4,1999,2,233000008
"Estonia",233,"eesti maarahva erakond",9,1999,1999,7.3,1999,1,233000009
"Estonia",233,"eesti pensionäride liit",10,1992,1992,3.7,1992,1,233000010
"Estonia",233,"eesti rahvusliku sõltumatuse partei",12,1992,1992,8.8,1992,1,233000012
"Estonia",233,"eesti reformierakond",13,1995,2011,28.6,2011,5,233000013
"Estonia",233,"eestimaa rahvaliit",18,2003,2011,13,2003,3,233000018
"Estonia",233,"eestimaa Ühendatud rahvapartei",19,1999,1999,6.1,1999,1,233000019
"Estonia",233,"Erakond Eestimaa Rohelised",21,2007,2011,7.1,2007,2,233000021
"Estonia",233,"Erakonda Isamaa Ja Res Publica Liit",22,2007,2011,20.5,2011,2,233000022
"Estonia",233,"erakond isamaaliit",23,1999,2003,16.1,1999,2,233000023
"Estonia",233,"mõõdukad",28,1999,1999,15.2,1999,1,233000028
"Estonia",233,"parempoolsed",30,1995,1995,5,1995,1,233000030
"Estonia",233,"põllumeeste kogu",31,1992,1999,2.9,1992,2,233000031
"Estonia",233,"rahvaerakond mõõdukad",32,2003,2003,7,2003,1,233000032
"Estonia",233,"Sotsiaaldemokraatilik Erakond",33,2007,2011,17.1,2011,2,233000033
"Estonia",233,"tuleviku eesti erakond",34,1995,1995,2.6,1995,1,233000034
"Estonia",233,"Ühendus vabariigi eest - res publica",35,2003,2003,24.6,2003,1,233000035
"Estonia",233,"eestimaa Ühendatud rahvapartei",36,1992,2003,2.2,2003,2,233000036
"Estonia",233,"vene erakond eestis",37,1999,2011,2,1999,4,233000037
"Finland",246,"demokraattinen vaihtoehto",1,1987,1987,4.3,1987,1,246000001
"Finland",246,"isänmaallinen kansanliike",2,1936,1939,8.3,1936,2,246000002
"Finland",246,"kansallinen edistyspuolue",3,1919,1948,13.8,1919,11,246000003
"Finland",246,"kansallinen kokoomuspuolue",4,1919,2007,23.2,1987,26,246000004
"Finland",246,"keskustapuolue",6,1966,1987,21.2,1966,6,246000006
"Finland",246,"liberaalinen kansanpuolue",7,1966,1999,6.5,1966,6,246000007
"Finland",246,"maalaisliitto",8,1907,1962,27.3,1930,23,246000008
"Finland",246,"nuorsuomalaienen puolue",9,1907,1916,14.9,1911,7,246000009
"Finland",246,"pientalonpojat",10,1962,1962,2.2,1962,1,246000010
"Finland",246,"ruotsalainen kansanpuolue-svenska folkspartiet",11,1907,2007,13.5,1910,35,246000011
"Finland",246,"sosialistinen työväen ja pienviljelijäin puolue",13,1929,1929,13.5,1929,1,246000013
"Finland",246,"suomalainen puolue",14,1907,1917,30.2,1917,8,246000014
"Finland",246,"suomen kansan demokraattinen liitto",15,1945,1987,23.2,1945,13,246000015
"Finland",246,"suomen kansanpuolue",17,1951,1962,7.9,1954,4,246000017
"Finland",246,"suomen keskusta",18,1991,2007,24.9,1991,5,246000018
"Finland",246,"suomen kristillinen liitto",19,1975,1999,4.8,1979,6,246000019
"Finland",246,"suomen kristillinen työväen puolue",20,1907,1917,2.7,1909,8,246000020
"Finland",246,"suomen maaseudun puolue",21,1970,1991,10.5,1970,7,246000021
"Finland",246,"suomen pienviljelijäin puolue",23,1930,1945,3.4,1933,5,246000023
"Finland",246,"suomen sosialidemokraattinen puolue",24,1907,2007,47.3,1916,35,246000024
"Finland",246,"suomen sosialistinen työväenpuolue",25,1922,1922,14.8,1922,1,246000025
"Finland",246,"suomen työväenpuolue",26,1924,1927,12.1,1927,2,246000026
"Finland",246,"työväen ja pienviljelijäin sosialidemokraattinen liitto",27,1962,1966,4.4,1962,2,246000027
"Finland",246,"vasemmistoliitto",28,1991,2007,11.2,1995,5,246000028
"Finland",246,"vihreŠ liitto",29,1987,2007,8.5,2007,6,246000029
"Finland",246,"perussuomalaiset",38,1999,2007,4.1,2007,3,246000038
"Finland",246,"suomen kristillisdemokraatit",45,2003,2007,5.4,2003,2,246000045
"France",250,"front national",7,1973,2002,15.6,1997,8,250000007
"France",250,"génération Écologie",8,1993,1993,3.7,1993,1,250000008
"France",250,"les verts",9,1986,2002,4.5,2002,4,250000009
"France",250,"mouvement de citoyen",12,1997,1997,2.2,1997,1,250000012
"France",250,"parti communiste français",17,1973,2002,21.3,1973,8,250000017
"France",250,"parti socialiste",19,1973,2002,24.1,2002,2,250000019
"France",250,"rassemblement pour la république",23,1978,1997,22.3,1978,6,250000023
"France",250,"parti socialiste",26,1981,1993,36.2,1981,3,250000026
"France",250,"union pour un mouvement populaire",29,2002,2002,33.3,2002,1,250000029
"Georgia",268,"Georgian Dream",3,2012,2012,54.2,2012,1,268000003
"Georgia",268,"United National Movement",14,2012,2012,40.5,2012,1,268000014
"Gambia",270,"alliance for patriotic reorientation and construction",1,1997,2007,59.8,2007,2,270000001
"Gambia",270,"national reconciliation party",3,1997,2007,5.7,2007,2,270000003
"Gambia",270,"people's democratic organisation for independence and socialism",4,1997,1997,7.9,1997,1,270000004
"Gambia",270,"united democratic party",6,1997,2007,34.1,1997,2,270000006
"Germany",276,"antisemiten",1,1890,1903,3.7,1898,3,276000001
"Germany",276,"bayernpartei",3,1949,2009,4.2,1949,5,276000003
"Germany",276,"bündnis '90/die grünen",5,1994,1998,6.9,1994,2,276000005
"Germany",276,"sozialdemokratische partei deutschlands",6,1990,2005,17.1,2005,2,276000006
"Germany",276,"christlich demokratische union",7,1949,2009,44.4,1953,17,276000007
"Germany",276,"christlich-soziale union in bayern",8,1949,2009,10.6,1976,16,276000008
"Germany",276,"christlich-sozialer volksdienst (evangelische bewegung)",9,1930,2005,4.1,2005,2,276000009
"Germany",276,"freie demokratische partei",10,1881,2005,4.9,2005,2,276000010
"Germany",276,"die linkspartei.partei des demokratischen sozialismus",11,1919,2005,18.6,1919,5,276000011
"Germany",276,"deutsche freiheitliche volkspartei",13,1924,2005,6.6,1924,2,276000013
"Germany",276,"deutsche freisinnige partei",14,1884,2005,17.6,1884,4,276000014
"Germany",276,"nationaldemokratische partei deutschlands",15,1871,2005,16.3,1881,14,276000015
"Germany",276,"die grauen – graue panther",17,1949,2005,4,1949,4,276000017
"Germany",276,"familienpartei deutschlands",20,1871,2005,13.6,1878,17,276000020
"Germany",276,"bürgerrechtsbewegung solidarität",21,1928,2005,4.8,1928,4,276000021
"Germany",276,"deutsche volkspartei",22,1871,2005,13.9,1920,18,276000022
"Germany",276,"deutsche zentrumspartei",23,1930,2005,3.2,1930,2,276000023
"Germany",276,"deutsch-nationale volkspartei",24,1919,2005,20.3,1924,9,276000024
"Germany",276,"allianz für gesundheit, frieden und soziale gerechtigkeit",25,1983,2009,10,2009,6,276000025
"Germany",276,"50plus das generationen-bündnis",27,1881,2005,2.9,1881,2,276000027
"Germany",276,"forschrittliche volkspartei",29,1912,2005,12.3,1912,2,276000029
"Germany",276,"partei für soziale gleichheit, sektion der vierten internationale",30,1871,2005,12.7,1881,6,276000030
"Germany",276,"pro deutsche mitte – initiative pro d-mark",31,1949,2009,12.4,1961,17,276000031
"Germany",276,"freisinnige vereinigung",32,1893,1907,3.4,1893,4,276000032
"Germany",276,"freisinnige volkspartei",33,1893,1907,8.7,1893,4,276000033
"Germany",276,"gesamtdeutscher block-bund der heimatvertriebenen und entrechteten",36,1953,1957,5.9,1953,2,276000036
"Germany",276,"kampffront schwarz weiss rot",37,1933,1933,7.7,1933,1,276000037
"Germany",276,"deutsche kommunistische partei (dkp)",38,1920,2009,15.9,1932,12,276000038
"Germany",276,"liberale reichspartei",40,1871,1874,7,1871,2,276000040
"Germany",276,"liberale vereinigung",41,1881,1881,8.1,1881,1,276000041
"Germany",276,"nationaldemokratische partei deutschlands",42,1965,2009,4,1969,5,276000042
"Germany",276,"nationalliberale",43,1871,1912,30.1,1871,13,276000043
"Germany",276,"national-sozialistische deutsche arbeiter partei",44,1928,1933,42.6,1933,5,276000044
"Germany",276,"nationalsozialistische freiheitsbewegung",45,1924,1924,3,1924,1,276000045
"Germany",276,"partei des demokratischen sozialismus (pds)",46,1990,2002,5,1998,4,276000046
"Germany",276,"partikularisten",47,1871,1878,2.7,1874,4,276000047
"Germany",276,"polen",48,1871,1912,4.5,1871,13,276000048
"Germany",276,"reichspartei des deutschen mittelstandes",50,1930,1930,3.9,1930,1,276000050
"Germany",276,"sozialdemokratische partei deutschlands",51,1871,2009,47.4,1972,39,276000051
"Germany",276,"süddeutsche volkspartei",52,1893,1893,2.2,1893,1,276000052
"Germany",276,"unabhängige sozialdemokratische partei deutschlands",54,1919,1920,17.9,1920,2,276000054
"Germany",276,"wirtschaftliche aufbauvereinigung",56,1949,1949,2.9,1949,1,276000056
"Germany",276,"wirtschaftspartei des deutschen mittelstand",57,1924,1928,4.5,1928,2,276000057
"Germany",276,"wirtschaftsvereinigung",58,1912,1912,2.5,1912,1,276000058
"Germany",276,"deutsche zentrumspartei",59,1871,2009,30.2,1874,22,276000059
"Germany",276,"die linkspartei.partei des demokratischen sozialismus",73,2005,2009,11.5,2009,2,276000073
"Ghana",288,"convention people's party",1,2000,2008,4.3,2000,3,288000001
"Ghana",288,"national democratic congress",5,2000,2008,41.2,2000,3,288000005
"Ghana",288,"national reform party",6,2000,2004,2.2,2000,2,288000006
"Ghana",288,"new patriotic party",7,2000,2008,48.9,2004,3,288000007
"Ghana",288,"people's national convention",9,2000,2008,47.2,2008,3,288000009
"Gibraltar",292,"gibraltar national party",1,1996,1996,4.7,1996,1,292000001
"Gibraltar",292,"gibraltar social democrats",2,1996,2011,58.9,2000,5,292000002
"Gibraltar",292,"gibraltar socialist labour party/liberal",3,1996,2007,46.8,2007,3,292000003
"Gibraltar",292,"labour",4,2003,2003,8.4,2003,1,292000004
"Gibraltar",292,"progressive democratic party",7,2007,2011,4.4,2011,2,292000007
"Greece",300,"agrotikon komma",1,1926,1936,6.2,1932,4,300000001
"Greece",300,"agrotikon-ergatikon komma",2,1928,1932,6.7,1928,2,300000002
"Greece",300,"dimokratiki enosis",4,1926,1926,6.5,1926,1,300000004
"Greece",300,"dimokratiki parataksis",5,1951,1951,10.6,1951,1,300000005
"Greece",300,"dimokratiko kinoniko kinima",6,1996,2000,4.4,1996,2,300000006
"Greece",300,"ellenikos synagermos",7,1951,1952,49.2,1952,2,300000007
"Greece",300,"enieon metopon",8,1926,1932,5,1932,3,300000008
"Greece",300,"eniaia dimokratiki aristera",9,1952,1958,24.4,1958,2,300000009
"Greece",300,"enosi kentrou",10,1963,1964,52.7,1964,2,300000010
"Greece",300,"enosi kentrou-nees dinamis",11,1974,1974,20.4,1974,1,300000011
"Greece",300,"enosis dimokratikou kentrou",12,1977,1981,11.9,1977,2,300000012
"Greece",300,"ethniki parataxi",14,1977,1977,6.8,1977,1,300000014
"Greece",300,"ethniki proodeftiki enosis kentrou",16,1951,1951,23.5,1951,1,300000016
"Greece",300,"ethniki rizospastiki enosis",17,1956,1963,50.8,1961,4,300000017
"Greece",300,"ethnikon dimokratikon komma",18,1928,1928,2.7,1928,1,300000018
"Greece",300,"ethnikon komma ellados",20,1946,1946,6,1946,1,300000020
"Greece",300,"ethnikon rizospastikon komma",22,1932,1932,4.1,1932,1,300000022
"Greece",300,"komma ethnikofronon",24,1946,1946,2.9,1946,1,300000024
"Greece",300,"komma fileleftheron",25,1926,1958,47,1928,7,300000025
"Greece",300,"komma georgiou papandreou",27,1951,1951,2.1,1951,1,300000027
"Greece",300,"komma proodeftikon",29,1963,1981,3.7,1963,2,300000029
"Greece",300,"komma ton eleftherofronon",30,1926,1936,15.8,1926,4,300000030
"Greece",300,"kommounistiko komma elladas",31,1977,2000,10.9,1981,6,300000031
"Greece",300,"laikon komma",33,1926,1952,33.8,1932,6,300000033
"Greece",300,"nea demokratia",34,1974,2000,54.4,1974,10,300000034
"Greece",300,"pallaikon metopon",36,1936,1936,5.8,1936,1,300000036
"Greece",300,"pandimokratikon agrotikon metopon ellados",37,1961,1964,14.6,1961,3,300000037
"Greece",300,"panellenio sosialistiko kinima (pasok)",38,1974,2000,48.1,1981,10,300000038
"Greece",300,"politiki anixi",39,1993,1996,4.9,1993,2,300000039
"Greece",300,"proodeftikon komma",41,1928,1956,8.4,1932,3,300000041
"Greece",300,"simmachia proodeftikon kai aristeron dinameon",42,1977,1977,2.7,1977,1,300000042
"Greece",300,"synaspismos tis aristeras kai tis proodou",45,1993,2000,5.1,1996,3,300000045
"Grenada",308,"grenada united labour party",4,1954,2003,58.9,1972,12,308000004
"Grenada",308,"maurice bishop patriotic movement",5,1984,1999,5,1984,4,308000005
"Grenada",308,"national democratic congress",6,1990,2013,51.2,2008,6,308000006
"Grenada",308,"new national party",7,1984,2013,62.2,1999,7,308000007
"Grenada",308,"national party",8,1990,1995,17.5,1990,2,308000008
"Grenada",308,"Action Council",10,1951,1951,25.1,1951,1,308000010
"Grenada",308,"Grenada Mental and Manual Workers Union",12,1951,1951,68.8,1951,1,308000012
