country_short,party_name_short,party_name,year_first,year_last,share_year,share,seats,seats_total,party_id
COL,MPCPB,Movimiento Pol. Ciudadanos Por Boyaca,2002,2002,2002,0,0,165,COL MPCPB Movimiento Pol. Ciudadanos Por Boyaca
COL,MPLPC,Movimiento Politico Laicos por Colombia,1998,2002,1998,0,0,161,COL MPLPC Movimiento Politico Laicos por Colombia
COL,MPP,Movimiento de Participación Popular,2002,2002,2002,1.21,2,165,COL MPP Movimiento de Participación Popular
COL,MPPSS,Movimiento Pol.Por La Seguridad Soc.,2002,2002,2002,0,0,165,COL MPPSS Movimiento Pol.Por La Seguridad Soc.
COL,MPU,Movimiento Popular Unido,2002,2002,2002,1.82,3,165,COL MPU Movimiento Popular Unido
COL,MR,Movimiento Republicano,2002,2002,2002,0.61,1,165,COL MR Movimiento Republicano
COL,MRD,Movimiento Renovacion Democratica,1994,2002,1994,0.62,1,162,COL MRD Movimiento Renovacion Democratica
COL,MRD,Movimiento Revolucion Democratica,2002,2002,2002,0,0,165,COL MRD Movimiento Revolucion Democratica
COL,MSC,Movimiento Si Colombia,2002,2002,2002,0,0,165,COL MSC Movimiento Si Colombia
COL,MSC,Movimiento Somos Colombia,2002,2002,2002,0,0,165,COL MSC Movimiento Somos Colombia
COL,MSN,Movimiento de Salvación Nacional,1991,2002,1991,6.51,11,169,COL MSN Movimiento de Salvación Nacional
COL,MTN,Movimiento Transformacion Nacional,2002,2002,2002,0,0,165,COL MTN Movimiento Transformacion Nacional
COL,MU,Movimiento Unionista,2002,2002,2002,1.21,2,165,COL MU Movimiento Unionista
COL,MUC,Movimiento Unete Colombia,2002,2002,2002,0.61,1,165,COL MUC Movimiento Unete Colombia
COL,MUM,Movimiento Unitario Metapolitico (antes MUR Mov. Unitario Reginista),1991,1998,1994,0.62,1,162,COL MUM Movimiento Unitario Metapolitico (antes MUR Mov. Unitario Reginista)
COL,MUNSSU,Movimiento Uni.Nal.Seg.Soc. Unamonos,2002,2002,2002,0,0,165,COL MUNSSU Movimiento Uni.Nal.Seg.Soc. Unamonos
COL,MURCO,Movimiento Unico de Renovación Conservador,1991,1991,1991,0.59,1,169,COL MURCO Movimiento Unico de Renovación Conservador
COL,,Coaliciones,1994,1998,1998,9.94,16,161,COL NA Coaliciones
COL,NL,Nuevo Liberalismo,1986,2002,1986,3.52,7,199,COL NL Nuevo Liberalismo
COL,other,other,1986,2002,1994,6.79,11,162,COL other other
COL,PC,Popular Colombiano,1998,2002,2002,0.61,1,165,COL PC Popular Colombiano
COL,PCC,Partido Comunista de Colombia,1945,1945,1945,3.05,4,131,COL PCC Partido Comunista de Colombia
COL,PD,Progresismo Democrático,2002,2002,2002,1.21,2,165,COL PD Progresismo Democrático
COL,PIC,Partido Indigena Colombiano,2002,2002,2002,0,0,165,COL PIC Partido Indigena Colombiano
COL,PL,Partido Liberal Colombiano,1945,2002,1945,61,80,131,COL PL Partido Liberal Colombiano
COL,PNC,Partido Nacional Cristiano,1994,2002,1994,0.62,1,162,COL PNC Partido Nacional Cristiano
COL,PSC,Partido Social Conservador Colombiano (Antes PC: P. Conservador Col.),1945,2002,1958,50,74,148,COL PSC Partido Social Conservador Colombiano (Antes PC: P. Conservador Col.)
COL,PSC,Partido Socialdemócrata Colombiano,2002,2002,2002,0,0,165,COL PSC Partido Socialdemócrata Colombiano
COL,PSD,Partido Del Soc. Democratico,2002,2002,2002,0.61,1,165,COL PSD Partido Del Soc. Democratico
COL,PUD,Partido Unidad Democratica,2002,2002,2002,0.61,1,165,COL PUD Partido Unidad Democratica
COL,PVMSVC,Partido Vang.Moral Y Soc.Vamos Col.,2002,2002,2002,0.61,1,165,COL PVMSVC Partido Vang.Moral Y Soc.Vamos Col.
COL,PVO,Partido Verde Oxigeno,2002,2002,2002,0,0,165,COL PVO Partido Verde Oxigeno
COL,PVS,Partido Viraje Social,2002,2002,2002,0,0,165,COL PVS Partido Viraje Social
COL,RALM,Renovacion Accion Laboral Moral,2002,2002,2002,1.21,2,165,COL RALM Renovacion Accion Laboral Moral
COL,RD,Renovación Democrática,1991,1991,1991,0.59,1,169,COL RD Renovación Democrática
COL,RDN,Reconstrucción Democrática Nacional,2002,2002,2002,0.61,1,165,COL RDN Reconstrucción Democrática Nacional
COL,T,Transformación,1991,1991,1991,0.59,1,169,COL T Transformación
COL,UC,Union Cristiana,1991,2002,1991,0.59,1,169,COL UC Union Cristiana
COL,UNO,Union Nacional de Oposicion,1974,1978,1974,2.51,5,199,COL UNO Union Nacional de Oposicion
COL,UNV,Unidad Norte Vallecaucana,1991,1991,1991,0.59,1,169,COL UNV Unidad Norte Vallecaucana
COL,UP,Union Patriotico,1986,2002,1991,1.78,3,169,COL UP Union Patriotico
COL,UR,Unico de Renovacion,1994,1994,1994,0.62,1,162,COL UR Unico de Renovacion
COL,VA,Via Alterna,1998,2002,2002,0.61,1,165,COL VA Via Alterna
COL,VP,Voluntad Popular,2002,2002,2002,1.21,2,165,COL VP Voluntad Popular
CRI,ADA,Acción Democrática Alajuelense,1994,1998,1994,3.51,2,57,CRI ADA Acción Democrática Alajuelense
CRI,ALA,Accion Laborista Agricola,1998,2002,1998,1.75,1,57,CRI ALA Accion Laborista Agricola
CRI,AN,Agrario Nacional,1998,2002,1998,0,0,57,CRI AN Agrario Nacional
CRI,ANC,Alianza Nacional Cristiana,1998,2002,1998,0,0,57,CRI ANC Alianza Nacional Cristiana
CRI,C2000,Cambio 2000,2002,2002,2002,0,0,57,CRI C2000 Cambio 2000
CRI,CN,Convergencia Nacional,1998,2002,1998,0,0,57,CRI CN Convergencia Nacional
CRI,CY,Cambio Ya,1998,1998,1998,0,0,57,CRI CY Cambio Ya
CRI,FAC,Fuerza Agraria de los Cartagineses,1998,2002,1998,0,0,57,CRI FAC Fuerza Agraria de los Cartagineses
CRI,FD,Fuerza Democrática,1994,2002,1998,5.26,3,57,CRI FD Fuerza Democrática
CRI,GI,Guanacaste Independiente,1998,1998,1998,0,0,57,CRI GI Guanacaste Independiente
CRI,ML,Movimiento Libertario,2002,2002,2002,10.5,6,57,CRI ML Movimiento Libertario
CRI,NPD,Nuevo Partido Democratico,1998,1998,1998,0,0,57,CRI NPD Nuevo Partido Democratico
CRI,other,other,1958,1990,1982,7.02,4,57,CRI other other
CRI,PAC,Acción Ciudadana,2002,2002,2002,24.5,14,57,CRI PAC Acción Ciudadana
CRI,PAL,Partido Autentico Limonense,1998,1998,1998,0,0,57,CRI PAL Partido Autentico Limonense
CRI,PD,Partido Demócrata,1953,1998,1953,24.4,11,45,CRI PD Partido Demócrata
CRI,PDC,Partido Democrático Cristiana,1970,1970,1970,1.75,1,57,CRI PDC Partido Democrático Cristiana
CRI,PI,Partido Independiente,1998,1998,1998,0,0,57,CRI PI Partido Independiente
CRI,PIN,Partido de Integracion Nacional,1998,2002,1998,1.75,1,57,CRI PIN Partido de Integracion Nacional
CRI,PIO,Partido Independiente Obrero,2002,2002,2002,0,0,57,CRI PIO Partido Independiente Obrero
CRI,PLN,Partido Liberacion Nacional,1953,2002,1953,66.6,30,45,CRI PLN Partido Liberacion Nacional
CRI,PML,Partido Movimiento Libertario,1998,1998,1998,1.75,1,57,CRI PML Partido Movimiento Libertario
CRI,PN,Patriótico Nacional,2002,2002,2002,0,0,57,CRI PN Patriótico Nacional
CRI,PNI,Partico Nacional Independiente,1998,1998,1998,0,0,57,CRI PNI Partico Nacional Independiente
CRI,PR,Partido Republicano,1958,1962,1962,31.5,18,57,CRI PR Partido Republicano
CRI,PRC,Partido Renovacion Costarricense,1998,2002,1998,1.75,1,57,CRI PRC Partido Renovacion Costarricense
CRI,PRD,Partido Renovación Democrática,1974,1974,1974,5.26,3,57,CRI PRD Partido Renovación Democrática
CRI,PRN,Partido Republicano Nacional,1953,1974,1953,6.67,3,45,CRI PRN Partido Republicano Nacional
CRI,PU,Pueblo Unido,1978,1998,1978,5.26,3,57,CRI PU Pueblo Unido
CRI,PUN,Partido Unidad Nacional,1953,1970,1966,45.6,26,57,CRI PUN Partido Unidad Nacional
CRI,PUSC,Partido Unidad Social Cristiano,1978,2002,1990,50.8,29,57,CRI PUSC Partido Unidad Social Cristiano
CRI,RN,Recaste Nacional,1998,1998,1998,0,0,57,CRI RN Recaste Nacional
CRI,UAC,Unión Agrícola Cartagines,1974,2002,1974,1.75,1,57,CRI UAC Unión Agrícola Cartagines
CRI,UG,Union Generaleña,1998,2002,1998,0,0,57,CRI UG Union Generaleña
DOM,AD,Alianza por la Democracia,2002,2002,2002,0,0,150,DOM AD Alianza por la Democracia
DOM,ASD,Alianza Social Democratica,1998,2002,1998,0,0,149,DOM ASD Alianza Social Democratica
DOM,BIS,Bloque Institucional Socaildemocrata,1998,2002,1998,0,0,149,DOM BIS Bloque Institucional Socaildemocrata
DOM,FR,Fuerza de la Revolucion,2002,2002,2002,0,0,150,DOM FR Fuerza de la Revolucion
DOM,MCN,Movimiento de Conciliacion Nacional,1998,1998,1998,0,0,149,DOM MCN Movimiento de Conciliacion Nacional
DOM,MISR,Movimiento Independiente de Santiago Rodriguez,2002,2002,2002,0,0,150,DOM MISR Movimiento Independiente de Santiago Rodriguez
DOM,MIUCA,Movimiento Independiente Unidad y Cambio,2002,2002,2002,0,0,150,DOM MIUCA Movimiento Independiente Unidad y Cambio
DOM,PAC,Partido Accion Constitucional,1982,1982,1982,0.83,1,120,DOM PAC Partido Accion Constitucional
DOM,PD,Partido Dominicano,1934,1934,1934,100,31,31,DOM PD Partido Dominicano
DOM,PDI,Partido Democratico Institucional,1998,1998,1998,0,0,149,DOM PDI Partido Democratico Institucional
DOM,PDP,Partido Democrata Popular,1998,2002,1998,0,0,149,DOM PDP Partido Democrata Popular
DOM,PLD,Partido de la Liberacion Dominicana,1982,2002,1982,5.83,7,120,DOM PLD Partido de la Liberacion Dominicana
DOM,PNA,Partido Nueva Alternativa,2002,2002,2002,0,0,150,DOM PNA Partido Nueva Alternativa
DOM,PNRD,Partido Nacionalista Revolucionario Democratico,1962,1962,1962,5.41,4,74,DOM PNRD Partido Nacionalista Revolucionario Democratico
DOM,PNVC,Partido Nacional de Veteranos Civiles,1998,2002,1998,0,0,149,DOM PNVC Partido Nacional de Veteranos Civiles
DOM,PPC,Partido Popular Cristiano,2002,2002,2002,0,0,150,DOM PPC Partido Popular Cristiano
DOM,PPD,Partido del Pueblo Dominicano,1998,1998,1998,0,0,149,DOM PPD Partido del Pueblo Dominicano
DOM,PQD,Partido Quisqueyano Democrata,1998,2002,1998,0,0,149,DOM PQD Partido Quisqueyano Democrata
DOM,PR,Partido Reformista,1978,1982,1978,47.2,43,91,DOM PR Partido Reformista
DOM,PRD,Partido Revolucionario Dominicano,1962,2002,1962,66.2,49,74,DOM PRD Partido Revolucionario Dominicano
DOM,PRI,Partico Revolucionario Independiente,1990,2002,1990,1.67,2,120,DOM PRI Partico Revolucionario Independiente
DOM,PRN,Partido Renacentista Nacional,1998,2002,1998,0,0,149,DOM PRN Partido Renacentista Nacional
DOM,PRSC,Partido Reformista Social Cristiano,1986,2002,1986,46.6,56,120,DOM PRSC Partido Reformista Social Cristiano
DOM,PRSC,Partido Revolucionario Social Cristiano,1962,1962,1962,1.35,1,74,DOM PRSC Partido Revolucionario Social Cristiano
DOM,PTD,Partido de los Trabajadores Dominicanos,2002,2002,2002,0,0,150,DOM PTD Partido de los Trabajadores Dominicanos
DOM,PUN,Partido de Unidad Nacional,2002,2002,2002,0,0,150,DOM PUN Partido de Unidad Nacional
DOM,UCN,Union Civica Nacional,1962,1962,1962,27,20,74,DOM UCN Union Civica Nacional
DOM,UD,Unidad Democratica,1998,1998,1998,0,0,149,DOM UD Unidad Democratica
DOM,UDC,Union Democrata Cristiana,2002,2002,2002,0,0,150,DOM UDC Union Democrata Cristiana
ECU,A2-14,Alianza 2-14,1996,1996,1996,3.66,3,82,ECU A2-14 Alianza 2-14
ECU,APRE,Acción Popular Revolucionaria Ecuatoriana,1992,1996,1994,2.6,2,77,ECU APRE Acción Popular Revolucionaria Ecuatoriana
ECU,CFP,Concentración de Fuerzas Populares,1979,2002,1986,9.86,7,71,ECU CFP Concentración de Fuerzas Populares
ECU,CID,Coalición Institucionalista Demócrata,1979,1979,1979,4.35,3,69,ECU CID Coalición Institucionalista Demócrata
ECU,CNR,Coalición Nacional Republicana,1984,1984,1984,1.43,1,70,ECU CNR Coalición Nacional Republicana
ECU,DP,Democracia Popular,1984,2002,1984,7.14,5,70,ECU DP Democracia Popular
ECU,FNV,Federación Nacional Velasquista,1979,1979,1979,1.45,1,69,ECU FNV Federación Nacional Velasquista
ECU,FRA,Frente Radical Alfarista,1984,1998,1984,8.57,6,70,ECU FRA Frente Radical Alfarista
ECU,ID,Izquierda Democrática,1979,2002,1992,9.09,7,77,ECU ID Izquierda Democrática
ECU,Ind,Independent,1994,2002,2002,5,5,100,ECU Ind Independent
ECU,MCNP,Movimiento Ciudadanos Nuevo Pais,1998,1998,1998,0.83,1,121,ECU MCNP Movimiento Ciudadanos Nuevo Pais
ECU,MPD,Movimiento Popular Democrático,1979,2002,1986,5.63,4,71,ECU MPD Movimiento Popular Democrático
ECU,MPS,Movimiento Patria Solidaria,2002,2002,2002,1,1,100,ECU MPS Movimiento Patria Solidaria
ECU,MUPPNP,Movimiento Unidad Plurinacional Pachakutik - Nuevo País,1996,2002,1996,9.76,8,82,ECU MUPPNP Movimiento Unidad Plurinacional Pachakutik - Nuevo País
ECU,other,other,1998,1998,1998,0.83,1,121,ECU other other
ECU,PCD,"Pueblo, Cambio y Democracia",1986,1986,1986,1.41,1,71,"ECU PCD Pueblo, Cambio y Democracia"
ECU,PCE,Partido Conservador Ecuatoriana,1979,1998,1992,7.79,6,77,ECU PCE Partido Conservador Ecuatoriana
ECU,PD,Partido Demócrata,1984,1986,1984,4.29,3,70,ECU PD Partido Demócrata
ECU,PDP,Partido del Pueblo,1996,1996,1996,1.22,1,82,ECU PDP Partido del Pueblo
ECU,PLN,Partido Liberación Nacional,1992,1994,1992,1.3,1,77,ECU PLN Partido Liberación Nacional
ECU,PLRE,Partido Liberal Radical Ecuatoriano,1979,1994,1979,5.8,4,69,ECU PLRE Partido Liberal Radical Ecuatoriano
ECU,PNR,Partido Nacionalista Revolucionario,1979,1979,1979,2.9,2,69,ECU PNR Partido Nacionalista Revolucionario
ECU,PRE,Partido Roldosista Ecuatoriano,1984,2002,1986,5.63,4,71,ECU PRE Partido Roldosista Ecuatoriano
ECU,PRIAN,Partido Renovador Institucional Accion Nacional,2002,2002,2002,10,10,100,ECU PRIAN Partido Renovador Institucional Accion Nacional
ECU,PSC,Partido Social Cristiano,1979,2002,1979,4.35,3,69,ECU PSC Partido Social Cristiano
ECU,PSE,Partido Socialista Ecuatoriano,1984,2002,1986,8.45,6,71,ECU PSE Partido Socialista Ecuatoriano
ECU,PSP,Partido Sociedad Patriotica 21 de Enero,2002,2002,2002,6,6,100,ECU PSP Partido Sociedad Patriotica 21 de Enero
ECU,PUR,Partido Union Republicana,1992,1994,1994,3.9,3,77,ECU PUR Partido Union Republicana
ECU,UDP,Unión Democrática Popular,1979,1990,1986,4.23,3,71,ECU UDP Unión Democrática Popular
ECU,UN-UNO,Partido Union Nacional UNO,2002,2002,2002,1,1,100,ECU UN-UNO Partido Union Nacional UNO
GTM,CAN,Central Autentica Nacionalista,1982,1985,1982,4.55,3,66,GTM CAN Central Autentica Nacionalista
GTM,CAO,Central Aranista Organizada,1974,1978,1978,5.56,3,54,GTM CAO Central Aranista Organizada
GTM,DCG,Democracia Cristiana Guatemalteca,1985,1999,1985,51,51,100,GTM DCG Democracia Cristiana Guatemalteca
GTM,FDNG,Frente Democrático Nueva Guatemala,1995,1995,1995,7.5,6,80,GTM FDNG Frente Democrático Nueva Guatemala
GTM,FDP,Fuerza Democratica Popular,1982,1982,1982,50,33,66,GTM FDP Fuerza Democratica Popular
GTM,FRG,Frente Republicano Guatemalteco,1990,1999,1999,55.7,63,113,GTM FRG Frente Republicano Guatemalteco
GTM,MAS,Movimiento de Accion Solidaria,1990,1990,1990,15.5,18,116,GTM MAS Movimiento de Accion Solidaria
GTM,MLN,Movimiento de Liberacion Nacional,1966,1995,1966,9.09,5,55,GTM MLN Movimiento de Liberacion Nacional
GTM,OTHER,OTHER,1982,1982,1982,10.6,7,66,GTM OTHER OTHER
GTM,PAN,Partido de Avanzada Nacional,1990,1999,1995,53.7,43,80,GTM PAN Partido de Avanzada Nacional
GTM,PDCN,Partido Democratico de Cooperacion Nacional,1985,1985,1985,11,11,100,GTM PDCN Partido Democratico de Cooperacion Nacional
GTM,PID,Partido Institucional Democratico,1966,1978,1966,38.1,21,55,GTM PID Partido Institucional Democratico
GTM,PLP,Partido Liberador Progresista,1999,1999,1999,0.88,1,113,GTM PLP Partido Liberador Progresista
GTM,PNR,Partido Nacional Renovador,1985,1985,1985,1,1,100,GTM PNR Partido Nacional Renovador
GTM,PR,Partido Revolucionario,1966,1990,1966,52.7,29,55,GTM PR Partido Revolucionario
GTM,PSD,Partido Socialista Democratico,1985,1990,1985,2,2,100,GTM PSD Partido Socialista Democratico
GTM,UCN,Union del Centro Nacional,1985,1995,1994,8.75,7,80,GTM UCN Union del Centro Nacional
GTM,UD,Unión Democrática,1994,1999,1995,2.5,2,80,GTM UD Unión Democrática
GTM,UNO,Union Nacional Organizada,1982,1982,1982,3.03,2,66,GTM UNO Union Nacional Organizada
GTM,URNG,Unidad Revolucionaria Nacional Guatemalteca,1999,1999,1999,7.96,9,113,GTM URNG Unidad Revolucionaria Nacional Guatemalteca
GUY,AG,Alliance for Guyana,1997,1997,1997,3.08,2,65,GUY AG Alliance for Guyana
GUY,PNC,People's National Congress,1964,2001,1985,79.2,42,53,GUY PNC People's National Congress
GUY,PPP,People's Progressive Party,1964,2001,1992,55.3,36,65,GUY PPP People's Progressive Party
GUY,RORG,Rise Organise and Rebuild Guyana,2001,2001,2001,1.52,1,66,GUY RORG Rise Organise and Rebuild Guyana
GUY,UF,United Force,1964,2001,1980,3.77,2,53,GUY UF United Force
GUY,WPA,Working People's Alliance,1985,2001,1992,3.08,2,65,GUY WPA Working People's Alliance
HND,ind,Independiente,1981,1981,1981,0,0,82,HND ind Independiente
HND,PDCH,Partido Demócrata Cristiano de Honduras,1981,2001,2001,2.34,3,128,HND PDCH Partido Demócrata Cristiano de Honduras
HND,PINU,Partido de Innovación y Unidad-Social Demócrata,1981,2001,1981,3.66,3,82,HND PINU Partido de Innovación y Unidad-Social Demócrata
HND,PLH,Partido Liberal de Honduras,1981,2001,1993,55.4,71,128,HND PLH Partido Liberal de Honduras
HND,PN,Partido Nacional,1981,2001,1989,55.4,71,128,HND PN Partido Nacional
HND,PUD,Partido de Unificación Democrática,1997,2001,2001,3.91,5,128,HND PUD Partido de Unificación Democrática
JAM,IND,Independent,1944,1949,1949,6.25,2,32,JAM IND Independent
JAM,JLP,Jamaica Labour Party,1944,1997,1980,85,51,60,JAM JLP Jamaica Labour Party
JAM,PNP,People's National Party,1944,1997,1993,86.6,52,60,JAM PNP People's National Party
MEX,AM,Alianza per Mexico,2000,2000,2000,13.6,68,500,MEX AM Alianza per Mexico
MEX,FDN,Frente Democrático Nacional,1988,1988,1988,3,15,500,MEX FDN Frente Democrático Nacional
MEX,other,other,1946,1958,1952,1.86,3,161,MEX other other
MEX,PAN,Partido Acción Nacional,1946,2000,1964,9.52,20,210,MEX PAN Partido Acción Nacional
MEX,PARM,Partido Auténtico de la Revolución Mexicana,1958,1991,1988,6,30,500,MEX PARM Partido Auténtico de la Revolución Mexicana
MEX,PCM,Partido Comunista Mexicano,1979,1979,1979,4.5,18,400,MEX PCM Partido Comunista Mexicano
MEX,PDM,Partido Demócrata Mexicano,1979,1985,1985,3,12,400,MEX PDM Partido Demócrata Mexicano
MEX,PFCRN,Partido del Frente Cardenista de Reconstrucción Nacional,1985,1991,1988,7.6,38,500,MEX PFCRN Partido del Frente Cardenista de Reconstrucción Nacional
MEX,PMS,Partido Mexicano Socialista,1988,1988,1988,3.6,18,500,MEX PMS Partido Mexicano Socialista
MEX,PMT,Partido Mexicano de los Trabajadores,1985,1985,1985,1.5,6,400,MEX PMT Partido Mexicano de los Trabajadores
MEX,PPS,Partido Popular Socialista,1949,1991,1988,7.4,37,500,MEX PPS Partido Popular Socialista
MEX,PRD,Partido de la Revolución Democrática,1991,1997,1991,8.2,41,500,MEX PRD Partido de la Revolución Democrática
MEX,PRI,Partido Revolucionario Institucional,1949,2000,1949,96.6,142,147,MEX PRI Partido Revolucionario Institucional
MEX,PRM,Partido de la Revolución Mexicana,1946,1946,1946,95.9,141,147,MEX PRM Partido de la Revolución Mexicana
MEX,PRT,Partido Revolucionario de los Trabajadores,1985,1985,1985,1.5,6,400,MEX PRT Partido Revolucionario de los Trabajadores
MEX,PST,Partido Socialista de los Trabajadores,1979,1985,1985,3,12,400,MEX PST Partido Socialista de los Trabajadores
MEX,PSUM,Partido Socialista Unificado de México,1982,1982,1982,4.25,17,400,MEX PSUM Partido Socialista Unificado de México
MEX,PT,Partido de Trabajo,1994,1997,1994,2,10,500,MEX PT Partido de Trabajo
MEX,PVEM,Partido Vert Ecologista de Mexico,1997,1997,1997,1.6,8,500,MEX PVEM Partido Vert Ecologista de Mexico
NIC,AL,Alianza Liberal,1996,1996,1996,45.1,42,93,NIC AL Alianza Liberal
NIC,ANC,Alianza Nacional Conservador,1996,1996,1996,1.08,1,93,NIC ANC Alianza Nacional Conservador
NIC,FSLN,Frente Sandinista de Liberacion Nacional,1984,1996,1984,63.5,61,96,NIC FSLN Frente Sandinista de Liberacion Nacional
NIC,MAP-ML,Movimiento de Accion Popular-Marxista Leninista,1984,1984,1984,2.08,2,96,NIC MAP-ML Movimiento de Accion Popular-Marxista Leninista
NIC,MRS,Movimiento Renovación Sandinista,1996,1996,1996,1.08,1,93,NIC MRS Movimiento Renovación Sandinista
NIC,MUR,Movimiento de Unidad Revoluconaria,1990,1990,1990,1.09,1,92,NIC MUR Movimiento de Unidad Revoluconaria
NIC,PCCN,Partido Camino Cristiano Nicaraguense,1996,1996,1996,4.3,4,93,NIC PCCN Partido Camino Cristiano Nicaraguense
NIC,PCdeN,Partido Comunista de Nicaragua,1984,1984,1984,2.08,2,96,NIC PCdeN Partido Comunista de Nicaragua
NIC,PCDN,Partido Conservador Demócrata de Nicaragua,1984,1984,1984,14.5,14,96,NIC PCDN Partido Conservador Demócrata de Nicaragua
NIC,PCN,Partido Conservador de Nicaragua,1974,1996,1996,3.23,3,93,NIC PCN Partido Conservador de Nicaragua
NIC,PCN2,Partido Conservador Nicaraguense,1957,1967,1957,33.3,14,42,NIC PCN2 Partido Conservador Nicaraguense
NIC,PLI,Partido Liberal Independiente,1984,1996,1984,9.38,9,96,NIC PLI Partido Liberal Independiente
NIC,PLN,Partido Liberal Nacionalista,1957,1974,1957,66.6,28,42,NIC PLN Partido Liberal Nacionalista
NIC,PPSC,Partido Popular Social Cristiano,1984,1984,1984,6.25,6,96,NIC PPSC Partido Popular Social Cristiano
NIC,PRN,Partido Resistencia Nicaraguense,1996,1996,1996,1.08,1,93,NIC PRN Partido Resistencia Nicaraguense
NIC,Pronal,Proyecto Nacional,1996,1996,1996,2.15,2,93,NIC Pronal Proyecto Nacional
NIC,PSC,Partido Social Cristiano,1990,1990,1990,1.09,1,92,NIC PSC Partido Social Cristiano
NIC,PSN,Partido Socialista Nicaraguense,1984,1984,1984,2.08,2,96,NIC PSN Partido Socialista Nicaraguense
NIC,Unidad,Unidad,1996,1996,1996,1.08,1,93,NIC Unidad Unidad
NIC,UNO 96,Unión Nacional Opositora 96,1996,1996,1996,1.08,1,93,NIC UNO 96 Unión Nacional Opositora 96
NIC,UNO,Union Nacional Opositora,1967,1990,1990,55.4,51,92,NIC UNO Union Nacional Opositora
PAN,CD,Cambio Democrático,1999,1999,1999,2.82,2,71,PAN CD Cambio Democrático
PAN,CPN,Coalicion Patriotica Nacional,1956,1964,1956,79.2,42,53,PAN CPN Coalicion Patriotica Nacional
PAN,LIBRE,Partido Liberal Republicano,1994,1994,1994,2.78,2,72,PAN LIBRE Partido Liberal Republicano
PAN,MLN,Movimiento de Liberacion Nacional,1960,1964,1960,7.55,4,53,PAN MLN Movimiento de Liberacion Nacional
PAN,MOLIRENA,Movimiento de Liberacion Nacional,1984,1999,1994,6.94,5,72,PAN MOLIRENA Movimiento de Liberacion Nacional
PAN,MORENA,Movimiento de Renovación Nacional,1994,1999,1999,1.41,1,71,PAN MORENA Movimiento de Renovación Nacional
PAN,MPE,Mov. Papa Egoró,1994,1994,1994,8.33,6,72,PAN MPE Mov. Papa Egoró
PAN,PA,Partido Arnulfista,1994,1999,1999,25.3,18,71,PAN PA Partido Arnulfista
PAN,PAD,Partido Accion Democratica,1964,1964,1964,2.38,1,42,PAN PAD Partido Accion Democratica
PAN,PALA,Partido Laborista,1984,1994,1984,10.4,7,67,PAN PALA Partido Laborista
PAN,PAR,Partido Accion Radical,1964,1964,1964,2.38,1,42,PAN PAR Partido Accion Radical
PAN,PD,Partido Dipal,1960,1960,1960,1.89,1,53,PAN PD Partido Dipal
PAN,PDC,Partido Demócrata Cristiano,1964,1999,1984,8.96,6,67,PAN PDC Partido Demócrata Cristiano
PAN,PL,Partido Liberal,1984,1994,1994,2.78,2,72,PAN PL Partido Liberal
PAN,PLA,Partido Laborista Agrario,1964,1964,1964,2.38,1,42,PAN PLA Partido Laborista Agrario
PAN,PLA,Partido Liberal Auténtico,1989,1994,1989,5.97,4,67,PAN PLA Partido Liberal Auténtico
PAN,PLN,Partido Liberal Nacional,1956,1999,1999,4.23,3,71,PAN PLN Partido Liberal Nacional
PAN,PP,Partido Panameñista,1964,1964,1964,28.5,12,42,PAN PP Partido Panameñista
PAN,PPA,Partido Panameñista Autentico,1984,1989,1984,19.4,13,67,PAN PPA Partido Panameñista Autentico
PAN,PPN,Partido Progresista Nacional,1960,1964,1964,4.76,2,42,PAN PPN Partido Progresista Nacional
PAN,PR,Partido Republicano,1960,1984,1964,9.52,4,42,PAN PR Partido Republicano
PAN,PRC,Partido Renovación Civilista,1994,1999,1994,4.17,3,72,PAN PRC Partido Renovación Civilista
PAN,PRCL,Partido Resistencia Civil Liberal,1960,1960,1960,5.66,3,53,PAN PRCL Partido Resistencia Civil Liberal
PAN,PRD,Partido Revolucionario Democrático,1984,1999,1984,50.7,34,67,PAN PRD Partido Revolucionario Democrático
PAN,PREN,Partido Renovador,1960,1964,1964,2.38,1,42,PAN PREN Partido Renovador
PAN,PRN,Partido Reformista Nacional,1964,1964,1964,2.38,1,42,PAN PRN Partido Reformista Nacional
PAN,PS,Partido Socialista,1964,1964,1964,2.38,1,42,PAN PS Partido Socialista
PAN,PS,Partido Solidaridad,1994,1999,1999,5.63,4,71,PAN PS Partido Solidaridad
PAN,TPN,Tercer Partido Nacionalista,1960,1964,1964,9.52,4,42,PAN TPN Tercer Partido Nacionalista
PAN,UDI,Unión Democrática Independiente,1994,1994,1994,1.39,1,72,PAN UDI Unión Democrática Independiente
PER,A,Avancemos,2000,2000,2000,3.33,4,120,PER A Avancemos
PER,AP,Acción Popular,1963,2001,1980,54.4,98,180,PER AP Acción Popular
PER,APRA,Alianza Popular Revolucionaria Americana,1980,2001,1995,6.67,8,120,PER APRA Alianza Popular Revolucionaria Americana
PER,C90,Cambio 90,1990,2001,1995,55.8,67,120,PER C90 Cambio 90
PER,CODE,Convergencia Democrática,1995,1995,1995,4.17,5,120,PER CODE Convergencia Democrática
PER,DC,Democracia Cristiana,1963,1963,1963,7.19,10,139,PER DC Democracia Cristiana
PER,FIM,Frente Independiente Moralizador,1990,2001,2001,9.32,11,118,PER FIM Frente Independiente Moralizador
