dataset_party_id,name_english,partyfacts_id
22951,Party for the Animals,1467
22722,Party of Freedom,298
22420,People’s Party for Freedom and Democracy,828
22310,Radical Political Party,1581
22528,Reformatory Political Federation,172
22527,Reformed Political League,1602
22952,Reformed Political Party,1178
22220,Socialist Party,1363
22955,Union 55+,873
64420,ACT New Zealand,752
64110,Green Party of Aotearoa New Zealand,1099
64902,Mana Party,1427
64901,Māori Party,1716
64951,New Zealand Democratic Party,911
64621,New Zealand First Party,591
64320,New Zealand Labour Party,1049
64620,New Zealand National Party,1824
64422,Progressive Party,150
64321,The Alliance,716
64421,United Future New Zealand,940
52710,Nationalist Party,2451
52320,Northern Ireland Labour Party,2450
52620,Unionist Party,1763
12810,Centre Party,1072
12520,Christian People’s Party,705
12620,Conservative Party,503
12110,Green Party,1963
12320,Labour Party,448
12420,Liberal Party,1173
12410,Liberal People’s Party,1020
12220,Norwegian Communist Party,1079
12951,Progress Party,101
12221,Socialist Left Party,719
92530,Catholic Electoral Action,1458
92521,Centre Citizens’ Alliance,1649
92520,Christian Democratic Labour Party,468
92435,Civic Platform,1117
92212,Coalion of the Democratic Left Alliance and the Union of Labour,6183
92710,Confederation for an Independent Poland,1615
92210,Democratic Left Alliance,57
92211,Democratic Party,919
92410,Democratic Union,1046
92620,Electoral Action ‘Solidarity',863
92434,Freedom Union,1566
92953,German Minority,1439
92320,Independent Self-governing Trade Union ‘Solidarity’,767
92321,Labour Solidarity,923
92436,Law and Justice,1565
92713,League of Polish Families,1768
92021,Left and Democrats,1588
92420,Liberal-Democratic Congress,153
92952,Movement for the Autonomy of Silesia,1430
92621,Movement for the Reconstruction of Poland,1712
92523,Movement for the Republic,1192
92901,Non-Party Bloc in Support of Reforms,1681
92440,Palikot's Movement,731
92522,Party of Christian Democrats,188
92712,Party X,146
92810,Peasant Accord,1266
92431,Polish Beer-Lovers' Party,464
92433,Polish Economic Program (Large Beer),1535
92811,Polish Peasants' Party,602
92711,Polish Western Union,2890
92622,Self-Defence of the Polish Republic,727
92322,Union of Labour,1104
92432,Union of Real Politics,283
35316,Association of Independent Social Democrats,35
35315,Democratic Intervention,387
35312,Democratic Renewal Party,1600
35110,Ecologist Party ‘The Greens',886
35211,Left Bloc,1310
35317,Leftwing Union for the Socialist Democracy,1301
35951,National Solidarity Party,181
35120,People-Animals_Nature,97
35310,Popular Democratic Movement,1688
35210,Popular Democratic Union,896
35710,Popular Monarchist Party,1480
35060,Portugal Ahead,5939
35220,Portuguese Communist Party,310
35520,Social Democratic Center-Popular Party,1308
35313,Social Democratic Party,1359
35311,Socialist Party,655
35229,Unified Democratic Coalition,284
93420,Alliance of Liberals and Democrats,5662
93521,Christian Democratic National Peasants’ Party,1750
93810,Democratic Agrarian Party of Romania,1085
93411,Democratic Convention of Romania,192
93529,Democratic Group of the Centre,477
93530,Democratic Liberal Party,660
93221,Democratic Party - National Salvation Front,1715
93111,Ecological Movement of Romania,1511
93712,Greater Romania Party,1305
93951,Hungarian Democratic Alliance of Romania,1105
93041,Justice and Truth Alliance,215
93523,National Democratic Party,2534
93430,National Liberal Party,874
93001,National Union PSR+PUR,1347
93540,People's Movement Party,3210
93981,People's Party - Dan Dianconescu,2474
93714,Republican Party,NA
93061,Right Romania Alliance,4002
93524,Romanian Democratic Front from Timisoara,958
93112,Romanian Ecological Party,1373
93711,Romanian National Unity Party,1451
93320,Romanian Social Democratic Party,1034
93222,Romanian Socialist Democratic Party,1078
93719,Romanian Unity Alliance,971
93440,Save Romania Union,5969
93002,Social Democratic Party + Conservative Party Alliance,120
93223,Social Democratic Pole of Romania,276
93322,Social Democratic Union,120
93713,Socialist Labour Party,1217
93031,Social Liberal Union,NA
94222,Agrarian Party of Russia,2235
94221,Communist Party ot the Russian Federation,2236
94713,Congress of Russian Communities,2237
94712,Democratic Party of Russia,2238
94224,Dignity and Charity,2900
94622,Fatherland - All Russia,2240
94425,"Forward, Russia!",2241
94620,Inter-Regional Movement ‘Unity',2242
94321,Ivan Rybkin’s Bloc,2243
94901,Just Russia,2244
94711,Liberal Democratic Party of Russia,2245
94310,Motherland - People's Patriotic Union,2246
94424,Our Home - Russia,2247
94426,Pamfilova - Gurov - V. Lysenko Bloc (Republican Party of Russia),2248
94423,Party of Russian Unity and Accord,2249
94225,Power to the People!,2250
94320,Russian Movement for Democratic Reform,2251
94422,Russian United Democratic Party ‘Yabloko',2252
94421,Russia’s Democratic Choice,2253
94427,Russia’s Democratic Choice – United Democrats,2254
94621,Union of Right Forces,2255
94951,United Russia,2256
94223,Women of Russia,2257
94710,Zhirinovsky Bloc,NA
95071,Aleksandar Vucic – Serbia wins,4011
95902,Alliance of Vojvodina Hungarians – István Pásztor,2203
95043,"Boris Tadić, Čedomir Jovanović – Alliance for a Better Serbia",4011
95903,Bosniak Democratic Community of Sandzak,3173
95041,Choice For a Better Life – Boris Tadić,4011
95421,Civic Alliance of Serbia,2202
95954,Coalition of Albanian Parties,2915
95229,"Coalition of Socialist Party of Serbia, Yugoslav Left and New Democracy",4011
95951,Democratic Community of Magyars of Vojvodina,2186
95420,Democratic Movement of Serbia,NA
95423,Democratic Opposition of Serbia,2188
95430,Democratic Party,2189
95712,Democratic Party of Serbia,2190
95065,Democratic Party of Serbia/New Serbia,2190
95066,Dveri – DPS – Sanda Raskovic Ivic – Bosko Obradovic,4011
95040,For a European Serbia Alliance,2192
95044,"For a just Serbia (DS, Nova, DSHV, ZZS)",4011
95450,G17plus,2193
95100,Green Party,2915
95901,Hungarian Coalition,2194
95021,"Ivica Dačić – SPS, US – Dragan Markovic Palma",4011
95070,Let's get Serbia moving - Tomislav Nikolic,2195
95431,Liberal Democratic Party,2196
95422,New Democracy,2197
95045,New Democratic Party-Greens/League of Social Democrats of Vojvodina/Together for Serbia/Democartic Fellowship of Vojvodina Hungarians/Together for Vojvodina/Democratic Left of Roma,4011
95720,None-of-the-above,2915
95440,Now it’s enough – Sasa Radulovic,5379
95955,Party for Democratic Activity,2199
95952,Party of Democratic Action,2200
95810,Peasants Party of Serbia,2201
95222,Reformist Democratic Party of Vojvodina,2174
95711,Serbian Radical Party,2175
95710,Serbian Renewal Movement,2176
95060,Serbian Renewal Movement/New Serbia,2176
95221,Socialist Party of Serbia,2178
95042,Turnover – Čedomir Jovanović,2180
95451,United Regions of Serbia – Mlađan Dinkić,2181
95091,Vojvodina Coalition,2182
95223,Yugoslav Left,2915
96431,Alliance of Democrats of the Slovak Republic,295
96424,Alliance of the New Citizen,217
96955,Bridge,258
96521,Christian Democratic Movement,63
96610,Civic Conservative Party,665
96951,Coexistence,1077
96221,Common Choice,205
96222,Communist Party of Slovakia,340
96420,Democratic Party,983
96421,Democratic Union of Slovakia,707
96423,Direction-Social Democracy,311
96440,Freedom and Solidarity,1386
96111,Green Party of Slovakia,1569
96953,Hungarian Christian Democratic Movement,2283
96954,Hungarian Civic Party,2284
96952,Hungarian Coalition,349
96720,Kotleba – People's Party Our Slovakia,656
96711,Movement for a Democratic Slovakia,560
96712,National Democratic Party - New Alternative,1174
96630,Network,4872
96620,Ordinary People and Independent Personalities,2130
96422,Party of Civic Understanding,9
96220,Party of the Democratic Left,1242
96430,Public Against Violence,5
96523,Slovak Democratic and Christian Union - Democartic Party,582
96522,Slovak Democratic Coalition,226
96710,Slovak National Party,730
96725,We Are Family,4873
96210,Workers’ Association of Slovakia,230
97321,Associated List of Social Democrats,1403
97951,Democratic Party of Pensioners of Slovenia,467
97430,Democratic Party of Slovenia,1479
97440,For Real,474
97110,Greens of Slovenia,1494
97450,Gregor Virant's Civic List,98
97220,League of Communists of Slovenia,2273
97421,Liberal Democracy of Slovenia,975
97522,New Slovenian Christian People’s Party,1618
97952,Party of Slovenian Youth,1401
97520,Slovenian Christian Democrats,644
97330,Slovenian Democratic Party,472
97710,Slovenian National Party,96
97810,Slovenian Peasant League,2921
97521,Slovenian People's Party,764
97322,Social Democratic Party,NA
97320,Social-Democratic Party of Slovenia,472
97223,"Unity, Asssociated List",2276
97340,Zoran Janković's List - Positive Slovenia,1773
181310,African National Congress,1219
181420,Congress of the People,4546
181411,Democratic Alliance,1038
181410,Democratic Party,4547
181210,Economic Freedom Fighters,4548
181910,Inkatha Freedom Party,1630
33092,Amaiur,1671
33906,Andalusian Party,1497
33904,Aragonese Party,946
33909,Aragonist Council,1564
33095,Basque Country Unite,5668
33901,Basque Left,1326
33902,Basque Nationalist Party,1637
33903,Basque Solidarity,1324
33907,Canarian Coalition,81
33905,Catalan Republican Left,848
33512,Centre Democrats,1248
33420,Citizens,3217
33093,Commitment-Q,2538
33611,Convergence and Union,139
33099,Democracy and Freedom,4019
33911,Democratic Convergence of Catalonia,4795
33612,Forum Asturias,2538
33091,Future Yes,2538
33908,Galician Nationalist Bloc,1011
33096,In Common We Can,3203
33097,In Tide,5873
33439,Liberal Party,366
33910,Navarrese People's Union,722
33610,People's Party,441
33438,Popular Democratic Party,206
33020,Popular Unity,4019
33320,Spanish Socialist Workers’ Party,1338
33430,Union of the Democratic Centre/Centrist Bloc,1271
33440,"Union, Progress and Democracy",55
33220,United Left,247
33025,United We Can,7656
33098,Valencian style,4019
33210,We can,3203
73310,Sri Lanka Freedom Party,1967
73330,United National Party,1966
11810,Centre Party,199
11520,Christian Democratic Community Party,651
11110,Green Ecology Party,456
11220,Left Party,830
11420,Liberals,1274
11620,Moderate Coalition Party,690
11951,New Democracy,343
11320,Social Democratic Labour Party,487
11710,Sweden Democrats,409
43540,Christian Social Party,1122
43520,Conservative Christian Social Party,1808
43811,Conservative Democratic Party of Switzerland,1415
43420,FDP.The Liberals,360
43711,Federal Democratic Union,631
43110,Federation of Green Parties,1006
43951,Freedom Party of Switzerland,1311
43902,Geneva Citizens' Movement,2939
43120,Green Liberal Party,1759
43321,Independents’ Alliance,1194
43531,Liberal Party of Switzerland,444
43530,Protestant People’s Party of Switzerland,1123
43320,Social Democratic Party of Switzerland,29
43710,Swiss Democrats,1819
43220,Swiss Labour Party,669
43810,Swiss People’s Party,308
43901,Ticino League,1661
74324,Democratic Left Party,1740
74621,Democratic Party,4758
74326,Democratic Society Party,1606
74627,Democratic Turkey Party,398
74626,Grand Unity Party,1330
74628,Justice and Development Party,306
74622,Justice Party,NA
74623,Motherland Party,1190
74712,National Action Party,1610
74711,Nationalist Democratic Party,178
74714,National Salvation Party,815
74625,Nation Party,228
74325,Peace and Democracy Party,2503
74210,Peoples' Democratic Party,6042
74322,Populist Party,1423
74710,Republican National Party,4377
74321,Republican People’s Party,1060
74323,Social Democratic Populist Party,1253
74624,True Path Party,351
74716,Virtue Party,1463
74715,Welfare Party,1067
98811,Agrarian Party of Ukraine,2215
98324,All-Ukrainian Association ‘Community',2216
98323,Bloc Socialist Party of Ukraine and Peasant Party of Ukraine,2211
98521,Christian Democratic Party of Ukraine,2218
98424,Civic Congress of Ukraine,2963
98221,Communist Party of Ukraine,2220
98711,Congress of Ukrainian Nationalists,2221
98613,Democratic Party of Ukraine,2222
98614,Electoral Bloc ‘National Front',2223
98429,For a United Ukraine!,2224
98428,"Forward, Ukraine!",2225
98111,Green Party of Ukraine,2226
98421,Interregional Reform Bloc,2227
98616,Juliya Tymoshenko Election Bloc,2228
98423,Labour Party,2229
98081,Lytvyn Bloc,2230
98615,‘Our Ukraine - People's Self-Defense',2231
98422,Party of Democratic Rebirth of Ukraine,2232
98951,Party of Economic Revival of Crimea,2233
98952,Party of Regions,2234
98810,Peasant Party of Ukraine,2205
98426,People’s Democratic Party of Ukraine,2206
98611,Popular Movement of Ukraine,2207
98322,Progressive Socialist Party of Ukraine,2208
98325,Social Democractic Party of Ukraine,2210
98427,Social Democratic Party of Ukraine (United),2210
98321,Socialist Party of Ukraine,2211
98712,Ukrainian Conservative Republican Party,2212
98713,Ukrainian National Assembly,2213
98612,Ukrainian Republican Party,2214
51620,Conservative Party,1567
51903,Democratic Unionist Party,335
51110,Green Party of England and Wales,1794
51320,Labour Party,1516
51421,Liberal Democrats,1388
51420,Liberal Party,540
51902,Scottish National Party,986
51340,Social Democratic and Labour Party,762
51330,Social Democratic Party,957
51901,The Party of Wales,1002
51621,Ulster Unionist Party,1366
51951,United Kingdom Independence Party,601
51210,We Ourselves,963
61320,Democratic Party,432
61621,La Follette Progressive Party,2002
61622,Progressive Party (H. Wallace),2001
61620,Republican Party,809
61911,State’s Rights Party,1089
162310,Broad Front,1658
162410,Colorado Party,1419
162510,Independent Party,518
162610,National Party,118
162210,Popular Assembly,4506
