first_ess_id,first_ess_name,year_first,year_last,ess_ids,ess_info,partyfacts_id,country,name_short,name,name_english,technical
EE-6-11-c,Üksikkandidaadid või muud,2012,2016,EE-6-11-c EE-7-10-c EE-8-10-c,"R6 --- prtcldee --- Üksikkandidaadid või muud
R7 --- prtcleee --- Üksikkandidaadid või muud
R8 --- prtclfee --- Üksikkandidaadid või muud",2567,EST,indep,independent,independent,8
EE-8-11-c,Eesti Vabaerakond,2016,2020,EE-8-11-c EE-9-11-c EE-10-11-c,"R8 --- prtclfee --- Eesti Vabaerakond
R9 --- prtclgee --- Eesti Vabaerakond
R10 --- prtclhee --- Eesti Vabaerakond",3271,EST,EV,Eesti Vabaerakond,Estonian Free Party,
EE-8-12-c,Rahva Ühtsuse Erakond,2016,2018,EE-8-12-c EE-9-12-c,"R8 --- prtclfee --- Rahva Ühtsuse Erakond
R9 --- prtclgee --- Rahva Ühtsuse Erakond",2679,EST,1-perc,1 percent,1 percent,11
EE-10-14-c,Eesti 200,2020,2020,EE-10-14-c,R10 --- prtclhee --- Eesti 200,7340,EST,E200,Erakond Eesti 200,Estonia 200,
ES-1-1-c,Partido Popular (PP),2002,2020,ES-1-1-c ES-2-1-c ES-3-1-c ES-4-1-c ES-5-1-c ES-6-1-c ES-7-1-c ES-8-1-c ES-9-1-c ES-10-2-c,"R1 --- prtcles --- Partido Popular (PP)
R2 --- prtclaes --- Partido Popular (PP)
R3 --- prtclaes --- Partido Popular (PP)
R4 --- prtclbes --- Partido Popular
R5 --- prtclbes --- Partido Popular
R6 --- prtclces --- Partido Popular (PP)
R7 --- prtcldes --- PP
R8 --- prtclees --- Partido Popular - PP
R9 --- prtclfes --- PP
R10 --- prtclges --- PP",441,ESP,AP/PP,Alianza-Partido Popular / Partido Popular,People's Alliance-Party / People's Party,
ES-1-2-c,Partido Socialista Obrero Español (PSOE),2002,2020,ES-1-2-c ES-2-2-c ES-3-2-c ES-4-2-c ES-5-2-c ES-6-2-c ES-7-2-c ES-8-2-c ES-9-2-c ES-10-1-c,"R1 --- prtcles --- Partido Socialista Obrero Español (PSOE)
R2 --- prtclaes --- Partido Socialista Obrero Español (PSOE)
R3 --- prtclaes --- Partido Socialista Obrero Español (PSOE)
R4 --- prtclbes --- Partido Socialista Obrero Español (PSOE)
R5 --- prtclbes --- Partido Socialista Obrero Español (PSOE)
R6 --- prtclces --- Partido Socialista Obrero Español (PSOE)
R7 --- prtcldes --- Partido Socialista Obrero Español (PSOE)
R8 --- prtclees --- Partido Socialista Obrero Español - PSOE
R9 --- prtclfes --- PSOE
R10 --- prtclges --- PSOE",1338,ESP,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,
ES-1-3-c,Izquierda Unida (IU),2002,2020,ES-1-3-c ES-2-3-c ES-3-3-c ES-4-3-c ES-5-3-c ES-6-4-c ES-7-4-c ES-8-6-c ES-9-6-c ES-10-19-c,"R1 --- prtcles --- Izquierda Unida (IU)
R2 --- prtclaes --- Izquierda Unida (IU)
R3 --- prtclaes --- Izquierda Unida (IU)
R4 --- prtclbes --- Izquierda Unida (IU)
R5 --- prtclbes --- Izquierda Unida (IU)
R6 --- prtclces --- Izquierda Unida (IU)-(ICV en Cataluña)
R7 --- prtcldes --- Izquierda Unida (IU) - (ICV en Cataluña)
R8 --- prtclees --- Izquierda Unida - IU
R9 --- prtclfes --- IU
R10 --- prtclges --- Izquierda Unida",247,ESP,IU,Izquierda Unida,United Left,
ES-1-4-c,Convergència i Unió (CiU),2002,2014,ES-1-4-c ES-2-4-c ES-3-4-c ES-4-4-c ES-5-4-c ES-6-3-c ES-7-3-c,"R1 --- prtcles --- Convergència i Unió (CiU)
R2 --- prtclaes --- Convergència i Unió (CiU)
R3 --- prtclaes --- Convergència i Unió (CiU)
R4 --- prtclbes --- Convergència i Unió (CiU)
R5 --- prtclbes --- Convergència i Unió (CiU)
R6 --- prtclces --- Convergència i Unió (CiU)
R7 --- prtcldes --- Convergència i Unió (CiU)",139,ESP,CiU,Convergència i Unió,Convergence and Unity,
ES-1-5-c,Esquerra Repubicana de Catalunya (ERC),2002,2020,ES-1-5-c ES-2-5-c ES-3-5-c ES-4-5-c ES-5-5-c ES-6-8-c ES-7-8-c ES-8-10-c ES-9-10-c ES-10-8-c,"R1 --- prtcles --- Esquerra Repubicana de Catalunya (ERC)
R2 --- prtclaes --- Esquerra Repubicana de Catalunya (ERC)
R3 --- prtclaes --- Esquerra Repubicana de Catalunya (ERC)
R4 --- prtclbes --- Esquerra Repubicana de Catalunya (ERC)
R5 --- prtclbes --- Esquerra Repubicana de Catalunya (ERC)
R6 --- prtclces --- Esquerra Republicana de Catalunya (ERC)
R7 --- prtcldes --- Esquerra Republicana de Catalunya (ERC)
R8 --- prtclees --- Esquerra Republicana de Catalunya - ERC
R9 --- prtclfes --- ERC
R10 --- prtclges --- ERC",848,ESP,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,
ES-1-6-c,Iniciativa per Catalunya-Verds (ICV),2002,2006,ES-1-6-c ES-2-6-c ES-3-6-c,"R1 --- prtcles --- Iniciativa per Catalunya-Verds (ICV)
R2 --- prtclaes --- Iniciativa per Catalunya-Verds (ICV)
R3 --- prtclaes --- Iniciativa per Catalunya-Verds (ICV)",1260,ESP,ICV,Iniciativa per Catalunya Verds,Initiative for Catalonia Greens,
ES-1-7-c,Partido Nacionalista Vasco (PNV),2002,2020,ES-1-7-c ES-2-7-c ES-3-7-c ES-4-6-c ES-5-6-c ES-6-7-c ES-7-7-c ES-8-13-c ES-9-13-c ES-10-11-c,"R1 --- prtcles --- Partido Nacionalista Vasco (PNV)
R2 --- prtclaes --- Partido Nacionalista Vasco (PNV)
R3 --- prtclaes --- Partido Nacionalista Vasco (PNV)
R4 --- prtclbes --- Partido Nacionalista Vasco (PNV)
R5 --- prtclbes --- Partido Nacionalista Vasco (PNV)
R6 --- prtclces --- Partido Nacionalista Basco (PNV)
R7 --- prtcldes --- Partido Nacionalista Vasco (PNV)
R8 --- prtclees --- EAJ-PNV
R9 --- prtclfes --- EAJ-PNV
R10 --- prtclges --- EAJ-PNV",1637,ESP,PNV,Partido Nacionalista Vasco — Euzko Alderdi Jeltzalea,Basque Nationalist Party,
ES-1-8-c,Eusko Alkartasuna (EA),2002,2006,ES-1-8-c ES-2-8-c ES-3-8-c,"R1 --- prtcles --- Eusko Alkartasuna (EA)
R2 --- prtclaes --- Eusko Alkartasuna (EA)
R3 --- prtclaes --- Eusko Alkartasuna (EA)",1324,ESP,EA,Eusko Alkartasuna,Basque Solidarity,
ES-1-9-c,Bloque Nacionalista Galego (BNG),2002,2020,ES-1-9-c ES-2-9-c ES-3-9-c ES-4-7-c ES-5-7-c ES-6-9-c ES-7-9-c ES-9-12-c ES-10-16-c,"R1 --- prtcles --- Bloque Nacionalista Galego (BNG)
R2 --- prtclaes --- Bloque Nacionalista Galego (BNG)
R3 --- prtclaes --- Bloque Nacionalista Galego (BNG)
R4 --- prtclbes --- Bloque Nacionalista Galego (BNG)
R5 --- prtclbes --- Bloque Nacionalista Galego (BNG)
R6 --- prtclces --- Bloque Nacionalista Galego (BNG)
R7 --- prtcldes --- Bloque Nacionalista Galego (BNG)
R9 --- prtclfes --- Bloque Nacionalista Galego
R10 --- prtclges --- BNG",1011,ESP,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,
ES-1-10-c,Coalición Canaria (CC),2002,2020,ES-1-10-c ES-2-10-c ES-3-10-c ES-8-16-c ES-10-13-c,"R1 --- prtcles --- Coalición Canaria (CC)
R2 --- prtclaes --- Coalición Canaria (CC)
R3 --- prtclaes --- Coalición Canaria (CC)
R8 --- prtclees --- CC (Coalición Canaria)
R10 --- prtclges --- Coalición Canaria",81,ESP,CC,Coalición Canaria,Canary Coalition,
ES-1-11-c,Partido Andalucista (PA),2002,2006,ES-1-11-c ES-2-11-c ES-3-11-c,"R1 --- prtcles --- Partido Andalucista (PA)
R2 --- prtclaes --- Partido Andalucista (PA)
R3 --- prtclaes --- Partido Andalucista (PA)",1497,ESP,PA,Partidu Andalucista,Andalusian Party,
ES-1-12-c,Chunta Aragonesista (CHA),2002,2006,ES-1-12-c ES-2-12-c ES-3-12-c,"R1 --- prtcles --- Chunta Aragonesista (CHA)
R2 --- prtclaes --- Chunta Aragonesista (CHA)
R3 --- prtclaes --- Chunta Aragonesista (CHA)",1564,ESP,CA,Chunta Aragonesista,Aragonese Council,
ES-1-68-c,Other,2002,2020,ES-1-68-c ES-2-74-c ES-3-74-c ES-4-74-c ES-5-74-c ES-6-15-c ES-7-17-c ES-8-50-c ES-9-53-c ES-10-53-c,"R1 --- prtcles --- Other
R2 --- prtclaes --- Other
R3 --- prtclaes --- Other
R4 --- prtclbes --- Other
R5 --- prtclbes --- Other
R6 --- prtclces --- Otro
R7 --- prtcldes --- Otro
R8 --- prtclees --- Other
R9 --- prtclfes --- Other
R10 --- prtclges --- Other",1839,ESP,etc,other,other,7
ES-3-13-c,Nafarroa-Bai (NA-BAI),2006,2010,ES-3-13-c ES-4-9-c ES-5-9-c,"R3 --- prtclaes --- Nafarroa-Bai (NA-BAI)
R4 --- prtclbes --- Nafarroa-Bai (NA-BAI)
R5 --- prtclbes --- Nafarroa-Bai (NA-BAI)",611,ESP,NaBai,Nafarroa Bai,Navarre Yes,
ES-4-8-c,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),2008,2018,ES-4-8-c ES-5-8-c ES-7-10-c ES-9-15-c,"R4 --- prtclbes --- Coalición Canaria-Partido Nacionalista Canario (CC-PNC)
R5 --- prtclbes --- Coalición Canaria-Partido Nacionalista Canario (CC-PNC)
R7 --- prtcldes --- Coalición Canaria - Nueva Canarias
R9 --- prtclfes --- CC-PNC",8262,ESP,AUN,Acuerdo de Unidad Nacionalista,Agreement of Nationalist Unity,
ES-4-10-c,Unión Progreso y Democracia (UPyD),2008,2014,ES-4-10-c ES-5-10-c ES-6-6-c ES-7-6-c,"R4 --- prtclbes --- Unión Progreso y Democracia (UPyD)
R5 --- prtclbes --- Unión Progreso y Democracia (UPyD)
R6 --- prtclces --- Unión, Progreso y Democracia (UPyD)
R7 --- prtcldes --- Unión, Progreso y Democracia (UPyD)",55,ESP,UPyD,Unión Progreso y Democracia,"Union, Progress and Democracy",
ES-6-5-c,AMAIUR,2012,2014,ES-6-5-c ES-7-5-c,"R6 --- prtclces --- AMAIUR
R7 --- prtcldes --- AMAIUR-Bildu",1671,ESP,A,Amaiur,Amaiur,
ES-6-11-c,Compromís - EQUO,2012,2020,ES-6-11-c ES-7-11-c ES-8-9-c ES-9-9-c ES-10-15-c,"R6 --- prtclces --- Compromís - EQUO
R7 --- prtcldes --- Compromís - EQUO
R8 --- prtclees --- Compromís
R9 --- prtclfes --- Compromís
R10 --- prtclges --- Compromís",5623,ESP,CC,Coalició Compromís,Commitment Coalition,
ES-6-12-c,Foro de Ciudadanos,2012,2020,ES-6-12-c ES-7-16-c ES-8-5-c ES-9-5-c ES-10-6-c,"R6 --- prtclces --- Foro de Ciudadanos
R7 --- prtcldes --- Ciudadanos
R8 --- prtclees --- Ciudadanos
R9 --- prtclfes --- Ciudadanos
R10 --- prtclges --- Ciudadanos",3217,ESP,C,Ciudadanos — Partido de la Ciudadanía,Citizens — Party of the Citizenry,
ES-6-13-c,Geroa Bai,2012,2012,ES-6-13-c,R6 --- prtclces --- Geroa Bai,8358,ESP,GB,Geroa Bai,Yes to the Future,
ES-7-14-c,UPN,2014,2020,ES-7-14-c ES-10-14-c,"R7 --- prtcldes --- UPN
R10 --- prtclges --- UPN",722,ESP,UPN,Union del Pueblo Navarro,Navarrese Peoples Union,
ES-7-15-c,Podemos,2014,2018,ES-7-15-c ES-8-4-c ES-9-4-c,"R7 --- prtcldes --- Podemos
R8 --- prtclees --- Podemos
R9 --- prtclfes --- Podemos",3203,ESP,PODEMOS,Podemos,We Can,
ES-7-18-c,Candidatura d´Unitat Popular (CUP),2014,2020,ES-7-18-c ES-8-19-c ES-9-19-c ES-10-10-c,"R7 --- prtcldes --- Candidatura d´Unitat Popular (CUP)
R8 --- prtclees --- Candidatura d´Unitat Popular - CUP
R9 --- prtclfes --- CUP
R10 --- prtclges --- CUP",8357,ESP,CUP,Candidatura d'Unitat Popular,Popular Unity Candidacy,
ES-8-7-c,En Comú Podem,2016,2020,ES-8-7-c ES-9-7-c ES-10-5-c,"R8 --- prtclees --- En Comú Podem
R9 --- prtclfes --- En Comú Podem
R10 --- prtclges --- En Comú Podem",8031,ESP,ECP,En Comú Podem,In Common We Can,
ES-8-11-c,CDC-PdeCAT,2016,2016,ES-8-11-c,R8 --- prtclees --- CDC-PdeCAT,4795,ESP,CDC,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,
ES-8-12-c,En Marea,2016,2016,ES-8-12-c,R8 --- prtclees --- En Marea,5873,ESP,EM,En Marea,In Tide,
ES-8-14-c,EH Bildu,2016,2020,ES-8-14-c ES-9-14-c ES-10-12-c,"R8 --- prtclees --- EH Bildu
R9 --- prtclfes --- EH-Bildu
R10 --- prtclges --- EH-Bildu",5668,ESP,EHBildu,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,
ES-8-17-c,PNC (Nueva Canaria),2016,2016,ES-8-17-c,R8 --- prtclees --- PNC (Nueva Canaria),2538,ESP,1-perc,1 percent,1 percent,11
ES-8-18-c,PACMA,2016,2018,ES-8-18-c ES-9-18-c,"R8 --- prtclees --- PACMA
R9 --- prtclfes --- PACMA",3219,ESP,PACMA,Partido Animalista Contra el Maltrato Animal,Animalist Party Against Mistreatment to Animals,
ES-9-3-c,Unidas Podemos,2018,2020,ES-9-3-c ES-10-4-c,"R9 --- prtclfes --- Unidas Podemos
R10 --- prtclges --- Unidas Podemos",7656,ESP,UP,Unidas Podemos,United We Can,
ES-9-8-c,Más País,2018,2020,ES-9-8-c ES-10-7-c,"R9 --- prtclfes --- Más País
R10 --- prtclges --- Más País",8395,ESP,Pais,Más País,More Country,
ES-9-11-c,Junts per Catalunya/PDeCAT,2018,2020,ES-9-11-c ES-10-9-c,"R9 --- prtclfes --- Junts per Catalunya/PDeCAT
R10 --- prtclges --- Junts x Cat",7421,ESP,JxCat,Junts per Catalunya,Together for Catalonia,
ES-9-16-c,VOX,2018,2020,ES-9-16-c ES-10-3-c,"R9 --- prtclfes --- VOX
R10 --- prtclges --- VOX",3218,ESP,Vox,Vox,Voice,
ES-9-17-c,Navarra Suma,2018,2018,ES-9-17-c,R9 --- prtclfes --- Navarra Suma,,ESP,,,,
ES-10-17-c,PRC,2020,2020,ES-10-17-c,R10 --- prtclges --- PRC,,ESP,,,,
ES-10-18-c,Teruel Existe,2020,2020,ES-10-18-c,R10 --- prtclges --- Teruel Existe,,ESP,,,,
FI-1-1-c,The National Coalition Party,2002,2020,FI-1-1-c FI-2-1-c FI-3-1-c FI-4-1-c FI-5-1-c FI-6-1-c FI-7-1-c FI-8-1-c FI-9-1-c FI-10-1-c,"R1 --- prtclfi --- The National Coalition Party
R2 --- prtclfi --- The National Coalition Party
R3 --- prtclfi --- The National Coalition Party
R4 --- prtclafi --- The National Coalition Party
R5 --- prtclbfi --- The National Coalition Party
R6 --- prtclcfi --- The National Coalition Party
R7 --- prtclcfi --- The National Coalition Party
R8 --- prtcldfi --- The National Coalition Party
R9 --- prtclefi --- The National Coalition Party
R10 --- prtclffi --- The National Coalition Party",495,FIN,KOK,Kansallinen Kokoomus,National Coalition Party,
FI-1-2-c,The Swedish People's Party (SPP),2002,2020,FI-1-2-c FI-2-2-c FI-3-2-c FI-4-2-c FI-5-2-c FI-6-2-c FI-7-2-c FI-8-2-c FI-9-2-c FI-10-2-c,"R1 --- prtclfi --- The Swedish People's Party (SPP)
R2 --- prtclfi --- The Swedish People's Party (SPP)
R3 --- prtclfi --- The Swedish People's Party (SPP)
R4 --- prtclafi --- The Swedish People's Party (SPP)
R5 --- prtclbfi --- The Swedish People's Party (SPP)
R6 --- prtclcfi --- The Swedish People's Party (SPP)
R7 --- prtclcfi --- The Swedish People's Party (SPP)
R8 --- prtcldfi --- The Swedish People's Party (SPP)
R9 --- prtclefi --- The Swedish People's Party (SPP)
R10 --- prtclffi --- The Swedish People's Party (SPP)",1229,FIN,RKP/SFP,Ruotsalainen Kansanpuolue / Svenska Folkepartiet i Finland,Swedish People's Party of Finland,
FI-1-3-c,"Liberals, (The liberal party of Finland)",2002,2010,FI-1-3-c FI-2-3-c FI-4-3-c FI-5-3-c,"R1 --- prtclfi --- Liberals, (The liberal party of Finland)
R2 --- prtclfi --- Liberals, (The liberal party of Finland)
R4 --- prtclafi --- Liberals, (The liberal party of Finland)
R5 --- prtclbfi --- Liberals, (The liberal party of Finland)",249,FIN,L,Liberaalinen kansanpuolue,Liberal People's Party,
FI-1-4-c,The Centre Party,2002,2020,FI-1-4-c FI-2-4-c FI-3-4-c FI-4-4-c FI-5-4-c FI-6-3-c FI-7-3-c FI-8-3-c FI-9-3-c FI-10-3-c,"R1 --- prtclfi --- The Centre Party
R2 --- prtclfi --- The Centre Party
R3 --- prtclfi --- The Centre Party
R4 --- prtclafi --- The Centre Party
R5 --- prtclbfi --- The Centre Party
R6 --- prtclcfi --- The Centre Party
R7 --- prtclcfi --- The Centre Party
R8 --- prtcldfi --- The Centre Party
R9 --- prtclefi --- The Centre Party
R10 --- prtclffi --- The Centre Party",901,FIN,KESK,Maalaisliitto / Keskusta,Agrarian Union / Centre Party,
FI-1-5-c,True Finns,2002,2020,FI-1-5-c FI-2-5-c FI-3-5-c FI-4-5-c FI-5-5-c FI-6-4-c FI-7-4-c FI-8-4-c FI-9-4-c FI-10-5-c,"R1 --- prtclfi --- True Finns
R2 --- prtclfi --- True Finns
R3 --- prtclfi --- True Finns
R4 --- prtclafi --- True Finns
R5 --- prtclbfi --- True Finns
R6 --- prtclcfi --- True Finns
R7 --- prtclcfi --- True Finns
R8 --- prtcldfi --- True Finns
R9 --- prtclefi --- True Finns
R10 --- prtclffi --- True Finns",1689,FIN,SP/PS,Suomen Puolue / Perussuomalaiset,Finns Party / True Finns,
FI-1-6-c,Christian Democrats,2002,2020,FI-1-6-c FI-2-6-c FI-3-6-c FI-4-6-c FI-5-6-c FI-6-5-c FI-7-5-c FI-8-5-c FI-9-6-c FI-10-7-c,"R1 --- prtclfi --- Christian Democrats
R2 --- prtclfi --- Christian Democrats
R3 --- prtclfi --- Christian Democrats
R4 --- prtclafi --- Christian Democrats
R5 --- prtclbfi --- Christian Democrats
R6 --- prtclcfi --- Christian Democrats
R7 --- prtclcfi --- Christian Democrats
R8 --- prtcldfi --- Christian Democrats
R9 --- prtclefi --- Christian Democrats
R10 --- prtclffi --- Christian Democrats",703,FIN,KD,Kristillisdemokraatit,Christian Democrats / League,
FI-1-8-c,Green League,2002,2020,FI-1-8-c FI-2-8-c FI-3-8-c FI-4-7-c FI-5-13-c FI-6-12-c FI-7-12-c FI-8-10-c FI-9-11-c FI-10-16-c,"R1 --- prtclfi --- Green League
R2 --- prtclfi --- Green League
R3 --- prtclfi --- Green League
R4 --- prtclafi --- Green League
R5 --- prtclbfi --- Green League
R6 --- prtclcfi --- Green League
R7 --- prtclcfi --- Green League
R8 --- prtcldfi --- Green League
R9 --- prtclefi --- Green League
R10 --- prtclffi --- Green League",479,FIN,VIHR,Vihreä Liitto,Green League,
FI-1-9-c,Social Democratic Party,2002,2020,FI-1-9-c FI-2-9-c FI-3-9-c FI-4-8-c FI-5-14-c FI-6-13-c FI-7-13-c FI-8-11-c FI-9-14-c FI-10-17-c,"R1 --- prtclfi --- Social Democratic Party
R2 --- prtclfi --- Social Democratic Party
R3 --- prtclfi --- Social Democratic Party
R4 --- prtclafi --- Social Democratic Party
R5 --- prtclbfi --- Social Democratic Party
R6 --- prtclcfi --- Social Democratic Party
R7 --- prtclcfi --- Social Democratic Party
R8 --- prtcldfi --- Social Democratic Party
R9 --- prtclefi --- Social Democratic Party
R10 --- prtclffi --- Social Democratic Party",1303,FIN,SDP,Suomen Sosialidemokraattinen Puolue,Social Democratic Party of Finland,
FI-1-10-c,Left Alliance,2002,2020,FI-1-10-c FI-2-10-c FI-3-10-c FI-4-9-c FI-5-15-c FI-6-14-c FI-7-14-c FI-8-12-c FI-9-15-c FI-10-18-c,"R1 --- prtclfi --- Left Alliance
R2 --- prtclfi --- Left Alliance
R3 --- prtclfi --- Left Alliance
R4 --- prtclafi --- Left Alliance
R5 --- prtclbfi --- Left Alliance
R6 --- prtclcfi --- Left Alliance
R7 --- prtclcfi --- Left Alliance
R8 --- prtcldfi --- Left Alliance
R9 --- prtclefi --- Left Alliance
R10 --- prtclffi --- Left Alliance",1044,FIN,VAS,Vasemmistoliitto,Left Alliance,
FI-1-11-c,Communist Party,2002,2020,FI-1-11-c FI-2-11-c FI-4-10-c FI-5-16-c FI-6-15-c FI-7-15-c FI-8-13-c FI-9-16-c FI-10-19-c,"R1 --- prtclfi --- Communist Party
R2 --- prtclfi --- Communist Party
R4 --- prtclafi --- Communist Party
R5 --- prtclbfi --- Communist Party
R6 --- prtclcfi --- Communist Party
R7 --- prtclcfi --- Communist Party
R8 --- prtcldfi --- Communist Party
R9 --- prtclefi --- Communist Party
R10 --- prtclffi --- Communist Party",7030,FIN,SKP,Suomen Kommunistinen Puolue,Communist Party of Finland,
FI-1-12-c,The Communist Workers' Party,2002,2010,FI-1-12-c FI-2-12-c FI-4-11-c FI-5-17-c,"R1 --- prtclfi --- The Communist Workers' Party
R2 --- prtclfi --- The Communist Workers' Party
R4 --- prtclafi --- The Communist Workers' Party
R5 --- prtclbfi --- The Communist Workers' Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-1-13-c,Natural law party,2002,2002,FI-1-13-c,R1 --- prtclfi --- Natural law party,2687,FIN,1-perc,1 percent,1 percent,11
FI-1-14-c,Other,2002,2020,FI-1-14-c FI-2-14-c FI-3-14-c FI-4-12-c FI-5-19-c FI-6-18-c FI-7-18-c FI-8-16-c FI-9-18-c FI-10-24-c,"R1 --- prtclfi --- Other
R2 --- prtclfi --- Other
R3 --- prtclfi --- Other
R4 --- prtclafi --- Other
R5 --- prtclbfi --- Other
R6 --- prtclcfi --- Other
R7 --- prtclcfi --- Other
R8 --- prtcldfi --- Other
R9 --- prtclefi --- Other
R10 --- prtclffi --- Other",1859,FIN,etc,other,other,7
FI-5-9-c,Senior Citizens' Party,2010,2010,FI-5-9-c,R5 --- prtclbfi --- Senior Citizens' Party,2687,FIN,1-perc,1 percent,1 percent,11
FI-5-18-c,Workers' Party,2010,2016,FI-5-18-c FI-8-15-c,"R5 --- prtclbfi --- Workers' Party
R8 --- prtcldfi --- Workers' Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-6-8-c,Pirate Party,2012,2018,FI-6-8-c FI-7-8-c FI-8-7-c FI-9-9-c,"R6 --- prtclcfi --- Pirate Party
R7 --- prtclcfi --- Pirate Party
R8 --- prtcldfi --- Pirate Party
R9 --- prtclefi --- Pirate Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-6-16-c,The Communist Workers' Party,2012,2012,FI-6-16-c,R6 --- prtclcfi --- The Communist Workers' Party,2687,FIN,1-perc,1 percent,1 percent,11
FI-7-7-c,Change 2011,2014,2014,FI-7-7-c,R7 --- prtclcfi --- Change 2011,2687,FIN,1-perc,1 percent,1 percent,11
FI-7-10-c,Independence Party,2014,2018,FI-7-10-c FI-8-8-c FI-9-10-c,"R7 --- prtclcfi --- Independence Party
R8 --- prtcldfi --- Independence Party
R9 --- prtclefi --- Independence Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-9-5-c,Blue Reform,2018,2018,FI-9-5-c,R9 --- prtclefi --- Blue Reform,5859,FIN,UV/SIN,Uusi vaihtoehto / Sininen tulevaisuus,New Alternative / Blue Reform,
FI-9-8-c,Liberal Party - Freedom to Choose,2018,2020,FI-9-8-c FI-10-12-c,"R9 --- prtclefi --- Liberal Party - Freedom to Choose
R10 --- prtclffi --- The Liberal Party - Freedom to
Choose",2687,FIN,1-perc,1 percent,1 percent,11
FI-9-13-c,Feminist Party,2018,2020,FI-9-13-c FI-10-13-c,"R9 --- prtclefi --- Feminist Party
R10 --- prtclffi --- Feminist Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-10-8-c,Movement Now,2020,2020,FI-10-8-c,R10 --- prtclffi --- Movement Now,8639,FIN,LN,Liike Nyt,Movement Now,
FI-10-23-c,Crystal Party,2020,2020,FI-10-23-c,R10 --- prtclffi --- Crystal Party,2687,FIN,1-perc,1 percent,1 percent,11
FR-1-1-c,"CPNT (Chasse, Pêche, Nature et Traditions)",2002,2008,FR-1-1-c FR-2-1-c FR-3-1-c FR-4-1-c,"R1 --- prtclfr --- CPNT (Chasse, Pêche, Nature et Traditions)
R2 --- prtclfr --- CPNT (Chasse, Pêche, Nature et Traditions)
R3 --- prtclafr --- CPNT (Chasse, pêche, nature et traditions)
R4 --- prtclbfr --- CPNT (Chasse, Pêche, Nature et Traditions)",1313,FRA,CPNT,"Chasse, pêche, nature, traditions","Hunting, Fishing, Nature, Tradition",
FR-1-2-c,DL (Démocratie Libérale),2002,2004,FR-1-2-c FR-2-2-c,"R1 --- prtclfr --- DL (Démocratie Libérale)
R2 --- prtclfr --- DL (Démocratie Libérale)",4364,FRA,DL,Démocratie Libérale,Liberal Democracy,
FR-1-3-c,FN (Front National),2002,2020,FR-1-3-c FR-2-3-c FR-3-2-c FR-4-2-c FR-5-1-c FR-6-2-c FR-7-2-c FR-8-2-c FR-9-11-c FR-10-11-c,"R1 --- prtclfr --- FN (Front National)
R2 --- prtclfr --- FN (Front National)
R3 --- prtclafr --- FN (Front national)
R4 --- prtclbfr --- FN (Front National)
R5 --- prtclcfr --- FN (Front National)
R6 --- prtcldfr --- FN (Front National)
R7 --- prtcldfr --- FN (Front National)
R8 --- prtclefr --- FN (Front National)
R9 --- prtclffr --- FN (Front National)
R10 --- prtclffr --- FN (Front National)",433,FRA,FN / RN,Front National / Rassemblement national,National Front / National Rally,
FR-1-4-c,LCR (ligue communiste révolutionnaire),2002,2008,FR-1-4-c FR-2-4-c FR-3-3-c FR-4-3-c,"R1 --- prtclfr --- LCR (ligue communiste révolutionnaire)
R2 --- prtclfr --- LCR (ligue communiste révolutionnaire)
R3 --- prtclafr --- LCR (Ligue communiste révolutionnaire)
R4 --- prtclbfr --- LCR (Ligue Communiste Révolutionnaire)",1506,FRA,LCR,Ligue communiste révolutionnaire,Revolutionary Communist League,
FR-1-5-c,LO (Lutte ouvrière),2002,2020,FR-1-5-c FR-2-5-c FR-3-4-c FR-4-4-c FR-5-2-c FR-6-5-c FR-7-5-c FR-8-5-c FR-9-1-c FR-10-1-c,"R1 --- prtclfr --- LO (Lutte ouvrière)
R2 --- prtclfr --- LO (Lutte ouvrière)
R3 --- prtclafr --- LO (Lutte ouvrière)
R4 --- prtclbfr --- LO (Lutte Ouvrière)
R5 --- prtclcfr --- LO (Lutte ouvrière)
R6 --- prtcldfr --- LO (Lutte Ouvrière)
R7 --- prtcldfr --- LO (Lutte Ouvrière)
R8 --- prtclefr --- LO (Lutte Ouvrière)
R9 --- prtclffr --- LO (Lutte Ouvrière)
R10 --- prtclffr --- LO (Lutte Ouvrière)",617,FRA,LO,Lutte ouvrière,Workers' Struggle,
FR-1-6-c,MDC (Mouvement des citoyens),2002,2008,FR-1-6-c FR-3-5-c FR-4-5-c,"R1 --- prtclfr --- MDC (Mouvement des citoyens)
R3 --- prtclafr --- MRC (Mouvement républicain et citoyen)
R4 --- prtclbfr --- MRC (Mouvement Rèpublicain et Citoyen)",3156,FRA,MDC/PR,Mouvement des citoyens / Pôle républicain,Citizens' Movement / Republican Alliance,
