"id_partyfacts","cntry","round","year","country","label","prtvt_count","prtcl_count","prtmb_count","iso3","first","last","label_names","ess_party","ess_party_md5","name_short","name_is_english","name_english","name"
-1,"LT",6,2012,"Lithuania","Socialist People's Front (SLF)",2,1,,"LTU",2008,2012,,"lt socialist people's front (slf)","9cb33cdf80dd78d93dc49e5c531b199e","SLF",TRUE,"Socialist People's Front (SLF)",
-1,"BG",6,2012,"Bulgaria","PP Edinna narodna partia",0,-1,,"BGR",2010,2012,,"bg pp edinna narodna partia","b47dad0c7888fd9de66b0efcc901b1ed","PP",FALSE,,"PP Edinna narodna partia"
-1,"PL",6,2012,"Poland","Polish Labour Party-August '80",3,-1,,"POL",2002,2012,,"pl polish labour party-august '80","e8cbbf08b583aa3eed5aaf4f5698bfe9",,TRUE,"Polish Labour Party-August '80",
-1,"UA",2,2004,"Ukraine","Liberal Party of Ukraine (renew)",1,0,0,"UKR",2004,2012,,"ua liberal party of ukraine (renew)","4ee628bc7f77d1277dec11417b43e3e5",,TRUE,"Liberal Party of Ukraine (renew)",
-1,"XK",6,2012,"Kosovo","Lëvizja Vetëvendosje (VV)",41,54,,"XKX",2012,2012,,"xk lëvizja vetëvendosje (vv)","ce37bfb090080cb6d51166a5c72d0ce7","VV",FALSE,,"Lëvizja Vetëvendosje (VV)"
-1,"FR",6,2012,"France","UDI (Union des Démocrates Indépendants)",-1,26,,"FRA",2002,2012,,"fr udi (union des démocrates indépendants)","3dc4955ffc3a850c5c4f8bd1cbac4515","UDI",TRUE,"UDI (Union des Démocrates Indépendants)",
-1,"CZ",1,2002,"Czech Republic","CSNS Cz.National Social P.",6,3,0,"CZE",2002,2004,,"cz csns cz.national social p.","e76aec8aed02d41326493d77dd4e7c88","CSNS",TRUE,"CSNS Cz.National Social P.",
-1,"LT",6,2012,"Lithuania","Christian Party (KP)",9,5,,"LTU",2008,2012,,"lt christian party (kp)","119a04322ddb8da92b5be484227a8e5f","KP",TRUE,"Christian Party (KP)",
-1,"EE",4,2008,"Estonia","Estonian United Left Party",1,2,0,"EST",2004,2012,,"ee estonian united left party","184696de9f728837cc14f134aa912bb8",,TRUE,"Estonian United Left Party",
-1,"UA",2,2004,"Ukraine","Party of Rehabilitation of Invalids of Ukraine",3,1,0,"UKR",2004,2012,,"ua party of rehabilitation of invalids of ukraine","d2d3edae6262f50e2c99d24f1bdba667",,TRUE,"Party of Rehabilitation of Invalids of Ukraine",
-1,"UA",2,2004,"Ukraine","Ukrainian Political Party 'Christian Movement'",3,3,0,"UKR",2004,2012,,"ua ukrainian political party 'christian movement'","e957f10ee6a53cb7f99782f40c876bfc",,TRUE,"Ukrainian Political Party 'Christian Movement'",
-1,"PT",1,2002,"Portugal","P.H. - Partido Humanista",0,1,0,"PRT",2002,2012,,"pt p.h. - partido humanista","20374f406cb84f62967709c7c59c00d7",,FALSE,,"P.H. - Partido Humanista"
-1,"RU",6,2012,"Russian Federation","Patriots of Russia",10,9,,"RUS",2006,2012,,"ru patriots of russia","b5a1a94dd663288a240391536fb2bc25",,TRUE,"Patriots of Russia",
-1,"LT",6,2012,"Lithuania","Democratic Labour and Unity Party (DDVP)",4,0,,"LTU",2008,2012,,"lt democratic labour and unity party (ddvp)","7c29a9633bfb230f7352f7699ef16e9e","DDVP",TRUE,"Democratic Labour and Unity Party (DDVP)",
-1,"LT",6,2012,"Lithuania","Political Party 'List of Lithuania' (LS)",-1,0,,"LTU",2008,2012,,"lt political party 'list of lithuania' (ls)","aaa1521a492e6eed8d19a97fd8652848","LS",TRUE,"Political Party 'List of Lithuania' (LS)",
-1,"AL",6,2012,"Albania","Aleanca Kuq e Zi (AK)",-1,14,,"ALB",2012,2012,,"al aleanca kuq e zi (ak)","e478c331b8f389e042c73278f101a524","AK",FALSE,,"Aleanca Kuq e Zi (AK)"
-1,"BG",5,2010,"Bulgaria","P.P. Drugata Balgaria",0,-1,-1,"BGR",2010,2012,,"bg p.p. drugata balgaria","c9bce3a461def058490bf5823827b4b9",,FALSE,,"P.P. Drugata Balgaria"
-1,"PL",3,2006,"Poland","Narodowe Odrodzenie Polski",0,0,0,"POL",2002,2012,,"pl narodowe odrodzenie polski","499dd8bf1f794a53ac2849354a795f3c",,FALSE,,"Narodowe Odrodzenie Polski"
-1,"IT",6,2012,"Italy","Radicali Italiani (Amnistia giustizia e libertŕ)",0,1,,"ITA",2002,2012,,"it radicali italiani (amnistia giustizia e libertŕ)","00664a5fcc8a516be0c2c9ffa2198766",,FALSE,,"Radicali Italiani (Amnistia giustizia e libertŕ)"
-1,"HU",3,2006,"Hungary","MRÖP (MAGYARORSZÁGI ROMA ÖSSZEFOGÁS PÁRT)",-1,0,0,"HUN",2006,2012,,"hu mröp (magyarországi roma összefogás párt)","5e09679a0204a59672fd908b705fbf39","MR",FALSE,,"MRÖP (MAGYARORSZÁGI ROMA ÖSSZEFOGÁS PÁRT)"
-1,"XK",6,2012,"Kosovo","Lidhja Demokratike e Kosovës (LDK)",190,95,,"XKX",2012,2012,,"xk lidhja demokratike e kosovës (ldk)","42c130e1901c0706390613bd1959524b","LDK",FALSE,,"Lidhja Demokratike e Kosovës (LDK)"
-1,"FR",3,2006,"France","MRC (Mouvement républicain et citoyen)",-1,12,0,"FRA",2002,2012,,"fr mrc (mouvement républicain et citoyen)","ab209d7ae33592167fc73a85962b22ad","MRC",FALSE,,"MRC (Mouvement républicain et citoyen)"
-1,"XK",6,2012,"Kosovo","Socialisticka Partija Srbije (SPS)",7,10,,"XKX",2012,2012,,"xk socialisticka partija srbije (sps)","45f1eca95081d8d69c9581e972eaf2dd","SPS",FALSE,,"Socialisticka Partija Srbije (SPS)"
-1,"RU",3,2006,"Russian Federation","Party of Revival of Russia - Russian Party of Life",0,4,1,"RUS",2006,2012,,"ru party of revival of russia - russian party of life","48091060fdba1299d460991d1eb5e8b9",,TRUE,"Party of Revival of Russia - Russian Party of Life",
-1,"XK",6,2012,"Kosovo","Aleanca Kosova e Re (AKR)",16,13,,"XKX",2012,2012,,"xk aleanca kosova e re (akr)","7d9bba79fb6ebecd833125ca431ae133","AKR",FALSE,,"Aleanca Kosova e Re (AKR)"
-1,"UA",3,2006,"Ukraine","Oppositional bloc 'NOT THIS WAY'",3,1,1,"UKR",2004,2012,,"ua oppositional bloc 'not this way'","b5a4ea27ab886bf64e1043d78900df61","NOT",TRUE,"Oppositional bloc 'NOT THIS WAY'",
-1,"TR",4,2008,"Turkey","Emek Partisi (EMEP)",0,0,0,"TUR",2008,2008,,"tr emek partisi (emep)","1006b78c6d5376841e3a747940d0274d","EMEP",FALSE,,"Emek Partisi (EMEP)"
-1,"BG",6,2012,"Bulgaria","Drugata Bulgaria",-1,0,,"BGR",2010,2012,,"bg drugata bulgaria","0b75ef2df9e1b8f4dcfc2b2a3f618a5c",,TRUE,"Drugata Bulgaria",
-1,"CH",6,2012,"Switzerland","Alternative Left",1,2,,"CHE",2002,2012,,"ch alternative left","2e456379f5bd19642282cc8a3d8cc2e5",,TRUE,"Alternative Left",
-1,"XK",6,2012,"Kosovo","Liberalno Demokratska Partija (LDP)",2,2,,"XKX",2012,2012,,"xk liberalno demokratska partija (ldp)","d11aad5e5a1ba042a4a1423349b3aac2","LDP",FALSE,,"Liberalno Demokratska Partija (LDP)"
-1,"UA",5,2010,"Ukraine","Political pary 'Power Ukraine' (S.Tygypko)",-1,9,1,"UKR",2004,2012,,"ua political pary 'power ukraine' (s.tygypko)","2837345c67d739983e3622a02e66b54c",,TRUE,"Political pary 'Power Ukraine' (S.Tygypko)",
-1,"HU",3,2006,"Hungary","MRDP (MAGYARORSZÁGI ROMÁK DEMOKRATIKUS PÁRTJA)",-1,2,0,"HUN",2006,2012,,"hu mrdp (magyarországi romák demokratikus pártja)","dbd45232955e414b8f6a7e12784f1060","MRDP",FALSE,,"MRDP (MAGYARORSZÁGI ROMÁK DEMOKRATIKUS PÁRTJA)"
-1,"HU",6,2012,"Hungary","Együtt 2014 Mozgalom (Haza és Haladás, Milla, Szolidaritás)",-1,30,,"HUN",2006,2012,,"hu együtt 2014 mozgalom (haza és haladás, milla, szolidaritás)","62184b1563f0c5b92ce480dbad975b74",,FALSE,,"Együtt 2014 Mozgalom (Haza és Haladás, Milla, Szolidaritás)"
-1,"UA",2,2004,"Ukraine","All-Ukrainian Labor Party",1,0,0,"UKR",2004,2012,,"ua all-ukrainian labor party","88fb22134de0b03d000922a71c929146",,TRUE,"All-Ukrainian Labor Party",
-1,"FR",6,2012,"France","PG (Parti de Gauche)",-1,48,,"FRA",2002,2012,,"fr pg (parti de gauche)","c83db30c023de93e745fd9be6bcae595","PG",FALSE,,"PG (Parti de Gauche)"
-1,"UA",2,2004,"Ukraine","People's Party of Depositors and of Social Protection",0,0,0,"UKR",2004,2012,,"ua people's party of depositors and of social protection","a3e458ea3af35d48b82ee190f28f757d",,TRUE,"People's Party of Depositors and of Social Protection",
-1,"LT",6,2012,"Lithuania","National Unity Union (TVS)",-1,0,,"LTU",2008,2012,,"lt national unity union (tvs)","881a5d2716edf4ebb82c09db615408be","TVS",TRUE,"National Unity Union (TVS)",
-1,"RU",3,2006,"Russian Federation","People's Party of RF",0,2,2,"RUS",2006,2012,,"ru people's party of rf","4b649638ca3fcd58e0d99206bf44bc2a","RF",TRUE,"People's Party of RF",
-1,"HR",5,2010,"Croatia","Samostalna demokratska Srpska stranka (SDSS)",9,4,0,"HRV",2008,2010,,"hr samostalna demokratska srpska stranka (sdss)","c1c12dd8786ee6748efb7659f03f76fe","SDSS",FALSE,,"Samostalna demokratska Srpska stranka (SDSS)"
-1,"BG",6,2012,"Bulgaria","PP Natsionalno dvizhenie Edinstvo",1,-1,,"BGR",2010,2012,,"bg pp natsionalno dvizhenie edinstvo","98549eec3216aa3890ccf5d18a1c3bd4","PP",FALSE,,"PP Natsionalno dvizhenie Edinstvo"
-1,"GR",5,2010,"Greece","Independent Citizens' Movement (SPITHA)",2,-1,-1,"GRC",2010,2010,,"gr independent citizens' movement (spitha)","39a4adf0e62d8af2910776a0b7e20eec","SPITHA",TRUE,"Independent Citizens' Movement (SPITHA)",
-1,"UA",5,2010,"Ukraine","Political party 'Front of changes' (A.Yatsenuk)",-1,52,1,"UKR",2004,2012,,"ua political party 'front of changes' (a.yatsenuk)","d25adb1c27b75ff56e5af33cde0386ed",,TRUE,"Political party 'Front of changes' (A.Yatsenuk)",
-1,"BG",6,2012,"Bulgaria","PP Partia za horata ot naroda",1,-1,,"BGR",2010,2012,,"bg pp partia za horata ot naroda","7545f794f4916f9f743968f4828d50be","PP",FALSE,,"PP Partia za horata ot naroda"
-1,"LT",6,2012,"Lithuania","Lithuanian People's Party (LZP)",0,0,,"LTU",2008,2012,,"lt lithuanian people's party (lzp)","781cfbe82bbdab6a3f0d4263fd8ab736","LZP",TRUE,"Lithuanian People's Party (LZP)",
-1,"UA",3,2006,"Ukraine","Bloc of Natalya Vitrenko 'Peoples' opposition'",24,17,0,"UKR",2004,2012,,"ua bloc of natalya vitrenko 'peoples' opposition'","4ab0e2561331af9c713fc70aa164cdfc",,TRUE,"Bloc of Natalya Vitrenko 'Peoples' opposition'",
-1,"UA",5,2010,"Ukraine","Political party 'Civil position' (A.Grytsenko)",-1,8,0,"UKR",2004,2012,,"ua political party 'civil position' (a.grytsenko)","6d8b553924087ddc8b6d1decf5fdc516",,TRUE,"Political party 'Civil position' (A.Grytsenko)",
-1,"PL",1,2002,"Poland","Polska Partia Socjalistyczna-PPS",-1,3,0,"POL",2002,2012,,"pl polska partia socjalistyczna-pps","841b2d9bc4a8f8c8df6bb71b0d6b7711","PPS",FALSE,,"Polska Partia Socjalistyczna-PPS"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Team of Winter Generatio",6,0,0,"UKR",2004,2012,,"ua election bloc of political parties 'team of winter generatio","2f4f6b2eb70402c48486601facfe1919",,TRUE,"Election bloc of Political Parties 'Team of Winter Generatio",
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties Ukrainian party and All U",0,0,0,"UKR",2004,2012,,"ua election bloc of political parties ukrainian party and all u","72852947ad9bbec5f8ddcf13749232a1",,TRUE,"Election bloc of Political Parties Ukrainian party and All U",
-1,"PT",4,2008,"Portugal","PDA - Partido Democrático do Atlântico",0,0,0,"PRT",2002,2012,,"pt pda - partido democrático do atlântico","94791ce1a0c0dd861df038ad47413fc0","PDA",FALSE,,"PDA - Partido Democrático do Atlântico"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Unity'",3,0,2,"UKR",2004,2012,,"ua election bloc of political parties 'unity'","45d4255868d7dfd606ea3cdad235f53e",,TRUE,"Election bloc of Political Parties 'Unity'",
-1,"HU",6,2012,"Hungary","MSZDP (Magyar Szociáldemokrata Párt)",2,2,,"HUN",2006,2012,,"hu mszdp (magyar szociáldemokrata párt)","b71fd8e7521c57a54cbcb659b89a4758","MSZDP",FALSE,,"MSZDP (Magyar Szociáldemokrata Párt)"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Against All'",0,0,0,"UKR",2004,2012,,"ua election bloc of political parties 'against all'","025662a9389b484b0b5894280333f5f4",,TRUE,"Election bloc of Political Parties 'Against All'",
-1,"PL",1,2002,"Poland","Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski",-1,2,2,"POL",2002,2012,,"pl stronnictwo konserwatywno-ludowe-ruch nowej polski","372973c2bbc1aab94f6cc556150f1735",,FALSE,,"Stronnictwo Konserwatywno-Ludowe-Ruch Nowej Polski"
-1,"FI",5,2010,"Finland","Patriotic People's Movement",0,0,0,"FIN",2002,2012,,"fi patriotic people's movement","898fc8c94d76b6bcb3331c9cfe64bad1",,TRUE,"Patriotic People's Movement",
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Juliya Tymoshenko electi",46,34,4,"UKR",2004,2012,,"ua election bloc of political parties 'juliya tymoshenko electi","2bf51e9eb1dd4961127f04ba056d0563",,TRUE,"Election bloc of Political Parties 'Juliya Tymoshenko electi",
-1,"RU",5,2010,"Russian Federation","Solidarity (Solidarnost)",-1,2,0,"RUS",2006,2012,,"ru solidarity (solidarnost)","d13912701f3b25e33cb84ebb931d01d2",,FALSE,,"Solidarity (Solidarnost)"
-1,"PL",2,2004,"Poland","KPN-Oboz Patriotyczny",-1,0,2,"POL",2002,2012,,"pl kpn-oboz patriotyczny","c9a11e442de7575d68dc46b3d4a2473c","KPN",FALSE,,"KPN-Oboz Patriotyczny"
-1,"UA",6,2012,"Ukraine","All Ukrainian Union ""Freedom""",146,120,,"UKR",2004,2012,,"ua all ukrainian union ""freedom""","4dc1db1b60b5bd65f89ae460e840c5b7",,TRUE,"All Ukrainian Union ""Freedom""",
-1,"PL",2,2004,"Poland","Demokratyczna Partia Lewicy",-1,2,0,"POL",2002,2012,,"pl demokratyczna partia lewicy","ba73356de38aadf0077b75f1c89215e9",,FALSE,,"Demokratyczna Partia Lewicy"
-1,"IT",6,2012,"Italy","Sinistra Ecologia e Libertŕ (SEL)",32,33,,"ITA",2002,2012,,"it sinistra ecologia e libertŕ (sel)","6f2f01d41e2ff298e4be30f23a511b27","SEL",FALSE,,"Sinistra Ecologia e Libertŕ (SEL)"
-1,"PT",5,2010,"Portugal","Partido Democrático do Atlântico",0,0,0,"PRT",2002,2012,,"pt partido democrático do atlântico","5007ac438ba1a155ae190450bd86a4d7",,FALSE,,"Partido Democrático do Atlântico"
-1,"PL",2,2004,"Poland","Partia Ludowo-Demokratyczna",-1,0,0,"POL",2002,2012,,"pl partia ludowo-demokratyczna","d57aaa9c36c0ee4f7fb577c2ad4c0251",,FALSE,,"Partia Ludowo-Demokratyczna"
-1,"FR",6,2012,"France","FDG (Front de Gauche)",63,-1,,"FRA",2002,2012,,"fr fdg (front de gauche)","e69ae3774f8c3dad9c53d46d81ae72bb","FDG",TRUE,"FDG (Front de Gauche)",
-1,"FI",5,2010,"Finland","Joint Responsibility Party",0,0,0,"FIN",2002,2012,,"fi joint responsibility party","4929fb6915cf5c411a39c63d8d9e2d48",,TRUE,"Joint Responsibility Party",
-1,"XK",6,2012,"Kosovo","Aleanca për Ardhmërinë e Kosovës (AAK)",73,55,,"XKX",2012,2012,,"xk aleanca për ardhmërinë e kosovës (aak)","40a098288b6ab67d78fdf5ad79a8e88d","AAK",FALSE,,"Aleanca për Ardhmërinë e Kosovës (AAK)"
-1,"UA",5,2010,"Ukraine","All-Ukrainian union 'Freedom' (O.Tyagnybok)",-1,28,3,"UKR",2004,2012,,"ua all-ukrainian union 'freedom' (o.tyagnybok)","d2832b4ebcf7d5f90167e083e886d67f",,TRUE,"All-Ukrainian union 'Freedom' (O.Tyagnybok)",
-1,"BG",5,2010,"Bulgaria","Saiuz na patriotichnite sili Zashtita",0,-1,-1,"BGR",2010,2012,,"bg saiuz na patriotichnite sili zashtita","4e105d2e9bcdeaf1a1d8b10bc19a65ef",,FALSE,,"Saiuz na patriotichnite sili Zashtita"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Democratic Party of Ukra",9,1,1,"UKR",2004,2012,,"ua election bloc of political parties 'democratic party of ukra","ad4384ab7764b00278bd4220bb9f84ed",,TRUE,"Election bloc of Political Parties 'Democratic Party of Ukra",
-1,"FI",5,2010,"Finland","Finnish People's Blue-whites",1,0,0,"FIN",2002,2012,,"fi finnish people's blue-whites","e46082286e79a6c77b665b2f86fcd4d1",,TRUE,"Finnish People's Blue-whites",
-1,"RU",3,2006,"Russian Federation","Party of the development of entrepreneurship",1,1,0,"RUS",2006,2012,,"ru party of the development of entrepreneurship","9f76d6b04c0531ba98fb279bb35babf2",,TRUE,"Party of the development of entrepreneurship",
-1,"PL",2,2004,"Poland","Alternatywa Ruch Spoleczny",0,-1,-1,"POL",2002,2012,,"pl alternatywa ruch spoleczny","62d8cd319a634dfbf8a8e9008992fdfa",,FALSE,,"Alternatywa Ruch Spoleczny"
-1,"LT",6,2012,"Lithuania","Lithuanian Peasant and Greens Union (LVZS)",13,7,,"LTU",2008,2012,,"lt lithuanian peasant and greens union (lvzs)","845fc34c97a34439d08bf634a8e1dc78","LVZS",TRUE,"Lithuanian Peasant and Greens Union (LVZS)",
-1,"UA",2,2004,"Ukraine","Political Party 'All-Ukrainian Union of Christians'",0,0,0,"UKR",2004,2012,,"ua political party 'all-ukrainian union of christians'","00e80285669e84a431cc501b8b135f02",,TRUE,"Political Party 'All-Ukrainian Union of Christians'",
-1,"GR",5,2010,"Greece","Smokers' Groups for Art and Visual Formation (KOTES)",1,-1,-1,"GRC",2010,2010,,"gr smokers' groups for art and visual formation (kotes)","dce0755c1b3828b127574d71a891f53a","KOTES",TRUE,"Smokers' Groups for Art and Visual Formation (KOTES)",
-1,"PL",3,2006,"Poland","Ogolnopolska Koalicja Obywatelska",1,0,0,"POL",2002,2012,,"pl ogolnopolska koalicja obywatelska","5a4236ad7f82fb93d20b9c5b94b2f843",,FALSE,,"Ogolnopolska Koalicja Obywatelska"
-1,"AL",6,2012,"Albania","Lëvizja Socialiste për Integrim (LSI)",14,11,,"ALB",2012,2012,,"al lëvizja socialiste për integrim (lsi)","764117a3fe69364f678f8fbdb13cd661","LSI",FALSE,,"Lëvizja Socialiste për Integrim (LSI)"
-1,"UA",2,2004,"Ukraine","Communist Party of Workers and Peasants",8,6,1,"UKR",2004,2012,,"ua communist party of workers and peasants","86d02da084d915323c5665cfd87a83c0",,TRUE,"Communist Party of Workers and Peasants",
-1,"RU",5,2010,"Russian Federation","Coalition for Russia without despotism and corruption (KRPK)",-1,1,-1,"RUS",2006,2012,,"ru coalition for russia without despotism and corruption (krpk)","83aef71c5af57cf8616a4104e43d933d","KRPK",TRUE,"Coalition for Russia without despotism and corruption (KRPK)",
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Ruses bloc'",1,1,1,"UKR",2004,2012,,"ua election bloc of political parties 'ruses bloc'","9a6be68c0a178b82c48cd7e0f95085cd",,TRUE,"Election bloc of Political Parties 'Ruses bloc'",
-1,"CZ",1,2002,"Czech Republic","SV-SOS P.of Countryside-Assoc.Civic Forces",1,1,0,"CZE",2002,2004,,"cz sv-sos p.of countryside-assoc.civic forces","3e27fcccefbe84dbd2da0ab56dd31d29","SV",TRUE,"SV-SOS P.of Countryside-Assoc.Civic Forces",
-1,"PL",3,2006,"Poland","Polska Konfederacja Godnosc i Praca",0,0,0,"POL",2002,2012,,"pl polska konfederacja godnosc i praca","f09ec97386ad4c1705a71a8a846dfc15",,FALSE,,"Polska Konfederacja Godnosc i Praca"
-1,"HR",5,2010,"Croatia","Hrvatski demokratski savez Slavonije i Baranje (HDSSB)",8,11,4,"HRV",2008,2010,,"hr hrvatski demokratski savez slavonije i baranje (hdssb)","0fa40bebf36d8224aa3a24bacd75e178","HDSSB",FALSE,,"Hrvatski demokratski savez Slavonije i Baranje (HDSSB)"
-1,"LT",6,2012,"Lithuania","Lithuanian Pensioners' Party (LPP)",-1,1,,"LTU",2008,2012,,"lt lithuanian pensioners' party (lpp)","6f7b5c86ff2635644690a4c9d5a56ee9","LPP",TRUE,"Lithuanian Pensioners' Party (LPP)",
-1,"HU",6,2012,"Hungary","4K (Negyedik Köztársaság)",-1,0,,"HUN",2006,2012,,"hu 4k (negyedik köztársaság)","d7719d240cf9a6ba99e48461b1c77cb8",,FALSE,,"4K (Negyedik Köztársaság)"
-1,"RU",3,2006,"Russian Federation","Russian party of pensioners and party of social justice",8,15,4,"RUS",2006,2012,,"ru russian party of pensioners and party of social justice","0667a1cdbeeddaff2feff3fd20343daf",,TRUE,"Russian party of pensioners and party of social justice",
-1,"UA",6,2012,"Ukraine","UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko",192,142,,"UKR",2004,2012,,"ua udar (ukrainian democratic alliance for reform) of vitali klitschko","62c7a2f43415bd796f5f1e8b82a3b5de","UDAR",TRUE,"UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko",
-1,"UA",6,2012,"Ukraine","All Ukrainian Union ""Fatherland""",361,248,,"UKR",2004,2012,,"ua all ukrainian union ""fatherland""","bd0f0e1adfb7bf0449b10cf9ea5567e9",,TRUE,"All Ukrainian Union ""Fatherland""",
-1,"XK",6,2012,"Kosovo","Srpska Napredna Stranka (SNS)",9,35,,"XKX",2012,2012,,"xk srpska napredna stranka (sns)","787113399053233f772727a5287bf9d3","SNS",FALSE,,"Srpska Napredna Stranka (SNS)"
-1,"BG",5,2010,"Bulgaria","Partia na liberalnata alternative i mira (PLAM)",0,-1,-1,"BGR",2010,2012,,"bg partia na liberalnata alternative i mira (plam)","307e8a674b77ed8bee5ae9599bb28ff9","PLAM",TRUE,"Partia na liberalnata alternative i mira (PLAM)",
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel",1,2,0,"UKR",2004,2012,,"ua election bloc of political parties 'zubr' (for ukraine, byel","54064d5a01d71c2a32270501d4437dc2","ZUBR",TRUE,"Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel",
-1,"UA",2,2004,"Ukraine","The Green Party of Ukraine",35,18,1,"UKR",2004,2012,,"ua the green party of ukraine","31b477066db54c8cd2a7cd32b3b9883f",,TRUE,"The Green Party of Ukraine",
-1,"LT",6,2012,"Lithuania","Political Party 'Lithuanian Green Movement' (LZS)",-1,1,,"LTU",2008,2012,,"lt political party 'lithuanian green movement' (lzs)","263188966d49334b649b4fab07ceed0b","LZS",TRUE,"Political Party 'Lithuanian Green Movement' (LZS)",
-1,"UA",2,2004,"Ukraine","Party of All-Ukrainian union of the left 'Justice'",0,0,0,"UKR",2004,2012,,"ua party of all-ukrainian union of the left 'justice'","dfdfab6d7a7272ad40ccc8ed4c659919",,TRUE,"Party of All-Ukrainian union of the left 'Justice'",
4,"GB",3,2006,"United Kingdom","Sinn Fein",2,2,0,"GBR",2002,2012,"Sinn Fein --- Sinn Fein (nir)","gb sinn fein","1622e3da313d33ee91fdb3103e01087a",,FALSE,,"Sinn Fein"
29,"CH",4,2008,"Switzerland","Socialist party",178,245,23,"CHE",2002,2012,"Social-democrats --- Socialist party --- Socialist Party","ch socialist party","97e12fcb1a151fc100531d2ea252073a",,TRUE,"Socialist party",
36,"BE",2,2004,"Belgium","N-VA",24,20,1,"BEL",2004,2012,"N-VA","be n-va","b0f254e413f8a2e09cb197cf18d61602","VA",FALSE,,"N-VA"
41,"PL",6,2012,"Poland","Poland Comes First",2,1,,"POL",2012,2012,"Poland Comes First","pl poland comes first","eef2256db60d1c5f7b7111b62c5e17be",,TRUE,"Poland Comes First",
42,"HU",4,2008,"Hungary","Jobbik Magyarországért Mozgalom",-1,15,0,"HUN",2006,2012,"Jobbik (Jobbik Magyarországért Mozgalom) --- Jobbik Magyarorszagert Mozgalom --- Jobbik Magyarországért Mozgalom","hu jobbik magyarországért mozgalom","283d852fb25cf1c09c3268991e1a7cfa",,FALSE,,"Jobbik Magyarországért Mozgalom"
43,"BE",4,2008,"Belgium","Lijst Dedecker",31,25,0,"BEL",2008,2012,"Lijst Dedecker","be lijst dedecker","d4f698922c90dc7bda5f7332bdc83243",,FALSE,,"Lijst Dedecker"
44,"NO",1,2002,"Norway","Red Electoral Alliance (RV)",14,14,1,"NOR",2002,2008,"Red Electoral Alliance (RV)","no red electoral alliance (rv)","a694e302590dcbe0da9cd9d2dab33ac1","RV",TRUE,"Red Electoral Alliance (RV)",
45,"NL",2,2004,"Netherlands","Democrats 66",61,47,3,"NLD",2002,2012,"Democrats `66 --- Democrats 66","nl democrats 66","8b2a534a1b46ebdc47959b6e78b0fd45",,TRUE,"Democrats 66",
48,"GR",2,2004,"Greece","KKE Communist Party)",68,80,9,"GRC",2002,2010,"Communist Party - KKE --- KKE (Communist party) --- KKE Communist Party) --- The Communist Party of Greece (KKE)","gr kke communist party)","2af9f274df204865997bc6ec515e90c9","KKE",TRUE,"KKE Communist Party)",
49,"BE",1,2002,"Belgium","VLD",234,115,22,"BEL",2002,2012,"Open VLD --- VLD","be vld","c833ba8092ef39b43e76f334e2158c0f","VLD",FALSE,,"VLD"
53,"DK",3,2006,"Denmark","Kristendemokraterne",21,17,3,"DNK",2002,2012,"Kristeligt Folkeparti --- Kristendemokraterne --- Kristendemokraterne - Christian democtrats","dk kristendemokraterne","54beebc5effc1b1fc61ee38bb5e2bfbd",,FALSE,,"Kristendemokraterne"
55,"ES",4,2008,"Spain","Unión Progreso y Democracia (UPyD)",8,5,0,"ESP",2008,2012,"Unión Progreso y Democracia (UPyD) --- Unión, Progreso y Democracia (UPyD)","es unión progreso y democracia (upyd)","f8a6fe29b3ea8d3c5d356305b5c61ba9","UP",FALSE,,"Unión Progreso y Democracia (UPyD)"
56,"HU",1,2002,"Hungary","HTJP-Hungarian Truth",16,12,0,"HUN",2002,2008,"Harmadik Út (MIÉP - Jobbik Magyarországért) --- HTJP-Hungarian Truth --- MIÉP - Jobbik a Harmadik Út","hu htjp-hungarian truth","229c70a8b0f5ac0ebf7e040930e67455","HTJP",TRUE,"HTJP-Hungarian Truth",
57,"PL",4,2008,"Poland","Democratic Left Alliance",-1,43,3,"POL",2002,2012,"Democratic Left Alliance --- Sojusz Lewicy Demokratycznej --- Sojusz Lewicy Demokratycznej-SLD","pl democratic left alliance","ea6feed0e4b6f428fd8074bb1363bc9c",,TRUE,"Democratic Left Alliance",
58,"BG",5,2010,"Bulgaria","Siniata koalitsia (SDS; DSB)",77,-1,-1,"BGR",2010,2010,"Siniata koalitsia (SDS; DSB)","bg siniata koalitsia (sds; dsb)","317e692733b2e6999019fdb282a2ec10","SDS",FALSE,,"Siniata koalitsia (SDS; DSB)"
