"country_short","cnty","party_name","year_first","year_last","share_year","vote_share","seats","TotalSeats","party_id"
"DEU","West Germany","[WGnD]","1961",1961,"1961",0,0,499,"DEUP108"
"DEU","West Germany","Electoral Group/Single Applicant","1953",2005,"1987",0.3,0,497,"DEUP109"
"DEU","Germany","Union of Free Citizens-Offensive for Germany","1998",1998,"1998",0.3,0,669,"DEUP11"
"DEU","West Germany","German Center Party","1949",2009,"1949",3.1,0,242,"DEUP110"
"DEU","Germany","Ecological Democratic Party","1983",2009,"1990",0.5,0,662,"DEUP111"
"DEU","Germany","German Solidarity-Union for the Environment and Protection of Life","1990",1990,"1990",0,0,662,"DEUP112"
"DEU","Germany","The Left","2005",2009,"2009",11.5,76,622,"DEUP113"
"DEU","Germany","The PARTY","2005",2005,"2005",0,0,614,"DEUP114"
"DEU","Germany","Referendum","2009",2009,"2009",0,0,622,"DEUP115"
"DEU","Germany","Alliance of the Center","2009",2009,"2009",0,0,622,"DEUP116"
"DEU","Germany","Pirate Party of Germany","2009",2009,"2009",1,0,622,"DEUP117"
"DEU","Germany","Other","2009",2009,"2009",0.2,0,622,"DEUP118"
"DEU","Germany","Female and Male Pensioners Party","2009",2009,"2009",0.2,0,622,"DEUP119"
"DEU","Germany","League for All of Germany","1994",1994,"1994",0,0,672,"DEUP12"
"DEU","Germany","Free Union","2009",2009,"2009",0,0,622,"DEUP120"
"DEU","Germany","Independent Voters of Germany","2009",2009,"2009",0,0,622,"DEUP121"
"DEU","Germany","Pensioner's Party of Germany","2009",2009,"2009",0.1,0,622,"DEUP122"
"DEU","Germany","Independents","2005",2005,"2005",0,0,614,"DEUP123"
"DEU","Germany","50 Plus-Citizen and Voter Initiative for Brandenburg","2005",2005,"2005",0,0,614,"DEUP124"
"DEU","Germany","Rule of Law Offensive","2005",2005,"2005",0,0,614,"DEUP125"
"DEU","Germany","Alliance for Welfare Freedom and Society","2005",2005,"2005",0,0,614,"DEUP126"
"DEU","West Germany","Bavarian Party","1949",2009,"1949",4.2,11,242,"DEUP13"
"DEU","Germany","Socialist Workers' Federation","1990",1994,"1990",0,0,662,"DEUP14"
"DEU","West Germany","West German Communist League","1983",1983,"1983",0,0,498,"DEUP15"
"DEU","West Germany","League of Germans","1957",1957,"1957",0.2,0,497,"DEUP16"
"DEU","Germany","Civil Rights Movement Solidarity","1994",2009,"2005",0.1,0,614,"DEUP17"
"DEU","West Germany","Civic Party of Germany","1980",1980,"1980",0,0,497,"DEUP18"
"DEU","West Germany","Christian Bavarian People's Party","1976",1987,"1987",0,0,497,"DEUP19"
"DEU","Germany","Party of 2000 Alternative Citizens' Movement of Germany","1998",1998,"1998",0,0,669,"DEUP2"
"DEU","West Germany","Christian Democratic Union of Germany","1949",2009,"1957",39.7,212,497,"DEUP20"
"DEU","Germany","Chance 2000","1998",1998,"1998",0,0,669,"DEUP21"
"DEU","Germany","Christian Center","1990",2009,"1990",0,0,662,"DEUP22"
"DEU","West Germany","Christian Social Union","1949",2009,"1983",10.9,53,498,"DEUP23"
"DEU","West Germany","Christian People's Party of Saarland","1965",1965,"1965",0,0,496,"DEUP24"
"DEU","Germany","Direct Democracy of Germany","1990",1990,"1990",0,0,662,"DEUP25"
"DEU","Germany","[DEMOKRATEN]","1994",1994,"1994",0,0,672,"DEUP26"
"DEU","West Germany","German Freedom Party","1980",1980,"1980",0,0,497,"DEUP27"
"DEU","West Germany","German Peace Union","1961",1965,"1961",1.9,0,499,"DEUP28"
"DEU","West Germany","German Community","1957",1961,"1961",0.1,0,499,"DEUP29"
"DEU","West Germany","Democratic Progress Action","1969",1969,"1969",0.6,0,496,"DEUP3"
"DEU","Germany","Feminist Party-The Women","1998",2005,"1998",0,0,669,"DEUP30"
"DEU","Germany","The Grays-Gray Panther","1990",1990,"1990",0.7,0,662,"DEUP31"
"DEU","West Germany","German Communist Party","1972",2009,"1976",0.4,0,496,"DEUP32"
"DEU","West Germany","German Conservative Party/German Reich Party","1949",1949,"1949",1.8,0,242,"DEUP33"
"DEU","Germany","Middle Class Party","1998",1998,"1998",0,0,669,"DEUP34"
"DEU","West Germany","National Coalition","1953",1953,"1953",0.3,0,487,"DEUP35"
"DEU","West Germany","German Party","1949",1957,"1949",4,5,242,"DEUP36"
"DEU","Germany","Democratic Party of Germany","1998",1998,"1998",0,0,669,"DEUP37"
"DEU","West Germany","German Reich Party","1953",1961,"1957",1,0,497,"DEUP38"
"DEU","Germany","German Social Union","1990",2005,"1990",0.2,0,662,"DEUP39"
"DEU","Germany","Automobile-and Citizens' Interest Party of Germany","1994",1998,"1994",0,0,672,"DEUP4"
"DEU","West Germany","[DU]","1980",1980,"1980",0,0,497,"DEUP40"
"DEU","West Germany","[DV]","1969",1969,"1969",0,0,496,"DEUP41"
"DEU","Germany","German People's Party","1994",1994,"1994",0,0,672,"DEUP42"
"DEU","Germany","German People's Union","1998",2009,"1998",0.6,0,669,"DEUP43"
"DEU","Germany","Germany [Deutschland]","1998",2005,"1998",0,0,669,"DEUP44"
"DEU","Germany","Animal Welfare Party","1994",2009,"2009",0.3,0,622,"DEUP45"
"DEU","Germany","The Violets","2002",2009,"2002",0,0,603,"DEUP46"
"DEU","West Germany","European Workers' Party","1976",1983,"1983",0,0,498,"DEUP47"
"DEU","Germany","European Federalist Party","1965",1990,"1990",0,0,662,"DEUP48"
"DEU","West Germany","[EP]","1969",1969,"1969",0.1,0,496,"DEUP49"
"DEU","Germany","Anarchist Pogo-Party of Germany","1998",2005,"1998",0,0,669,"DEUP5"
"DEU","West Germany","European People's Movement in Germany","1949",1949,"1949",0.1,0,242,"DEUP50"
"DEU","Germany","Family Party of Germany","1998",2009,"2005",0.3,0,614,"DEUP51"
"DEU","West Germany","Free German Workers' Party","1987",1987,"1987",0,0,497,"DEUP52"
"DEU","Germany","Free Citizens' Union","1994",1994,"1994",0,0,672,"DEUP53"
"DEU","West Germany","Free Democratic Party","1949",2009,"1961",12.4,67,499,"DEUP54"
"DEU","Germany","New Forum","1998",1998,"1998",0,0,669,"DEUP55"
"DEU","Germany","Freedom Party of Germany","1998",2002,"1998",0,0,669,"DEUP56"
"DEU","West Germany","Women's Party","1987",1990,"1987",0.1,0,497,"DEUP57"
"DEU","Germany","Free Social Union","1965",1998,"1994",0,0,672,"DEUP58"
"DEU","West Germany","Federal Union","1957",1957,"1957",0.9,0,497,"DEUP59"
"DEU","West Germany","All Insured Persons and Pensioners in Germany","1987",1987,"1987",0,0,497,"DEUP6"
"DEU","West Germany","[Familie]","1987",1987,"1987",0,0,497,"DEUP60"
"DEU","West Germany","All-German Bloc/League of Expellees and the Rights Deprived","1953",1957,"1953",5.9,27,487,"DEUP61"
"DEU","West Germany","All-German Party","1961",1961,"1961",2.7,0,499,"DEUP62"
"DEU","West Germany","International Marxist Group","1976",1976,"1976",0,0,496,"DEUP63"
"DEU","West Germany","All-German Party","1969",1969,"1969",0.1,0,496,"DEUP64"
"DEU","Germany","The Grays","1994",2005,"1994",0.4,0,672,"DEUP65"
"DEU","Germany","The Greens","1980",2009,"2009",10,68,622,"DEUP66"
"DEU","West Germany","All-German People's Party","1953",1953,"1953",1.1,0,487,"DEUP67"
"DEU","Germany","Humanist Party","1987",2005,"1998",0,0,669,"DEUP68"
"DEU","West Germany","Communist League of West Germany","1976",1980,"1976",0.1,0,496,"DEUP69"
"DEU","West Germany","Action Association of Independent Germans","1965",1976,"1965",0.2,0,496,"DEUP7"
"DEU","West Germany","Communist Party of Germany","1949",2002,"1949",5.7,0,242,"DEUP70"
"DEU","Germany","Liberal Democrats","1994",1994,"1994",0,0,672,"DEUP71"
"DEU","Germany","Christian League","1990",1994,"1990",0.1,0,662,"DEUP72"
"DEU","Germany","Marxist-Leninist Party of Germany","1987",2009,"2005",0.1,0,614,"DEUP73"
"DEU","West Germany","German Middleclass [Mittelstand])","1957",1957,"1957",0.1,0,497,"DEUP74"
"DEU","Germany","The Responsible Citizen","1987",1990,"1990",0,0,662,"DEUP75"
"DEU","Germany","Natural Law Party","1994",1998,"1994",0.1,0,672,"DEUP76"
"DEU","West Germany","National Democratic Party of Germany","1965",2009,"1969",4,0,496,"DEUP77"
"DEU","Germany","Party of Non-Voters","1998",1998,"1998",0,0,669,"DEUP78"
"DEU","Germany","Party for Labour and Social Security","1994",1998,"1994",0,0,672,"DEUP79"
"DEU","Germany","Departure for Civil Rights Freedom and Health","2002",2002,"2002",0,0,603,"DEUP8"
"DEU","Germany","Party of Bible-loyal Christians","1994",2009,"2002",0.2,0,603,"DEUP80"
"DEU","Germany","Party of the Democratic Socialism","1990",2002,"1998",5,36,669,"DEUP81"
"DEU","Germany","Party for Pensioners' Justice and Family","2002",2002,"2002",0,0,603,"DEUP82"
"DEU","Germany","Party for Social Equality","1998",2009,"1998",0,0,669,"DEUP83"
"DEU","West Germany","Independent","1949",1949,"1949",4.8,3,242,"DEUP84"
"DEU","West Germany","Patriots for Germany","1987",1990,"1987",0.1,0,497,"DEUP85"
"DEU","West Germany","[PdgD]","1953",1957,"1957",0,0,497,"DEUP86"
"DEU","Germany","Pro-German Center-Pro-German Mark Initiative","1998",2005,"1998",0.4,0,669,"DEUP87"
"DEU","Germany","The Republicans","1990",2009,"1998",2.1,0,669,"DEUP88"
"DEU","West Germany","[RFP]","1976",1976,"1976",0,0,496,"DEUP89"
"DEU","West Germany","Community Action FOURTH PARTY","1976",1976,"1976",0,0,496,"DEUP9"
"DEU","West Germany","Radical Socialist Freedom Party","1949",1949,"1949",0.9,0,242,"DEUP90"
"DEU","West Germany","Rhine Westphalen People's Party","1949",1949,"1949",0.1,0,242,"DEUP91"
"DEU","West Germany","[SHLP]","1953",1953,"1953",0,0,487,"DEUP92"
"DEU","West Germany","[SOLIDARITAT]","1987",1987,"1987",0,0,497,"DEUP93"
"DEU","West Germany","Social Democratic Party of Germany","1949",2009,"1972",47.4,230,496,"DEUP94"
"DEU","West Germany","South Schleswig Electoral League","1949",1961,"1949",0.3,0,242,"DEUP95"
"DEU","Germany","The STATT Party-The Independents","1994",2005,"1994",0.1,0,672,"DEUP96"
"DEU","Germany","Human Economy Party","2005",2005,"2005",0,0,614,"DEUP97"
"DEU","Germany","Rule of Law Offensive Party","2002",2002,"2002",0.5,0,603,"DEUP98"
"DEU","Germany","Vanguard Workers Party of Germany","1990",1990,"1990",0,0,662,"DEUP99"
"DOM","Dominican Republic","Revolutionary Action Party","1966",1966,"1966",0.4,0,0,"DOMP1"
"DOM","Dominican Republic","Dominican Revolutionary Vanguard Party","1966",1966,"1966",1,0,0,"DOMP10"
"DOM","Dominican Republic","National Conciliation","1970",1994,"1970",3.7,0,0,"DOMP11"
"DOM","Dominican Republic","Movement of Democratic Integration","1970",1982,"1970",20.4,0,0,"DOMP12"
"DOM","Dominican Republic","National Youth Movement","1970",1970,"1970",4.3,0,0,"DOMP13"
"DOM","Dominican Republic","Quisqueyano Democratic Party","1970",1994,"1970",13.6,0,0,"DOMP14"
"DOM","Dominican Republic","Social Democratic Alliance","1978",1982,"1978",0.7,0,0,"DOMP15"
"DOM","Dominican Republic","Democratic Anti-reelectionist Integration Movement","1978",1978,"1978",0.8,0,0,"DOMP16"
"DOM","Dominican Republic","Movement of National Salvation","1978",1978,"1978",0.5,0,0,"DOMP17"
"DOM","Dominican Republic","Dominican Communist Party","1978",1986,"1982",0.6,0,0,"DOMP18"
"DOM","Dominican Republic","Democratic Popular Party","1978",1978,"1978",0.4,0,0,"DOMP19"
"DOM","Dominican Republic","June 14th Political Association","1966",1966,"1966",0.4,0,0,"DOMP2"
"DOM","Dominican Republic","Dominican Liberation Party","1978",1986,"1986",18.4,0,0,"DOMP20"
"DOM","Dominican Republic","Social Christian Reformist Party","1986",1994,"1986",40.5,0,0,"DOMP21"
"DOM","Dominican Republic","Indepedence, Unity, and Change Movement","1994",1994,"1994",0.7,0,0,"DOMP22"
"DOM","Dominican Republic","Constitutional Action Party","1986",1986,"1986",0.3,0,0,"DOMP23"
"DOM","Dominican Republic","National Party of Veterans and Civilians","1982",1986,"1982",1.6,0,0,"DOMP24"
"DOM","Dominican Republic","Patriotic Union Party","1982",1982,"1982",0.5,0,0,"DOMP25"
"DOM","Dominican Republic","National Action Party","1982",1982,"1982",0.2,0,0,"DOMP26"
"DOM","Dominican Republic","Socialist Bloc Party","1982",1982,"1982",0.3,0,0,"DOMP27"
"DOM","Dominican Republic","Movement for Socialism","1982",1982,"1982",0.4,0,0,"DOMP28"
"DOM","Dominican Republic","Movement for Electoral Change of the National District","1994",1994,"1994",0,0,0,"DOMP29"
"DOM","Dominican Republic","Christian Democratic Party","1966",1966,"1966",0.7,0,0,"DOMP3"
"DOM","Dominican Republic","National Patriotic Front","1986",1986,"1986",0.3,0,0,"DOMP30"
"DOM","Dominican Republic","Popular Christian Party","1986",1994,"1994",0.2,0,0,"DOMP31"
"DOM","Dominican Republic","Democratic Nationalist Party","1986",1986,"1986",0.1,0,0,"DOMP32"
"DOM","Dominican Republic","Democratic Unity","1986",1994,"1994",2.4,0,0,"DOMP33"
"DOM","Dominican Republic","Socialist Democratic Movement","1986",1986,"1986",0,0,0,"DOMP34"
"DOM","Dominican Republic","Montecristeno Municipal Movement","1986",1986,"1986",0,0,0,"DOMP35"
"DOM","Dominican Republic","Party of Dominican Liberation Alliance","1994",1994,"1994",15.8,0,0,"DOMP36"
"DOM","Dominican Republic","Democratic Institutional Party","1994",1994,"1994",0.1,0,0,"DOMP37"
"DOM","Dominican Republic","Dominican People Party","1994",1994,"1994",0,0,0,"DOMP38"
"DOM","Dominican Republic","Renaissance Party","1994",1994,"1994",0.1,0,0,"DOMP39"
"DOM","Dominican Republic","Liberal Evolutionary Party","1966",1986,"1986",5.3,0,0,"DOMP4"
"DOM","Dominican Republic","Social Democratic Institutional Bloc","1994",1994,"1994",0.3,0,0,"DOMP40"
"DOM","Dominican Republic","Revolutionary Independent Party","1994",1994,"1994",2.5,0,0,"DOMP41"
"DOM","Dominican Republic","Nationalist Revolutionary Democratic Party","1966",1966,"1966",0.3,0,0,"DOMP5"
"DOM","Dominican Republic","Reformist Party","1966",1982,"1966",56.5,0,0,"DOMP6"
"DOM","Dominican Republic","Dominican Revolutionary Party","1966",1994,"1978",51.7,0,0,"DOMP7"
"DOM","Dominican Republic","Christian Social Revolutionary","1966",1978,"1970",5.1,0,0,"DOMP8"
"DOM","Dominican Republic","Civic National Union","1966",1982,"1966",1.2,0,0,"DOMP9"
"ESP","Spain","Action for Ceuta","1977",1977,"1977",0,0,350,"ESPP1"
"ESP","Spain","Alliance for the Republic","1989",1989,"1989",0.1,0,350,"ESPP10"
"ESP","Spain","Carlins Electors of the Valencian Country","1977",1977,"1977",0,0,350,"ESPP100"
"ESP","Spain","Carlist Party","1979",2008,"1979",0.3,0,350,"ESPP101"
"ESP","Spain","Carlist Party of Catalunya","2004",2008,"2008",0,0,350,"ESPP102"
"ESP","Spain","Carlist Traditionalist Communion","2008",2008,"2008",0,0,350,"ESPP103"
"ESP","Spain","Castillian Unity","2004",2008,"2008",0,0,350,"ESPP104"
"ESP","Spain","Castillianist Union","1993",1993,"1993",0,0,350,"ESPP105"
"ESP","Spain","Catalan Convivience Electoral Coalition","1977",1977,"1977",0.6,1,350,"ESPP106"
"ESP","Spain","Catalan Liberal Party","1979",1979,"1979",0,0,350,"ESPP107"
"ESP","Spain","Catalan Republican Party","2008",2008,"2008",0,0,350,"ESPP108"
"ESP","Spain","Catalan State","1979",2000,"2000",0,0,350,"ESPP109"
"ESP","Spain","Almeria Regionalist Union","2000",2000,"2000",0,0,350,"ESPP11"
"ESP","Spain","Catalonian Labor Party-Labor Party of Spain","1979",1979,"1979",0.2,0,350,"ESPP110"
"ESP","Spain","Catalonian Left Electoral Coalition","1977",1977,"1977",0.8,1,350,"ESPP111"
"ESP","Spain","Catalonian Republican Left","1982",2008,"2004",2.5,8,350,"ESPP112"
"ESP","Spain","Catalonian Republican Left-National Front","1979",1979,"1979",0.7,1,350,"ESPP113"
"ESP","Spain","Catalonian Social Reform","1977",1977,"1977",0.1,0,350,"ESPP114"
"ESP","Spain","Centrist Liberal Union","2004",2008,"2008",0,0,350,"ESPP115"
"ESP","Spain","Centrist Union of Menorca","2004",2004,"2004",0,0,350,"ESPP116"
"ESP","Spain","Centrist Union-Democratic and Social Center","2000",2000,"2000",0.1,0,350,"ESPP117"
"ESP","Spain","Centrist Unity-P.E.D.","1989",1989,"1989",0,0,350,"ESPP118"
"ESP","Spain","Alternative for the Grand Canaries","2004",2004,"2004",0,0,350,"ESPP12"
"ESP","Spain","Centrists Party","2008",2008,"2008",0,0,350,"ESPP120"
"ESP","Spain","Ceuti Nacionalist Party","1982",1982,"1982",0,0,350,"ESPP121"
"ESP","Spain","Christian Positivist Party","2000",2008,"2008",0,0,350,"ESPP122"
"ESP","Spain","Christian Spanish Socialdemocratic Monarchy","1993",1993,"1993",0,0,350,"ESPP123"
"ESP","Spain","Citizen Association","2008",2008,"2008",0,0,350,"ESPP124"
"ESP","Spain","Citizen Convergence of the South-East","2000",2004,"2004",0,0,350,"ESPP125"
"ESP","Spain","Citizens-Party of the Citizenry","2008",2008,"2008",0.2,0,350,"ESPP126"
"ESP","Spain","CIVES","2000",2000,"2000",0,0,350,"ESPP127"
"ESP","Spain","Coalition Candidacy for Autonomy","1986",1986,"1986",0,0,350,"ESPP128"
"ESP","Spain","Alternative Green List","1986",1986,"1986",0.1,0,350,"ESPP13"
"ESP","Spain","Coalition for Aragon","1979",1979,"1979",0.1,0,350,"ESPP130"
"ESP","Spain","Coalition of Workers for Democracy","2000",2008,"2008",0,0,350,"ESPP131"
"ESP","Spain","Commoner's Land","2008",2008,"2008",0,0,350,"ESPP132"
"ESP","Spain","Commoner's Land-Castilian National Party","1993",2004,"2000",0.1,0,350,"ESPP133"
"ESP","Spain","Communist Front of Catalonia Electoral Coalition","1982",1982,"1982",0,0,350,"ESPP134"
"ESP","Spain","Communist League","1982",1982,"1982",0,0,350,"ESPP135"
"ESP","Spain","Communist League","1979",1979,"1979",0,0,350,"ESPP136"
"ESP","Spain","Communist Left Electoral Coalition","1982",1982,"1982",0,0,350,"ESPP137"
"ESP","Spain","Communist Movement","1982",1982,"1982",0,0,350,"ESPP138"
"ESP","Spain","Communist Movement of Andalucia","1982",1982,"1982",0,0,350,"ESPP139"
"ESP","Spain","Alternative in Blank","2008",2008,"2008",0,0,350,"ESPP14"
"ESP","Spain","Communist Movement of Castilla-Leon","1982",1982,"1982",0,0,350,"ESPP140"
"ESP","Spain","Communist Movement-Left Communist Organization","1979",1979,"1979",0.4,0,350,"ESPP142"
"ESP","Spain","Communist Party of Andalusia-Communist Party of Spain","1982",1982,"1982",1.1,1,350,"ESPP143"
"ESP","Spain","Communist Party of Spain","1977",1982,"1979",7.6,15,350,"ESPP144"
"ESP","Spain","Communist Party of Spain-Communist Party of Galicia","1982",1982,"1982",0.1,0,350,"ESPP145"
"ESP","Spain","Communist Party of Spain-Communist Party of the Valencian Country","1982",1982,"1982",0.5,0,350,"ESPP146"
"ESP","Spain","Communist Party of the Andalusian People","1989",1996,"1996",0,0,350,"ESPP147"
"ESP","Spain","Communist Party of the Basque People","1989",1989,"1989",0,0,350,"ESPP148"
"ESP","Spain","Communist Party of the Canary People","1989",2008,"2008",0,0,350,"ESPP149"
"ESP","Spain","Communist Party of the Castillian People","2004",2004,"2004",0,0,350,"ESPP150"
"ESP","Spain","Communist Party of the Catalan People","2004",2008,"2008",0,0,350,"ESPP151"
"ESP","Spain","Communist Party of the Galician People","1989",2008,"2008",0,0,350,"ESPP152"
"ESP","Spain","Communist Party of the Peoples of Spain","1989",2008,"2000",0.1,0,350,"ESPP153"
"ESP","Spain","Communist Party of the Peoples of Spain-Basque Communist","1977",2008,"1979",0.3,0,350,"ESPP154"
"ESP","Spain","Communist Party of the Workers","1979",1979,"1979",0.3,0,350,"ESPP155"
"ESP","Spain","Communist Revolutionary League","1979",1982,"1979",0.2,0,350,"ESPP156"
"ESP","Spain","Communist Unification of Spain","1979",1986,"1986",0.2,0,350,"ESPP157"
"ESP","Spain","Communist United Candidacy","1982",1982,"1982",0.1,0,350,"ESPP158"
"ESP","Spain","Communist Workers League","1986",1986,"1986",0,0,350,"ESPP159"
"ESP","Spain","Andalusian Coalition","2008",2008,"2008",0.3,0,350,"ESPP16"
"ESP","Spain","Communist Workers of Catalonia Party","1982",1982,"1982",0,0,350,"ESPP160"
"ESP","Spain","Communisty Party of Catalonia-Spanish Christian Party","1977",1979,"1979",0.1,0,350,"ESPP161"
"ESP","Spain","Conservatives of Cataluna","1982",1982,"1982",0,0,350,"ESPP162"
"ESP","Spain","Convergence and Union","1979",2008,"1989",5.1,18,350,"ESPP163"
"ESP","Spain","Convergence of Navarran Democrats","1996",2004,"1996",0.1,0,350,"ESPP164"
"ESP","Spain","Democratic and Social Center","1982",2008,"1986",9.3,19,350,"ESPP165"
"ESP","Spain","Democratic and Social Center-Catalan Union","2000",2000,"2000",0,0,350,"ESPP166"
"ESP","Spain","Democratic Asturian Convergence","2008",2008,"2008",0,0,350,"ESPP167"
"ESP","Spain","Democratic Asturian Convergence-Democratic and Social Center","2004",2004,"2004",0,0,350,"ESPP168"
"ESP","Spain","Democratic Center","1979",1979,"1979",5.8,9,350,"ESPP169"
"ESP","Spain","Andalusian Democratic Unity","1996",1996,"1996",0,0,350,"ESPP17"
"ESP","Spain","Democratic Center Union","1977",1982,"1977",34.5,166,350,"ESPP170"
"ESP","Spain","Democratic Citizens' Action","1996",1996,"1996",0,0,350,"ESPP171"
"ESP","Spain","Democratic Front of the Left","1977",1977,"1977",0.7,0,350,"ESPP172"
"ESP","Spain","Democratic Pact for Catalonia","1977",1977,"1977",2.8,11,350,"ESPP173"
"ESP","Spain","Democratic Party of the People","2000",2000,"2000",0,0,350,"ESPP174"
"ESP","Spain","Democratic Reformist Party","1986",1986,"1986",1,0,350,"ESPP175"
"ESP","Spain","Democratic Spanish Party","2000",2004,"2004",0,0,350,"ESPP176"
"ESP","Spain","Democratic Union of the Balearic Islands","1977",1977,"1977",0,0,350,"ESPP177"
"ESP","Spain","Ecologist Party of the Basque Country-Green List","1989",1989,"1989",0,0,350,"ESPP178"
"ESP","Spain","Ecologists","1993",1993,"1993",0.3,0,350,"ESPP179"
"ESP","Spain","Andalusian Left","2000",2000,"2000",0,0,350,"ESPP18"
"ESP","Spain","Ecology Party of Catalonia","1996",1996,"1996",0,0,350,"ESPP180"
"ESP","Spain","Ecology Party of Catalonia-Green","1986",1993,"1986",0.1,0,350,"ESPP181"
"ESP","Spain","Electoral Association and Independent Agragrian Social Action Party","1977",1977,"1977",0,0,350,"ESPP182"
"ESP","Spain","European Green Group","2004",2004,"2004",0,0,350,"ESPP183"
"ESP","Spain","European Greens","1996",2008,"2008",0,0,350,"ESPP184"
"ESP","Spain","European Greens-Basque Greens","1996",1996,"1996",0,0,350,"ESPP185"
"ESP","Spain","European Greens-Ecologists of Calatonia Alternative","1996",1996,"1996",0,0,350,"ESPP186"
"ESP","Spain","European Greens-Greens of Galicia","1996",1996,"1996",0,0,350,"ESPP187"
"ESP","Spain","European Greens-The Greens Alternative","1996",1996,"1996",0,0,350,"ESPP188"
"ESP","Spain","European Iberoamerican Alliance Party","2008",2008,"2008",0,0,350,"ESPP189"
"ESP","Spain","Andalusian Left Block","1977",1977,"1977",0,0,350,"ESPP19"
"ESP","Spain","European National State","1996",2004,"2004",0,0,350,"ESPP190"
"ESP","Spain","European Neighbors-Basque Country Berdeak","1996",1996,"1996",0,0,350,"ESPP191"
"ESP","Spain","Euskadi Communist Movement","1982",1982,"1982",0,0,350,"ESPP192"
"ESP","Spain","Euskadi Republican Left","1979",1979,"1979",0,0,350,"ESPP194"
"ESP","Spain","Euskadi Socialist Party-Euskadi Left-Spanish Socialist Workers' Party","1993",2008,"2008",1.7,9,350,"ESPP195"
"ESP","Spain","Extremadura Coalition","1996",1996,"1996",0,0,350,"ESPP196"
"ESP","Spain","Extremadura Communist Movement","1982",1982,"1982",0,0,350,"ESPP197"
"ESP","Spain","Extremadura Unity","1982",2008,"1989",0.1,0,350,"ESPP198"
"ESP","Spain","Extremadura Regionalist Party","1993",1993,"1993",0,0,350,"ESPP199"
"ESP","Spain","Agragrian Electoral Block Association","1982",1982,"1982",0,0,350,"ESPP2"
"ESP","Spain","Andalusian Nation","1996",2000,"2000",0,0,350,"ESPP20"
"ESP","Spain","Extremadura Regionalist Party-Extremadure Regional Convergence","2000",2000,"2000",0,0,350,"ESPP200"
"ESP","Spain","Federal Progressives","2000",2000,"2000",0,0,350,"ESPP201"
"ESP","Spain","Federated Independents of Aragon","1993",1993,"1993",0,0,350,"ESPP202"
"ESP","Spain","For the Legalization and Normalization of Cannabis Party","2004",2004,"2004",0.1,0,350,"ESPP203"
"ESP","Spain","For the Valencian Republic","2008",2008,"2008",0,0,350,"ESPP204"
"ESP","Spain","Front for the Valencian Country-Republican Left of Catalonia","2000",2000,"2000",0,0,350,"ESPP206"
"ESP","Spain","Front of the Communist Left","1982",1982,"1982",0,0,350,"ESPP207"
"ESP","Spain","Galician Alternative","1993",1993,"1993",0,0,350,"ESPP208"
"ESP","Spain","Galician Coalition","1986",2004,"1986",0.4,1,350,"ESPP209"
"ESP","Spain","Andalusian Party of Progress","1993",1993,"1993",0.2,0,350,"ESPP21"
"ESP","Spain","Galician Communist Movement-Left Communist Organization","1979",1979,"1979",0,0,350,"ESPP210"
"ESP","Spain","Galician Democracy","2000",2000,"2000",0,0,350,"ESPP211"
"ESP","Spain","Galician Democratic Party","1977",1977,"1977",0,0,350,"ESPP212"
"ESP","Spain","Galician Independent Electoral Association","1982",1982,"1982",0,0,350,"ESPP213"
"ESP","Spain","Galician Left","1982",1982,"1982",0.1,0,350,"ESPP214"
"ESP","Spain","Galician Nationalist Convergence","1993",1993,"1993",0,0,350,"ESPP215"
"ESP","Spain","Galician Nationalist Party-Galician Party","1989",1989,"1989",0.1,0,350,"ESPP216"
"ESP","Spain","Galician Platform and United Left","1986",1986,"1986",0.1,0,350,"ESPP217"
"ESP","Spain","Galician Socialist Party-Galician Left","1986",1989,"1989",0.2,0,350,"ESPP218"
"ESP","Spain","Galician Unity","1979",1979,"1979",0.3,0,350,"ESPP219"
"ESP","Spain","Andalusian Region Unity","1977",1977,"1977",0.1,0,350,"ESPP22"
"ESP","Spain","Green Alternative-Ecology Movement of Catalonia","1989",1989,"1989",0.1,0,350,"ESPP220"
"ESP","Spain","Green Initiative-United Left-Citizens Alternative","2004",2004,"2004",0.1,0,350,"ESPP221"
"ESP","Spain","Green Left of the Canary Islands","1996",1996,"1996",0,0,350,"ESPP222"
"ESP","Spain","Green Movement","1989",1989,"1989",0,0,350,"ESPP223"
"ESP","Spain","Green of Galicia","1993",1996,"1996",0,0,350,"ESPP224"
"ESP","Spain","Green of Galicia-Green Group","1993",2008,"2008",0,0,350,"ESPP225"
"ESP","Spain","Greens of the Alicanten Country","1993",1993,"1993",0,0,350,"ESPP226"
"ESP","Spain","Greens-Green List","1996",2008,"1996",0.1,0,350,"ESPP227"
"ESP","Spain","Group of Radicals in Madrid","1989",1989,"1989",0,0,350,"ESPP228"
"ESP","Spain","Andalusian Social Democratic Party","2004",2004,"2004",0,0,350,"ESPP23"
"ESP","Spain","Health and Ecology in Solidarity","1993",1993,"1993",0,0,350,"ESPP230"
"ESP","Spain","Humanist Party","1989",2008,"2004",0.1,0,350,"ESPP231"
"ESP","Spain","Humanist Party of Andalusia","1989",1989,"1989",0,0,350,"ESPP232"
"ESP","Spain","Humanist Party of Catalonia","1989",2004,"2004",0,0,350,"ESPP233"
"ESP","Spain","Iberican Union","2000",2000,"2000",0,0,350,"ESPP234"
