"ctrynm","party_id","party","hog_first","first","last","share_max","share_year","country"
"DEN",2959,"Liberal Party (Venstre)",,1950,2012,30.7,1949,"DNK"
"DEN",2960,"Liberals",,1885,2001,79.4,1884,"DNK"
"DEN",2965,"Moderate Liberals",,1893,1909,37.9,1892,"DNK"
"DEN",2976,"Progress",,1974,2001,16,1973,"DNK"
"DEN",2980,"Radical Liberal",,1920,2011,32,2001,"DNK"
"DEN",2983,"Radicals",1910,1907,1920,27.2,1913,"DNK"
"DEN",2986,"Single-Tax",,1954,1981,5.1,1959,"DNK"
"DEN",2989,"Social Democratic",1943,1885,2012,45.6,1935,"DNK"
"DEN",2993,"Socialist People's",,1961,2012,15.4,1987,"DNK"
"DEN",2998,"Unity List Red-Green",,1995,2012,6.7,2011,"DNK"
"DJI",3013,"People's Progress",2002,1977,2012,100,1977,"DJI"
"DOM",3019,"Coalition",,1928,1929,18.8,1927,"DOM"
"DOM",3021,"Democratic Integration",,1971,1974,11.3,1970,"DOM"
"DOM",3024,"Dominican Party",,1960,1963,100,1959,"DOM"
"DOM",3025,"Dominican Revolutionary",,1963,2012,55.7,1998,"DOM"
"DOM",3026,"Liberation",,1983,2012,57.4,2010,"DOM"
"DOM",3029,"National",,1925,1929,53.1,1927,"DOM"
"DOM",3031,"National Youth Movement",,1971,1978,18.3,1970,"DOM"
"DOM",3034,"Progressive",,1928,1929,28.1,1927,"DOM"
"DOM",3037,"Reformist",,1967,2006,94.5,1974,"DOM"
"DRV",3044,"Communist",1954,1954,1975,100,1959,"VNM"
"ECU",3053,"Coalition of Popular Forces",,1980,2004,45.3,1979,"ECU"
"ECU",3056,"Conservative",,1957,2002,15.6,1979,"ECU"
"ECU",3060,"Democratic Left",,1980,2012,60.6,1986,"ECU"
"ECU",3063,"Democratic Popular",,1980,2003,9.7,1990,"ECU"
"ECU",3071,"Institutional Renewal Party of National Action",,1987,2012,38,1986,"ECU"
"ECU",3074,"Liberal",,1961,1986,6.2,1979,"ECU"
"ECU",3076,"Movement for a Proud and Sovereign Fatherland",,2010,2012,47.6,2009,"ECU"
"ECU",3085,"Patriotic Society",,2003,2012,23.2,2006,"ECU"
"ECU",3088,"Pluri-National Pachakutik Movement",,1997,2012,9.9,1996,"ECU"
"ECU",3092,"Popular Democracy-Christian Democratic Union",,1985,2002,29.2,1998,"ECU"
"ECU",3098,"Radical Alfarista Front",,1985,2002,8.5,1984,"ECU"
"ECU",3102,"Republican Unity",,1993,1996,15.6,1992,"ECU"
"ECU",3105,"Roldoist",,1985,2012,23.5,1996,"ECU"
"ECU",3110,"Social Christian",,1980,2012,32.1,1996,"ECU"
"EGY",3117,"Al-Nur",,2012,2012,24.7,2011,"EGY"
"EGY",3119,"ASP/NDP",1954,1954,2011,100,1959,"EGY"
"EGY",3123,"Freedom and Justice party",,2012,2012,47.2,2011,"EGY"
"EGY",3135,"National Front for Change",,2007,2010,21.7,2006,"EGY"
"EGY",3138,"New Wafd",,1985,2012,12.9,1984,"EGY"
"EGY",3144,"SLP Alliance",,1988,1990,13.4,1987,"EGY"
"EGY",3146,"The Muslim Brotherhood",,2011,2011,19.8,2010,"EGY"
"EQG",3152,"Democracy and Social Union",,1994,1999,6.2,1993,"GNQ"
"EQG",3153,"Democratic",1997,1992,2012,93.8,1999,"GNQ"
"EQG",3154,"Democratic Opposition",,2008,2012,10,2007,"GNQ"
"EQG",3155,"Electoral Coalition",,2005,2007,30,2004,"GNQ"
"EQG",3160,"Social Democracy",,1994,1999,7.5,1993,"GNQ"
"ERI",3164,"People's Front for Democracy and Justice",,1993,2012,100,1992,"ERI"
"EST",3167,"Agrarian League",,1917,1920,21,1916,"EST"
"EST",3173,"Centre",1998,1991,2012,28.7,2007,"EST"
"EST",3175,"Christian Peoples Party",,1921,1932,8,1923,"EST"
"EST",3176,"Coalition",,1993,2003,40.6,1995,"EST"
"EST",3181,"Estonian National Independence Party",,1993,2000,9.9,1992,"EST"
"EST",3182,"Estonian People's Union",,2002,2011,12.9,2003,"EST"
"EST",3183,"Estonian Social Democratic",,1919,2012,34.2,1918,"EST"
"EST",3185,"Estonian Socialist Workers Party",,1917,1933,25,1929,"EST"
"EST",3187,"Estonian Workers Party",,1917,1932,25,1918,"EST"
"EST",3189,"Farmers Union",,1921,1932,24,1929,"EST"
"EST",3202,"National Centre Party",,1933,1933,23,1932,"EST"
"EST",3203,"National Fatherland Union",1993,1993,2007,28.7,1992,"EST"
"EST",3206,"National Party",,1919,1920,20.8,1918,"EST"
"EST",3209,"Peoples Party",,1921,1932,10,1920,"EST"
"EST",3210,"Pro Patria and Res Publica Union",,2008,2012,22.8,2011,"EST"
"EST",3213,"Reform",2003,1996,2012,32.7,2011,"EST"
"EST",3220,"Settlers party",,1924,1933,42,1932,"EST"
"EST",3223,"SRs",,1917,1918,12.9,1916,"EST"
"EST",3225,"The Public Good",,2004,2007,27.7,2003,"EST"
"EST",3231,"Working People's Common Front",,1924,1926,10,1923,"EST"
"ETI",3249,"Coalition for Unity and Democracy",,2008,2010,19.9,2007,"ETH"
"ETI",3253,"Ethiopian People’s Revolutionary Democratic Front",,1994,2012,96.7,2000,"ETH"
"ETI",3269,"United Ethiopian Democratic Forces",,2006,2010,10.6,2005,"ETH"
"FIN",3273,"Agrarian",1923,1917,2012,30,1932,"FIN"
"FIN",3284,"Christian Union",,1971,2012,5,1999,"FIN"
"FIN",3292,"Democratic Union (Communists a",,1947,1995,25.5,1947,"FIN"
"FIN",3295,"Finnish",,1917,1919,16.5,1916,"FIN"
"FIN",3301,"Green Alliance",,1984,2012,7.5,2007,"FIN"
"FIN",3306,"Leftist Alliance",,1996,2012,11,1995,"FIN"
"FIN",3309,"Liberal People's",,1960,1966,6.5,1962,"FIN"
"FIN",3312,"National Coalition",1919,1918,2012,26.5,1987,"FIN"
"FIN",3314,"National Progressive",1920,1920,1995,13,1919,"FIN"
"FIN",3330,"Rural",,1967,1999,9,1970,"FIN"
"FIN",3334,"Social Democrat",1949,1917,2012,51.5,1916,"FIN"
"FIN",3343,"Socialist Workers and Farmers",,1923,1930,13.5,1922,"FIN"
"FIN",3345,"Swedish People's",,1917,2012,12.5,1922,"FIN"
"FIN",3348,"True Finns",,2004,2012,19.5,2011,"FIN"
"FIN",3350,"Young Finnish",1917,1917,1919,16,1917,"FIN"
"FJI",3354,"Alliance",,1970,1992,75,1969,"FJI"
"FJI",3358,"Fijian Association",,1993,2001,14.1,1999,"FJI"
"FJI",3360,"Fijian Political Party",1993,1993,2001,44.3,1994,"FJI"
"FJI",3367,"Labor",,1993,2012,52.1,1999,"FJI"
"FJI",3369,"National Federation",,1970,2006,42.3,1982,"FJI"
"FJI",3372,"NFP/NLP Coalition",,1988,1992,53.8,1987,"FJI"
"FJI",3376,"United Fiji",,2001,2012,50.7,2006,"FJI"
"FRN",3407,"Communist",,1925,2012,30.5,1946,"FRA"
"FRN",3412,"Conservative",,1835,1997,69.6,1834,"FRA"
"FRN",3414,"Democracy and Progress",,1968,1978,8.4,1967,"FRA"
"FRN",3419,"Democratic and Socialist Left",,1968,1978,24.9,1967,"FRA"
"FRN",3422,"Democratic Union for the Repub",1969,1968,1978,60,1968,"FRA"
"FRN",3431,"Gaulists",,1947,1959,42.6,1958,"FRA"
"FRN",3450,"Left Republicans",1903,1903,1949,30.6,1902,"FRA"
"FRN",3453,"Legitimists",,1832,1850,22.7,1831,"FRA"
"FRN",3454,"Liberal Left",,1817,1824,15,1820,"FRA"
"FRN",3455,"Liberal Popular Action",,1903,1914,11.9,1906,"FRA"
"FRN",3456,"Liberals",,1825,1834,61.4,1831,"FRA"
"FRN",3460,"Misc. Right",,1828,1830,19.9,1827,"FRA"
"FRN",3462,"Moderate Republicans",1900,1849,1902,68.2,1848,"FRA"
"FRN",3463,"Moderate royalist",,1817,1820,52.7,1816,"FRA"
"FRN",3464,"Monarchists",,1871,1876,64.3,1870,"FRA"
"FRN",3475,"National Center",,1960,1971,28.4,1959,"FRA"
"FRN",3477,"National Front",,1987,2002,6.1,1986,"FRA"
"FRN",3505,"Popular Republican Movement",,1949,1967,15.1,1951,"FRA"
"FRN",3511,"Radical Socialist",1907,1894,2002,41.5,1906,"FRA"
"FRN",3520,"Rally for the Republic",1987,1960,2008,61.9,2002,"FRA"
"FRN",3532,"Republican",,1816,1940,82.3,1881,"FRA"
"FRN",3539,"Republican Union",1913,1911,1940,35.5,1924,"FRA"
"FRN",3548,"Right (Royalist and Bonapar",,1821,1935,96,1824,"FRA"
"FRN",3553,"RPR",,1945,1951,30.7,1945,"FRA"
"FRN",3558,"Socialist (SFIO)",,1945,1951,25.7,1944,"FRA"
"FRN",3559,"Socialist Party",,1952,1981,21.6,1978,"FRA"
"FRN",3562,"Socialist Republicans",,1915,1940,9.2,1936,"FRA"
"FRN",3566,"Third Party",,1835,1839,10.9,1834,"FRA"
"FRN",3569,"Ultra-royalist",,1816,1831,87.5,1815,"FRA"
"FRN",3572,"Union for a Popular Movement",2008,2008,2012,54.2,2007,"FRA"
"FRN",3573,"Union for French Democracy",,1979,2012,40.1,1993,"FRA"
"FRN",3576,"Union for the New Republic",1959,1959,1967,40.4,1959,"FRA"
"FRN",3580,"UNR-UDT",,1963,1968,47.3,1962,"FRA"
"FRN",3582,"Worker's International",,1910,2012,58,1981,"FRA"
"GAB",3590,"BDG-UDSG",,1961,1964,100,1960,"GAB"
"GAB",3594,"Defense of Democracy",,1965,1967,17,1964,"GAB"
"GAB",3597,"Democratic and Social Union",,1965,1967,17,1964,"GAB"
"GAB",3598,"Democratic Bloc",,1961,1967,66,1964,"GAB"
"GAB",3599,"Democratic Party",1975,1961,2012,100,1967,"GAB"
"GAB",3607,"Lumnberjacks Rally",,1994,2005,14.2,1993,"GAB"
"GAB",3609,"Movement for National Regenera",,1991,1993,15.5,1990,"GAB"
"GAB",3615,"Progress",,1991,2012,17.3,1990,"GAB"
"GAB",3617,"Rally for Gabon",,2006,2012,6.7,2005,"GAB"
"GAB",3625,"Union of the Gabonese People",,2006,2011,6.7,2005,"GAB"
"GAM",3627,"Alliance for Patriotic Reorientation and Construction",,1997,2012,94.3,2002,"GMB"
"GAM",3629,"Independence and Socialism",,1997,2007,5.7,2002,"GMB"
"GAM",3635,"National Convention Party",,1978,1994,16.7,1992,"GMB"
"GAM",3638,"People's Progressive Party",1965,1965,1994,87.5,1972,"GMB"
"GAM",3639,"United Democratic",,1997,2012,16.3,1996,"GMB"
"GAM",3641,"United Party",,1967,1977,25,1966,"GMB"
"GDR",3644,"National Front",,1949,1989,100,1959,"DDR"
"GFR",3650,"CDU/CSU",1949,1949,1989,56.2,1959,"DEU"
"GFR",3655,"Christian Democrats",,1949,1989,37.5,1948,"DEU"
"GFR",3659,"Free Democrats",,1949,1989,14,1948,"DEU"
"GFR",3661,"German Party",,1949,1959,6.2,1952,"DEU"
"GFR",3662,"Greens",,1984,1989,8.5,1987,"DEU"
"GFR",3667,"Social Democrats",,1949,1989,46.4,1972,"DEU"
"GHA",3678,"National Alliance of Liberals",,1970,1972,20.6,1969,"GHA"
"GHA",3679,"National Democratic Alliance",,1992,2012,94.5,1991,"GHA"
"GHA",3683,"New Patriotic Party",,1997,2012,64.5,2004,"GHA"
"GHA",3688,"People's National Party",,1980,1981,50.7,1979,"GHA"
"GHA",3689,"Popular Front Party",,1980,1981,30,1979,"GHA"
"GHA",3690,"Progress Party",,1970,1972,74.5,1969,"GHA"
"GMY",3703,"Centre",,1871,1934,26.7,1890,"DEU"
"GMY",3709,"Communist",,1921,1934,17.1,1932,"DEU"
"GMY",3718,"Free Thinking Peoples",,1885,1912,16.9,1884,"DEU"
"GMY",3720,"German Conservatives",,1871,1919,20.2,1887,"DEU"
"GMY",3721,"German Democratic",,1920,1934,17.8,1919,"DEU"
"GMY",3722,"German National Peoples",,1920,1934,20.9,1924,"DEU"
"GMY",3723,"German People's Democrat Centre",1926,1871,1934,14.2,1920,"DEU"
"GMY",3726,"German Reich",,1871,1919,14.4,1878,"DEU"
"GMY",3731,"Liberal Reich",,1871,1876,7.9,1870,"DEU"
"GMY",3732,"Liberal Union",,1877,1884,11.6,1881,"DEU"
"GMY",3734,"National Liberals",,1871,1919,39,1873,"DEU"
"GMY",3737,"National Socialists/Nazi",,1924,1945,44.5,1933,"DEU"
"GMY",3742,"Poles",,1871,1919,5,1907,"DEU"
"GMY",3744,"Progressive Peoples",,1913,1919,10.6,1912,"DEU"
"GMY",3745,"Progressives",,1871,1884,15.1,1881,"DEU"
"GMY",3747,"Social Democrats",,1871,1934,38.7,1919,"DEU"
"GNB",3749,"African Party",1974,1974,2012,100,1973,"GNB"
"GNB",3761,"Party for Social Renewal",2001,2000,2012,37.3,1999,"GNB"
"GNB",3764,"Resistance",,1995,2004,27.5,1999,"GNB"
"GNB",3765,"Social Democratic Party",,2000,2007,17,2004,"GNB"
"GNB",3767,"Social Renovation",,1995,2003,12,1994,"GNB"
"GNB",3769,"Union for Change",,1995,2004,6,1994,"GNB"
"GRC",3787,"Centre Union",,1960,1967,58,1964,"GRC"
"GRC",3788,"Centre Union-New Force-Union",,1975,1981,21.4,1974,"GRC"
"GRC",3801,"Democratic Union",,1929,1959,6.4,1928,"GRC"
"GRC",3809,"Greek Rally",,1952,1956,79.7,1952,"GRC"
"GRC",3821,"KKE Exterior",,1978,2012,9.3,1989,"GRC"
"GRC",3828,"Liberal Democratic Union",,1956,1959,21,1958,"GRC"
"GRC",3829,"Liberal Party",,1920,1959,76.8,1928,"GRC"
"GRC",3831,"Liberal-Progressive Coalition",,1953,1954,19.3,1952,"GRC"
"GRC",3849,"National Progressive Union",1952,1951,1959,28.7,1951,"GRC"
"GRC",3852,"National Radical Union",1960,1957,1967,58.7,1959,"GRC"
"GRC",3853,"National Unionist",,1946,1951,7.6,1945,"GRC"
"GRC",3855,"New Democracy",1975,1975,2012,71.4,1974,"GRC"
"GRC",3866,"Pan-Hellenic Movement",1982,1975,2012,57.3,1981,"GRC"
"GRC",3871,"People's",,1926,1951,44.8,1933,"GRC"
"GRC",3890,"Progressive Republican (Libera",,1926,1928,31.4,1927,"GRC"
"GRC",3895,"Social Democrats",,1951,1951,14,1950,"GRC"
"GRC",3899,"Union of Democratic Left",,1962,1967,9.3,1961,"GRC"
"GRC",3903,"United Opposition",,1920,1921,68,1919,"GRC"
"GRD",3908,"Grenada United Labor Party",1974,1974,1999,60,1973,"GRD"
"GRD",3910,"National Democratic Congress",1984,1984,2012,73.3,2008,"GRD"
"GRD",3911,"New National Party",1985,1984,2012,100,1999,"GRD"
"GRD",3913,"The National Party",1990,1990,1995,13.3,1990,"GRD"
"GRG",3917,"Citizen's Union",1994,1994,2004,65.1,1998,"GEO"
"GRG",3919,"Communist Party of Georgia",,1991,1998,100,1990,"GEO"
"GRG",3921,"Greens",,1993,1998,7.3,1992,"GEO"
"GRG",3925,"Industry Will Save Georgia",,1999,2004,7.5,1998,"GEO"
"GRG",3929,"National Democratic",,1996,1998,14.9,1995,"GEO"
"GRG",3934,"October 11",,1993,1995,12,1992,"GEO"
"GRG",3936,"Peace",,1993,1995,19.3,1992,"GEO"
"GRG",3940,"Right Opposition",,2005,2008,10,2004,"GEO"
"GRG",3946,"United National Movement",,2004,2012,90,2004,"GEO"
"GUA",3951,"Anti-Communist Unification",,1959,1985,30.3,1958,"GTM"
"GUA",3955,"Central Aranista Organization (CAO)",,1975,1982,10,1974,"GTM"
"GUA",3960,"Democratic Institutional",,1984,1990,6,1985,"GTM"
"GUA",3965,"Grand National Alliance",,2004,2011,31,2003,"GTM"
"GUA",3966,"Guatemalan Christian Democracy",,1960,2003,51,1985,"GTM"
"GUA",3968,"Guatemalan National Revolutionary Unity",,1945,2011,32.8,1952,"GTM"
"GUA",3969,"Guatemalan Republican Front",,1996,2012,55.8,1999,"GTM"
"GUA",3973,"Institutional Democratic Party (PID)",,1967,1982,50,1974,"GTM"
"GUA",3975,"Liberal",,1924,1931,100,1923,"GTM"
"GUA",3980,"Movement of Solidarity Action",,1991,1995,21.3,1990,"GTM"
"GUA",3982,"National Advancement Party",,1996,2012,53.8,1995,"GTM"
"GUA",3985,"National Democratic Reconciliation Party",,1959,1962,75.8,1961,"GTM"
"GUA",3988,"National Liberation Movement",,1960,1990,61.8,1970,"GTM"
"GUA",3990,"National Opposition Front (FNO)",,1975,1978,23.3,1974,"GTM"
"GUA",3992,"National Renovation (RN)",,1952,1953,15.5,1951,"GTM"
"GUA",3993,"National Unity for Hope",,2004,2011,32.3,2007,"GTM"
"GUA",3995,"National Unity for Hope / Grand National Alliance",,2012,2012,30.4,2011,"GTM"
"GUA",3997,"Nationalist Renewal",,1984,1990,5.9,1983,"GTM"
"GUA",4000,"Opposition",,1952,1953,20.7,1951,"GTM"
"GUA",4006,"Patriotic",,2008,2012,35.4,2011,"GTM"
"GUA",4007,"Popular Front (FPL)",,1949,1952,50,1948,"GTM"
"GUA",4011,"Republicano-Democratico",,1950,1951,13.2,1949,"GTM"
"GUA",4012,"Revolutionary Action (PAR)",,1949,1953,50,1948,"GTM"
"GUA",4014,"Revolutionary Party",,1952,1990,51.9,1966,"GTM"
"GUA",4020,"Union of National Centre",,1984,1995,46.1,1990,"GTM"
"GUI",4029,"Democratic Party",1972,1958,2012,100,1959,"GIN"
"GUI",4040,"Rally for the Guinean People",,1996,2012,15.8,1995,"GIN"
"GUI",4041,"Renewal and Progress",,1996,2012,17.5,2002,"GIN"
"GUI",4043,"Union for a New Republic",,1996,2002,7.5,1995,"GIN"
"GUY",4047,"A Partnership for National Unity",,2012,2012,40,2011,"GUY"
"GUY",4049,"Alliance for Change",,2007,2012,10.8,2011,"GUY"
"GUY",4051,"People's National Congress",1966,1966,2011,79.2,1985,"GUY"
"GUY",4052,"People's Progressive Party",1993,1966,2012,54.7,1997,"GUY"
"GUY",4055,"United Force",,1966,2011,13.2,1965,"GUY"
"HAI",4068,"Alliance Nationale pour la Démocratie ey le Progrès (ANDP)",,1994,1995,21,1993,"HTI"
"HAI",4071,"Alyans",,2007,2011,12.1,2006,"HTI"
"HAI",4072,"ANDP",,1990,1990,20.5,1989,"HTI"
"HAI",4075,"Fanmi Lavalas",,2005,2006,88,2004,"HTI"
"HAI",4077,"FNCD",,1990,2000,33.3,1993,"HTI"
"HAI",4080,"Fusion",,2007,2012,17.2,2006,"HTI"
"HAI",4083,"Inite",,2012,2012,46.5,2011,"HTI"
"HAI",4091,"Lavalas",2002,1996,2012,87.8,2000,"HTI"
"HAI",4093,"Lespwa",,2007,2012,21.2,2006,"HTI"
"HAI",4110,"National Unity Party",,1952,1986,100,1951,"HTI"
"HAI",4117,"OPL",,2007,2012,9.1,2006,"HTI"
"HAI",4126,"Parti Démocratique Chrétien d'Haïti (PDCH)",,1990,1995,8.6,1993,"HTI"
"HAI",4134,"RDNP",,1990,2011,7.4,1993,"HTI"
"HON",4148,"Liberal",,1927,2012,63.8,1959,"HND"
"HON",4151,"National",,1925,2012,100,1936,"HND"
"HUN",4163,"Federation of Young Democrats",1999,1991,2010,47.3,2002,"HUN"
"HUN",4164,"Arrowcross Party",,1944,1944,12.6,1943,"HUN"
"HUN",4166,"Christian Democratic People's",,1991,1998,5.7,1994,"HUN"
"HUN",4168,"Communist",1947,1945,1990,100,1959,"HUN"
"HUN",4177,"Hungarian Civic Union - Christian Democratic People's Party",,2011,2012,67.9,2010,"HUN"
"HUN",4179,"Hungarian Democratic Forum",1991,1991,2010,42.5,1990,"HUN"
"HUN",4181,"Hungarian Socialist",1995,1991,2012,54.1,1994,"HUN"
"HUN",4189,"Movement for a Better Hungary",,2011,2012,12.2,2010,"HUN"
"HUN",4192,"Party of Hungarian Life",1944,1944,1944,55.6,1943,"HUN"
"HUN",4198,"Small Landholders",,1945,1947,59,1944,"HUN"
"HUN",4200,"Social Democrats",,1944,1947,16.6,1944,"HUN"
"HUN",4201,"Transylvania Party",,1944,1944,12.3,1943,"HUN"
"ICE",4209,"Citizen's Party",,1988,1991,11.1,1987,"ISL"
"ICE",4210,"Citizens",,1924,1927,58.3,1923,"ISL"
"ICE",4213,"Communist/United Socialist",,1938,1959,19.2,1942,"ISL"
"ICE",4214,"Conservative",1945,1928,1957,36.1,1927,"ISL"
"ICE",4215,"Farmers",,1918,1941,13.9,1917,"ISL"
"ICE",4216,"Hardline Independence",,1918,1919,19.4,1917,"ISL"
"ICE",4217,"Home-Rule",,1918,1923,33.3,1917,"ISL"
"ICE",4219,"Independence",,1918,2012,47.2,1933,"ISL"
"ICE",4233,"Left/Green Alliance",,2000,2012,22.2,2009,"ISL"
"ICE",4234,"Liberal",,1928,2009,6.3,2007,"ISL"
"ICE",4241,"non-party",,1918,1923,8.3,1917,"ISL"
"ICE",4246,"People's Alliance",,1960,2012,23.3,1978,"ISL"
"ICE",4248,"Progressive",1928,1920,2012,58.3,1931,"ISL"
"ICE",4253,"Social Democrat",1948,1918,1999,23.3,1978,"ISL"
"ICE",4255,"Social Democratic Alliance",2010,2000,2012,31.7,2003,"ISL"
"ICE",4260,"Union of Liberals and Leftists",,1972,1978,8.3,1971,"ISL"
"ICE",4263,"Women's Alliance",,1984,1999,9.5,1987,"ISL"
"IND",4313,"Bharitaya Jana Sangh",,1952,1978,6.4,1967,"IND"
"IND",4318,"BJP",,1979,2012,33.6,1999,"IND"
"IND",4324,"Communist",,1952,2012,8.5,1989,"IND"
"IND",4325,"Communist (M)",,1968,2012,7.9,2004,"IND"
"IND",4332,"Congress",1960,1960,2012,77.7,1984,"IND"
"IND",4353,"Indian National Congress",1950,1950,1977,68.1,1957,"IND"
"IND",4365,"Janata Dal",1990,1978,2012,54.1,1977,"IND"
"IND",4407,"Samajwadi",,2005,2012,6.6,2004,"IND"
"IND",4417,"Swatantra",,1963,1977,8.1,1967,"IND"
"IND",4421,"Telugu Desam",,1985,2012,5.6,1984,"IND"
"INS",4433,"Democratic",,1978,2012,26.4,2009,"IDN"
"INS",4435,"Development Unity Party",,1978,2012,27.5,1977,"IDN"
"INS",4437,"Golkar",,1966,2009,76.5,1997,"IDN"
"INS",4440,"Indonesia Democracy Party",,2000,2012,36.2,1999,"IDN"
"INS",4442,"Indonesian National Party Marhaenism",,1955,2009,25,1955,"IDN"
"INS",4447,"Masjumi (Indonesian Moslem Cou",,1955,1956,25,1955,"IDN"
"INS",4448,"Moslem Scholars League",,1972,1977,16.1,1971,"IDN"
"INS",4450,"Nahdatul Ulama (Muslim School",,1955,1956,18.5,1955,"IDN"
"INS",4452,"National Awakening Party",,1999,2012,12,1999,"IDN"
"INS",4454,"National Mandate Party",,2000,2012,9.6,2004,"IDN"
"INS",4455,"Nationalist",,1972,1977,5.6,1971,"IDN"
"INS",4460,"Partai Komunis Indonesia (Indo",,1955,1956,15.8,1955,"IDN"
"INS",4471,"Prosperous Justice Party",,2005,2012,10.2,2009,"IDN"
"INS",4474,"The Party of Functional Groups",,2010,2012,18.9,2009,"IDN"
"IRE",4486,"Clann na Poblachta",,1949,1969,6.8,1948,"IRL"
"IRE",4487,"Clann na Talmhan",,1944,1965,10.1,1943,"IRL"
"IRE",4488,"Cumann na nGaedheal",1922,1922,1937,41.2,1923,"IRL"
"IRE",4492,"Farmers",,1922,1936,9.8,1923,"IRL"
"IRE",4493,"Fianna Fail",1933,1927,2012,56.8,1977,"IRL"
"IRE",4497,"Fine Gael",1949,1938,2012,45.8,2011,"IRL"
"IRE",4507,"Labour",,1922,2012,22.3,2011,"IRL"
"IRE",4511,"National League",,1927,1932,5.2,1926,"IRL"
"IRE",4520,"Pro-Treaty",,1922,1923,45.3,1921,"IRL"
"IRE",4521,"Progressive Democrats",,1988,2011,8.4,1987,"IRL"
"IRE",4522,"Republican",,1922,1926,28.8,1923,"IRL"
"IRE",4523,"Sinn Fein",,1927,2012,8.4,2011,"IRL"
"IRN",4530,"Conservatives",,2001,2012,62.8,2008,"IRN"
"IRN",4535,"Militant Clerics",,1997,2000,40.7,1996,"IRN"
"IRN",4539,"Reformists",,2001,2012,65.2,2000,"IRN"
"IRN",4540,"Servants of the Reconstruction",,1997,2000,29.6,1996,"IRN"
"IRQ",4553,"Iraqi National Movement",,2011,2012,28,2010,"IRQ"
"IRQ",4557,"Kurdistan Alliance",,2007,2012,19.3,2006,"IRQ"
"IRQ",4566,"National Iraqi Alliance",,2011,2012,21.5,2010,"IRQ"
"IRQ",4567,"National Progressive Front",,1980,2003,100,1979,"IRQ"
"IRQ",4570,"State of Law Coalition",,2011,2012,27.4,2010,"IRQ"
"IRQ",4571,"Tawafoq Iraqi Front",,2007,2010,16,2006,"IRQ"
"IRQ",4572,"Unified Iraqi Coalition",,2007,2010,46.5,2006,"IRQ"
"ISR",4579,"Ahdut Avodah",,1960,1965,6.7,1961,"ISR"
"ISR",4584,"Change",,2004,2006,12.5,2003,"ISR"
"ISR",4587,"Communist",,1949,1992,5,1955,"ISR"
"ISR",4590,"Democratic Movement for Change",,1978,1981,12.5,1977,"ISR"
"ISR",4595,"Freedom",,1949,1965,14.2,1959,"ISR"
"ISR",4596,"Galal",,1966,1973,21.7,1965,"ISR"
"ISR",4597,"General Zionists",,1949,1961,16.7,1951,"ISR"
"ISR",4604,"Israel and Immigration",,1997,2003,5.8,1996,"ISR"
"ISR",4605,"Israel Our Home",,2010,2012,12.5,2009,"ISR"
"ISR",4609,"Jewry of Torah",,2004,2009,5,2006,"ISR"
"ISR",4611,"Kadima",2007,2007,2012,24.2,2006,"ISR"
"ISR",4612,"Labour",1949,1949,2012,46.7,1969,"ISR"
"ISR",4615,"Liberal",,1962,1965,14.2,1961,"ISR"
"ISR",4616,"Likud",2010,1974,2012,38.4,1980,"ISR"
"ISR",4621,"Meretz",,1993,2012,10,1992,"ISR"
"ISR",4631,"National Religious Party",,1960,2006,10,1959,"ISR"
"ISR",4632,"National Union",,2004,2012,7.5,2006,"ISR"
"ISR",4646,"Shas",,1985,2012,14.2,1999,"ISR"
"ISR",4654,"Torah Front",,1956,1977,5,1955,"ISR"
"ISR",4657,"Tzomet",,1989,1999,6.7,1992,"ISR"
"ISR",4659,"United Regligious Front",,1949,1951,13.3,1948,"ISR"
"ISR",4662,"United Workers",,1949,1999,15.8,1948,"ISR"
"ISR",4666,"Workers",,1960,1992,7.5,1959,"ISR"
"ITA",4684,"Catholic",,1905,1913,5.7,1912,"ITA"
"ITA",4688,"Christian Democracy",,1946,2001,53.3,1950,"ITA"
"ITA",4693,"Communist",,1922,2001,36.2,1976,"ITA"
"ITA",4694,"Communist Refoundation",,2002,2008,6.5,2006,"ITA"
"ITA",4698,"Democratic",,2009,2012,34.4,2008,"ITA"
"ITA",4702,"Democratic Socialists",,1952,1994,5.9,1951,"ITA"
"ITA",4708,"Fascist",1923,1922,1943,6.5,1921,"ITA"
"ITA",4709,"Forza Italia",,1997,2008,21.3,2006,"ITA"
"ITA",4710,"Freedom Alliance",1995,1995,2006,58.5,2001,"ITA"
"ITA",4723,"Left-Wing Socialist",1956,1954,1959,14.1,1958,"ITA"
"ITA",4726,"Liberal",,1946,1994,7.4,1945,"ITA"
"ITA",4729,"Lombardy List",,1988,1994,8.8,1991,"ITA"
"ITA",4731,"Ministerial and Opposition Lib",1912,1895,1923,86.2,1894,"ITA"
"ITA",4732,"Mixed parliamentary group",,2007,2008,13.2,2006,"ITA"
"ITA",4733,"Monarchist",,1946,1972,6.5,1953,"ITA"
"ITA",4736,"National Alliance",,1997,2008,14.8,1996,"ITA"
"ITA",4739,"Northern League",,1997,2012,9.5,2008,"ITA"
"ITA",4740,"Olive Tree",,1995,2008,38.3,2001,"ITA"
"ITA",4746,"People of Freedom",2009,2009,2012,43.8,2008,"ITA"
"ITA",4748,"Popular",,1919,1923,20.2,1921,"ITA"
"ITA",4752,"Proletarian Democracy",,1977,1994,5.6,1991,"ITA"
