cntry,essround,variable,ess_id,party,party_id,name_check
CY,4,prtvtcy,7,Social Democrats (KS EDEK),CY-3-7,KS-EDEK Social Democrats
CY,4,prtvtcy,8,Other,NA,NA
CY,4,prtvtcy,9,Not applicable,NA,NA
CY,4,prtvtcy,10,Refusal,NA,NA
CY,4,prtvtcy,11,Don't know,NA,NA
CY,4,prtvtcy,12,No answer,NA,NA
CY,5,prtvtcy,1,Progressive Party of Working People (AKEL),CY-5-1,AKEL Progressive Party of Working People
CY,5,prtvtcy,2,Democratic Party (DIKO),CY-4-2,DIKO Democratic Party
CY,5,prtvtcy,3,Democratic Rally (DISY),CY-6-3,DHSY/DISY Democratic Rally
CY,5,prtvtcy,4,European Party (EVROKO),CY-3-4,EYROKO/EVROKO European Party
CY,5,prtvtcy,5,The Cyprus Green Party,CY-4-5,  The Cyprus Green Party
CY,5,prtvtcy,6,United Democrats (EDI),CY-4-6,EDI United Democrats
CY,5,prtvtcy,7,Social Democrats (KS EDEK),CY-3-7,KS-EDEK Social Democrats
CY,5,prtvtcy,8,Other,NA,NA
CY,5,prtvtcy,9,Not applicable,NA,NA
CY,5,prtvtcy,10,Refusal,NA,NA
CY,5,prtvtcy,11,Don't know,NA,NA
CY,5,prtvtcy,12,No answer,NA,NA
CY,6,prtvtacy,1,Progressive Party of Working People (AKEL),CY-5-1,AKEL Progressive Party of Working People
CY,6,prtvtacy,2,Democratic Party (DIKO),CY-4-2,DIKO Democratic Party
CY,6,prtvtacy,3,Democratic Rally (DISY),CY-6-3,DHSY/DISY Democratic Rally
CY,6,prtvtacy,4,European Party (EVROKO),CY-3-4,EYROKO/EVROKO European Party
CY,6,prtvtacy,5,The Cyprus Green Party,CY-4-5,  The Cyprus Green Party
CY,6,prtvtacy,6,Social Democrats (KS EDEK),CY-3-7,KS-EDEK Social Democrats
CY,6,prtvtacy,7,Other,NA,NA
CY,6,prtvtacy,8,Not applicable,NA,NA
CY,6,prtvtacy,9,Refusal,NA,NA
CY,6,prtvtacy,10,Don't know,NA,NA
CY,6,prtvtacy,11,No answer,NA,NA
CZ,1,prtvtcz,1,CSSD Cz.Social Democratic P.,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,1,prtvtcz,2,ODA Civic Democratic Alliance,CZ-2-2,ODA Civic Democratic Alliance
CZ,1,prtvtcz,3,Nadeje (Hope),CZ-1-3, Nadeje Hope
CZ,1,prtvtcz,4,RMS Republicans of Miroslav Sladek,CZ-2-4,RMS Republicans of Miroslav Sladek
CZ,1,prtvtcz,5,CSNS Cz.National Social P.,CZ-1-5,CSNS Czech National Social Party
CZ,1,prtvtcz,6,SV-SOS P.of Countryside-Assoc.Civic Forces,CZ-2-6,SV-SOS P.of Countryside-Assoc.Civic Forces
CZ,1,prtvtcz,7,Association of Independents,CZ-2-7,  Association of Independents
CZ,1,prtvtcz,8,ODS Civic Democratic P.,CZ-4-5,ODS Civic Democratic P.
CZ,1,prtvtcz,9,KSCM Communist P.of Bohemia&Moravia,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,1,prtvtcz,10,Coalition (Christian Dem.&Freedom Union),CZ-1-10,  Coalition (Christian Dem.&Freedom Union)
CZ,1,prtvtcz,11,SZJ P.for Life Securities,CZ-1-11,SZJ Party for Security in Life
CZ,1,prtvtcz,12,PB Right Block,CZ-2-12,PB Right Block
CZ,1,prtvtcz,13,SZ P.of Greens,CZ-4-3,SZ P.of Greens
CZ,1,prtvtcz,14,Other,NA,NA
CZ,1,prtvtcz,15,Not applicable,NA,NA
CZ,1,prtvtcz,16,Refusal,NA,NA
CZ,1,prtvtcz,17,Don't know,NA,NA
CZ,1,prtvtcz,18,No answer,NA,NA
CZ,2,prtvtcz,1,CSSD Cz.Social Democratic P.,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,2,prtvtcz,2,ODA Civic Democratic Alliance,CZ-2-2,ODA Civic Democratic Alliance
CZ,2,prtvtcz,3,Nadeje (Hope),CZ-1-3, Nadeje Hope
CZ,2,prtvtcz,4,RMS Republicans of Miroslav Sladek,CZ-2-4,RMS Republicans of Miroslav Sladek
CZ,2,prtvtcz,5,CSNS Cz.National Social P.,CZ-1-5,CSNS Czech National Social Party
CZ,2,prtvtcz,6,SV-SOS P.of Countryside-Assoc.Civic Forces,CZ-2-6,SV-SOS P.of Countryside-Assoc.Civic Forces
CZ,2,prtvtcz,7,Association of Independents,CZ-2-7,  Association of Independents
CZ,2,prtvtcz,8,ODS Civic Democratic P.,CZ-4-5,ODS Civic Democratic P.
CZ,2,prtvtcz,9,KSCM Communist P.of Bohemia&Moravia,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,2,prtvtcz,10,Coalition (Christian Dem.&Freedom Union),CZ-1-10,  Coalition (Christian Dem.&Freedom Union)
CZ,2,prtvtcz,11,SZJ P.for Life Securities,CZ-1-11,SZJ Party for Security in Life
CZ,2,prtvtcz,12,PB Right Block,CZ-2-12,PB Right Block
CZ,2,prtvtcz,13,SZ P.of Greens,CZ-4-3,SZ P.of Greens
CZ,2,prtvtcz,14,Other,NA,NA
CZ,2,prtvtcz,15,Not applicable,NA,NA
CZ,2,prtvtcz,16,Refusal,NA,NA
CZ,2,prtvtcz,17,Don't know,NA,NA
CZ,4,prtvtacz,1,KSCM,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,4,prtvtacz,2,CSSD,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,4,prtvtacz,3,SZ,CZ-4-3,SZ P.of Greens
CZ,4,prtvtacz,4,KDU-CSL,CZ-4-4,KDU-CSL Christian Democratic P.
CZ,4,prtvtacz,5,ODS,CZ-4-5,ODS Civic Democratic P.
CZ,4,prtvtacz,6,Other,NA,NA
CZ,4,prtvtacz,7,Not applicable,NA,NA
CZ,4,prtvtacz,8,Refusal,NA,NA
CZ,4,prtvtacz,9,Don't know,NA,NA
CZ,4,prtvtacz,10,No answer,NA,NA
CZ,5,prtvtbcz,1,KSCM,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,5,prtvtbcz,2,CSSD,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,5,prtvtbcz,3,SZ,CZ-4-3,SZ P.of Greens
CZ,5,prtvtbcz,4,KDU-CSL,CZ-4-4,KDU-CSL Christian Democratic P.
CZ,5,prtvtbcz,5,TOP09,CZ-5-5,TOP09 
CZ,5,prtvtbcz,6,VV,CZ-5-6,VV 
CZ,5,prtvtbcz,7,ODS,CZ-4-5,ODS Civic Democratic P.
CZ,5,prtvtbcz,8,Other,NA,NA
CZ,5,prtvtbcz,9,Not applicable,NA,NA
CZ,5,prtvtbcz,10,Refusal,NA,NA
CZ,5,prtvtbcz,11,Don't know,NA,NA
CZ,5,prtvtbcz,12,No answer,NA,NA
CZ,6,prtvtccz,1,KSCM,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,6,prtvtccz,2,CSSD,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,6,prtvtccz,3,TOP09,CZ-5-5,TOP09 
CZ,6,prtvtccz,4,VV,CZ-5-6,VV 
CZ,6,prtvtccz,5,ODS,CZ-4-5,ODS Civic Democratic P.
CZ,6,prtvtccz,6,Other,NA,NA
CZ,6,prtvtccz,7,Not applicable,NA,NA
CZ,6,prtvtccz,8,Refusal,NA,NA
CZ,6,prtvtccz,9,Don't know,NA,NA
CZ,6,prtvtccz,10,No answer,NA,NA
CZ,7,prtvtdcz,1,KSCM,CZ-6-1,KSCM Communist P.of Bohemia&Moravia
CZ,7,prtvtdcz,2,CSSD,CZ-4-2,CSSD Cz.Social Democratic P.
CZ,7,prtvtdcz,3,TOP 09,CZ-7-3, TOP 09 
CZ,7,prtvtdcz,4,ANO 2011,CZ-7-4, ANO 2011 
CZ,7,prtvtdcz,5,ODS,CZ-4-5,ODS Civic Democratic P.
CZ,7,prtvtdcz,6,KDU-CSL,CZ-4-4,KDU-CSL Christian Democratic P.
CZ,7,prtvtdcz,7,Úsvit prímé demokracie Tomia Okamury,CZ-7-7, Úsvit prímé demokracie Tomia Okamury 
CZ,7,prtvtdcz,8,Other,NA,NA
CZ,7,prtvtdcz,9,Not applicable,NA,NA
CZ,7,prtvtdcz,10,Refusal,NA,NA
CZ,7,prtvtdcz,11,Don't know,NA,NA
DK,1,prtvtdk,1,Socialdemokratiet,DK-4-1, Socialdemokratiet Danish Social Democtrats
DK,1,prtvtdk,2,Det Radikale Venstre,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,1,prtvtdk,3,Det Konservative Folkeparti,DK-3-3, Det Konservative Folkeparti Conservative
DK,1,prtvtdk,4,Centrum-Demokraterne,DK-1-4, Centrum-Demokraterne 
DK,1,prtvtdk,5,Socialistisk Folkeparti,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,1,prtvtdk,6,Dansk Folkeparti,DK-3-6, Dansk Folkeparti Danish peoples party
DK,1,prtvtdk,7,Kristeligt Folkeparti,DK-2-7, Kristeligt Folkeparti/Kristendemokraterne Christian democtrats
DK,1,prtvtdk,8,Venstre,DK-2-8, Venstre / Danmarks Liberale Parti 
DK,1,prtvtdk,9,Fremskridtspartiet,DK-2-9, Fremskridtspartiet 
DK,1,prtvtdk,10,Enhedslisten,DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,1,prtvtdk,11,Other,NA,NA
DK,1,prtvtdk,12,Not applicable,NA,NA
DK,1,prtvtdk,13,Refusal,NA,NA
DK,1,prtvtdk,14,Don't know,NA,NA
DK,1,prtvtdk,15,No answer,NA,NA
DK,2,prtvtdk,1,Socialdemokratiet,DK-4-1, Socialdemokratiet Danish Social Democtrats
DK,2,prtvtdk,2,Det Radikale Venstre,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,2,prtvtdk,3,Det Konservative Folkeparti,DK-3-3, Det Konservative Folkeparti Conservative
DK,2,prtvtdk,4,Centrum-Demokraterne,DK-1-4, Centrum-Demokraterne 
DK,2,prtvtdk,5,Socialistisk Folkeparti,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,2,prtvtdk,6,Dansk Folkeparti,DK-3-6, Dansk Folkeparti Danish peoples party
DK,2,prtvtdk,7,Kristeligt Folkeparti,DK-2-7, Kristeligt Folkeparti/Kristendemokraterne Christian democtrats
DK,2,prtvtdk,8,Venstre,DK-2-8, Venstre / Danmarks Liberale Parti 
DK,2,prtvtdk,9,Fremskridtspartiet,DK-2-9, Fremskridtspartiet 
DK,2,prtvtdk,10,Enhedslisten,DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,2,prtvtdk,11,Other,NA,NA
DK,2,prtvtdk,12,Not applicable,NA,NA
DK,2,prtvtdk,13,Refusal,NA,NA
DK,2,prtvtdk,14,Don't know,NA,NA
DK,2,prtvtdk,15,No answer,NA,NA
DK,3,prtvtadk,1,Socialdemokratiet,DK-4-1, Socialdemokratiet Danish Social Democtrats
DK,3,prtvtadk,2,Det Radikale Venstre,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,3,prtvtadk,3,Det Konservative Folkeparti,DK-3-3, Det Konservative Folkeparti Conservative
DK,3,prtvtadk,4,Centrum-Demokraterne,DK-1-4, Centrum-Demokraterne 
DK,3,prtvtadk,5,Socialistisk Folkeparti,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,3,prtvtadk,6,Dansk Folkeparti,DK-3-6, Dansk Folkeparti Danish peoples party
DK,3,prtvtadk,7,Kristendemokraterne,DK-2-7, Kristeligt Folkeparti/Kristendemokraterne Christian democtrats
DK,3,prtvtadk,8,Venstre,DK-2-8, Venstre / Danmarks Liberale Parti 
DK,3,prtvtadk,9,Fremskridtspartiet,DK-2-9, Fremskridtspartiet 
DK,3,prtvtadk,10,Enhedslisten,DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,3,prtvtadk,11,Other,NA,NA
DK,3,prtvtadk,12,Not applicable,NA,NA
DK,3,prtvtadk,13,Refusal,NA,NA
DK,3,prtvtadk,14,Don't know,NA,NA
DK,3,prtvtadk,15,No answer,NA,NA
DK,4,prtvtbdk,1,Socialdemokraterne - the Danish social democtrats,DK-4-1, Socialdemokratiet Danish Social Democtrats
DK,4,prtvtbdk,2,Det Radikale Venstre - Danish Social-Liberal Party,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,4,prtvtbdk,3,Det Konservative Folkeparti - Conservative,DK-3-3, Det Konservative Folkeparti Conservative
DK,4,prtvtbdk,4,SF- Socialistisk Folkeparti - the Socialist People's Party,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,4,prtvtbdk,5,Dansk Folkeparti - Danish peoples party,DK-3-6, Dansk Folkeparti Danish peoples party
DK,4,prtvtbdk,6,Kristendemokraterne - Christian democtrats,DK-2-7, Kristeligt Folkeparti/Kristendemokraterne Christian democtrats
DK,4,prtvtbdk,7,"Venstre, Danmarks Liberale Parti - Venstre",DK-2-8, Venstre / Danmarks Liberale Parti 
DK,4,prtvtbdk,8,Ny Alliance - New alliance,DK-7-8,  New alliance / Liberal Alliance
DK,4,prtvtbdk,9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,4,prtvtbdk,10,Andet - other,DK-7-10,Andet Andet Other
DK,4,prtvtbdk,11,Not applicable,NA,NA
DK,4,prtvtbdk,12,Refusal,NA,NA
DK,4,prtvtbdk,13,Don't know,NA,NA
DK,4,prtvtbdk,14,No answer,NA,NA
DK,5,prtvtbdk,1,Socialdemokraterne - the Danish social democtrats,DK-4-1, Socialdemokratiet Danish Social Democtrats
DK,5,prtvtbdk,2,Det Radikale Venstre - Danish Social-Liberal Party,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,5,prtvtbdk,3,Det Konservative Folkeparti - Conservative,DK-3-3, Det Konservative Folkeparti Conservative
DK,5,prtvtbdk,4,SF- Socialistisk Folkeparti - the Socialist People's Party,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,5,prtvtbdk,5,Dansk Folkeparti - Danish peoples party,DK-3-6, Dansk Folkeparti Danish peoples party
DK,5,prtvtbdk,6,Kristendemokraterne - Christian democtrats,DK-2-7, Kristeligt Folkeparti/Kristendemokraterne Christian democtrats
DK,5,prtvtbdk,7,"Venstre, Danmarks Liberale Parti - Venstre",DK-2-8, Venstre / Danmarks Liberale Parti 
DK,5,prtvtbdk,8,Ny Alliance - New alliance,DK-7-8,  New alliance / Liberal Alliance
DK,5,prtvtbdk,9,"Enhedslisten, De Rød-Grønne - The Red-Green Alliance",DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,5,prtvtbdk,10,Andet - other,DK-7-10,Andet Andet Other
DK,5,prtvtbdk,11,Not applicable,NA,NA
DK,5,prtvtbdk,12,Refusal,NA,NA
DK,5,prtvtbdk,13,Don't know,NA,NA
DK,5,prtvtbdk,14,No answer,NA,NA
DK,6,prtvtcdk,1,Socialdemokraterne - the Danish social democrats,DK-6-1, Socialdemokraterne - the Danish social democrats 
DK,6,prtvtcdk,2,Det Radikale Venstre - Danish Social-Liberal Party,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,6,prtvtcdk,3,Det Konservative Folkeparti - Conservative,DK-3-3, Det Konservative Folkeparti Conservative
DK,6,prtvtcdk,4,SF Socialistisk Folkeparti - Socialist People's Party,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,6,prtvtcdk,5,Dansk Folkeparti - Danish peoples party,DK-3-6, Dansk Folkeparti Danish peoples party
DK,6,prtvtcdk,6,Kristendemokraterne - Christian democrats,DK-6-6, Kristendemokraterne - Christian democrats 
DK,6,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",DK-2-8, Venstre / Danmarks Liberale Parti 
DK,6,prtvtcdk,8,Liberal Alliance - Liberal Alliance,DK-7-8,  New alliance / Liberal Alliance
DK,6,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,6,prtvtcdk,10,Andet - other,DK-7-10,Andet Andet Other
DK,6,prtvtcdk,11,Not applicable,NA,NA
DK,6,prtvtcdk,12,Refusal,NA,NA
DK,6,prtvtcdk,13,Don't know,NA,NA
DK,6,prtvtcdk,14,No answer,NA,NA
DK,7,prtvtcdk,1,Socialdemokraterne - the Danish social democrats,DK-6-1, Socialdemokraterne - the Danish social democrats 
DK,7,prtvtcdk,2,Det Radikale Venstre - Danish Social-Liberal Party,DK-3-2, Det Radikale Venstre Danish Social-Liberal Party
DK,7,prtvtcdk,3,Det Konservative Folkeparti - Conservative,DK-3-3, Det Konservative Folkeparti Conservative
DK,7,prtvtcdk,4,SF Socialistisk Folkeparti - Socialist People's Party,DK-6-4,SF Socialistisk Folkeparti Socialist People's Party
DK,7,prtvtcdk,5,Dansk Folkeparti - Danish peoples party,DK-3-6, Dansk Folkeparti Danish peoples party
DK,7,prtvtcdk,6,Kristendemokraterne - Christian democrats,DK-6-6, Kristendemokraterne - Christian democrats 
DK,7,prtvtcdk,7,"Venstre, Danmarks Liberale Parti - Venstre",DK-2-8, Venstre / Danmarks Liberale Parti 
DK,7,prtvtcdk,8,Liberal Alliance - Liberal Alliance,DK-7-8,  New alliance / Liberal Alliance
DK,7,prtvtcdk,9,Enhedslisten - Unity List - The Red-Green Alliance,DK-3-10, Enhedslisten Unity List - The Red-Green Alliance
DK,7,prtvtcdk,10,Andet - other,DK-7-10,Andet Andet Other
DK,7,prtvtcdk,11,Not applicable,NA,NA
DK,7,prtvtcdk,12,Refusal,NA,NA
DK,7,prtvtcdk,13,Don't know,NA,NA
DK,7,prtvtcdk,14,No answer,NA,NA
EE,2,prtvtee,1,Party Res Publica,EE-2-1, Res Publica Party Res Publica
EE,2,prtvtee,2,Estonian Centre Party,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,2,prtvtee,3,Estonian Reform Party,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,2,prtvtee,4,Pro Patria Union,EE-3-4,  Pro Patria Union
EE,2,prtvtee,5,Estonian Social Democratic Party,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,2,prtvtee,6,Estonian People's Union,EE-6-4, Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit Estonian People's Union/The People's Union of Estonia
EE,2,prtvtee,7,Estonian United People's Party,EE-2-7,  Estonian United People's Party
EE,2,prtvtee,8,Estonian Christian Peoples Party,EE-5-9, Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats
EE,2,prtvtee,11,Russian Party in Estonia,EE-2-11,  Russian Party in Estonia
EE,2,prtvtee,12,Independent candidates,EE-2-12, Üksikkandidaat/Üksikkandidaadi poolt Independent candidates
EE,2,prtvtee,14,Not applicable,NA,NA
EE,2,prtvtee,15,Refusal,NA,NA
EE,2,prtvtee,16,Don't know,NA,NA
EE,2,prtvtee,17,No answer,NA,NA
EE,3,prtvtaee,1,Res Publica,EE-2-1, Res Publica Party Res Publica
EE,3,prtvtaee,2,Estonian Centre Party,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,3,prtvtaee,3,Estonian Reform Party,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,3,prtvtaee,4,Pro Patria Union,EE-3-4,  Pro Patria Union
EE,3,prtvtaee,5,Estonian Social Democrats,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,3,prtvtaee,6,Estonian People's Union,EE-6-4, Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit Estonian People's Union/The People's Union of Estonia
EE,3,prtvtaee,7,Other,NA,NA
EE,3,prtvtaee,8,Not applicable,NA,NA
EE,3,prtvtaee,9,Refusal,NA,NA
EE,3,prtvtaee,10,Don't know,NA,NA
EE,4,prtvtbee,1,Pro Patria and Res Publica Union,EE-7-3, Erakond Isamaa ja Res Publica Liit Pro Patria and Res Publica Union
EE,4,prtvtbee,2,The Estonian Centre Party,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,4,prtvtbee,3,Estonian Reform Party,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,4,prtvtbee,4,The People's Union of Estonia,EE-6-4, Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit Estonian People's Union/The People's Union of Estonia
EE,4,prtvtbee,5,The Social Democratic Party,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,4,prtvtbee,6,Estonian Greens,EE-5-6, Erakond Eestimaa Rohelised Estonian Greens
EE,4,prtvtbee,7,Party of Estonian Christian Democrats,EE-5-9, Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats
EE,4,prtvtbee,8,Estonian United Left Party,EE-4-8,  Estonian United Left Party
EE,4,prtvtbee,9,Estonian Independence Party,EE-4-9,  Estonian Independence Party
EE,4,prtvtbee,10,Russian Party in Estonia,EE-2-11,  Russian Party in Estonia
EE,4,prtvtbee,11,campaigner,EE-4-11, campaigner 
EE,4,prtvtbee,12,Not applicable,NA,NA
EE,4,prtvtbee,13,Refusal,NA,NA
EE,4,prtvtbee,14,Don't know,NA,NA
EE,4,prtvtbee,15,No answer,NA,NA
EE,5,prtvtcee,1,Erakond Isamaa ja Res Publica Liit,EE-7-3, Erakond Isamaa ja Res Publica Liit Pro Patria and Res Publica Union
EE,5,prtvtcee,2,Eesti Keskerakond,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,5,prtvtcee,3,Eesti Reformierakond,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,5,prtvtcee,4,Eestimaa Rahvaliit,EE-6-4, Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit Estonian People's Union/The People's Union of Estonia
EE,5,prtvtcee,5,Sotsiaaldemokraatlik Erakond,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,5,prtvtcee,6,Erakond Eestimaa Rohelised,EE-5-6, Erakond Eestimaa Rohelised Estonian Greens
EE,5,prtvtcee,7,Other,NA,NA
EE,5,prtvtcee,8,Eesti Iseseisvuspartei,EE-5-8, Eesti Iseseisvuspartei 
EE,5,prtvtcee,9,Erakond Eesti Kristlikud Demokraadid,EE-5-9, Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats
EE,5,prtvtcee,10,Üksikkandidaat,EE-5-10, Üksikkandidaat/Üksikkandidaadi poolt Independent candidates
EE,5,prtvtcee,11,Mitte kellegi poolt,EE-5-11, Mitte kellegi poolt 
EE,5,prtvtcee,12,Not applicable,NA,NA
EE,5,prtvtcee,13,Refusal,NA,NA
EE,5,prtvtcee,14,Don't know,NA,NA
EE,5,prtvtcee,15,No answer,NA,NA
EE,6,prtvtdee,1,Erakond Isamaa ja Res Publica Liit,EE-7-3, Erakond Isamaa ja Res Publica Liit Pro Patria and Res Publica Union
EE,6,prtvtdee,2,Eesti Keskerakond,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,6,prtvtdee,3,Eesti Reformierakond,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,6,prtvtdee,4,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),EE-6-4, Eestimaa Rahvaliit/Eesti Konservatiivne Rahvaerakond endine Rahvaliit Estonian People's Union/The People's Union of Estonia
EE,6,prtvtdee,5,Sotsiaaldemokraatlik Erakond,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,6,prtvtdee,6,Erakond Eestimaa Rohelised,EE-5-6, Erakond Eestimaa Rohelised Estonian Greens
EE,6,prtvtdee,7,Erakond Eesti Kristlikud Demokraadid,EE-5-9, Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats
EE,6,prtvtdee,8,Eesti Iseseisvuspartei,EE-5-8, Eesti Iseseisvuspartei 
EE,6,prtvtdee,10,Eesti Vabaduspartei – Põllumeeste Kogu,EE-6-10, Eesti Vabaduspartei – Põllumeeste Kogu 
EE,6,prtvtdee,11,Üksikkandidaadi poolt,EE-6-11, Üksikkandidaat/Üksikkandidaadi poolt Independent candidates
EE,6,prtvtdee,12,Not applicable,NA,NA
EE,6,prtvtdee,13,Refusal,NA,NA
EE,6,prtvtdee,14,Don't know,NA,NA
EE,7,prtvteee,1,Eesti Reformierakond,EE-5-3, Eesti Reformierakond Estonian Reform Party
EE,7,prtvteee,2,Eesti Keskerakond,EE-7-2, Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party
EE,7,prtvteee,3,Erakond Isamaa ja Res Publica Liit,EE-7-3, Erakond Isamaa ja Res Publica Liit Pro Patria and Res Publica Union
EE,7,prtvteee,4,Sotsiaaldemokraatlik Erakond,EE-2-5, Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party
EE,7,prtvteee,5,Erakond Eestimaa Rohelised,EE-5-6, Erakond Eestimaa Rohelised Estonian Greens
EE,7,prtvteee,6,Konservatiivne Rahvaerakond (endie Rahvaliit),EE-7-6, Konservatiivne Rahvaerakond (endie Rahvaliit) 
EE,7,prtvteee,7,Vene Erakond Eestis,EE-7-7, Vene Erakond Eestis 
EE,7,prtvteee,8,Erakond Eesti Kristlikud Demokraadid,EE-5-9, Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats
EE,7,prtvteee,9,Eesti Iseseisvuspartei,EE-5-8, Eesti Iseseisvuspartei 
EE,7,prtvteee,10,Üksikkandidaadid või muud,EE-7-10, Üksikkandidaadid või muud 
EE,7,prtvteee,11,Not applicable,NA,NA
EE,7,prtvteee,12,Refusal,NA,NA
EE,7,prtvteee,13,Don't know,NA,NA
ES,1,prtvtes,1,Partido Popular (PP),ES-5-1,PP Partido Popular
ES,1,prtvtes,2,Partido Socialista Obrero Español (PSOE),ES-4-2,PSOE Partido Socialista Obrero Español
ES,1,prtvtes,3,Izquierda Unida (IU),ES-2-3,IU Izquierda Unida
ES,1,prtvtes,4,Convergència i Unió (CiU),ES-1-4,  Convergència i Unió CiU
ES,1,prtvtes,5,Esquerra Repubicana de Catalunya (ERC),ES-3-5,ERC Esquerra Repubicana de Catalunya
ES,1,prtvtes,6,Iniciativa per Catalunya-Verds (ICV),ES-1-6,ICV Iniciativa per Catalunya-Verds
ES,1,prtvtes,7,Partido Nacionalista Vasco (PNV),ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco
ES,1,prtvtes,8,Eusko Alkartasuna (EA),ES-1-8,EA Eusko Alkartasuna
ES,1,prtvtes,9,Bloque Nacionalista Galego (BNG),ES-4-7,BNG Bloque Nacionalista Galego
ES,1,prtvtes,10,Coalición Canaria (CC),ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario
ES,1,prtvtes,11,Partido Andalucista (PA),ES-1-11,PA Partido Andalucista
ES,1,prtvtes,12,Chunta Aragonesista (CHA),ES-2-12,CHA Chunta Aragonesista
ES,1,prtvtes,13,Other,NA,NA
ES,1,prtvtes,14,Not applicable,NA,NA
ES,1,prtvtes,15,Refusal,NA,NA
ES,1,prtvtes,16,Don't know,NA,NA
ES,2,prtvtaes,1,Partido Popular (PP),ES-5-1,PP Partido Popular
