cntry,essround,variable,ess_id,party,share,party_id,name_gsheet,partyfacts_id,partyfacts_name
EE,6,prtvtdee,11,Üksikkandidaadi poolt,2.7,EE-6-11,Üksikkandidaat/Üksikkandidaadi poolt Independent candidates,NA,NA
EE,6,prtvtdee,12,Not applicable,41,NA,NA,NA,NA
EE,6,prtvtdee,13,Refusal,2.7,NA,NA,NA,NA
EE,6,prtvtdee,14,Don't know,2.8,NA,NA,NA,NA
EE,7,prtvteee,1,Eesti Reformierakond,15.7,EE-5-3,Eesti Reformierakond Estonian Reform Party,821,ERe
EE,7,prtvteee,2,Eesti Keskerakond,13.8,EE-7-2,Eesti Keskerakond Estonian Centre Party/The Estonian Centre Party,533,EK
EE,7,prtvteee,3,Erakond Isamaa ja Res Publica Liit,7.9,EE-7-3,Erakond Isamaa ja Res Publica Liit Pro Patria and Res Publica Union,685,IRL
EE,7,prtvteee,4,Sotsiaaldemokraatlik Erakond,8.6,EE-2-5,Sotsiaaldemokraatlik Erakond Estonian Social Democratic Party/Estonian Social Democrats/The Social Democratic Party,1150,SDE-M
EE,7,prtvteee,5,Erakond Eestimaa Rohelised,1,EE-5-6,Erakond Eestimaa Rohelised Estonian Greens,1040,EER
EE,7,prtvteee,6,Konservatiivne Rahvaerakond (endie Rahvaliit),0.5,EE-7-6,Konservatiivne Rahvaerakond (endie Rahvaliit),4094,EKRE
EE,7,prtvteee,7,Vene Erakond Eestis,0,EE-7-7,Vene Erakond Eestis,1975,VEE
EE,7,prtvteee,8,Erakond Eesti Kristlikud Demokraadid,0.2,EE-5-9,Erakond Eesti Kristlikud Demokraadid Estonian Christian Peoples Party/Party of Estonian Christian Democrats,790,EKD
EE,7,prtvteee,9,Eesti Iseseisvuspartei,0.1,EE-5-8,Eesti Iseseisvuspartei,2679,1-perc
EE,7,prtvteee,10,Üksikkandidaadid või muud,2.3,EE-7-10,Üksikkandidaadid või muud,NA,NA
EE,7,prtvteee,11,Not applicable,43.8,NA,NA,NA,NA
EE,7,prtvteee,12,Refusal,3.2,NA,NA,NA,NA
EE,7,prtvteee,13,Don't know,2.8,NA,NA,NA,NA
ES,1,prtvtes,1,Partido Popular (PP),21.3,ES-5-1,PP Partido Popular,441,AP/PP
ES,1,prtvtes,2,Partido Socialista Obrero Español (PSOE),21.1,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,1,prtvtes,3,Izquierda Unida (IU),2.8,ES-2-3,IU Izquierda Unida,247,IU
ES,1,prtvtes,4,Convergència i Unió (CiU),3.2,ES-1-4,Convergència i Unió CiU,139,CiU
ES,1,prtvtes,5,Esquerra Repubicana de Catalunya (ERC),0.7,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,1,prtvtes,6,Iniciativa per Catalunya-Verds (ICV),0.4,ES-1-6,ICV Iniciativa per Catalunya-Verds,1260,ICV
ES,1,prtvtes,7,Partido Nacionalista Vasco (PNV),0.5,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,1,prtvtes,8,Eusko Alkartasuna (EA),0.1,ES-1-8,EA Eusko Alkartasuna,1324,EA
ES,1,prtvtes,9,Bloque Nacionalista Galego (BNG),0.3,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,1,prtvtes,10,Coalición Canaria (CC),0.4,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,1,prtvtes,11,Partido Andalucista (PA),0.4,ES-1-11,PA Partido Andalucista,1497,PA
ES,1,prtvtes,12,Chunta Aragonesista (CHA),0.1,ES-2-12,CHA Chunta Aragonesista,1564,CA
ES,1,prtvtes,13,Other,2.3,NA,NA,NA,NA
ES,1,prtvtes,14,Not applicable,26.4,NA,NA,NA,NA
ES,1,prtvtes,15,Refusal,17.4,NA,NA,NA,NA
ES,1,prtvtes,16,Don't know,2.6,NA,NA,NA,NA
ES,2,prtvtaes,1,Partido Popular (PP),20.3,ES-5-1,PP Partido Popular,441,AP/PP
ES,2,prtvtaes,2,Partido Socialista Obrero Español (PSOE),30.6,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,2,prtvtaes,3,Izquierda Unida (IU),3.5,ES-2-3,IU Izquierda Unida,247,IU
ES,2,prtvtaes,4,Convergència i Unió (CiU),1.7,ES-1-4,Convergència i Unió CiU,139,CiU
ES,2,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),1.1,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,2,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),0.4,ES-1-6,ICV Iniciativa per Catalunya-Verds,1260,ICV
ES,2,prtvtaes,7,Partido Nacionalista Vasco (PNV),0.8,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,2,prtvtaes,8,Eusko Alkartasuna (EA),0.1,ES-1-8,EA Eusko Alkartasuna,1324,EA
ES,2,prtvtaes,9,Bloque Nacionalista Galego (BNG),0.2,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,2,prtvtaes,10,Coalición Canaria (CC),0.4,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,2,prtvtaes,11,Partido Andalucista (PA),0.4,ES-1-11,PA Partido Andalucista,1497,PA
ES,2,prtvtaes,12,Chunta Aragonesista (CHA),0.3,ES-2-12,CHA Chunta Aragonesista,1564,CA
ES,2,prtvtaes,14,Other,0.6,NA,NA,NA,NA
ES,2,prtvtaes,15,Blank vote,1.6,ES-5-12,Blank vote,3083,tech
ES,2,prtvtaes,16,Spoiled vote,0.1,ES-3-16,Spoiled vote,3083,tech
ES,2,prtvtaes,17,Not applicable,24.5,NA,NA,NA,NA
ES,2,prtvtaes,19,Don't know,1.8,NA,NA,NA,NA
ES,2,prtvtaes,20,No answer,11.7,NA,NA,NA,NA
ES,3,prtvtaes,1,Partido Popular (PP),18.9,ES-5-1,PP Partido Popular,441,AP/PP
ES,3,prtvtaes,2,Partido Socialista Obrero Español (PSOE),27.1,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,3,prtvtaes,3,Izquierda Unida (IU),2.8,ES-2-3,IU Izquierda Unida,247,IU
ES,3,prtvtaes,4,Convergència i Unió (CiU),1.5,ES-1-4,Convergència i Unió CiU,139,CiU
ES,3,prtvtaes,5,Esquerra Repubicana de Catalunya (ERC),1.3,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,3,prtvtaes,6,Iniciativa per Catalunya-Verds (ICV),0.3,ES-1-6,ICV Iniciativa per Catalunya-Verds,1260,ICV
ES,3,prtvtaes,7,Partido Nacionalista Vasco (PNV),1.3,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,3,prtvtaes,8,Eusko Alkartasuna (EA),0.1,ES-1-8,EA Eusko Alkartasuna,1324,EA
ES,3,prtvtaes,9,Bloque Nacionalista Galego (BNG),0.8,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,3,prtvtaes,10,Coalición Canaria (CC),0.3,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,3,prtvtaes,11,Partido Andalucista (PA),0.5,ES-1-11,PA Partido Andalucista,1497,PA
ES,3,prtvtaes,12,Chunta Aragonesista (CHA),0.1,ES-2-12,CHA Chunta Aragonesista,1564,CA
ES,3,prtvtaes,13,Nafarroa-Bai (NA-BAI),0.1,ES-4-9,-BAI Nafarroa-Bai,611,NaBai
ES,3,prtvtaes,14,Other,0.8,NA,NA,NA,NA
ES,3,prtvtaes,15,Blank vote,1.5,ES-5-12,Blank vote,3083,tech
ES,3,prtvtaes,16,Spoiled vote,0.2,ES-3-16,Spoiled vote,3083,tech
ES,3,prtvtaes,17,Not applicable,29.1,NA,NA,NA,NA
ES,3,prtvtaes,18,Refusal,11.5,NA,NA,NA,NA
ES,3,prtvtaes,19,Don't know,2,NA,NA,NA,NA
ES,4,prtvtbes,1,Partido Popular,17.5,ES-5-1,PP Partido Popular,441,AP/PP
ES,4,prtvtbes,2,Partido Socialista Obrero Español (PSOE),29.1,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,4,prtvtbes,3,Izquierda Unida (IU),2.5,ES-2-3,IU Izquierda Unida,247,IU
ES,4,prtvtbes,4,Convergència i Unió (CiU),2.2,ES-1-4,Convergència i Unió CiU,139,CiU
ES,4,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),0.7,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,4,prtvtbes,6,Partido Nacionalista Vasco (PNV),1.2,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,4,prtvtbes,7,Bloque Nacionalista Galego (BNG),1.4,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,4,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),0.2,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,4,prtvtbes,9,Nafarroa-Bai (NA-BAI),0.1,ES-4-9,-BAI Nafarroa-Bai,611,NaBai
ES,4,prtvtbes,10,Unión Progreso y Democracia (UPyD),0.3,ES-5-10,"UP Unión, Progreso y Democracia",55,UPyD
ES,4,prtvtbes,11,Other,0.9,NA,NA,NA,NA
ES,4,prtvtbes,12,Blank vote,1.3,ES-5-12,Blank vote,3083,tech
ES,4,prtvtbes,13,Spoiled vote,0.2,ES-3-16,Spoiled vote,3083,tech
ES,4,prtvtbes,14,Not applicable,28.5,NA,NA,NA,NA
ES,4,prtvtbes,15,Refusal,12.8,NA,NA,NA,NA
ES,4,prtvtbes,16,Don't know,1.3,NA,NA,NA,NA
ES,5,prtvtbes,1,Partido Popular,19.1,ES-5-1,PP Partido Popular,441,AP/PP
ES,5,prtvtbes,2,Partido Socialista Obrero Español (PSOE),28.4,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,5,prtvtbes,3,Izquierda Unida (IU),2.9,ES-2-3,IU Izquierda Unida,247,IU
ES,5,prtvtbes,4,Convergència i Unió (CiU),2,ES-1-4,Convergència i Unió CiU,139,CiU
ES,5,prtvtbes,5,Esquerra Republicana de Catalunya (ERC),0.6,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,5,prtvtbes,6,Partido Nacionalista Vasco (PNV),0.8,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,5,prtvtbes,7,Bloque Nacionalista Galego (BNG),0.4,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,5,prtvtbes,8,Coalición Canaria-Partido Nacionalista Canario (CC-PNC),0.2,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,5,prtvtbes,9,Nafarroa-Bai (NA-BAI),0.1,ES-4-9,-BAI Nafarroa-Bai,611,NaBai
ES,5,prtvtbes,10,Unión Progreso y Democracia (UPyD),1.3,ES-5-10,"UP Unión, Progreso y Democracia",55,UPyD
ES,5,prtvtbes,11,Other,0.8,NA,NA,NA,NA
ES,5,prtvtbes,12,Blank vote,2.1,ES-5-12,Blank vote,3083,tech
ES,5,prtvtbes,13,Spoiled vote,0.2,ES-3-16,Spoiled vote,3083,tech
ES,5,prtvtbes,14,Not applicable,29.2,NA,NA,NA,NA
ES,5,prtvtbes,15,Refusal,9.9,NA,NA,NA,NA
ES,5,prtvtbes,16,Don't know,1.9,NA,NA,NA,NA
ES,6,prtvtces,1,Partido Popular - PP (con UPN en Navarra),26,ES-6-1,PP Partido Popular (con UPN en Navarra),441,AP/PP
ES,6,prtvtces,2,Partido Socialista Obrero Español (PSOE),17.3,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,6,prtvtces,3,Convergència i Unió (CiU),2.6,ES-1-4,Convergència i Unió CiU,139,CiU
ES,6,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),4.8,ES-7-4,IU Izquierda Unida (ICV en Cataluña),247,IU
ES,6,prtvtces,5,AMAIUR,0.4,ES-7-5,AMAIUR,1671,A
ES,6,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",2.5,ES-5-10,"UP Unión, Progreso y Democracia",55,UPyD
ES,6,prtvtces,7,Partido Nacionalista Vasco (PNV),1.1,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,6,prtvtces,8,Esquerra Republicana de Catalunya (ERC),1,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,6,prtvtces,9,Bloque Nacionalista Galego (BNG),0.5,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,6,prtvtces,10,Coalición Canaria - Nueva Canarias,0.3,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,6,prtvtces,11,Compromís - EQUO,0.7,ES-6-11,EQUO Compromís,5623,CC
ES,6,prtvtces,12,Foro de Ciudadanos,0.2,ES-6-12,Foro de Ciudadanos,3217,C's
ES,6,prtvtces,14,Otros,2.1,ES-6-14,Otros,NA,NA
ES,6,prtvtces,15,Votó en blanco,1.9,ES-6-15,Votó en blanco,3083,tech
ES,6,prtvtces,16,Votó nulo,0.7,ES-6-16,Votó nulo,3083,tech
ES,6,prtvtces,17,Not applicable,28.7,NA,NA,NA,NA
ES,6,prtvtces,18,Refusal,7.7,NA,NA,NA,NA
ES,6,prtvtces,19,Don't know,1.5,NA,NA,NA,NA
ES,7,prtvtces,1,Partido Popular - PP (con UPN en Navarra),22.8,ES-6-1,PP Partido Popular (con UPN en Navarra),441,AP/PP
ES,7,prtvtces,2,Partido Socialista Obrero Español (PSOE),18,ES-4-2,PSOE Partido Socialista Obrero Español,1338,PSOE
ES,7,prtvtces,3,Convergència i Unió (CiU),1.8,ES-1-4,Convergència i Unió CiU,139,CiU
ES,7,prtvtces,4,Izquierda Unida (IU) - (ICV en Cataluña),5.1,ES-7-4,IU Izquierda Unida (ICV en Cataluña),247,IU
ES,7,prtvtces,5,AMAIUR,0.7,ES-7-5,AMAIUR,1671,A
ES,7,prtvtces,6,"Unión, Progreso y Democracia (UPyD)",2.6,ES-5-10,"UP Unión, Progreso y Democracia",55,UPyD
ES,7,prtvtces,7,Partido Nacionalista Vasco (PNV),0.7,ES-3-7,PNV Partido Nacionalista Vasco / Partido Nacionalista Basco,1637,PNV
ES,7,prtvtces,8,Esquerra Republicana de Catalunya (ERC),1.5,ES-3-5,ERC Esquerra Repubicana de Catalunya,848,ERC
ES,7,prtvtces,9,Bloque Nacionalista Galego (BNG),0.3,ES-4-7,BNG Bloque Nacionalista Galego,1011,BNG
ES,7,prtvtces,10,Coalición Canaria - Nueva Canarias,0.3,ES-6-10,CC/CC-PNC Coalición Canaria / Partido Nacionalista Canario,81,CC
ES,7,prtvtces,11,Compromís - EQUO,0.4,ES-6-11,EQUO Compromís,5623,CC
ES,7,prtvtces,12,Foro de Ciudadanos,0.1,ES-6-12,Foro de Ciudadanos,3217,C's
ES,7,prtvtces,13,Geroa Bai,0.1,ES-7-13,Geroa Bai,2538,1-perc
ES,7,prtvtces,14,Otros,1.2,ES-6-14,Otros,NA,NA
ES,7,prtvtces,15,Votó en blanco,1.7,ES-6-15,Votó en blanco,3083,tech
ES,7,prtvtces,16,Votó nulo,0.6,ES-6-16,Votó nulo,3083,tech
ES,7,prtvtces,17,Not applicable,30.1,NA,NA,NA,NA
ES,7,prtvtces,18,Refusal,8.2,NA,NA,NA,NA
ES,7,prtvtces,19,Don't know,3.8,NA,NA,NA,NA
ES,7,prtvtces,20,No answer,0.1,NA,NA,NA,NA
FI,1,prtvtfi,1,The National Coalition Party,11.8,FI-5-1,National Coalition Party,495,KOK
FI,1,prtvtfi,2,The Swedish People´s Party (SPP),3.4,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,1,prtvtfi,3,"Liberals, (The liberal party of Finland)",0,FI-2-3,Liberals,249,L
FI,1,prtvtfi,4,The Centre Party,15.8,FI-1-4,Centre Party,901,KESK
FI,1,prtvtfi,5,True Finns,0.2,FI-7-4,True Finns,1689,SP/P
FI,1,prtvtfi,6,Christian Democrats,1.6,FI-2-6,Christian Democrats,703,KD
FI,1,prtvtfi,7,League for Free Finland,0,FI-1-7,League for Free Finland,1259,VSL
FI,1,prtvtfi,8,The Green League,5.5,FI-6-12,Green League,479,VIHR
FI,1,prtvtfi,9,Finnish Social Democratic Party,16.8,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,1,prtvtfi,10,The Left Alliance,4.2,FI-6-14,Left Alliance,1044,VAS
FI,1,prtvtfi,11,Communist Party of Finland,0.2,FI-6-15,Communist Party of Finland,2687,1-perc
FI,1,prtvtfi,12,The Communist Workers' Party of Finland,0,FI-5-17,Communist Workers' Party of Finland,2687,1-perc
FI,1,prtvtfi,14,Other,0.9,NA,NA,NA,NA
FI,1,prtvtfi,15,Not applicable,28.6,NA,NA,NA,NA
FI,1,prtvtfi,16,Refusal,5.1,NA,NA,NA,NA
FI,1,prtvtfi,17,Don't know,5.8,NA,NA,NA,NA
FI,2,prtvtfi,1,The National Coalition Party,14.6,FI-5-1,National Coalition Party,495,KOK
FI,2,prtvtfi,2,The Swedish People´s Party (SPP),3.1,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,2,prtvtfi,3,"Liberals, (The liberal party of Finland)",0.1,FI-2-3,Liberals,249,L
FI,2,prtvtfi,4,The Centre Party,15.1,FI-1-4,Centre Party,901,KESK
FI,2,prtvtfi,5,True Finns,0.6,FI-7-4,True Finns,1689,SP/P
FI,2,prtvtfi,6,Christian Democrats,3,FI-2-6,Christian Democrats,703,KD
FI,2,prtvtfi,7,League for Free Finland,0,FI-1-7,League for Free Finland,1259,VSL
FI,2,prtvtfi,8,The Green League,6.2,FI-6-12,Green League,479,VIHR
FI,2,prtvtfi,9,Finnish Social Democratic Party,17,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,2,prtvtfi,10,The Left Alliance,4,FI-6-14,Left Alliance,1044,VAS
FI,2,prtvtfi,11,Communist Party of Finland,0.1,FI-6-15,Communist Party of Finland,2687,1-perc
FI,2,prtvtfi,12,The Communist Workers' Party of Finland,0,FI-5-17,Communist Workers' Party of Finland,2687,1-perc
FI,2,prtvtfi,14,Other,0.7,NA,NA,NA,NA
FI,2,prtvtfi,15,Not applicable,27.1,NA,NA,NA,NA
FI,2,prtvtfi,16,Refusal,4.3,NA,NA,NA,NA
FI,2,prtvtfi,17,Don't know,4,NA,NA,NA,NA
FI,3,prtvtfi,1,The National Coalition Party,15.3,FI-5-1,National Coalition Party,495,KOK
FI,3,prtvtfi,2,The Swedish People´s Party (SPP),2.8,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,3,prtvtfi,4,The Centre Party,15.9,FI-1-4,Centre Party,901,KESK
FI,3,prtvtfi,5,True Finns,0.6,FI-7-4,True Finns,1689,SP/P
FI,3,prtvtfi,6,Christian Democrats,2.5,FI-2-6,Christian Democrats,703,KD
FI,3,prtvtfi,8,The Green League,5.3,FI-6-12,Green League,479,VIHR
FI,3,prtvtfi,9,Finnish Social Democratic Party,18.3,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,3,prtvtfi,10,The Left Alliance,3.3,FI-6-14,Left Alliance,1044,VAS
FI,3,prtvtfi,11,Communist Party of Finland,0.2,FI-6-15,Communist Party of Finland,2687,1-perc
FI,3,prtvtfi,14,Other,0.4,NA,NA,NA,NA
FI,3,prtvtfi,15,Not applicable,24.7,NA,NA,NA,NA
FI,3,prtvtfi,16,Refusal,4.4,NA,NA,NA,NA
FI,3,prtvtfi,17,Don't know,6.1,NA,NA,NA,NA
FI,4,prtvtafi,1,The National Coalition Party,16.4,FI-5-1,National Coalition Party,495,KOK
FI,4,prtvtafi,2,The Swedish People´s Party (SPP),3.4,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,4,prtvtafi,3,"Liberals, (The liberal party of Finland)",0,FI-2-3,Liberals,249,L
FI,4,prtvtafi,4,The Centre Party,13.5,FI-1-4,Centre Party,901,KESK
FI,4,prtvtafi,5,True Finns,2.5,FI-7-4,True Finns,1689,SP/P
FI,4,prtvtafi,6,Christian Democrats,2,FI-2-6,Christian Democrats,703,KD
FI,4,prtvtafi,7,The Green League,6,FI-6-12,Green League,479,VIHR
FI,4,prtvtafi,8,Finnish Social Democratic Party,14.4,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,4,prtvtafi,9,The Left Alliance,4.3,FI-6-14,Left Alliance,1044,VAS
FI,4,prtvtafi,10,Communist Party of Finland,0.2,FI-6-15,Communist Party of Finland,2687,1-perc
FI,4,prtvtafi,11,The Communist Workers' Party of Finland,0,FI-5-17,Communist Workers' Party of Finland,2687,1-perc
FI,4,prtvtafi,12,Other,0.8,NA,NA,NA,NA
FI,4,prtvtafi,13,Not applicable,22.3,NA,NA,NA,NA
FI,4,prtvtafi,14,Refusal,4.7,NA,NA,NA,NA
FI,4,prtvtafi,15,Don't know,5,NA,NA,NA,NA
FI,4,prtvtafi,16,No answer,4.7,NA,NA,NA,NA
FI,5,prtvtbfi,1,The National Coalition Party,16.2,FI-5-1,National Coalition Party,495,KOK
FI,5,prtvtbfi,2,The Swedish People´s Party (SPP),2.6,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,5,prtvtbfi,3,"Liberals, (The liberal party of Finland)",0.1,FI-2-3,Liberals,249,L
FI,5,prtvtbfi,4,The Centre Party,14,FI-1-4,Centre Party,901,KESK
FI,5,prtvtbfi,5,True Finns,3.6,FI-7-4,True Finns,1689,SP/P
FI,5,prtvtbfi,6,Christian Democrats,2.1,FI-2-6,Christian Democrats,703,KD
FI,5,prtvtbfi,8,Finnish People's Blue-whites,0.1,FI-5-8,Finnish People's Blue-Whites,2687,1-perc
FI,5,prtvtbfi,9,Senior Citizens' Party,0.2,FI-5-9,Senior Citizens' Party,2687,1-perc
FI,5,prtvtbfi,11,Independence Party,0.1,FI-5-11,Independence Party,2687,1-perc
FI,5,prtvtbfi,13,The Green League,6.5,FI-6-12,Green League,479,VIHR
FI,5,prtvtbfi,14,Finnish Social Democratic Party,12.3,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,5,prtvtbfi,15,The Left Alliance,3,FI-6-14,Left Alliance,1044,VAS
FI,5,prtvtbfi,16,Communist Party of Finland,0.2,FI-6-15,Communist Party of Finland,2687,1-perc
FI,5,prtvtbfi,17,The Communist Workers' Party of Finland,0.1,FI-5-17,Communist Workers' Party of Finland,2687,1-perc
FI,5,prtvtbfi,18,Workers Party,0.1,FI-5-18,Workers Party,2687,1-perc
FI,5,prtvtbfi,19,Other,1.1,NA,NA,NA,NA
FI,5,prtvtbfi,20,Not applicable,28.3,NA,NA,NA,NA
FI,5,prtvtbfi,21,Refusal,4.7,NA,NA,NA,NA
FI,5,prtvtbfi,22,Don't know,5,NA,NA,NA,NA
FI,6,prtvtcfi,1,The National Coalition Party,16.8,FI-5-1,National Coalition Party,495,KOK
FI,6,prtvtcfi,2,The Swedish People´s Party (SPP),3.6,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,6,prtvtcfi,3,The Centre Party,10.3,FI-1-4,Centre Party,901,KESK
FI,6,prtvtcfi,4,True Finns,9.2,FI-7-4,True Finns,1689,SP/P
FI,6,prtvtcfi,5,Christian Democrats,1.6,FI-2-6,Christian Democrats,703,KD
FI,6,prtvtcfi,6,Freedom Party,0,FI-6-6,Freedom Party,2687,1-perc
FI,6,prtvtcfi,8,Pirate Party,0.1,FI-7-8,Pirate Party,2687,1-perc
FI,6,prtvtcfi,11,For the Poor,0,FI-6-11,For the Poor,2687,1-perc
FI,6,prtvtcfi,12,Green League,7.6,FI-6-12,Green League,479,VIHR
FI,6,prtvtcfi,13,Social Democratic Party,13,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,6,prtvtcfi,14,Left Alliance,4.6,FI-6-14,Left Alliance,1044,VAS
FI,6,prtvtcfi,15,Communist Party,0.2,FI-6-15,Communist Party of Finland,2687,1-perc
FI,6,prtvtcfi,17,Workers Party,0,FI-5-18,Workers Party,2687,1-perc
FI,6,prtvtcfi,18,Other,1,NA,NA,NA,NA
FI,6,prtvtcfi,19,Not applicable,21.4,NA,NA,NA,NA
FI,6,prtvtcfi,20,Refusal,5.7,NA,NA,NA,NA
FI,6,prtvtcfi,21,Don't know,4.7,NA,NA,NA,NA
FI,7,prtvtcfi,1,The National Coalition Party,15.5,FI-5-1,National Coalition Party,495,KOK
FI,7,prtvtcfi,2,The Swedish People´s Party (SPP),3,FI-1-2,SPP Swedish People´s Party,1229,RKP/SFP
FI,7,prtvtcfi,3,The Centre Party,11.6,FI-1-4,Centre Party,901,KESK
FI,7,prtvtcfi,4,True Finns,9,FI-7-4,True Finns,1689,SP/P
FI,7,prtvtcfi,5,Christian Democrats,1.9,FI-2-6,Christian Democrats,703,KD
FI,7,prtvtcfi,7,Change 2011,0.1,FI-7-7,Change 2011,2687,1-perc
FI,7,prtvtcfi,8,Pirate Party,0.1,FI-7-8,Pirate Party,2687,1-perc
FI,7,prtvtcfi,10,Independence Party,0,FI-5-11,Independence Party,2687,1-perc
FI,7,prtvtcfi,12,Green League,6.8,FI-6-12,Green League,479,VIHR
FI,7,prtvtcfi,13,Social Democratic Party,11.5,FI-3-9,Finnish Social Democratic Party/Social Democratic Party,1303,SDP
FI,7,prtvtcfi,14,Left Alliance,4.2,FI-6-14,Left Alliance,1044,VAS
FI,7,prtvtcfi,15,Communist Party,0.1,FI-6-15,Communist Party of Finland,2687,1-perc
FI,7,prtvtcfi,16,The Communist Workers' Party,0,FI-7-16,Communist Workers' Party,2687,1-perc
FI,7,prtvtcfi,18,Other,0.7,NA,NA,NA,NA
FI,7,prtvtcfi,19,Not applicable,24.8,NA,NA,NA,NA
FI,7,prtvtcfi,20,Refusal,5.4,NA,NA,NA,NA
FI,7,prtvtcfi,21,Don't know,5.4,NA,NA,NA,NA
FR,1,prtvtfr,1,"CPNT (Chasse, Pêche, Nature et Traditions)",1.1,FR-2-1,"CPNT Chasse, Pêche, Nature et Traditions",1313,CPNT
FR,1,prtvtfr,2,DL (Démocratie Libérale),0.5,FR-1-2,DL Démocratie libérale,4364,DL
FR,1,prtvtfr,3,FN (Front National),3.2,FR-7-2,FN Front National,433,FN
FR,1,prtvtfr,4,LCR (ligue communiste révolutionnaire),0.6,FR-4-3,LCR Ligue Communiste Révolutionnaire,1506,LCR
FR,1,prtvtfr,5,LO (Lutte ouvrière),1,FR-5-12,Les Verts,1108,V
FR,1,prtvtfr,5,LO (Lutte ouvrière),1,FR-3-5,LO Lutte Ouvrière,617,LO
FR,1,prtvtfr,6,MDC (Mouvement des citoyens),0.3,FR-3-6,MDC Mouvement des citoyens,3156,MDC/PR
FR,1,prtvtfr,7,MNR (Mouvement National Républicain),0.6,FR-3-7,MNR Mouvement national républicain,1634,MNR
FR,1,prtvtfr,8,MPF (Mouvement pour la France),0.5,FR-3-8,MPF Mouvement pour la France,364,MF
FR,1,prtvtfr,9,PC (Parti communiste),2.4,FR-1-9,PC Parti Communiste,1251,PCF
FR,1,prtvtfr,10,PS (Parti Socialiste),18.8,FR-6-9,PS Parti Socialiste,1478,PS
FR,1,prtvtfr,11,RPF (Rassemblement du Peuple Français),1,FR-3-11,RPF Rassemblement du Peuple Français,2689,unknown
FR,1,prtvtfr,12,UMP (Union de la Majorité Présidentielle),12.8,FR-1-12,UMP Union de la Majorité Présidentielle,1595,UMP
