country,number,name_source,elections_contested_year,elections_contested_number,id,first,last,name_english,name,name_short,comment
DEU,44,All-German People's Party (Gesamtdeutsche Volkspartei – GVP),1953,1,DEU-144,1953,1953,All-German People's Party ,Gesamtdeutsche Volkspartei – GVP,GVP,
DEU,45,Refugee Party (Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten – GB/BHE),1953-1957,2,DEU-145,1953,1957,Refugee Party ,Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten – GB/BHE,GB/BHE,
DEU,46,Federal Union (Föderalistische Union - FU) ,1957,1,DEU-146,1957,1957,Federal Union ,Föderalistische Union - FU,FU,
DEU,47,All-German Party (Gesamtdeutsche Partei) ,1961-1969,3,DEU-147,1961,1969,All-German Party ,Gesamtdeutsche Partei,,
DEU,48,German Peace Union (Deutsche Friedensunion DFU) ,1961-1969,3,DEU-148,1961,1969,German Peace Union ,Deutsche Friedensunion DFU,DFU,
DEU,49,National Democratic Party (Nationaldemokratische Partei Deutschlands – NPD),1965ff,7,DEU-149,1965,1991,National Democratic Party ,Nationaldemokratische Partei Deutschlands – NPD,NPD,
DEU,50,Action for Democratic Progress (Aktion Demokratischer Fortschritt - ADF) ,1969,1,DEU-150,1969,1969,Action for Democratic Progress ,Aktion Demokratischer Fortschritt - ADF,ADF,
DEU,51,Greens (Die Grünen),1980ff,3,DEU-151,1980,1991,Greens ,Die Grünen,,
DNK,1,Conservatives. Until 1915 the Right (Hojre).Since 1915 the Conservative People's Party (Konservative Folkeparti),1901ff,37,DNK-101,1901,1991,Conservatives,Konservative Folkeparti,,Until 1915 the Right (Hojre).Since 1915 the Conservative People's Party (Konservative Folkeparti)
DNK,2,Moderate Liberals (Moderate Venstre) Literally  Moderate Left,1901-1909,4,DNK-102,1901,1909,Moderate Liberals ,Moderate Venstre,,
DNK,3,Liberal Reform Party (Venstrereformparti) ,1901-1909,4,DNK-103,1901,1909,Liberal Reform Party ,Venstrereformparti,,
DNK,4,Social Democrats (Socialdemokratiet),1901ff,37,DNK-104,1901,1991,Social Democrats ,Socialdemokratiet,,
DNK,5,Radical Party (Radikale Venstre) ,1906ff,35,DNK-105,1906,1991,Radical Party ,Radikale Venstre,,
DNK,6,Liberals (Venstre) ,1910ff,33,DNK-106,1910,1991,Liberals ,Venstre,,
DNK,7,Industry Party (Erhvervspartiet) ,1918-1924,5,DNK-107,1918,1924,Industry Party ,Erhvervspartiet,,
DNK,8,Schleswig Party (Schleswigsche Partei/Slesvigsk Parti) ,Sept. 1920-39; 1947-64; 1968-77,19,DNK-108,1920,1947,Schleswig Party ,Schleswigsche Partei/Slesvigsk Parti,,
DNK,9,Communist Party (Danmarks Kommunistiske Parti) ,1920-1939; 1945ff,28,DNK-109,1920,1991,Communist Party ,Danmarks Kommunistiske Parti,,
DNK,10,Justice Party (Retsforbundet) ,1924-1987,25,DNK-110,1924,1987,Justice Party ,Retsforbundet,,
DNK,11,Farmers' Party (Bondepartiet) ,1935-1943,3,DNK-111,1935,1943,Farmers' Party ,Bondepartiet,,
DNK,12,National Socialists (Danmarks Nationalsocialistiske Arbejderparti),1932-1943,4,DNK-112,1932,1943,National Socialists ,Danmarks Nationalsocialistiske Arbejderparti,,
DNK,13,Danish Union (Dansk Samling),1939-1947; April 1953; 1964,6,DNK-113,1939,1947,Danish Union ,Dansk Samling,,
DNK,14,National Cooperation (National' Samvirke),1939,1,DNK-114,1939,1939,National Cooperation ,National' Samvirke,,
DNK,15,Independents' Party (De Uafhaengige) ,Sept. 1953-1968,6,DNK-115,1953,1968,Independents' Party ,De Uafhaengige,,
DNK,16,Socialist People's Party (Socialistisk Folkeparti) ,1960ff,13,DNK-116,1960,1991,Socialist People's Party ,Socialistisk Folkeparti,,
DNK,17,Liberal Centre (Liberalt Centrum) ,1966-1968,2,DNK-117,1966,1968,Liberal Centre ,Liberalt Centrum,,
DNK,18,Left Socialist Party (Venstresocialisteme) ,1968ff,10,DNK-118,1968,1991,Left Socialist Party ,Venstresocialisteme,,
DNK,19,Christian People's Party (Kristeligt Folkeparti),1971ff,9,DNK-119,1971,1991,Christian People's Party ,Kristeligt Folkeparti,,
DNK,20,Centre Democrats (Centrum-Demokraterne) ,1973ff,8,DNK-120,1973,1991,Centre Democrats ,Centrum-Demokraterne,,
DNK,21,Progress Party (Fremkridtspartiet) ,1973ff,8,DNK-121,1973,1991,Progress Party ,Fremkridtspartiet,,
DNK,22,Common Course (Faelles Kurs),1987ff,2,DNK-122,1987,1991,Common Course ,Faelles Kurs,,
DNK,23,The Greens (De Gronne),1987ff,2,DNK-123,1987,1991,The Greens ,De Gronne,,
ESP,1,Socialist Party (Partido Socialista Obrem Espanol - PSOE),1931ff,7,ESP-101,1931,1991,Socialist Party ,Partido Socialista Obrem Espanol - PSOE,PSOE,
ESP,2,Communist Party (Partido Comunista de Espana-PCE/PSUC) ,1931ff,7,ESP-102,1931,1991,Communist Party ,Partido Comunista de Espana-PCE/PSUC,PCE/PSUC,
ESP,3,Catalan Republican Left (Esquerra Republicana de Catalunya) ,1931ff,7,ESP-103,1931,1991,Catalan Republican Left ,Esquerra Republicana de Catalunya,,
ESP,4,Republican Action (Accion Republicana),1931-1933,2,ESP-104,1931,1933,Republican Action ,Accion Republicana,,
ESP,5,Radical Socialist Party (Partido Republicana Radical Socialista) ,1931-1933,2,ESP-105,1931,1933,Radical Socialist Party ,Partido Republicana Radical Socialista,,
ESP,6,Independent Radical Socialist Party (Partido Radical-Socialista Independiente),1931-1933,2,ESP-106,1931,1933,Independent Radical Socialist Party ,Partido Radical-Socialista Independiente,,
ESP,7,Galician Republicans (Organizacion Republicana Gallega Autonomista - ORGA),1931-1936,3,ESP-107,1931,1936,Galician Republicans ,Organizacion Republicana Gallega Autonomista - ORGA,ORGA,
ESP,8,Federal Party (Partido Federal),1931-1933,2,ESP-108,1931,1933,Federal Party ,Partido Federal,,
ESP,9,Progressives (Progresistas),1931-1936,3,ESP-109,1931,1936,Progressives ,Progresistas,,
ESP,10,Group at the Service of the Republic (Agrupación al Servicio de la Republica) ,1931,1,ESP-110,1931,1931,Group at the Service of the Republic ,Agrupación al Servicio de la Republica,,
ESP,11,Republican Liberal Democratic Party (Partido Republicano Liberal Democrata) ,1931-1936,3,ESP-111,1931,1936,Republican Liberal Democratic Party ,Partido Republicano Liberal Democrata,,
ESP,12,Republican Right (Derecha Republicana),1931,1,ESP-112,1931,1931,Republican Right ,Derecha Republicana,,
ESP,13,Radical Party (Partido Republicano Radical),1931-1936,3,ESP-113,1931,1936,Radical Party ,Partido Republicano Radical,,
ESP,14,Lliga Regionalista (Regional League)& from 1933 the Lliga Catalana ,1931-1936,3,ESP-114,1931,1936,Regional League,Lliga Regionalista ,,
ESP,15,Basque Nationalist Party (Partido Nacionalista Vasco/Euskadi Alberdi Jetzale - PNV/EAJ),1931ff,7,ESP-115,1931,1991,Basque Nationalist Party ,Partido Nacionalista Vasco/Euskadi Alberdi Jetzale - PNV/EAJ,PNV/EAJ,
ESP,16,Agrarians(Agrarios),1931-1936,3,ESP-116,1931,1936,Agrarians,Agrarios,,
ESP,17,National Action (Accion Nacional)& in 1933 and 1936 part of the Spanish Confederation of Autonomous Right Wing Groups (Confederacion Espanola de Derechas Autonomas-CEDA) ,1931-1936,3,ESP-117,1931,1936,National Action ,Confederacion Espanola de Derechas Autonomas-CEDA,CEDA,
ESP,18,Spanish Renewal (Renovaci6n Espariola)& in 1936 the National Block (Bloque Nacional),1931-1936,3,ESP-118,1931,1936,Spanish Renewal ,Bloque Nacional,,
ESP,19,Carlist Party (Partido Carlista) ,1931ff,7,ESP-119,1931,1991,Carlist Party ,Partido Carlista,,
ESP,20,Conservative Republicans (Republicanos Conservadores),1933-1936,2,ESP-120,1933,1936,Conservative Republicans ,Republicanos Conservadores,,
ESP,21,Falange (Falange Espanola) ,1933-1936,2,ESP-121,1933,1936,Falange ,Falange Espanola,,
ESP,22,Centre ,1936,1,ESP-122,1936,1936,Centre ,,,
ESP,23,Republican Left (Izquierda Republicana) ,1936,1,ESP-123,1936,1936,Republican Left ,Izquierda Republicana,,
ESP,24,Republican Union (Union Republicana) ,1936,1,ESP-124,1936,1936,Republican Union ,Union Republicana,,
ESP,25,Syndicalist Party (Partido Sindicalista),1936,1,ESP-125,1936,1936,Syndicalist Party ,Partido Sindicalista,,
ESP,26,Workers' Party of Marxist Unification (Partido Obrero de Unifrcacion Marxista - POUM) ,1936,1,ESP-126,1936,1936,Workers' Party of Marxist Unification ,Partido Obrero de Unifrcacion Marxista - POUM,POUM,
ESP,27,Carlist Party II (Partido Carlista),1977-82,3,ESP-127,1977,1982,Carlist Party II ,Partido Carlista,,
ESP,28,Union of the Democratic Centre (Union del Centro Democratico - UCD) ,1977-1982,3,ESP-128,1977,1982,Union of the Democratic Centre ,Union del Centro Democratico - UCD,UCD,
ESP,29,Popular Alliance (Alianza Popular -AP),1977ff,4,ESP-129,1977,1991,Popular Alliance ,Alianza Popular -AP,AP,
ESP,30,Christian Democrats (Equipo de la Democratia Cristiana),1977,1,ESP-130,1977,1977,Christian Democrats ,Equipo de la Democratia Cristiana,,
ESP,31,New Force (Fuerza Nueva) ,1977-1982,3,ESP-131,1977,1982,New Force ,Fuerza Nueva,,
ESP,32,Popular Socialist Party (Partido Socialista Popular-PSP) ,1977,1,ESP-132,1977,1977,Popular Socialist Party ,Partido Socialista Popular-PSP,PSP,
ESP,33,Spanish Labour Party (Partido del Trabajo de Espana - PTE),1977-1979,2,ESP-133,1977,1979,Spanish Labour Party ,Partido del Trabajo de Espana - PTE,PTE,
ESP,34,National Alliance (Alianza Nacional 18 del Julio) ,1977-1979,2,ESP-134,1977,1979,National Alliance ,Alianza Nacional 18 del Julio,,
ESP,35,Andalusian Socialist Party (Partido Socialista Andaluz/Partido Andaluz - PSA/PA),1977ff,4,ESP-135,1977,1991,Andalusian Socialist Party ,Partido Socialista Andaluz/Partido Andaluz - PSA/PA,PSA/PA,
ESP,36,Aragonese Regionalist Party (Partido Aragones Regionalista-PAR) ,1977ff,4,ESP-136,1977,1991,Aragonese Regionalist Party ,Partido Aragones Regionalista-PAR,PAR,
ESP,37,Catalan Centre Party (Partit de Centre Catalá - PCC) ,1977,1,ESP-137,1977,1977,Catalan Centre Party ,Partit de Centre Catalá - PCC,PCC,
ESP,38,Democratic Union of Catalonia (Unió Democrática de Catalunya-UDC),1977,1,ESP-138,1977,1977,Democratic Union of Catalonia ,Unió Democrática de Catalunya-UDC,UDCA,
ESP,39,Democratic Convergence of Catalonia (Convergencia Democrática de Catalunya - CDC) ,1977,1,ESP-139,1977,1977,Democratic Convergence of Catalonia ,Convergencia Democrática de Catalunya - CDC,CDC,
ESP,40,Democratic Left of Catalonia (Esquerra Democritica de Catalunya-EDC) ,1977,1,ESP-140,1977,1977,Democratic Left of Catalonia ,Esquerra Democritica de Catalunya-EDC,EDC,
ESP,41,Basque Left (Euzkadiko Ezkerra) ,1977ff,4,ESP-141,1977,1991,Basque Left ,Euzkadiko Ezkerra,,
ESP,42,Galician National Popular Block (Bloque Nacional Popular Galego-BNPG) ,1977-79& 1986,3,ESP-142,1977,1986,Galician National Popular Block ,Bloque Nacional Popular Galego-BNPG,BNPG,
ESP,43,Galician Socialist Party (Partido Socialista Galego-PSG) ,1977ff,4,ESP-143,1977,1991,Galician Socialist Party ,Partido Socialista Galego-PSG,PSG,
ESP,44,Convergence and Unity (Convergencia y Unió - CiU) ,1979ff,3,ESP-144,1979,1991,Convergence and Unity ,Convergencia y Unió - CiU,CiU,
ESP,45,National Union (Unión Nacional) ,1979-1982,2,ESP-145,1979,1982,National Union ,Unión Nacional,,
ESP,46,Hem Batasuna (literally United People) ,1979ff,3,ESP-146,1979,1991,Hem Batasuna ,literally United People,,
ESP,47,Canary People's Union (Coalición Unión del Pueblo Canario-UPC),1979-1982,2,ESP-147,1979,1982,Canary People's Union ,Coalición Unión del Pueblo Canario-UPC,UPC,
ESP,48,Valencian Union (Unió Valenciana),1979ff,3,ESP-148,1979,1991,Valencian Union ,Unió Valenciana,,
ESP,49,Navarre People's Union (Unión del Pueblo Navarro),1979ff,3,ESP-149,1979,1991,Navarre People's Union ,Unión del Pueblo Navarro,,
ESP,50,Democratic and Social Centre (Centro Democrático y Social - CDS) ,1982ff,2,ESP-150,1982,1991,Democratic and Social Centre ,Centro Democrático y Social - CDS,CDS,
ESP,51,Popular Democratic Party (Partido Democrata Popular - PDP) ,1982ff,2,ESP-151,1982,1991,Popular Democratic Party ,Partido Democrata Popular - PDP,PDP,
ESP,52,Liberal Party (Partido Liberal),1986,1,ESP-152,1986,1986,Liberal Party ,Partido Liberal,,
ESP,53,Communist Unity (Mesa per la Unididad de Ios Comunistas) ,1986,1,ESP-153,1986,1986,Communist Unity ,Mesa per la Unididad de Ios Comunistas,,
ESP,54,Galician Coalition (Coalición Galega),1986,1,ESP-154,1986,1986,Galician Coalition ,Coalición Galega,,
ESP,55,Independent Canary Islands Group (Agrupación Independientes de Canarias - AIC),1986,1,ESP-155,1986,1986,Independent Canary Islands Group ,Agrupación Independientes de Canarias - AIC,AIC,
ESP,56,Democratic Reform Party (Partido Refoimista Democrático - PRD),1986,1,ESP-156,1986,1986,Democratic Reform Party ,Partido Refoimista Democrático - PRD,PRD,
ESP,57,Greens ,1986,1,ESP-157,1986,1986,Greens ,,,
FIN,1,Social Democrats (Suomen Sosialidemokraattinen Puolue),1907ff,30,FIN-101,1907,1991,Social Democrats ,Suomen Sosialidemokraattinen Puolue,,
FIN,2,Swedish People's Party (Svenska Folkpartiet/ Ruotsalainen Kansanpuolue),1907ff,30,FIN-102,1907,1991,Swedish People's Party ,Svenska Folkpartiet/ Ruotsalainen Kansanpuolue,,
FIN,3,Christian Labour Union (Suomen Kristillinen Työväen Puolue),1907-1919,9,FIN-103,1907,1919,Christian Labour Union ,Suomen Kristillinen Työväen Puolue,,
FIN,4,Agrarian Union (Maalaisliitto). Since 1965 the Centre Party (Keskustapuolue)  and since 1988 the Finnish Centre (Suomen Keskusta),1907ff,30,FIN-104,1907,1991,Agrarian Union ,Suomen Keskusta,,Since 1965 the Centre Party (Keskustapuolue)  and since 1988 the Finnish Centre (Suomen Keskusta)
FIN,5,Young Finnish Party (Nuorsuomalainen Puolue),1907-1917,8,FIN-105,1907,1917,Young Finnish Party ,Nuorsuomalainen Puolue,,
FIN,6,Finnish Party (Suomalainen Puolue) ,1907-1917,8,FIN-106,1907,1917,Finnish Party ,Suomalainen Puolue,,
FIN,7,People's Party (Kansanpuolue),1917,1,FIN-107,1917,1917,People's Party ,Kansanpuolue,,
FIN,8,National Coalition (Kansallinen Kokoomus),1919ff,22,FIN-108,1919,1991,National Coalition ,Kansallinen Kokoomus,,
FIN,9,National Progressive Party (Kansallinen Edistyspuolue). Renamed the Finnish People's Party (Suomen Kansanpuolue) in 1951  and in 1966 the Liberal People's Party (Liberaalinen Kansanpuolue),1919ff,22,FIN-109,1919,1991,National Progressive Party ,Liberaalinen Kansanpuolue,,Renamed the Finnish People's Party (Suomen Kansanpuolue) in 1951  and in 1966 the Liberal People's Party (Liberaalinen Kansanpuolue)
FIN,10,Socialist Workers' Party (Suomen Sosialistinen Työväenpuolue) ,1922-1930,5,FIN-110,1922,1930,Socialist Workers' Party ,Suomen Sosialistinen Työväenpuolue,,
FIN,11,Small Farmers' Party (Suomen Pienviljelijain Puolue),1929-1951,8,FIN-111,1929,1951,Small Farmers' Party ,Suomen Pienviljelijain Puolue,,
FIN,12,Patriotic People's Movement (Isanmaallinen Kansanliike) ,1933-1939,3,FIN-112,1933,1939,Patriotic People's Movement ,Isanmaallinen Kansanliike,,
FIN,13,Finnish People's Democratic Union (Suomen Kansan Demokraattinen Liitto) ,1945ff,13,FIN-113,1945,1991,Finnish People's Democratic Union ,Suomen Kansan Demokraattinen Liitto,,
FIN,14,Liberal League (Vapaamielisten Liitto) ,1951-1962,4,FIN-114,1951,1962,Liberal League ,Vapaamielisten Liitto,,
FIN,15,Social Democratic League of Workers and Smallholders (Työväen ja Pienviljelijäin Sosialdemokraattinen Liitto) ,1958-1972,5,FIN-115,1958,1972,Social Democratic League of Workers and Smallholders ,Työväen ja Pienviljelijäin Sosialdemokraattinen Liitto,,
FIN,16,Christian League (Suomen Kristillinen Liitto),1958ff,9,FIN-116,1958,1991,Christian League ,Suomen Kristillinen Liitto,,
FIN,17,Finnish Smallholders' Party (Suomen Pientalonpoiken Puolue); since 1966 Finnish Rural Party (Suomen Maaseudun Puolue) ,1962ff,8,FIN-117,1962,1991,Finnish Smallholders' Party ,Suomen Maaseudun Puolue,,since 1966 Finnish Rural Party (Suomen Maaseudun Puolue) 
FIN,18,Constitutional People's Party (Suomen Perustuslaillinen Kansanpuolue). Renamed Constitutional Party of Finland (Perustuslaillinen Oikeistopuolue) in 1980 ,1975ff,4,FIN-118,1975,1991,Constitutional People's Party ,Perustuslaillinen Oikeistopuolue,,Renamed Constitutional Party of Finland (Perustuslaillinen Oikeistopuolue) in 1980 
FIN,19,Finnish People's Unity Party (Suomen Kansan Yhtenaisyyden Puolue). In 1983 Union for Democracy (Kansalaisvallan Liitto) ,1975-1983,3,FIN-119,1975,1983,Finnish People's Unity Party ,Kansalaisvallan Liitto,,In 1983 Union for Democracy (Kansalaisvallan Liitto) 
FIN,20,Greens (Vihreät); since February 1987 the Green Union (Vihreä Liitto),1983ff,2,FIN-120,1983,1991,Greens ,Vihreä Liitto,,since February 1987 the Green Union (Vihreä Liitto)
FIN,21,Pensioners' Party (Suomen Eläkeläisten Puolue),1987,1,FIN-121,1987,1987,Pensioners' Party ,Suomen Eläkeläisten Puolue,,
FIN,22,Democratic Alternative (Demokraattinen Vaihtoehto) ,1987,1,FIN-122,1987,1987,Democratic Alternative ,Demokraattinen Vaihtoehto,,
FRA,1,"Socialist Party (Section francaise de l'internationale ouvriere - SFIO; since 1969 the
Parti socialiste - PS)",1910ff,21,FRA-101,1910,1991,"Socialist Party 
",Parti socialiste,PS,"since 1969 the
Parti socialiste - PS)"
FRA,2,Radical Socialist Party (Parti republicain radical et radical socialiste) ,1910-73,14,FRA-102,1910,1973,Radical Socialist Party ,Parti republicain radical et radical socialiste,,
FRA,3,Socialist Republicans (Parti republicain socialiste) and Independent Socialists ,1910-1936,7,FRA-103,1910,1936,Socialist Republicans ,Parti republicain socialiste,,
FRA,4,Independent Radicals (Radicaux independants),1910-1936,7,FRA-104,1910,1936,Independent Radicals ,Radicaux independants,,
FRA,5,Left Republicans (Gauche republicaine),1910-1936,7,FRA-105,1910,1936,Left Republicans ,Gauche republicaine,,
FRA,6,Republican Union (Union republicaine),1910-1936,7,FRA-106,1910,1936,Republican Union ,Union republicaine,,
FRA,7,Liberal Popular Action (Action liberale populaire),1910,1,FRA-107,1910,1910,Liberal Popular Action ,Action liberale populaire,,
FRA,8,Conservatives and lndependents,1910-1936,7,FRA-108,1910,1936,Conservatives and lndependents,,,
FRA,9,Communist Party (Parti Communiste Fran9ais – PCF),1924ff,18,FRA-109,1924,1991,Communist Party ,Parti Communiste Francais – PCF,PCF,
FRA,10,Popular Democratic Party (Parti democrate populaire – PDP),1932-1936,2,FRA-110,1932,1936,Popular Democratic Party ,Parti democrate populaire – PDP,PDP,
FRA,11,Proletarian Unity (Parti de I'unité proletaire) ,1932-1936,2,FRA-111,1932,1936,Proletarian Unity ,Parti de I'unité proletaire,,
FRA,12,Conservatives ,1945ff,12,FRA-112,,1991,Conservatives ,Conservatives ,,
FRA,13,Popular Republican Movement (Mouvement republicain populaire – MRP),1945-1962,6,FRA-113,1945,1962,Popular Republican Movement ,Mouvement republicain populaire – MRP,MRP,
FRA,14,Gaullists ,1946ff,12,FRA-114,1946,1991,Gaullists ,Gaullists ,,
FRA,15,"Poujadists - Union for the Defence of Traders and Artisans (UDCA -Union pour la defence des
commertrants et artisans)",1956-1962,3,FRA-115,1956,1962,"Poujadists - Union for the Defence of Traders and Artisans 
",Union pour la defence des commertrants et artisans,UDCA,
FRA,16,Other Extreme Right ,1956ff,10,FRA-116,1956,1991,Other Extreme Right ,,,
FRA,17,Union of Democratic Forces (Union des forces democratiques – UFD),1958,1,FRA-117,1958,,Union of Democratic Forces ,Union des forces democratiques – UFD,UFD,
FRA,18,Other Extreme Left ,1962ff,8,FRA-118,1962,1991,Other Extreme Left ,,,
FRA,19,Unified Socialist Party (Parti socialiste unifié – PSU),1962-1981,6,FRA-119,1962,1981,Unified Socialist Party ,Parti socialiste unifié – PSU,PSU,
FRA,20,Independent Republicans (Fédération nationale des Republicains independants – FNRI) ,1962-73,4,FRA-120,1962,,Independent Republicans ,Fédération nationale des Republicains independants – FNRI,FNRI,
FRA,21,Democratic Centre (Centre démocrat); in 1968 Centre du progrès et de la democratie moderne ,1967-73,3,FRA-121,1967,,Democratic Centre ,Centre démocrat,,in 1968 Centre du progrès et de la democratie moderne 
FRA,22,Regionalist parties ,1967-68; 1978-86,5,FRA-122,1967,1978,Regionalist parties ,,,
FRA,23,Centre Democracy and Progress (Centre democratie et progres - CDP) ,1973,1,FRA-123,1973,1973,Centre Democracy and Progress ,Centre democratie et progres - CDP,CDP,
FRA,24,Workers' Struggle (Lutte ouvriere - LO),1973-86,4,FRA-124,1973,1986,Workers' Struggle ,Lutte ouvriere - LO,LO,
FRA,25,Left Radicals (Mouvement des radicaux de gauche - MRG) ,1973ff,5,FRA-125,1973,1991,Left Radicals ,Mouvement des radicaux de gauche - MRG,MRG,
FRA,26,Reformers' Movement (Mouvement reformateur) ,1973,1,FRA-126,1973,1973,Reformers' Movement ,Mouvement reformateur,,
FRA,27,Other Left ,1973-86,4,FRA-127,1973,1986,Other Left ,,,
FRA,28,Greens (Ecologistes),1978ff,4,FRA-128,1978,1991,Greens ,Ecologistes,,
FRA,29,National Front (Front national FN),1978ff,4,FRA-129,1978,1991,National Front ,Front national FN,FN,
FRA,30,Union for French Democracy (Union pour la democratie francaise - UDF) ,1978ff,4,FRA-130,1978,1991,Union for French Democracy ,Union pour la democratie francaise - UDF,UDF,
GBR,1,Conservative Party ,1885ff,28,GBR-101,1885,1991,Conservative Party ,,,
GBR,2,Liberal Party ,1885-1987,28,GBR-102,1885,1987,Liberal Party ,,,
GBR,3,Irish Nationalist Party ,1885-1918,9,GBR-103,1885,1918,Irish Nationalist Party ,,,
GBR,4,Liberal Unionists ,1886-1910,7,GBR-104,1886,1910,Liberal Unionists ,,,
GBR,5,Independent Labour Party – ILP,1895-1945,13,GBR-105,1895,1945,Independent Labour Party ,, ILP,
GBR,6,Labour Party ,1900ff,24,GBR-106,1900,1991,Labour Party ,,,
GBR,7,United Ireland ,1918ff,20,GBR-107,1918,1991,United Ireland ,,,
GBR,8,Lloyd George Liberals ,1918-1922&1931,3,GBR-108,1918,1922,Lloyd George Liberals ,,,
GBR,9,National Democratic and Labour Party,1918-1922,2,GBR-109,1918,1922,National Democratic and Labour Party,,,
GBR,10,Communist Party,1922ff,19,GBR-110,1922,1991,Communist Party,,,
GBR,11,Scottish National Party - SNP,1929ff,16,GBR-111,1929,1991,Scottish National Party ,,SNP,
GBR,12,Plaid Cymru (Party of Wales),1929ff,16,GBR-112,1929,1991,Plaid Cymru ,Party of Wales,,
GBR,13,National Labour,1931-1935,2,GBR-113,1931,1935,National Labour,,,
GBR,14,National Liberal Party ,1931-1945,3,GBR-114,1931,1945,National Liberal Party ,,,
GBR,15,National Front,1970-1983,5,GBR-115,1970,1983,National Front,,,
GBR,16,Ulster Unionists and Loyalists ,1974ff,5,GBR-116,1974,1991,Ulster Unionists and Loyalists ,,,
GBR,17,Alliance Party of Northern Ireland,1974ff,5,GBR-117,1974,1991,Alliance Party of Northern Ireland,,,
GBR,18,Social Democratic and Labour Party,1974ff,5,GBR-118,1974,1991,Social Democratic and Labour Party,,,
GBR,19,Ecology/Green Party ,1974ff,5,GBR-119,1974,1991,Ecology/Green Party ,,,
GBR,20,Social Democratic Party ,1983ff,2,GBR-120,1983,1991,Social Democratic Party ,,,
GBR,21,The Alliance ,1983-1987,2,GBR-121,1983,1987,The Alliance ,,,
GRC,1,Liberal Party  I (Komma Fileleftheron) ,1926-1958,11,GRC-101,1926,1958,Liberal Party  I ,Komma Fileleftheron,,
GRC,2,People's Party (Laikon Komma) ,1926-1958,12,GRC-102,1926,1958,People's Party ,Laikon Komma,,
GRC,3,Agrarian Party I (Agrotikon Komma) ,1926-1936,5,GRC-103,1926,1936,Agrarian Party I ,Agrotikon Komma,,
GRC,4,Communist Party of Greece (Kommounistikon Komma Elladas - KKE) ,1926-1936; 1974ff,9,GRC-104,1926,1991,Communist Party of Greece ,Kommounistikon Komma Elladas - KKE,KKE,
GRC,5,Farmer-Labour Party (Agrotikon-Ergatikon Komma) ,1926-1936,5,GRC-105,1926,1936,Farmer-Labour Party ,Agrotikon-Ergatikon Komma,,
GRC,6,Free Opinion Party (Komma Ton Eleftherofronon),1926-1936,6,GRC-106,1926,1936,Free Opinion Party ,Komma Ton Eleftherofronon,,
GRC,7,Conservative Republican Party (Syntiritiko Dimokratikon Komma) ,1926-1933,4,GRC-107,1926,1933,Conservative Republican Party ,Syntiritiko Dimokratikon Komma,,
GRC,8,National Republican Party (Ethnikon Dimokratikon Komma); from 1932 the National Radical Party (Ethnikon Rizospastikon Komma) ,1928-1936,4,GRC-108,1928,1936,National Republican Party ,Ethnikon Rizospastikon Komma,,from 1932 the National Radical Party (Ethnikon Rizospastikon Komma) 
GRC,9,Progressive Party (Proodeftikon Komma) ,1928-1936,5,GRC-109,1928,1936,Progressive Party ,Proodeftikon Komma,,
GRC,10,Progressive Union (Proodeftiki Enosis) ,1928,1,GRC-110,1928,1928,Progressive Union ,Proodeftiki Enosis,,
GRC,11,Agrarian Republican Party (Agrotikon Dimokratikon Komma) ,1933-1936,2,GRC-111,1933,1936,Agrarian Republican Party ,Agrotikon Dimokratikon Komma,,
GRC,12,Agrarian Party (Agrotikon Komma) ,1933,1,GRC-112,1933,1933,Agrarian Party ,Agrotikon Komma,,
GRC,13,National Unity Party (Ethnikon Enotikon Komma); in 1950 National Regeneration Front (Metopon Ethnikis Anadimiourgias) ,1936-1950,3,GRC-113,1936,1950,National Unity Party ,Metopon Ethnikis Anadimiourgias,,in 1950 National Regeneration Front (Metopon Ethnikis Anadimiourgias) 
GRC,14,National People's Party (Ethnikon Laikon Komma) ,1936,1,GRC-114,1936,1936,National People's Party ,Ethnikon Laikon Komma,,
GRC,15,Reformist Party (Metarrythmistikon Komma) ,1936-1946,2,GRC-115,1936,1946,Reformist Party ,Metarrythmistikon Komma,,
GRC,16,Democratic Socialist Party (Dimokratikon Socialistikon Komma); in 1950 and 1951 George Papandreou Party (Komma Georgiou Papandreou) ,1936-1951,4,GRC-116,1936,1951,Democratic Socialist Party ,Komma Georgiou Papandreou,,in 1950 and 1951 George Papandreou Party (Komma Georgiou Papandreou) 
GRC,17,Venizelist Liberal Party (Komma Venizelikon Fileleftheron) ,1946,1,GRC-117,1946,1946,Venizelist Liberal Party ,Komma Venizelikon Fileleftheron,,
GRC,18,National Liberal Party (Ethnikon Fileleftheron Komma) ,1946,1,GRC-118,1946,1946,National Liberal Party ,Ethnikon Fileleftheron Komma,,
GRC,19,National Party of Greece (Ethnikon Komma Ellados) ,1946-1950,2,GRC-119,1946,1950,National Party of Greece ,Ethnikon Komma Ellados,,
GRC,20,Nationalist Party (Komma Ethnikofronon) ,1946-1950; 1958,3,GRC-120,1946,1950,Nationalist Party ,Komma Ethnikofronon,,
GRC,21,National Front of the Working People (Ethniki Parataksis Ergazomenou Laou) ,1950,1,GRC-121,1950,1950,National Front of the Working People ,Ethniki Parataksis Ergazomenou Laou,,
