first_ess_id,first_ess_name,year_first,year_last,ess_ids,ess_info,partyfacts_id,country,name_short,name,name_english,technical
ES-6-5-v,AMAIUR,2012,2014,ES-6-5-v ES-7-5-v,"R6 --- prtvtces --- AMAIUR
R7 --- prtvtces --- AMAIUR",1671,ESP,A,Amaiur,Amaiur,
ES-6-11-v,Compromís - EQUO,2012,2018,ES-6-11-v ES-7-11-v ES-9-9-v,"R6 --- prtvtces --- Compromís - EQUO
R7 --- prtvtces --- Compromís - EQUO
R9 --- prtvtees --- Compromís",5623,ESP,CC,Coalició Compromís,Commitment Coalition,
ES-6-12-v,Foro de Ciudadanos,2012,2020,ES-6-12-v ES-7-12-v ES-8-5-v ES-9-5-v ES-10-6-v,"R6 --- prtvtces --- Foro de Ciudadanos
R7 --- prtvtces --- Foro de Ciudadanos
R8 --- prtvtdes --- Ciudadanos
R9 --- prtvtees --- Ciudadanos
R10 --- prtvtfes --- Ciudadanos",3217,ESP,C,Ciudadanos — Partido de la Ciudadanía,Citizens — Party of the Citizenry,
ES-6-15-v,Votó en blanco,2012,2014,ES-6-15-v ES-7-15-v,"R6 --- prtvtces --- Votó en blanco
R7 --- prtvtces --- Votó en blanco",3083,ESP,tech,technical,technical,12
ES-6-16-v,Votó nulo,2012,2014,ES-6-16-v ES-7-16-v,"R6 --- prtvtces --- Votó nulo
R7 --- prtvtces --- Votó nulo",3083,ESP,tech,technical,technical,12
ES-7-13-v,Geroa Bai,2014,2014,ES-7-13-v,R7 --- prtvtces --- Geroa Bai,8358,ESP,GB,Geroa Bai,Yes to the Future,
ES-8-3-v,Unidos Podemos,2016,2020,ES-8-3-v ES-9-3-v ES-10-4-v,"R8 --- prtvtdes --- Unidos Podemos
R9 --- prtvtees --- Unidas Podemos
R10 --- prtvtfes --- Unidas Podemos",7656,ESP,UP,Unidas Podemos,United We Can,
ES-8-7-v,En Comú Podem,2016,2020,ES-8-7-v ES-9-7-v ES-10-5-v,"R8 --- prtvtdes --- En Comú Podem
R9 --- prtvtees --- En Comú Podem
R10 --- prtvtfes --- En Comú Podem",8031,ESP,ECP,En Comú Podem,In Common We Can,
ES-8-8-v,Compromís-Podemos-EUPV,2016,2016,ES-8-8-v,R8 --- prtvtdes --- Compromís-Podemos-EUPV,8271,ESP,AlV,A la valenciana,Valencian style,
ES-8-11-v,CDC-PdeCAT,2016,2016,ES-8-11-v,R8 --- prtvtdes --- CDC-PdeCAT,4795,ESP,CDC,Convergència Democràtica de Catalunya,Democratic Convergence of Catalonia,
ES-8-12-v,En Marea,2016,2016,ES-8-12-v,R8 --- prtvtdes --- En Marea,5873,ESP,EM,En Marea,In Tide,
ES-8-14-v,EH Bildu,2016,2020,ES-8-14-v ES-9-14-v ES-10-12-v,"R8 --- prtvtdes --- EH Bildu
R9 --- prtvtees --- EH-Bildu
R10 --- prtvtfes --- EH-Bildu",5668,ESP,EHBildu,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,
ES-8-18-v,PACMA,2016,2018,ES-8-18-v ES-9-18-v,"R8 --- prtvtdes --- PACMA
R9 --- prtvtees --- PACMA",3219,ESP,PACMA,Partido Animalista Contra el Maltrato Animal,Animalist Party Against Mistreatment to Animals,
ES-8-52-v,Invalid vote,2016,2020,ES-8-52-v ES-9-55-v ES-10-55-v,"R8 --- prtvtdes --- Invalid vote
R9 --- prtvtees --- Invalid vote
R10 --- prtvtfes --- Invalid vote",3083,ESP,tech,technical,technical,12
ES-9-8-v,Más País,2018,2020,ES-9-8-v ES-10-7-v,"R9 --- prtvtees --- Más País
R10 --- prtvtfes --- Más País",8395,ESP,Pais,Más País,More Country,
ES-9-11-v,Junts per Catalunya/PDeCAT,2018,2020,ES-9-11-v ES-10-9-v,"R9 --- prtvtees --- Junts per Catalunya/PDeCAT
R10 --- prtvtfes --- Junts x Cat",9097,ESP,JxCat — PDECat,Junts per Catalunya — Partit Demòcrata Europeu Català,Together for Catalonia — Catalan European Democratic Party,
ES-9-16-v,VOX,2018,2020,ES-9-16-v ES-10-3-v,"R9 --- prtvtees --- VOX
R10 --- prtvtfes --- VOX",3218,ESP,Vox,Vox,Voice,
ES-9-17-v,Navarra Suma,2018,2020,ES-9-17-v ES-10-14-v,"R9 --- prtvtees --- Navarra Suma
R10 --- prtvtfes --- Navarra Suma",4019,ESP,ally,alliance,alliance,15
ES-9-19-v,CUP,2018,2020,ES-9-19-v ES-10-10-v,"R9 --- prtvtees --- CUP
R10 --- prtvtfes --- CUP",8357,ESP,CUP,Candidatura d'Unitat Popular,Popular Unity Candidacy,
ES-9-20-v,PRC,2018,2020,ES-9-20-v ES-10-17-v,"R9 --- prtvtees --- PRC
R10 --- prtvtfes --- PRC",2538,ESP,1-perc,1 percent,1 percent,11
ES-10-13-v,CC-PNC-NC,2020,2020,ES-10-13-v,R10 --- prtvtfes --- CC-PNC-NC,8262,ESP,AUN,Acuerdo de Unidad Nacionalista,Agreement of Nationalist Unity,
ES-10-15-v,Més Compromis,2020,2020,ES-10-15-v,R10 --- prtvtfes --- Més Compromis,4019,ESP,ally,alliance,alliance,15
ES-10-18-v,Teruel Existe,2020,2020,ES-10-18-v,R10 --- prtvtfes --- Teruel Existe,2538,ESP,1-perc,1 percent,1 percent,11
FI-1-1-v,The National Coalition Party,2002,2020,FI-1-1-v FI-2-1-v FI-3-1-v FI-4-1-v FI-5-1-v FI-6-1-v FI-7-1-v FI-8-1-v FI-9-1-v FI-10-1-v,"R1 --- prtvtfi --- The National Coalition Party
R2 --- prtvtfi --- The National Coalition Party
R3 --- prtvtfi --- The National Coalition Party
R4 --- prtvtafi --- The National Coalition Party
R5 --- prtvtbfi --- The National Coalition Party
R6 --- prtvtcfi --- The National Coalition Party
R7 --- prtvtcfi --- The National Coalition Party
R8 --- prtvtdfi --- The National Coalition Party
R9 --- prtvtdfi --- The National Coalition Party
R10 --- prtvtefi --- The National Coalition Party",495,FIN,KOK,Kansallinen Kokoomus,National Coalition Party,
FI-1-2-v,The Swedish People's Party (SPP),2002,2020,FI-1-2-v FI-2-2-v FI-3-2-v FI-4-2-v FI-5-2-v FI-6-2-v FI-7-2-v FI-8-2-v FI-9-2-v FI-10-2-v,"R1 --- prtvtfi --- The Swedish People's Party (SPP)
R2 --- prtvtfi --- The Swedish People's Party (SPP)
R3 --- prtvtfi --- The Swedish People's Party (SPP)
R4 --- prtvtafi --- The Swedish People's Party (SPP)
R5 --- prtvtbfi --- The Swedish People's Party (SPP)
R6 --- prtvtcfi --- The Swedish People's Party (SPP)
R7 --- prtvtcfi --- The Swedish People's Party (SPP)
R8 --- prtvtdfi --- The Swedish People's Party (SPP)
R9 --- prtvtdfi --- The Swedish People's Party (SPP)
R10 --- prtvtefi --- The Swedish People's Party (SPP)",1229,FIN,RKP/SFP,Ruotsalainen Kansanpuolue / Svenska Folkepartiet i Finland,Swedish People's Party of Finland,
FI-1-3-v,"Liberals, (The liberal party of Finland)",2002,2010,FI-1-3-v FI-2-3-v FI-4-3-v FI-5-3-v,"R1 --- prtvtfi --- Liberals, (The liberal party of Finland)
R2 --- prtvtfi --- Liberals, (The liberal party of Finland)
R4 --- prtvtafi --- Liberals, (The liberal party of Finland)
R5 --- prtvtbfi --- Liberals, (The liberal party of Finland)",249,FIN,L,Liberaalinen kansanpuolue,Liberal People's Party,
FI-1-4-v,The Centre Party,2002,2020,FI-1-4-v FI-2-4-v FI-3-4-v FI-4-4-v FI-5-4-v FI-6-3-v FI-7-3-v FI-8-3-v FI-9-3-v FI-10-3-v,"R1 --- prtvtfi --- The Centre Party
R2 --- prtvtfi --- The Centre Party
R3 --- prtvtfi --- The Centre Party
R4 --- prtvtafi --- The Centre Party
R5 --- prtvtbfi --- The Centre Party
R6 --- prtvtcfi --- The Centre Party
R7 --- prtvtcfi --- The Centre Party
R8 --- prtvtdfi --- The Centre Party
R9 --- prtvtdfi --- The Centre Party
R10 --- prtvtefi --- The Centre Party",901,FIN,KESK,Maalaisliitto / Keskusta,Agrarian Union / Centre Party,
FI-1-5-v,True Finns,2002,2020,FI-1-5-v FI-2-5-v FI-3-5-v FI-4-5-v FI-5-5-v FI-6-4-v FI-7-4-v FI-8-4-v FI-9-4-v FI-10-5-v,"R1 --- prtvtfi --- True Finns
R2 --- prtvtfi --- True Finns
R3 --- prtvtfi --- True Finns
R4 --- prtvtafi --- True Finns
R5 --- prtvtbfi --- True Finns
R6 --- prtvtcfi --- True Finns
R7 --- prtvtcfi --- True Finns
R8 --- prtvtdfi --- True Finns
R9 --- prtvtdfi --- True Finns
R10 --- prtvtefi --- True Finns",1689,FIN,SP/PS,Suomen Puolue / Perussuomalaiset,Finns Party / True Finns,
FI-1-6-v,Christian Democrats,2002,2020,FI-1-6-v FI-2-6-v FI-3-6-v FI-4-6-v FI-5-6-v FI-6-5-v FI-7-5-v FI-8-5-v FI-9-5-v FI-10-7-v,"R1 --- prtvtfi --- Christian Democrats
R2 --- prtvtfi --- Christian Democrats
R3 --- prtvtfi --- Christian Democrats
R4 --- prtvtafi --- Christian Democrats
R5 --- prtvtbfi --- Christian Democrats
R6 --- prtvtcfi --- Christian Democrats
R7 --- prtvtcfi --- Christian Democrats
R8 --- prtvtdfi --- Christian Democrats
R9 --- prtvtdfi --- Christian Democrats
R10 --- prtvtefi --- Christian Democrats",703,FIN,KD,Kristillisdemokraatit,Christian Democrats / League,
FI-1-7-v,League for Free Finland,2002,2004,FI-1-7-v FI-2-7-v,"R1 --- prtvtfi --- League for Free Finland
R2 --- prtvtfi --- League for Free Finland",1259,FIN,VSL,Vapaan Suomen Liitto,League for Free Finland,
FI-1-8-v,Green League,2002,2020,FI-1-8-v FI-2-8-v FI-3-8-v FI-4-7-v FI-5-13-v FI-6-12-v FI-7-12-v FI-8-10-v FI-9-10-v FI-10-16-v,"R1 --- prtvtfi --- Green League
R2 --- prtvtfi --- Green League
R3 --- prtvtfi --- Green League
R4 --- prtvtafi --- Green League
R5 --- prtvtbfi --- Green League
R6 --- prtvtcfi --- Green League
R7 --- prtvtcfi --- Green League
R8 --- prtvtdfi --- Green League
R9 --- prtvtdfi --- Green League
R10 --- prtvtefi --- Green League",479,FIN,VIHR,Vihreä Liitto,Green League,
FI-1-9-v,Social Democratic Party,2002,2020,FI-1-9-v FI-2-9-v FI-3-9-v FI-4-8-v FI-5-14-v FI-6-13-v FI-7-13-v FI-8-11-v FI-9-11-v FI-10-17-v,"R1 --- prtvtfi --- Social Democratic Party
R2 --- prtvtfi --- Social Democratic Party
R3 --- prtvtfi --- Social Democratic Party
R4 --- prtvtafi --- Social Democratic Party
R5 --- prtvtbfi --- Social Democratic Party
R6 --- prtvtcfi --- Social Democratic Party
R7 --- prtvtcfi --- Social Democratic Party
R8 --- prtvtdfi --- Social Democratic Party
R9 --- prtvtdfi --- Social Democratic Party
R10 --- prtvtefi --- Social Democratic Party",1303,FIN,SDP,Suomen Sosialidemokraattinen Puolue,Social Democratic Party of Finland,
FI-1-10-v,Left Alliance,2002,2020,FI-1-10-v FI-2-10-v FI-3-10-v FI-4-9-v FI-5-15-v FI-6-14-v FI-7-14-v FI-8-12-v FI-9-12-v FI-10-18-v,"R1 --- prtvtfi --- Left Alliance
R2 --- prtvtfi --- Left Alliance
R3 --- prtvtfi --- Left Alliance
R4 --- prtvtafi --- Left Alliance
R5 --- prtvtbfi --- Left Alliance
R6 --- prtvtcfi --- Left Alliance
R7 --- prtvtcfi --- Left Alliance
R8 --- prtvtdfi --- Left Alliance
R9 --- prtvtdfi --- Left Alliance
R10 --- prtvtefi --- Left Alliance",1044,FIN,VAS,Vasemmistoliitto,Left Alliance,
FI-1-11-v,Communist Party,2002,2020,FI-1-11-v FI-2-11-v FI-3-11-v FI-4-10-v FI-5-16-v FI-6-15-v FI-7-15-v FI-9-13-v FI-10-19-v,"R1 --- prtvtfi --- Communist Party
R2 --- prtvtfi --- Communist Party
R3 --- prtvtfi --- Communist Party
R4 --- prtvtafi --- Communist Party
R5 --- prtvtbfi --- Communist Party
R6 --- prtvtcfi --- Communist Party
R7 --- prtvtcfi --- Communist Party
R9 --- prtvtdfi --- Communist Party
R10 --- prtvtefi --- Communist Party",7030,FIN,SKP,Suomen Kommunistinen Puolue,Communist Party of Finland,
FI-1-12-v,The Communist Workers' Party,2002,2010,FI-1-12-v FI-2-12-v FI-4-11-v FI-5-17-v,"R1 --- prtvtfi --- The Communist Workers' Party
R2 --- prtvtfi --- The Communist Workers' Party
R4 --- prtvtafi --- The Communist Workers' Party
R5 --- prtvtbfi --- The Communist Workers' Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-1-14-v,Other,2002,2020,FI-1-14-v FI-2-14-v FI-3-14-v FI-4-12-v FI-5-19-v FI-6-18-v FI-7-18-v FI-8-16-v FI-9-16-v FI-10-22-v,"R1 --- prtvtfi --- Other
R2 --- prtvtfi --- Other
R3 --- prtvtfi --- Other
R4 --- prtvtafi --- Other
R5 --- prtvtbfi --- Other
R6 --- prtvtcfi --- Other
R7 --- prtvtcfi --- Other
R8 --- prtvtdfi --- Other
R9 --- prtvtdfi --- Other
R10 --- prtvtefi --- Other",1859,FIN,etc,other,other,7
FI-5-8-v,Finnish People's Blue-whites,2010,2010,FI-5-8-v,R5 --- prtvtbfi --- Finnish People's Blue-whites,2687,FIN,1-perc,1 percent,1 percent,11
FI-5-9-v,Senior Citizens' Party,2010,2010,FI-5-9-v,R5 --- prtvtbfi --- Senior Citizens' Party,2687,FIN,1-perc,1 percent,1 percent,11
FI-5-11-v,Independence Party,2010,2018,FI-5-11-v FI-7-10-v FI-9-8-v,"R5 --- prtvtbfi --- Independence Party
R7 --- prtvtcfi --- Independence Party
R9 --- prtvtdfi --- Independence Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-5-18-v,Workers' Party,2010,2016,FI-5-18-v FI-6-17-v FI-8-15-v,"R5 --- prtvtbfi --- Workers' Party
R6 --- prtvtcfi --- Workers' Party
R8 --- prtvtdfi --- Workers' Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-6-6-v,Freedom Party,2012,2018,FI-6-6-v FI-8-6-v FI-9-6-v,"R6 --- prtvtcfi --- Freedom Party
R8 --- prtvtdfi --- Freedom Party
R9 --- prtvtdfi --- Freedom Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-6-8-v,Pirate Party,2012,2020,FI-6-8-v FI-7-8-v FI-8-7-v FI-9-7-v FI-10-10-v,"R6 --- prtvtcfi --- Pirate Party
R7 --- prtvtcfi --- Pirate Party
R8 --- prtvtdfi --- Pirate Party
R9 --- prtvtdfi --- Pirate Party
R10 --- prtvtefi --- Pirate Party",2687,FIN,1-perc,1 percent,1 percent,11
FI-6-11-v,For the Poor,2012,2018,FI-6-11-v FI-9-9-v,"R6 --- prtvtcfi --- For the Poor
R9 --- prtvtdfi --- For the Poor",2687,FIN,1-perc,1 percent,1 percent,11
FI-7-7-v,Change 2011,2014,2014,FI-7-7-v,R7 --- prtvtcfi --- Change 2011,2687,FIN,1-perc,1 percent,1 percent,11
FI-7-16-v,The Communist Workers' Party,2014,2014,FI-7-16-v,R7 --- prtvtcfi --- The Communist Workers' Party,2687,FIN,1-perc,1 percent,1 percent,11
FI-9-15-v,Workers' Party,2018,2018,FI-9-15-v,R9 --- prtvtdfi --- Workers' Party,2687,FIN,1-perc,1 percent,1 percent,11
FI-10-8-v,Movement Now,2020,2020,FI-10-8-v,R10 --- prtvtefi --- Movement Now,8639,FIN,LN,Liike Nyt,Movement Now,
FR-1-1-v,"CPNT (Chasse, Pêche, Nature et Traditions)",2002,2010,FR-1-1-v FR-2-1-v FR-3-1-v FR-4-1-v FR-5-1-v,"R1 --- prtvtfr --- CPNT (Chasse, Pêche, Nature et Traditions)
R2 --- prtvtfr --- CPNT (Chasse, Pêche, Nature et Traditions)
R3 --- prtvtafr --- CPNT (Chasse, pêche, nature et traditions)
R4 --- prtvtbfr --- CPNT (Chasse, Pêche, Nature et Traditions)
R5 --- prtvtbfr --- CPNT (Chasse, Pêche, Nature et Traditions)",1313,FRA,CPNT,"Chasse, pêche, nature, traditions","Hunting, Fishing, Nature, Tradition",
FR-1-2-v,DL (Démocratie Libérale),2002,2006,FR-1-2-v FR-2-2-v FR-3-2-v,"R1 --- prtvtfr --- DL (Démocratie Libérale)
R2 --- prtvtfr --- DL (Démocratie Libérale)
R3 --- prtvtafr --- DL (Démocratie libérale)",4364,FRA,DL,Démocratie Libérale,Liberal Democracy,
FR-1-3-v,FN (Front National),2002,2020,FR-1-3-v FR-2-3-v FR-3-3-v FR-4-2-v FR-5-2-v FR-6-2-v FR-7-2-v FR-8-2-v FR-9-11-v FR-10-11-v,"R1 --- prtvtfr --- FN (Front National)
R2 --- prtvtfr --- FN (Front National)
R3 --- prtvtafr --- FN (Front national)
R4 --- prtvtbfr --- FN (Front National)
R5 --- prtvtbfr --- FN (Front National)
R6 --- prtvtcfr --- FN (Front National)
R7 --- prtvtcfr --- FN (Front National)
R8 --- prtvtcfr --- FN (Front National)
R9 --- prtvtdfr --- FN (Front National)
R10 --- prtvtefr --- FN (Front National)",433,FRA,FN / RN,Front National / Rassemblement national,National Front / National Rally,
FR-1-4-v,LCR (ligue communiste révolutionnaire),2002,2010,FR-1-4-v FR-2-4-v FR-3-4-v FR-4-3-v FR-5-3-v,"R1 --- prtvtfr --- LCR (ligue communiste révolutionnaire)
R2 --- prtvtfr --- LCR (ligue communiste révolutionnaire)
R3 --- prtvtafr --- LCR (Ligue communiste révolutionnaire)
R4 --- prtvtbfr --- LCR (Ligue Communiste Révolutionnaire)
R5 --- prtvtbfr --- LCR (Ligue Communiste Révolutionnaire)",1506,FRA,LCR,Ligue communiste révolutionnaire,Revolutionary Communist League,
FR-1-5-v,LO (Lutte ouvrière),2002,2020,FR-1-5-v FR-2-5-v FR-3-5-v FR-4-4-v FR-5-4-v FR-6-5-v FR-7-5-v FR-8-5-v FR-9-1-v FR-10-1-v,"R1 --- prtvtfr --- LO (Lutte ouvrière)
R2 --- prtvtfr --- LO (Lutte ouvrière)
R3 --- prtvtafr --- LO (Lutte ouvrière)
R4 --- prtvtbfr --- LO (Lutte Ouvrière)
R5 --- prtvtbfr --- LO (Lutte Ouvrière)
R6 --- prtvtcfr --- LO (Lutte Ouvrière)
R7 --- prtvtcfr --- LO (Lutte Ouvrière)
R8 --- prtvtcfr --- LO (Lutte Ouvrière)
R9 --- prtvtdfr --- LO (Lutte Ouvrière)
R10 --- prtvtefr --- LO (Lutte Ouvrière)",617,FRA,LO,Lutte ouvrière,Workers' Struggle,
FR-1-6-v,MDC (Mouvement des citoyens),2002,2006,FR-1-6-v FR-2-6-v FR-3-6-v,"R1 --- prtvtfr --- MDC (Mouvement des citoyens)
R2 --- prtvtfr --- MDC (Mouvement des citoyens)
R3 --- prtvtafr --- MDC (Mouvement des citoyens)",3156,FRA,MDC/PR,Mouvement des citoyens / Pôle républicain,Citizens' Movement / Republican Alliance,
FR-1-7-v,MNR (Mouvement National Républicain),2002,2006,FR-1-7-v FR-2-7-v FR-3-7-v,"R1 --- prtvtfr --- MNR (Mouvement National Républicain)
R2 --- prtvtfr --- MNR (Mouvement National Républicain)
R3 --- prtvtafr --- MNR (Mouvement national républicain)",1634,FRA,MNR,Mouvement national républicain,National Republican Movement,
FR-1-8-v,MPF (Mouvement pour la France),2002,2016,FR-1-8-v FR-2-8-v FR-3-8-v FR-4-5-v FR-5-5-v FR-6-8-v FR-7-8-v FR-8-8-v,"R1 --- prtvtfr --- MPF (Mouvement pour la France)
R2 --- prtvtfr --- MPF (Mouvement pour la France)
R3 --- prtvtafr --- MPF (Mouvement pour la France)
R4 --- prtvtbfr --- MPF (Mouvement pour la France)
R5 --- prtvtbfr --- MPF (Mouvement pour la France)
R6 --- prtvtcfr --- MPF (Mouvement pour la France)
R7 --- prtvtcfr --- MPF (Mouvement pour la France)
R8 --- prtvtcfr --- MPF (Mouvement pour la France)",364,FRA,MF,Mouvement pour la France,Movement for France,
FR-1-9-v,PC (Parti communiste),2002,2020,FR-1-9-v FR-2-9-v FR-3-9-v FR-4-7-v FR-5-7-v FR-9-3-v FR-10-3-v,"R1 --- prtvtfr --- PC (Parti communiste)
R2 --- prtvtfr --- PC (Parti communiste)
R3 --- prtvtafr --- PC (Parti communiste)
R4 --- prtvtbfr --- PC (Parti Communiste)
R5 --- prtvtbfr --- PC (Parti Communiste)
R9 --- prtvtdfr --- PCF (Parti Communiste Français)
R10 --- prtvtefr --- PCF (Parti Communiste Français)",1251,FRA,PCF,Parti communiste française,French Communist Party,
FR-1-10-v,PS (Parti Socialiste),2002,2020,FR-1-10-v FR-2-10-v FR-3-10-v FR-4-8-v FR-5-8-v FR-6-9-v FR-7-9-v FR-8-9-v FR-9-5-v FR-10-5-v,"R1 --- prtvtfr --- PS (Parti Socialiste)
R2 --- prtvtfr --- PS (Parti Socialiste)
R3 --- prtvtafr --- PS (Parti socialiste)
R4 --- prtvtbfr --- PS (Parti Socialiste)
R5 --- prtvtbfr --- PS (Parti Socialiste)
R6 --- prtvtcfr --- PS (Parti Socialiste)
R7 --- prtvtcfr --- PS (Parti Socialiste)
R8 --- prtvtcfr --- PS (Parti Socialiste)
R9 --- prtvtdfr --- PS (Parti Socialiste)
R10 --- prtvtefr --- PS (Parti Socialiste)",1478,FRA,PS,Parti socialiste,Socialist Party,
FR-1-11-v,RPF (Rassemblement du Peuple Français),2002,2004,FR-1-11-v FR-2-11-v,"R1 --- prtvtfr --- RPF (Rassemblement du Peuple Français)
R2 --- prtvtfr --- RPF (Rassemblement du Peuple Français)",2689,FRA,unknown,unknown,unknown,10
FR-1-12-v,UMP (Union de la Majorité Présidentielle),2002,2016,FR-1-12-v FR-2-12-v FR-3-12-v FR-4-11-v FR-5-11-v FR-6-10-v FR-7-10-v FR-8-10-v,"R1 --- prtvtfr --- UMP (Union de la Majorité Présidentielle)
R2 --- prtvtfr --- UMP (Union de la Majorité Présidentielle)
R3 --- prtvtafr --- UMP (Union pour la majorité présidentielle)
R4 --- prtvtbfr --- UMP (Union pour la Majorité Présidentielle)
R5 --- prtvtbfr --- UMP (Union pour la Majorité Présidentielle)
R6 --- prtvtcfr --- UMP (Union pour un Mouvement Populaire)
R7 --- prtvtcfr --- UMP (Union pour un Mouvement Populaire)
R8 --- prtvtcfr --- UMP (Union pour un Mouvement Populaire)",1595,FRA,UMP,Union pour un mouvement populaire,Union for a Popular Movement,
FR-1-13-v,UDF (Union pour la Démocratie Française),2002,2006,FR-1-13-v FR-2-13-v FR-3-13-v,"R1 --- prtvtfr --- UDF (Union pour la Démocratie Française)
R2 --- prtvtfr --- UDF (Union pour la Démocratie Française)
R3 --- prtvtafr --- UDF (Union pour la démocratie française)",213,FRA,UDF,Union pour la démocratie française,Union for French Democracy,
FR-1-14-v,Les Verts,2002,2010,FR-1-14-v FR-2-14-v FR-3-14-v FR-4-12-v FR-5-12-v,"R1 --- prtvtfr --- Les Verts
R2 --- prtvtfr --- Les Verts
R3 --- prtvtafr --- Les Verts
R4 --- prtvtbfr --- Les Verts
R5 --- prtvtbfr --- Les Verts",1108,FRA,V,Les Verts,Greens,
FR-1-15-v,Autres mouvements écologistes,2002,2016,FR-1-15-v FR-2-15-v FR-3-15-v FR-4-13-v FR-5-13-v FR-6-13-v FR-7-13-v FR-8-13-v,"R1 --- prtvtfr --- Autres mouvements écologistes
R2 --- prtvtfr --- Autres mouvements écologistes
R3 --- prtvtafr --- Autres mouvements écologistes
R4 --- prtvtbfr --- Autres mouvements écologistes
R5 --- prtvtbfr --- Autres mouvements écologistes
R6 --- prtvtcfr --- Autres mouvements écologistes
R7 --- prtvtcfr --- Autres mouvements écologistes
R8 --- prtvtcfr --- Autres mouvements écologistes",8657,FRA,d-eco,divers ecologistes,other greens,
FR-1-16-v,Autre,2002,2020,FR-1-16-v FR-2-16-v FR-3-16-v FR-4-16-v FR-5-16-v FR-6-14-v FR-7-14-v FR-8-14-v FR-9-12-v FR-10-12-v,"R1 --- prtvtfr --- Autre
R2 --- prtvtfr --- Autre
R3 --- prtvtafr --- Autre
R4 --- prtvtbfr --- Autre
R5 --- prtvtbfr --- Autre
R6 --- prtvtcfr --- Autre
R7 --- prtvtcfr --- Autre
R8 --- prtvtcfr --- Autre
R9 --- prtvtdfr --- Autre
R10 --- prtvtefr --- Autre",1898,FRA,etc,other,other,7
FR-3-11-v,RPF (Rassemblement du peuple français),2006,2006,FR-3-11-v,R3 --- prtvtafr --- RPF (Rassemblement du peuple français),2689,FRA,unknown,unknown,unknown,10
FR-3-17-v,Blanc,2006,2020,FR-3-17-v FR-4-17-v FR-5-17-v FR-6-15-v FR-7-15-v FR-8-15-v FR-10-13-v,"R3 --- prtvtafr --- Blanc
R4 --- prtvtbfr --- Blanc
R5 --- prtvtbfr --- Blanc
R6 --- prtvtcfr --- Blanc
R7 --- prtvtcfr --- Blanc
R8 --- prtvtcfr --- Blanc
R10 --- prtvtefr --- Blanc",3024,FRA,tech,technical,technical,12
FR-4-6-v,Nouveau Centre,2008,2016,FR-4-6-v FR-5-6-v FR-6-1-v FR-7-1-v FR-8-1-v,"R4 --- prtvtbfr --- Nouveau Centre
R5 --- prtvtbfr --- Nouveau Centre
R6 --- prtvtcfr --- Nouveau Centre
R7 --- prtvtcfr --- Nouveau Centre
R8 --- prtvtcfr --- Nouveau Centre",1255,FRA,NC,Nouveau centre,New Centre,
FR-4-9-v,PRG (Parti Radical de Gauche),2008,2016,FR-4-9-v FR-5-9-v FR-6-7-v FR-7-7-v FR-8-7-v,"R4 --- prtvtbfr --- PRG (Parti Radical de Gauche)
R5 --- prtvtbfr --- PRG (Parti Radical de Gauche)
R6 --- prtvtcfr --- Parti Radical de Gauche
R7 --- prtvtcfr --- Parti Radical de Gauche
R8 --- prtvtcfr --- Parti Radical de Gauche",1783,FRA,PRG,Parti radical de gauche,Radical Party of the Left,
FR-4-10-v,UDF-MoDem (Mouvement Democrate),2008,2020,FR-4-10-v FR-5-10-v FR-6-11-v FR-7-11-v FR-8-11-v FR-9-8-v FR-10-8-v,"R4 --- prtvtbfr --- UDF-MoDem (Mouvement Democrate)
R5 --- prtvtbfr --- UDF-MoDem (Mouvement Democrate)
R6 --- prtvtcfr --- MODEM (Mouvement Démocrate)
R7 --- prtvtcfr --- MODEM (Mouvement Démocrate)
R8 --- prtvtcfr --- MODEM (Mouvement Démocrate)
R9 --- prtvtdfr --- MODEM (Mouvement Démocrate)
R10 --- prtvtefr --- MODEM (Mouvement Démocrate)",496,FRA,MoDem,Mouvement démocrate,Democratic Movement,
FR-4-14-v,Divers gauche,2008,2010,FR-4-14-v FR-5-14-v,"R4 --- prtvtbfr --- Divers gauche
R5 --- prtvtbfr --- Divers gauche",126,FRA,d-g,divers gauche,other left,
FR-4-15-v,Divers droite,2008,2010,FR-4-15-v FR-5-15-v,"R4 --- prtvtbfr --- Divers droite
R5 --- prtvtbfr --- Divers droite",1776,FRA,d-d,divers droite,other right,
FR-4-18-v,Nul,2008,2020,FR-4-18-v FR-5-18-v FR-6-16-v FR-7-16-v FR-8-16-v FR-10-14-v,"R4 --- prtvtbfr --- Nul
R5 --- prtvtbfr --- Nul
R6 --- prtvtcfr --- Nul
R7 --- prtvtcfr --- Nul
R8 --- prtvtcfr --- Nul
R10 --- prtvtefr --- Nul",3024,FRA,tech,technical,technical,12
FR-6-3-v,PR (Parti Radical Valoisien),2012,2016,FR-6-3-v FR-7-3-v FR-8-3-v,"R6 --- prtvtcfr --- PR (Parti Radical Valoisien)
R7 --- prtvtcfr --- PR (Parti Radical Valoisien)
R8 --- prtvtcfr --- PR (Parti Radical Valoisien)",14,FRA,PR,Parti radical [socialiste],Radical [Socialist] Party,
