ess_cntry,essround,ess_variable,ess_party,ess_party_id,ess_id,first_ess_id,partyfacts_id,country,name_short,name,name_english,technical
EE,2,prtvtee,Estonian Christian Peoples Party,8,EE-2-8-v,EE-2-8-v,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,2,prtvtee,Russian Party in Estonia,11,EE-2-11-v,EE-2-11-v,1975,EST,VEE,Vene Erakond Eestis,Russian Party in Estonia,
EE,2,prtvtee,Independent candidates,12,EE-2-12-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,3,prtclaee,Res Publica,1,EE-3-1-c,EE-2-1-c,491,EST,UVE/RP,Ühendus vabariigi eest / Res Publica,Union for the Republic / Res Publica Party,
EE,3,prtclaee,Estonian Centre Party,2,EE-3-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,3,prtclaee,Estonian Reform Party,3,EE-3-3-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,3,prtclaee,Pro Patria Union,4,EE-3-4-c,EE-2-4-c,779,EST,I,Isamaaliit,Pro Patria Union,
EE,3,prtclaee,Estonian Social Democrats,5,EE-3-5-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,3,prtclaee,Estonian People's Union,6,EE-3-6-c,EE-2-6-c,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,3,prtclaee,Other,7,EE-3-7-c,EE-2-13-c,1840,EST,etc,other,other,7
EE,3,prtvtaee,Res Publica,1,EE-3-1-v,EE-2-1-v,491,EST,UVE/RP,Ühendus vabariigi eest / Res Publica,Union for the Republic / Res Publica Party,
EE,3,prtvtaee,Estonian Centre Party,2,EE-3-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,3,prtvtaee,Estonian Reform Party,3,EE-3-3-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,3,prtvtaee,Pro Patria Union,4,EE-3-4-v,EE-2-4-v,779,EST,I,Isamaaliit,Pro Patria Union,
EE,3,prtvtaee,Estonian Social Democrats,5,EE-3-5-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,3,prtvtaee,Estonian People's Union,6,EE-3-6-v,EE-2-6-v,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,3,prtvtaee,Other,7,EE-3-7-v,EE-3-7-v,1840,EST,etc,other,other,7
EE,4,prtclbee,Pro Patria and Res Publica Union,1,EE-4-1-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,4,prtclbee,The Estonian Centre Party,2,EE-4-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,4,prtclbee,Estonian Reform Party,3,EE-4-3-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,4,prtclbee,The People's Union of Estonia,4,EE-4-4-c,EE-2-6-c,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,4,prtclbee,The Social Democratic Party,5,EE-4-5-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,4,prtclbee,Estonian Greens,6,EE-4-6-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,4,prtclbee,Party of Estonian Christian Democrats,7,EE-4-7-c,EE-4-7-c,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,4,prtclbee,Estonian United Left Party,8,EE-4-8-c,EE-4-8-c,2679,EST,1-perc,1 percent,1 percent,11
EE,4,prtclbee,Estonian Independence Party,9,EE-4-9-c,EE-4-9-c,1299,EST,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,
EE,4,prtclbee,Russian Party in Estonia,10,EE-4-10-c,EE-4-10-c,1975,EST,VEE,Vene Erakond Eestis,Russian Party in Estonia,
EE,4,prtvtbee,Pro Patria and Res Publica Union,1,EE-4-1-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,4,prtvtbee,The Estonian Centre Party,2,EE-4-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,4,prtvtbee,Estonian Reform Party,3,EE-4-3-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,4,prtvtbee,The People's Union of Estonia,4,EE-4-4-v,EE-2-6-v,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,4,prtvtbee,The Social Democratic Party,5,EE-4-5-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,4,prtvtbee,Estonian Greens,6,EE-4-6-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,4,prtvtbee,Party of Estonian Christian Democrats,7,EE-4-7-v,EE-2-8-v,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,4,prtvtbee,Estonian United Left Party,8,EE-4-8-v,EE-4-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,4,prtvtbee,Estonian Independence Party,9,EE-4-9-v,EE-4-9-v,2679,EST,1-perc,1 percent,1 percent,11
EE,4,prtvtbee,Russian Party in Estonia,10,EE-4-10-v,EE-2-11-v,1975,EST,VEE,Vene Erakond Eestis,Russian Party in Estonia,
EE,4,prtvtbee,campaigner,11,EE-4-11-v,EE-4-11-v,3021,EST,tech,technical,technical,12
EE,5,prtclcee,Erakond Isamaa ja Res Publica Liit,1,EE-5-1-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,5,prtclcee,Eesti Keskerakond,2,EE-5-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,5,prtclcee,Eesti Reformierakond,3,EE-5-3-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,5,prtclcee,Eestimaa Rahvaliit,4,EE-5-4-c,EE-2-6-c,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,5,prtclcee,Sotsiaaldemokraatlik Erakond,5,EE-5-5-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,5,prtclcee,Erakond Eestimaa Rohelised,6,EE-5-6-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,5,prtclcee,Other,7,EE-5-7-c,EE-2-13-c,1840,EST,etc,other,other,7
EE,5,prtclcee,Eesti Iseseisvuspartei,8,EE-5-8-c,EE-5-8-c,2679,EST,1-perc,1 percent,1 percent,11
EE,5,prtclcee,Erakond Eesti Kristlikud Demokraadid,9,EE-5-9-c,EE-4-7-c,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,5,prtvtcee,Erakond Isamaa ja Res Publica Liit,1,EE-5-1-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,5,prtvtcee,Eesti Keskerakond,2,EE-5-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,5,prtvtcee,Eesti Reformierakond,3,EE-5-3-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,5,prtvtcee,Eestimaa Rahvaliit,4,EE-5-4-v,EE-2-6-v,110,EST,ERL,Eestimaa Rahvalliit,People's Union of Estonia,
EE,5,prtvtcee,Sotsiaaldemokraatlik Erakond,5,EE-5-5-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,5,prtvtcee,Erakond Eestimaa Rohelised,6,EE-5-6-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,5,prtvtcee,Other,7,EE-5-7-v,EE-3-7-v,1840,EST,etc,other,other,7
EE,5,prtvtcee,Eesti Iseseisvuspartei,8,EE-5-8-v,EE-5-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,5,prtvtcee,Erakond Eesti Kristlikud Demokraadid,9,EE-5-9-v,EE-2-8-v,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,5,prtvtcee,Üksikkandidaat,10,EE-5-10-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,5,prtvtcee,Mitte kellegi poolt,11,EE-5-11-v,EE-5-11-v,2679,EST,1-perc,1 percent,1 percent,11
EE,6,prtcldee,Erakond Isamaa ja Res Publica Liit,1,EE-6-1-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,6,prtcldee,Eesti Keskerakond,2,EE-6-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,6,prtcldee,Eesti Reformierakond,3,EE-6-3-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,6,prtcldee,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),4,EE-6-4-c,EE-6-4-c,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,6,prtcldee,Sotsiaaldemokraatlik Erakond,5,EE-6-5-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,6,prtcldee,Erakond Eestimaa Rohelised,6,EE-6-6-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,6,prtcldee,Erakond Eesti Kristlikud Demokraadid,7,EE-6-7-c,EE-4-7-c,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,6,prtcldee,Eesti Iseseisvuspartei,8,EE-6-8-c,EE-5-8-c,2679,EST,1-perc,1 percent,1 percent,11
EE,6,prtcldee,Üksikkandidaadi poolt,11,EE-6-11-c,EE-6-11-c,2567,EST,indep,independent,independent,8
EE,6,prtvtdee,Erakond Isamaa ja Res Publica Liit,1,EE-6-1-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,6,prtvtdee,Eesti Keskerakond,2,EE-6-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,6,prtvtdee,Eesti Reformierakond,3,EE-6-3-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,6,prtvtdee,Eesti Konservatiivne Rahvaerakond (endine Rahvaliit),4,EE-6-4-v,EE-6-4-v,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,6,prtvtdee,Sotsiaaldemokraatlik Erakond,5,EE-6-5-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,6,prtvtdee,Erakond Eestimaa Rohelised,6,EE-6-6-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,6,prtvtdee,Erakond Eesti Kristlikud Demokraadid,7,EE-6-7-v,EE-2-8-v,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,6,prtvtdee,Eesti Iseseisvuspartei,8,EE-6-8-v,EE-5-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,6,prtvtdee,Eesti Vabaduspartei – Põllumeeste Kogu,10,EE-6-10-v,EE-6-10-v,2679,EST,1-perc,1 percent,1 percent,11
EE,6,prtvtdee,Üksikkandidaadi poolt,11,EE-6-11-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,7,prtcleee,Eesti Reformierakond,1,EE-7-1-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,7,prtcleee,Eesti Keskerakond,2,EE-7-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,7,prtcleee,Erakond Isamaa ja Res Publica Liit,3,EE-7-3-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,7,prtcleee,Sotsiaaldemokraatlik Erakond,4,EE-7-4-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,7,prtcleee,Erakond Eestimaa Rohelised,5,EE-7-5-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,7,prtcleee,Konservatiivne Rahvaerakond (endie Rahvaliit),6,EE-7-6-c,EE-6-4-c,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,7,prtcleee,Vene Erakond Eestis,7,EE-7-7-c,EE-4-10-c,1975,EST,VEE,Vene Erakond Eestis,Russian Party in Estonia,
EE,7,prtcleee,Erakond Eesti Kristlikud Demokraadid,8,EE-7-8-c,EE-4-7-c,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,7,prtcleee,Eesti Iseseisvuspartei,9,EE-7-9-c,EE-5-8-c,2679,EST,1-perc,1 percent,1 percent,11
EE,7,prtcleee,Üksikkandidaadid või muud,10,EE-7-10-c,EE-6-11-c,2567,EST,indep,independent,independent,8
EE,7,prtvteee,Eesti Reformierakond,1,EE-7-1-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,7,prtvteee,Eesti Keskerakond,2,EE-7-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,7,prtvteee,Erakond Isamaa ja Res Publica Liit,3,EE-7-3-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,7,prtvteee,Sotsiaaldemokraatlik Erakond,4,EE-7-4-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,7,prtvteee,Erakond Eestimaa Rohelised,5,EE-7-5-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,7,prtvteee,Konservatiivne Rahvaerakond (endie Rahvaliit),6,EE-7-6-v,EE-6-4-v,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,7,prtvteee,Vene Erakond Eestis,7,EE-7-7-v,EE-2-11-v,1975,EST,VEE,Vene Erakond Eestis,Russian Party in Estonia,
EE,7,prtvteee,Erakond Eesti Kristlikud Demokraadid,8,EE-7-8-v,EE-2-8-v,790,EST,EKD,Eesti Kristlikud Demokraadid,Estonian Christian Democrats,
EE,7,prtvteee,Eesti Iseseisvuspartei,9,EE-7-9-v,EE-5-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,7,prtvteee,Üksikkandidaadid või muud,10,EE-7-10-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,8,prtclfee,Eesti Reformierakond,1,EE-8-1-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,8,prtclfee,Eesti Keskerakond,2,EE-8-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,8,prtclfee,Erakond Isamaa ja Res Publica Liit,3,EE-8-3-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,8,prtclfee,Sotsiaaldemokraatlik Erakond,4,EE-8-4-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,8,prtclfee,Erakond Eestimaa Rohelised,5,EE-8-5-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,8,prtclfee,Eesti Konservatiivne Rahvaerakond,6,EE-8-6-c,EE-6-4-c,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,8,prtclfee,Üksikkandidaadid või muud,10,EE-8-10-c,EE-6-11-c,2567,EST,indep,independent,independent,8
EE,8,prtclfee,Eesti Vabaerakond,11,EE-8-11-c,EE-8-11-c,3271,EST,EV,Eesti Vabaerakond,Free Party,
EE,8,prtclfee,Rahva Ühtsuse Erakond,12,EE-8-12-c,EE-8-12-c,2679,EST,1-perc,1 percent,1 percent,11
EE,8,prtvtfee,Eesti Reformierakond,1,EE-8-1-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,8,prtvtfee,Eesti Keskerakond,2,EE-8-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,8,prtvtfee,Erakond Isamaa ja Res Publica Liit,3,EE-8-3-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,8,prtvtfee,Sotsiaaldemokraatlik Erakond,4,EE-8-4-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,8,prtvtfee,Erakond Eestimaa Rohelised,5,EE-8-5-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,8,prtvtfee,Eesti Konservatiivne Rahvaerakond,6,EE-8-6-v,EE-6-4-v,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,8,prtvtfee,Eesti Iseseisvuspartei,9,EE-8-9-v,EE-5-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,8,prtvtfee,Üksikkandidaadid või muud,10,EE-8-10-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,8,prtvtfee,Eesti Vabaerakond,11,EE-8-11-v,EE-8-11-v,3271,EST,EV,Eesti Vabaerakond,Free Party,
EE,8,prtvtfee,Rahva Ühtsuse Erakond,12,EE-8-12-v,EE-8-12-v,2679,EST,1-perc,1 percent,1 percent,11
EE,9,prtclgee,Eesti Reformierakond,1,EE-9-1-c,EE-2-3-c,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,9,prtclgee,Eesti Keskerakond,2,EE-9-2-c,EE-2-2-c,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,9,prtclgee,Erakond Isamaa ja Res Publica Liit,3,EE-9-3-c,EE-4-1-c,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,9,prtclgee,Sotsiaaldemokraatlik Erakond,4,EE-9-4-c,EE-2-5-c,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,9,prtclgee,Erakond Eestimaa Rohelised,5,EE-9-5-c,EE-4-6-c,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,9,prtclgee,Eesti Konservatiivne Rahvaerakond,6,EE-9-6-c,EE-6-4-c,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,9,prtclgee,Eesti Iseseisvuspartei,9,EE-9-9-c,EE-5-8-c,2679,EST,1-perc,1 percent,1 percent,11
EE,9,prtclgee,Eesti Vabaerakond,11,EE-9-11-c,EE-8-11-c,3271,EST,EV,Eesti Vabaerakond,Free Party,
EE,9,prtclgee,Rahva Ühtsuse Erakond,12,EE-9-12-c,EE-8-12-c,2679,EST,1-perc,1 percent,1 percent,11
EE,9,prtclgee,Other,13,EE-9-13-c,EE-2-13-c,1840,EST,etc,other,other,7
EE,9,prtvtgee,Eesti Reformierakond,1,EE-9-1-v,EE-2-3-v,821,EST,ER,Eesti Reformierakond,Estonian Reform Party,
EE,9,prtvtgee,Eesti Keskerakond,2,EE-9-2-v,EE-2-2-v,533,EST,EK,Eesti Keskerakond,Estonian Centre Party,
EE,9,prtvtgee,Erakond Isamaa ja Res Publica Liit,3,EE-9-3-v,EE-4-1-v,685,EST,IRL,Erakond Isamaa ja Res Publica Liit,Union of Pro Patria and Res Publica,
EE,9,prtvtgee,Sotsiaaldemokraatlik Erakond,4,EE-9-4-v,EE-2-5-v,1150,EST,SDE-M,Sotsiaaldemokraatlik Erakond – Mõõdukad,Social Democratic Party -- Moderates,
EE,9,prtvtgee,Erakond Eestimaa Rohelised,5,EE-9-5-v,EE-4-6-v,1040,EST,EER,Erakonna Eestimaa Rohelised,Estonian Greens,
EE,9,prtvtgee,Eesti Konservatiivne Rahvaerakond,6,EE-9-6-v,EE-6-4-v,4094,EST,EKRE,Eesti Konservatiivne Rahvaerakond,Conservative People’s Party,
EE,9,prtvtgee,Eesti Iseseisvuspartei,9,EE-9-9-v,EE-5-8-v,2679,EST,1-perc,1 percent,1 percent,11
EE,9,prtvtgee,Üksikkandidaadid või muud,10,EE-9-10-v,EE-2-12-v,2567,EST,indep,independent,independent,8
EE,9,prtvtgee,Eesti Vabaerakond,11,EE-9-11-v,EE-8-11-v,3271,EST,EV,Eesti Vabaerakond,Free Party,
EE,9,prtvtgee,Other,13,EE-9-13-v,EE-3-7-v,1840,EST,etc,other,other,7
ES,1,prtcles,Partido Popular (PP),1,ES-1-1-c,ES-1-1-c,441,ESP,AP/PP,Alianza-Partido Popular / Partido Popular,People's Alliance-Party / People's Party,
ES,1,prtcles,Partido Socialista Obrero Español (PSOE),2,ES-1-2-c,ES-1-2-c,1338,ESP,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,
ES,1,prtcles,Izquierda Unida (IU),3,ES-1-3-c,ES-1-3-c,247,ESP,IU,Izquierda Unida,United Left,
ES,1,prtcles,Convergència i Unió (CiU),4,ES-1-4-c,ES-1-4-c,139,ESP,CiU,Convergència i Unió,Convergence and Unity,
ES,1,prtcles,Esquerra Repubicana de Catalunya (ERC),5,ES-1-5-c,ES-1-5-c,848,ESP,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,
ES,1,prtcles,Iniciativa per Catalunya-Verds (ICV),6,ES-1-6-c,ES-1-6-c,1260,ESP,ICV,Iniciativa per Catalunya Verds,Initiative for Catalonia Greens,
ES,1,prtcles,Partido Nacionalista Vasco (PNV),7,ES-1-7-c,ES-1-7-c,1637,ESP,PNV,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,
ES,1,prtcles,Eusko Alkartasuna (EA),8,ES-1-8-c,ES-1-8-c,1324,ESP,EA,Eusko Alkartasuna,Basque Solidarity,
ES,1,prtcles,Bloque Nacionalista Galego (BNG),9,ES-1-9-c,ES-1-9-c,1011,ESP,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,
ES,1,prtcles,Coalición Canaria (CC),10,ES-1-10-c,ES-1-10-c,81,ESP,CC,Coalición Canaria,Canary Coalition,
ES,1,prtcles,Partido Andalucista (PA),11,ES-1-11-c,ES-1-11-c,1497,ESP,PA,Partidu Andalucista,Andalusian Party,
ES,1,prtcles,Chunta Aragonesista (CHA),12,ES-1-12-c,ES-1-12-c,1564,ESP,CA,Chunta Aragonesista,Aragonese Council,
ES,1,prtcles,Other,68,ES-1-68-c,ES-1-68-c,1839,ESP,etc,other,other,7
ES,1,prtvtes,Partido Popular (PP),1,ES-1-1-v,ES-1-1-v,441,ESP,AP/PP,Alianza-Partido Popular / Partido Popular,People's Alliance-Party / People's Party,
ES,1,prtvtes,Partido Socialista Obrero Español (PSOE),2,ES-1-2-v,ES-1-2-v,1338,ESP,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,
ES,1,prtvtes,Izquierda Unida (IU),3,ES-1-3-v,ES-1-3-v,247,ESP,IU,Izquierda Unida,United Left,
ES,1,prtvtes,Convergència i Unió (CiU),4,ES-1-4-v,ES-1-4-v,139,ESP,CiU,Convergència i Unió,Convergence and Unity,
ES,1,prtvtes,Esquerra Repubicana de Catalunya (ERC),5,ES-1-5-v,ES-1-5-v,848,ESP,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,
ES,1,prtvtes,Iniciativa per Catalunya-Verds (ICV),6,ES-1-6-v,ES-1-6-v,1260,ESP,ICV,Iniciativa per Catalunya Verds,Initiative for Catalonia Greens,
ES,1,prtvtes,Partido Nacionalista Vasco (PNV),7,ES-1-7-v,ES-1-7-v,1637,ESP,PNV,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,
ES,1,prtvtes,Eusko Alkartasuna (EA),8,ES-1-8-v,ES-1-8-v,1324,ESP,EA,Eusko Alkartasuna,Basque Solidarity,
ES,1,prtvtes,Bloque Nacionalista Galego (BNG),9,ES-1-9-v,ES-1-9-v,1011,ESP,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,
ES,1,prtvtes,Coalición Canaria (CC),10,ES-1-10-v,ES-1-10-v,81,ESP,CC,Coalición Canaria,Canary Coalition,
ES,1,prtvtes,Partido Andalucista (PA),11,ES-1-11-v,ES-1-11-v,1497,ESP,PA,Partidu Andalucista,Andalusian Party,
ES,1,prtvtes,Chunta Aragonesista (CHA),12,ES-1-12-v,ES-1-12-v,1564,ESP,CA,Chunta Aragonesista,Aragonese Council,
ES,1,prtvtes,Other,68,ES-1-68-v,ES-1-68-v,1839,ESP,etc,other,other,7
ES,2,prtclaes,Partido Popular (PP),1,ES-2-1-c,ES-1-1-c,441,ESP,AP/PP,Alianza-Partido Popular / Partido Popular,People's Alliance-Party / People's Party,
ES,2,prtclaes,Partido Socialista Obrero Español (PSOE),2,ES-2-2-c,ES-1-2-c,1338,ESP,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,
ES,2,prtclaes,Izquierda Unida (IU),3,ES-2-3-c,ES-1-3-c,247,ESP,IU,Izquierda Unida,United Left,
ES,2,prtclaes,Convergència i Unió (CiU),4,ES-2-4-c,ES-1-4-c,139,ESP,CiU,Convergència i Unió,Convergence and Unity,
ES,2,prtclaes,Esquerra Repubicana de Catalunya (ERC),5,ES-2-5-c,ES-1-5-c,848,ESP,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,
ES,2,prtclaes,Iniciativa per Catalunya-Verds (ICV),6,ES-2-6-c,ES-1-6-c,1260,ESP,ICV,Iniciativa per Catalunya Verds,Initiative for Catalonia Greens,
ES,2,prtclaes,Partido Nacionalista Vasco (PNV),7,ES-2-7-c,ES-1-7-c,1637,ESP,PNV,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Basque Nationalist Party,
ES,2,prtclaes,Eusko Alkartasuna (EA),8,ES-2-8-c,ES-1-8-c,1324,ESP,EA,Eusko Alkartasuna,Basque Solidarity,
ES,2,prtclaes,Bloque Nacionalista Galego (BNG),9,ES-2-9-c,ES-1-9-c,1011,ESP,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,
ES,2,prtclaes,Coalición Canaria (CC),10,ES-2-10-c,ES-1-10-c,81,ESP,CC,Coalición Canaria,Canary Coalition,
ES,2,prtclaes,Partido Andalucista (PA),11,ES-2-11-c,ES-1-11-c,1497,ESP,PA,Partidu Andalucista,Andalusian Party,
ES,2,prtclaes,Chunta Aragonesista (CHA),12,ES-2-12-c,ES-1-12-c,1564,ESP,CA,Chunta Aragonesista,Aragonese Council,
ES,2,prtclaes,Other,74,ES-2-74-c,ES-1-68-c,1839,ESP,etc,other,other,7
