"country","country_code","party_name","party_name_long","party_name_long_org","party_epgroup","year","share","party_id"
"HR","HRV","Most","Bridge of Independent Lists","Most nezavisnih lista","New/Unaffiliated",2015,13.8,"HR-Most"
"HR","HRV","Možemo!","We Can! – Political Platform","Možemo! - politička platforma","Greens/EFA/GUE/NGL",2020,,"HR-Mozemo"
"HR","HRV","NS-R","People's Party - Reformists","Narodna stranka - reformisti","NA",2020,1.01,"HR-NSR"
"HR","HRV","RF","Workers' Front","Radnička fronta","GUE/NGL",2020,,"HR-RF"
"HR","HRV","SDP","Social Democratic Party","Socijaldemokratska partija Hrvatske","S&D",2020,,"HR-SDP"
"HR","HRV","DPMŠ","Homeland Movement","Domovinski pokret","New/Unaffiliated",2020,10.89,"HR-SKORO"
"HR","HRV","KH","The Key of Croatia (prev. Human Shield)","Ključ Hrvatske","NI",2016,6.2,"HR-ZZ"
"HR","HRV","Centar","Centre","Stranka Centar","RE",2020,,"HR-centar"
"CY","CYP","AKEL","Progressive Party of Working People","Anorthotikó Kómma Ergazómenou Laoú","GUE/NGL",2011,32.7,"CY-AKEL"
"CY","CYP","AG","Generation Change","Αλλαγή Γενιάς","New/Unaffiliated",2021,2.8000000000000003,"CY-Anex"
"CY","CYP","DIKO","Democratic Party","Dimokratikó Kómma","S&D",2011,15.8,"CY-DIKO"
"CY","CYP","DISY","Democratic Rally","Dimokratikós Sinagermós","EPP",2011,34.300000000000004,"CY-DISY"
"CY","CYP","DiPa","Democratic Alignment","Dimokratiki Parataxi","New/Unaffiliated",2021,6.1,"CY-DiPa"
"CY","CYP","EDEK","Movement for Social Democracy","Kinima Sosialdimokraton","S&D",2011,8.9,"CY-EDEK"
"CY","CYP","ELAM","National Popular Front","Ethniko Laiko Metopo","New/Unaffiliated",2021,6.800000000000001,"CY-ELAM"
"CY","CYP","KA","Solidarity Movement","Kinima Allilengyi","ECR",2016,5.24,"CY-KA"
"CY","CYP","KOSP","Movement of Ecologists - Citizens' Cooperation","Kínima Oikológon - Synergasía Politón","Greens/EFA",2016,4.81,"CY-KOSP"
"MT","MLT","AD+PD","Democratic Alternative (AD) & Democratic Party (PD)","ADPD - Malta's Green Party","Greens/EFA",2022,1.6099999999999999,"MT-ADPD"
"MT","MLT","PL","Labour Party","Partit Laburista","S&D",2022,55.089999999999996,"MT-PL"
"MT","MLT","PN","Nationalist Party","Partit Nazzjonalista","EPP",2022,41.760000000000005,"MT-PN"
"LT","LTU","DP","Labour Party","Darbo Partija","NI",2012,19.900000000000002,"LT-DP"
"LT","LTU","DSVL","Democrats ‘For Lithuania’","Vardan Lietuvos","New/Unaffiliated",2020,,"LT-DSVL"
"LT","LTU","LCP","Lithuanian Centre Party","Lietuvos Centro Partija","New/Unaffiliated",2020,2.2800000000000002,"LT-LCP"
"LT","LTU","LLRA","Electoral Action of Poles in Lithuania-Christian Families Alliance","Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga or","ECR",2012,5.800000000000001,"LT-LLRA"
"LT","LTU","LP","Freedom Party","Laisvės","RE",2020,9,"LT-LP"
"LT","LTU","LRLS","Liberal Movement","Liberalų Sąjūdis","RE",2016,9.45,"LT-LRLS"
"LT","LTU","LRP","Lithuanian Regions Party","Lietuvos regionų partija","New/Unaffiliated",2020,3.17,"LT-LRP"
"LT","LTU","LSDP","Social Democratic Party of Lithuania","Lietuvos socialdemokratų partija","S&D",2012,18.4,"LT-LSDP"
"LT","LTU","LT","Freedom and Justice","Laisvė ir Teisingumas","NI",2020,,"LT-LT"
"LT","LTU","LVŽS","Lithuanian Farmers and Greens Union","Lietuvos valstiečių ir žaliųjų sąjunga","Greens/EFA",2016,22.45,"LT-LVZS"
"LT","LTU","ŽP","Lithuanian Green Party","Lietuvos Žaliųjų Partija","NA",2020,1.6400000000000001,"LT-LZP"
"LT","LTU","TS-LKD","Homeland Union-Lithuanian Christian Democrats","Tėvynės sąjunga-Lietuvos krikščionys demokratai","EPP",2020,24.8,"LT-TSKD"
"FI","FIN","KD","Christian Democrats","Kristillisdemokraatit","EPP",2011,4,"FI-KD"
"FI","FIN","KESK","Centre Party of Finland","Suomen Keskusta","RE",2015,21.099999999999998,"FI-KESK"
"FI","FIN","KOK","National Coalition","Kansallinen Kokoomus","EPP",2011,20.4,"FI-KOK"
"FI","FIN","LIIK","Movement Now","Liike Nyt","New/Unaffiliated",2019,2.25,"FI-LIIK"
"FI","FIN","PS","Finns Party","Perussuomalaiset","ECR",2011,19.1,"FI-PS"
"FI","FIN","SDP","Social Democratic Party of Finland","Suomen sosialidemokraattinen puolue","S&D",2011,19.1,"FI-SDP"
"FI","FIN","SFP","Swedish People's Party of Finland","Svenska folkpartiet i Finland","RE",2015,4.9,"FI-SFP"
"FI","FIN","SIN","Blue Reform","Sininen tulevaisuus","NA",2019,0.97,"FI-SIN"
"FI","FIN","VAS","Left Alliance","Vasemmistoliitto","GUE/NGL",2019,8.200000000000001,"FI-VAS"
"FI","FIN","VIHR","Green League","Vihreä liitto","Greens/EFA",2019,11.5,"FI-VIHR"
"EE","EST","E200","Estonia 200","Eesti 200","New/Unaffiliated",2019,4.5,"EE-E200"
"EE","EST","EKRE","Conservative People's Party of Estonia","Eesti Konservatiivne Rahvaerakond","ID",2019,17.8,"EE-EKRE"
"EE","EST","Green","Estonian Greens","Erakond Eestimaa Rohelised","Greens/EFA",2011,3.8,"EE-Green"
"EE","EST","I","Pro Patria","Isamaa","EPP",2011,20.5,"EE-IRL"
"EE","EST","Centre","Estonian Centre Party","Eesti Keskerakond","RE",2015,24.8,"EE-Kesk"
"EE","EST","Reform","Estonian Reform Party","Eesti Reformierakond","RE",2019,28.799999999999997,"EE-Ref"
"EE","EST","SDE","Social Democratic Party","Sotsiaaldemokraatlik Erakond","S&D",2011,17.1,"EE-SDE"
"EE","EST","TULE","Estonian Party of the Future","Eesti Tulevikuerakond","New/Unaffiliated",2019,,"EE-TULE"
"CH","CHE","FDP","FDP.The Liberals","FDP.Die Liberalen",,2015,16.400000000000002,"CH-FDP"
"CH","CHE","GLP","Green Liberal Party of Switzerland","Grünliberale Partei Schweiz",,2019,7.8,"CH-GLP"
"CH","CHE","GPS","Green Party of Switzerland","Grüne Partei der Schweiz",,2019,13.200000000000001,"CH-GPS"
"CH","CHE","Centre","The Centre","Die Mitte",,2019,,"CH-Mitte"
"CH","CHE","SP","Social Democratic Party of Switzerland","Sozialdemokratische Partei der Schweiz",,2015,18.8,"CH-SP"
"CH","CHE","SVP","Swiss People's Party","Schweizerische Volkspartei",,2015,29.4,"CH-SVP"
"UA","UKR","OP","Opposition Platform — For Life","NA","NA",2019,13.05,"UA-OP"
"IS","ISL","B","Progressive Party","Framsóknarflokkurinn","NA",2021,17.299999999999997,"IS-B"
"IS","ISL","C","Reform Party","Viðreisn","NA",2016,10.5,"IS-C"
"IS","ISL","D","Independence Party","Sjálfstæðisflokkurinn",,2016,28.999999999999996,"IS-D"
"IS","ISL","F","People's Party","Flokkur fólksins","NA",2021,8.799999999999999,"IS-F"
"IS","ISL","J","Icelandic Socialist Party","Sósíalistaflokkur Íslands","NA",2016,7.199999999999999,"IS-J"
"IS","ISL","M","Centre Party","Miðflokkurinn","NA",2021,5.4,"IS-M"
"IS","ISL","P","Pirate Party","Píratar","NA",2016,14.499999999999998,"IS-P"
"IS","ISL","S","Social Democratic Alliance","Samfylkingin","NA",2017,12.1,"IS-S"
"IS","ISL","V","Left-Green Movement","Vinstrihreyfingin – grænt framboð","NA",2017,16.900000000000002,"IS-V"
"HU","HUN","DK (-2020)","Democratic Coalition","Demokratikus Koalíció (DK)","NA",2022,,"HU-DK_2020"
"HU","HUN","Együtt","Together – Party for a New Era","Együtt – A Korszakváltók Pártja","NA",2022,,"HU-Egyuett"
"HU","HUN","Jobbik (-2020)","Jobbik Movement for a Better Hungary","Jobbik Magyarországért Mozgalom","NA",2022,,"HU-Jobbik_2020"
"HU","HUN","LMP (-2020)","LMP Politics Can Be Different","Lehet Más a Politika","NA",2022,,"HU-LMP_2020"
"HU","HUN","MLP","Hungarian Liberal Party","Magyar Liberális Párt","NA",,,"HU-MLP"
"HU","HUN","MM (-2020)","Momentum Movement","Momentum Mozgalom","NA",2022,,"HU-MM_2020"
"HU","HUN","MSZP+P (-2020)","Hungarian Socialist Party + Dialogue","Magyar Szocialista Párt","NA",2022,,"HU-MSZP_2020"
"HU","HUN","United Opposition","United for Hungary","Egységben Magyarországért (Jobbik+MSZP+P+DK+LMP+MM+MLP)","NA",2022,34.35,"HU-Opp"
"HU","HUN","Párbeszéd","Dialogue","Párbeszéd","NA",,,"HU-PM_old"
"HU","HUN","UK","New Start","Új Kezdet","NA",,,"HU-UK"
"CZ","CZE","ČSSD","Czech Social Democratic Party","Česká strana sociálně demokratická","S&D",2013,20.5,"CZ-CSSD"
"CZ","CZE","KDU-ČSL","Christian and Democratic Union - Czechoslovak People's Party","Křesťanská a demokratická unie – Československá strana lidová","NA",2021,,"CZ-KDU"
"CZ","CZE","ABP","Alliance for the Future","Aliance pro budoucnost","NA",,,"CZ-ODA"
"CZ","CZE","ODS","Civic Democratic Party","Občanská demokratická strana","NA",2021,,"CZ-ODS"
"CZ","CZE","Piráti","Czech Pirate Party","Česká pirátská strana","NA",2021,,"CZ-PIRATI"
"CZ","CZE","SEN 21","Senator 21","Senátor 21","NA",,,"CZ-SEN21"
"CZ","CZE","STAN","Mayors and Independents","Starostové a nezávislí","NA",2021,,"CZ-STAN"
"CZ","CZE","Svobodní","Party of Free Citizens","Strana svobodných občanů","NA",2021,,"CZ-SVOBODNI"
"CZ","CZE","THO (2019-2021)","Tricolour Citizens' Movement","Trikolóra hnutí občanů","NA",2021,,"CZ-THOold"
"CZ","CZE","TOP 09","TOP 09","Tradice Odpovědnost Prosperita","NA",2021,,"CZ-TOP09"
"CZ","CZE","Úsvit","Dawn - National Coalition","Úsvit - Národní koalice","NA",,,"CZ-USVIT"
"CZ","CZE","VB","Free bloc","Volný blok","NA",,,"CZ-VB"
"ES","ESP","Compromís","Compromise Coalition","Coalició Compromís","NA",2019,,"ES-Comp"
"ES","ESP","PDeCAT (until 2019)","Catalan European Democratic Party","Partit Demòcrata Europeu Català","NA",2019,,"ES-PDeCAT"
"ES","ESP","FAC","Asturias Forum","NA","NA",,,"ES-fac"
"ES","ESP","Nca","New Canaries","NA","NA",,,"ES-nca"
"ES","ESP","Other","Other parties","Other parties","NA",,,"ES-others"
"ES","ESP","Cca-PNC","Canarian Coalition-Canarian Nationalist Party","NA","NA",,,"ES-pnc"
"ES","ESP","UPN","Navarrese People's Union","NA","NA",,,"ES-upn"
"FR","FRA","EELV","Europe Ecology - The Greens","Europe Écologie - Les Verts","NA",2022,,"FR-EELV"
"FR","FRA","FI","Unsubmissive France","La France insoumise","NA",2022,,"FR-FI"
"FR","FRA","MoDem","Democratic Movement","Mouvement démocrate","NA",2022,,"FR-MoDem"
"FR","FRA","NPA","New Anticapitalist Party","Nouveau Parti anticapitaliste","NA",,,"FR-NPA"
"FR","FRA","PCF","French Communist Party","Parti communiste français","NA",2022,,"FR-PCF"
"FR","FRA","PG","Left Party","Parti de Gauche","NA",,,"FR-PG"
"FR","FRA","PRG","Radical Left Party","Parti radical de gauche","NA",,,"FR-PRG"
"FR","FRA","PS","Socialist Party","Parti socialiste","NA",2022,,"FR-PS"
"FR","FRA","UDI","Union of Democrats and Independents","Union des démocrates et indépendants","NA",,,"FR-UDI"
"DE","DEU","CSU","Christian Social Union in Bavaria","Christlich-Soziale Union","NA",,,"DE-CSU"
"DE","DEU","FW","Free Voters","Freie Wähler","NA",,,"DE-FW"
"DE","DEU","NPD","National Democratic Party of Germany","National Demokratische Partei Deutschlands","NA",,,"DE-NPD"
"DE","DEU","PIRATEN","PIRATEN","PIRATEN","NA",2021,,"DE-PIRATEN"
"DE","DEU","Others","Other parties below 5 percent","Sonstige","NA",,,"DE-others"
"AT","AUT","G!lt","Liste Gilt","Liste Gilt","NA",,,"AT-Gilt"
"AT","AUT","HC","Team HC Strache – Alliance for Austria","Team HC Strache – Allianz für Österreich","NA",2019,,"AT-HCS"
"AT","AUT","Jetzt","Now - Pilz List","Jetzt- Liste Pilz","NA",2019,1.9,"AT-Jetzt"
"AT","AUT","Team Stronach","Team Stronach","Team Stronach","NA",2019,,"AT-TS"
"SE","SWE","Fi","Feminist Initiative","Feministiskt initiativ","NA",2022,,"SE-Fi"
"SE","SWE","NyD","New Democracy","Ny Demokrati","NA",2022,,"SE-NYD"
"SE","SWE","Others",,,"NA",,,"SE-others"
"SI","SVN","ACZS","Andrej Čuš and Greens of Slovenia","Andrej Čuš in Zeleni Slovenije","NA",2022,,"SI-ACZS"
"SI","SVN","Concretely","Concretely","Konkretno","NA",2022,,"SI-Concretely"
"SI","SVN","DL","Civic List","Državljanska lista","NA",,,"SI-DL"
"SI","SVN","GOD","Voice for Children and Families","ZA OTROKE! - Glas za otroke in družine","NA",,,"SI-GOD"
"SI","SVN","LMŠ","Marjan Šarec List","Lista Marjana Šarca","NA",2022,3.6999999999999997,"SI-LMS"
"SI","SVN","LNBP","List of Journalist Bojan Požar","Lista novinarja Bojana Požarja","NA",,,"SI-LNBP"
"SI","SVN","NLS","New People's Party of Slovenia","Nova ljudska stranka Slovenije","NA",,,"SI-NLS"
"SI","SVN","PAB","Party of Alenka Bratušek","Stranka Alenke Bratušek","NA",2022,2.56,"SI-PAB"
"SI","SVN","SLS","Slovenian People's Party","Slovenska ljudska stranka","NA",2022,,"SI-SLS"
"SI","SVN","SMC","Modern Centre Party","Stranka modernega centra","NA",2022,,"SI-SMC"
"SI","SVN","ZL","United Left","Združena levica","NA",2022,,"SI-ZL"
"SI","SVN","Zd","United Right ZD","Združena desnica (NLS+GOD)","NA",,,"SI-Zd"
"LV","LVA","GKL","NA","NA","NA",,,"LV-GKL"
"LV","LVA","LA","Latvian Development","Latvijas attīstībai","NA",,,"LV-LA"
"LV","LVA","NSL","For Latvia from the Heart","No sirds Latvijai","NA",2022,,"LV-NSL"
"LV","LVA","VL","NA","NA","NA",,,"LV-VL"
"LV","LVA","ZRP","Zatlers' Reform Party","Zatlera Reformu partija","NA",2022,,"LV-ZRP"
"DK","DNK","KRP (E)","The Citizen List","Borgerlisten","NA",2022,,"DK-E"
"DK","DNK","SK (P)","Hard Line","Stram Kurs","NA",2022,,"DK-SK"
"DK","DNK","G","Vegan Party","Veganerpartiet","NA",2022,,"DK-Veg"
"SK","SVK","MKS-MKÖ","Party of the Hungarian Community","Strana maďarskej komunity","NA",2012,4.3,"SK-MKS_MKOE"
"SK","SVK","Most-Híd","Bridge (Most–Híd)","Most–Híd","NA",2012,6.9,"SK-Most_Hid"
"SK","SVK","PS+SPOLU","Progressive Slovakia + Together","Progresívne Slovensko + Spolu","NA",2020,6.959999999999999,"SK-PSSPOLU"
"SK","SVK","PS 2017-2019","Progressive Slovakia","Progresívne Slovensko","NA",2020,,"SK-PSold"
"SK","SVK","SIEŤ","Slovak Conservative Party","Slovenská konzervatívna strana","NA",,,"SK-SIET"
"LU","LUX","KPL","Communist Party of Luxembourg","NA","NA",,,"LU-KPL"
"PL","POL","KNP","The Congress of the New Right Nowa Prawica","Kongres Nowej Prawicy","NA",2019,,"PL-KNP"
"PL","POL","Kukiz'15 (2015-2019)","Kukiz'15","Kukiz'15","NA",2019,,"PL-Kukiz152019"
"PL","POL","KORWiN","Liberty","Wolność","NA",2019,,"PL-Lib"
"PL","POL",".N","Modern","Nowoczesna","NA",2019,,"PL-N"
"PL","POL","PO","Civic Platform","Platforma Obywatelska","NA",2019,,"PL-PO"
"PL","POL","PR","Poland Together","Polska Razem","NA",,,"PL-PR"
"PL","POL","PSL","Polish People's Party","Polskie Stronnictwo Ludowe","NA",2019,,"PL-PSL"
"PL","POL","PZ","The Greens","Partia Zieloni","NA",,,"PL-PZ"
"PL","POL","RN","National Movement","Ruch Narodowy","NA",,,"PL-RN"
"PL","POL","Razem","Razem-Together","Partia Razem","NA",2019,,"PL-Raz"
"PL","POL","SLD","Democratic Left Alliance","Sojusz Lewicy Demokratycznej","NA",2019,,"PL-SLD"
"PL","POL","SP","United Poland","Solidarna Polska","NA",,,"PL-SP"
"PL","POL","Twój Ruch","Your Movement","Twój Ruch","NA",,,"PL-TR"
"PL","POL","UED","Union of European Democrats","Unia Europejskich Demokratów","NA",,,"PL-UED"
"PL","POL","ZL","United Left","Zjednoczona Lewica","NA",,,"PL-UnitedLeft"
"PL","POL","Wiosna","Spring","Wiosna","NA",2019,,"PL-Wiosna"
"IT","ITA","Az","Action","Azione","NA",2022,,"IT-A"
"IT","ITA","AP","Popular Alternative","Alternativa Popolare","NA",2022,,"IT-AP"
"IT","ITA","AE","The Other Europe","L'Altra Europa","NA",,,"IT-AltraEuropa"
"IT","ITA","Art.1","Article One","Articolo Uno","NA",2022,,"IT-ArtUno"
"IT","ITA","C!","Let's Change!","Cambiamo!","NA",,,"IT-C"
"IT","ITA","CD","Democratic Centre","Centro Democratico","NA",,,"IT-CD"
"IT","ITA","CI","Courage Italy","Coraggio Italia","NA",,,"IT-CI"
"IT","ITA","CPI","CasaPound Italy","CasaPound Italia","NA",,,"IT-CPI"
"IT","ITA","CP","Popular Civic List","Civica Popolare","NA",2022,,"IT-CivP"
"IT","ITA","CP","The Progressive Camp","Campo Progressista","NA",,,"IT-Cprogr"
"IT","ITA","EV","Green Europe","Europa Verde","NA",2022,,"IT-EV"
"IT","ITA","FI 1994-2008","Forward Italy","Forza Italia","NA",2022,,"IT-FIold"
"IT","ITA","FLI","Future and Freedom","Futuro e Libertà","NA",,,"IT-FLI"
"IT","ITA","FdS","Federation of the Left","Federazione della Sinistra","NA",,,"IT-FdS"
"IT","ITA","FdV","Federation of the Greens","Federazione dei Verdi","NA",,,"IT-FdV"
"IT","ITA","FiD","Act to Stop the Decline","Fare per Fermare il Declino","NA",,,"IT-FiD"
"IT","ITA","I","Together","Insieme","NA",2022,,"IT-I"
"IT","ITA","IdV","Italy of Values","Italia dei Valori","NA",2022,,"IT-IdV"
"IT","ITA","LA DESTRA","The Right","La Destra","NA",2022,,"IT-LADESTRA"
"IT","ITA","SI","Italian Left (previously Free and Equal)","Sinistra Italia","NA",2022,,"IT-LS"
"IT","ITA","LeU (2017-2019)","Free and Equal","Liberi e Uguali","NA",2022,,"IT-LeU"
"IT","ITA","A","Article 1 – Democratic and Progressive Movement","Articolo 1 – Movimento Democratico e Progressista","NA",2022,,"IT-MDP_old"
"IT","ITA","NCD","New Centre-Right","Nuovo Centrodestra","NA",,,"IT-NCD"
"IT","ITA","NCD-UdC","New Centre-Right  and Union of the Centre","Nuovo Centrodestra e Unione di Centro","NA",2022,,"IT-NCDUdC"
"IT","ITA","NCD alone","New Centre-Right  without Union of the Centre","Nuovo Centrodestra e Unione di Centro","NA",,,"IT-NCDsep"
"IT","ITA","NcI","Us with Italy","Noi con l'Italia","NA",2022,,"IT-NcI"
"IT","ITA","P","Possible","Possibile","NA",,,"IT-P"
"IT","ITA","PaP","Power to the People","Potere al Popolo","NA",,,"IT-PaP"
"IT","ITA","PdL","The People of Freedom","Il Popolo della Libertà","NA",2022,,"IT-PdL"
"IT","ITA","RC","Civil Revolution","Rivoluzione Civile","NA",,,"IT-RC"
"IT","ITA","SC","Civic Choice","Scelta Civica","NA",,,"IT-SC"
"IT","ITA","SEL","Left Ecology Freedom","Sinistra Ecologia Libertà","NA",,,"IT-SEL"
"IT","ITA","SI (until Dec. 2017)","Italian Left","Sinistra Italiana","NA",2022,,"IT-SI"
"IT","ITA","UdC","Union of the Centre","Unione di Centro","NA",2022,,"IT-UdC"
"IT","ITA","UdC alone","Union of the Centre  without New Centre-Righ","Unione di Centro senza Nuovo Centrodestra","NA",,,"IT-UdCsep"
"GR","GRC","ANEL","Independent Greeks","Anexartitoi Ellines","NA",2019,,"GR-ANEL"
"GR","GRC","DISI","Democratic Alignment","Dimokratiki Symparataxi","NA",2019,,"GR-DISIKA"
"GR","GRC","XA","Golden Dawn","Chrysí Avgí","NA",2015,7.000000000000001,"GR-GRXA"
"GR","GRC","PASOK (until 2015)","Panhellenic Socialist Movement","PASOK","NA",2019,,"GR-PASOK"
"GR","GRC","Potami","The River","To Potami","NA",2019,,"GR-Potami"
"RO","ROU","APP","Alliance for the Fatherland","Alianța pentru Patrie","NA",,,"RO-APP"
"RO","ROU","PLR","Liberal Reformist Party","Partidul Liberal Reformator","NA",2020,,"RO-PLR"
"RO","ROU","PRM","Greater Romania Party","Partidul România Mare","NA",2020,,"RO-PRM"
"RO","ROU","PRU","United Romania Party","Partidul România Unită","NA",2020,,"RO-PRU"
"RO","ROU","PLUS","Freedom, Unity and Solidarity Party","Partidul Libertății, Unității și Solidarității, PLUS","NA",2020,,"RO-ROplus"
"RO","ROU","A 2020","Alliance 2020 (USR+ PLUS)","Alianța 2020 USR-PLUS","NA",2020,15.370000000000001,"RO-USRPLUS"
"RO","ROU","USR (2016-2020)","Save Romania Union","Uniunea Salvați România","NA",2020,,"RO-USR_old"
"BE","BEL","CSP","Christian Social Party","Christlich Soziale Partei","NA",,,"BE-CSP"
"BE","BEL","DC","NA","Droite Citoyenne","NA",,,"BE-dc"
"BE","BEL","PFF","Party for Freedom and Progress","Partei für Freiheit und Fortschritt","NA",,,"BE-pf"
"BE","BEL","PP","People's Party","Parti Populaire","NA",2014,1,"BE-pp"
"BE","BEL","ProDG","ProDG","ProDG","NA",,,"BE-prodg"
"BE","BEL","PVDA","Workers' Party","Partij van de Arbeid van België","NA",,,"BE-pvda"
"BE","BEL","Vivant","Vivant","Vivant","NA",,,"BE-vivant"
"BG","BGR","ABV","Alternative for Bulgarian Revival","лтернатива за българско възраждане","NA",2022,,"BG-ABV"
"BG","BGR","Attack","Attack","Атака","NA",2022,0.29,"BG-Attack"
"BG","BGR","BBT","Bulgaria Without Censorship","България без цензура","NA",2022,,"BG-BBT"
"BG","BGR","BP","Bulgarian Patriots","Българските патриоти","NA",2022,,"BG-BP"
"BG","BGR","DSB","Democrats for a Strong Bulgaria","Демократи за силна България","NA",,,"BG-DSB"
"BG","BGR","IMRO 2013-2016","IMRO – Bulgarian National Movement","ВМРО – Българско национално движение","NA",2022,,"BG-IMROold"
"BG","BGR","NFSB","National Front for the Salvation of Bulgaria","Национален фронт за спасение на България","NA",2022,,"BG-NFSB"
"BG","BGR","PF 2014-2017","Patriotic Front (IMRO+NFSB)","Патриотичен фронт","NA",2022,,"BG-PF2014"
"BG","BGR","OP","United Patriots","Обединени Патриоти","NA",2022,,"BG-Patriots"
"BG","BGR","RB","Reformist Bloc","Реформаторски блок","NA",2022,,"BG-RefB"
"BG","BGR","Republicans","Republicans for Bulgaria","Републиканци за България","NA",2022,,"BG-RepB"
"BG","BGR","Volya+NFSB","Volya","Воля","NA",2022,,"BG-Volya"
"BG","BGR","Yes","Yes, Bulgaria!","Да, България!","NA",2022,,"BG-YesBG"
"IE","IRL","AAA","NA","Anti-Austerity Alliance","NA",,,"IE-AAA"
"IE","IRL","Ind4C","Independents for Change","Inds. 4 Change","NA",2020,0.38999999999999996,"IE-I4C"
"IE","IRL","IA","Independent Alliance","Independent Alliance","NA",2020,,"IE-IA"
"IE","IRL","PBP","NA","People Before Profit","NA",,,"IE-PBP"
"IE","IRL","Rigt2Change","NA","Rigt2Change","NA",,,"IE-R2C"
"IE","IRL","RI","Renua Ireland","Renua Ireland","NA",2020,,"IE-RI"
"PT","PRT","A","Alliance","Aliança","NA",2022,,"PT-A"
"PT","PRT","PCP","Portuguese Communist Party","Partido Comunista Português","NA",,,"PT-PCP"
"PT","PRT","PEV","Ecologist Party The Greens","Partido Ecologista Os Verdes","NA",,,"PT-PEV"
"PT","PRT","PàF","Portugal Ahead","Portugal à Frente","NA",2022,,"PT-PaF"
"HR","HRV","BM 365","Bandić Milan 365 - Labour and Solidarity Party","Bandić Milan 365 - Stranka rada i solidarnosti","NA",2016,4,"HR-BM365"
"HR","HRV","Green-Left","Green–Left Coalition","Zeleno–lijeva koalicija","NA",2020,7.000000000000001,"HR-GL"
"HR","HRV","Glas","Civic Liberal Alliance","Građansko-liberalni savez","NA",2020,,"HR-Glas"
"HR","HRV","HDS","Croatian Christian Democratic Party","Hrvatska demokršćanska stranka","NA",,,"HR-HDS"
"HR","HRV","HDSSB","Croatian Democratic Alliance of Slavonia and Baranja","Hrvatski demokratski savez Slavonije i Baranje","NA",2020,0.13999999999999999,"HR-HDSSB"
"HR","HRV","HKS","Croatian Conservative Party","Hrvatska konzervativna stranka","NA",,,"HR-HKS"
"HR","HRV","HRAST","HRAST - Movement for Successful Croatia","HRAST - Pokret za uspješnu Hrvatsku","NA",2020,,"HR-HRAST"
"HR","HRV","HS","Croatian Souverainists","Hrvatski suverenisti","NA",2020,,"HR-HS"
"HR","HRV","HSLS","Croatian Social Liberal Party","Hrvatska socijalno-liberalna stranka","NA",2020,,"HR-HSLS"
"HR","HRV","HSS","Croatian Peasant Party","Hrvatska seljačka stranka","NA",2020,,"HR-HSS"
"HR","HRV","HSU","Croatian Party of Pensioners","Hrvatska stranka umirovljenika","NA",2020,,"HR-HSU"
"HR","HRV","IDS","Istrian Democratic Assembly","Istarski demokratski sabor","NA",2020,,"HR-IDS"
"HR","HRV","NHR","Independents for Croatia","Neovisni za Hrvatsku","NA",2020,,"HR-NHR"
"HR","HRV","NLMK","Mislav Kolakušić","Mislav Kolakušić","NA",2020,,"HR-NLMK"
"HR","HRV","PGS","Alliance of Primorje-Gorski Kotar","Primorsko-goranski savez","NA",,,"HR-PGS"
"HR","HRV","PH","Let's Change Croatia","Promijenimo Hrvatsku","NA",,,"HR-PH"
"HR","HRV","P","Pametno - Intelligently","Pametno","NA",2020,3.9800000000000004,"HR-Pametno"
"HR","HRV","Restart","Restart Coalition","Restart koalicija","NA",2020,24.87,"HR-Restart"
"HR","HRV","SIP","Party of Ivan Pernar","Stranka Ivana Pernara","NA",2020,,"HR-SIP"
"HR","HRV","START","Party of Anti-Corruption, Development and Transparency","Stranka antikorupcije, razvoja i transparentnosti","NA",2020,,"HR-START"
"HR","HRV","STRIP","Party with a First and Last Name","stranka s Imenom i Prezimenom","NA",2020,,"HR-STRIP"
"CY","CYP","DPA","DPA","DPA","NA",,,"CY-DPA"
"CY","CYP","EVROKO","European Party","Evropaiko Komma","NA",2021,,"CY-EVROKO"
"CY","CYP","KZK","KZK","KZK","NA",,,"CY-KZK"
"CY","CYP","SYPOL","Citizens' Alliance","Symmachía Politón","NA",2021,,"CY-SYPOL"
"MT","MLT","AD","Democratic Alternative","Alternattiva Demokratika","NA",2022,,"MT-AD"
"MT","MLT","FN (PN+PD)","National Force","Forza Nazzjonali","NA",2022,,"MT-FN"
"MT","MLT","MPM","Maltese Patriots Movement","Moviment Patrijotti Maltin","NA",2022,,"MT-MPM"
"MT","MLT","PD","Democratic Party","Partit Demokratiku","NA",2022,,"MT-PD"
"LT","LTU","DK","The Way of Courage","Drąsos Kelias","NA",2012,8,"LT-DK"
"LT","LTU","LLS","Lithuanian Freedom Union (Liberals)","Lietuvos Laisvės Sąjunga (Liberalai)","NA",,,"LT-LLS"
"LT","LTU","LS","Lithuanian List","Lietuvos sąrašas","NA",,,"LT-LS"
"LT","LTU","TT","Party Order and Justice","Partija tvarka ir teisingumas","NA",2012,7.3,"LT-TT"
"EE","EST","EVA","Estonian Free Party","Eesti Vabaerakond","NA",2019,1.2,"EE-EVA"
"CH","CHE","BDP","Conservative Democratic Party of Switzerland","Bürgerlich-Demokratische Partei Schweiz","NA",2011,5.4,"CH-BDP"
"CH","CHE","CVP","Christian Democratic People's Party of Switzerland","Christlichdemokratische Volkspartei der Schweiz","NA",2011,12.3,"CH-CVP"
