countryname,party,abbrev,orig_name,partyname,min_year,max_year,pervote_max_year,pervote_max,country,dummy_nir
Portugal,35316,ASDI,Associação dos Sociais Democratas Independentes,Association of Independent Social Democrats,1980,1980,1980,1.6,PRT,0
Portugal,35317,UEDS,União de Esquerda para a Democracia Socialista,Leftwing Union for the Socialist Democracy,1980,1980,1980,1.6,PRT,0
Portugal,35520,CDS,Centro Democrático Social-Partido Popular,Social Democratic Center-Popular Party,1975,2011,1976,16.7,PRT,0
Portugal,35710,PPM,Partido Popular Monárquico,Popular Monarchist Party,1976,1983,1980,2.2,PRT,0
Portugal,35951,PSN,Partido de Solidariedade Nacional,National Solidarity Party,1991,1991,1991,1.7,PRT,0
Germany,41111,,Die Grünen,The Greens,1983,1987,1987,8.3,DEU,0
Germany,41112,Greens/90,Grüne/Bündnis‘90,Greens/Alliance‘90,1990,1990,1990,1.2,DEU,0
Germany,41113,90/Greens,Bündnis‘90/Die Grünen,Alliance‘90/Greens,1994,2017,2009,10.7,DEU,0
Germany,41220,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,1949,1949,1949,5.7,DEU,0
Germany,41221,PDS,Partei des Demokratischen Sozialismus,Party of Democratic Socialism,1990,2002,1998,5.1,DEU,0
Germany,41222,L-PDS,Die Linke.PDS,The Left. Party of Democratic Socialism,2005,2005,2005,8.7,DEU,0
Germany,41223,LINKE,Die Linke,The Left,2009,2017,2009,11.9,DEU,0
Germany,41320,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1949,2017,1972,45.9,DEU,0
Germany,41420,FDP,Freie Demokratische Partei,Free Democratic Party,1949,2017,2009,14.6,DEU,0
Germany,41521,CDU/CSU,Christlich-Demokratische Union/Christlich-Soziale Union,Christian Democratic Union/Christian Social Union,1949,2017,1957,50.2,DEU,0
Germany,41522,DZ,Deutsche Zentrumspartei,Centre Party,1949,1953,1949,3.1,DEU,0
Germany,41620,DP,Deutsche Partei,German Party,1949,1957,1949,4,DEU,0
Germany,41711,WAV,Wirtschaftliche Aufbauvereinigung,Economic Reconstruction League,1949,1949,1949,2.9,DEU,0
Germany,41712,DRP,Deutsche Reichspartei,German Reich Party,1949,1949,1949,1.8,DEU,0
Germany,41911,BP,Bayernpartei,Bavarian Party,1949,1949,1949,4.2,DEU,0
Germany,41912,SSW,Südschleswigscher Wählerverband - Sydslesvigsk Vælgerforening,South Schleswig Voters’ Union,1949,1949,1949,0.3,DEU,0
Germany,41951,GB/BHE,Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten,Refugee Party,1953,1953,1953,5.9,DEU,0
Germany,41952,,Piraten,Pirates,2013,2013,2013,2.2,DEU,0
Germany,41953,AfD,Alternative für Deutschland,Alternative for Germany,2013,2017,2017,12.6,DEU,0
Austria,42110,GA,Die Grünen,The Greens,1986,2017,2013,12.4,AUT,0
Austria,42120,PILZ,Liste Peter Pilz,Peter Pilz List,2017,2017,2017,4.4,AUT,0
Austria,42220,KPÖ,Kommunistische Partei Österreichs,Austrian Communist Party,2002,2008,2008,0.8,AUT,0
Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1949,2017,1979,51,AUT,0
Austria,42420,VdU,Freiheitliche Partei Österreichs,Austrian Freedom Party,1949,2017,1999,26.9,AUT,0
Austria,42421,LIF,Liberales Forum,Liberal Forum,1994,1995,1994,6,AUT,0
Austria,42430,NEOS,Das Neue Österreich und Liberales Forum,The New Austria and Liberal Forum,2013,2017,2017,5.3,AUT,0
Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,1949,2017,1966,48.3,AUT,0
Austria,42710,BZÖ,Bündnis Zukunft Österreich,Alliance for the Future of Austria,2006,2008,2008,10.7,AUT,0
Austria,42951,TS,Team Stronach für Österreich,Team Stronach for Austria,2013,2013,2013,5.7,AUT,0
Switzerland,43110,,Föderation der Grünen Parteien der Schweiz/Fédération des partis écologistes de Suisse,Federation of Green Parties,1979,2015,2007,9.6,CHE,0
Switzerland,43120,GLP,Grünliberale Partei der Schweiz,Green Liberal Party,2007,2015,2011,5.4,CHE,0
Switzerland,43220,PdAS/PdTS,Partei der Arbeit der Schweiz/Parti suisse du travail,Swiss Labour Party,1991,2015,1995,1.2,CHE,0
Switzerland,43320,SPS/PSS,Sozialdemokratische Partei der Schweiz/Parti socialiste suisse,Social Democratic Party of Switzerland,1947,2015,1955,26.8,CHE,0
Switzerland,43321,LdU/AdI,Landesring der Unabhängigen/Alliance des Indépendants,Independents’ Alliance,1947,1999,1967,9,CHE,0
Switzerland,43420,FDP/PRD,FDP.Die Liberalen/PLR.Les Libéraux-Radicaux,FDP.The Liberals,1947,2015,1979,24.1,CHE,0
Switzerland,43520,,Konservativ-Christlich Soziale Partei/Parti conservateur chrétien-social,Conservative Christian Social Party,1947,2015,1963,23.2,CHE,0
Switzerland,43530,EVP/PEV,Evangelische Volkspartei der Schweiz/Parti Evangélique Suisse,Protestant People’s Party of Switzerland,1971,2015,2007,2.4,CHE,0
Switzerland,43531,LPS/PLS,Liberale Partei der Schweiz/Parti libéral suisse,Liberal Party of Switzerland,1991,2003,1991,3,CHE,0
Switzerland,43540,CSP/PCS,Christlich-soziale Partei/Parti Chrétien-Social,Christian Social Party,2007,2011,2007,0.4,CHE,0
Switzerland,43710,NA/AN,Schweizer Demokraten/Démocrates suisses,Swiss Democrats,1971,2003,1991,3.3,CHE,0
Switzerland,43711,EDU/UDF,Eidgenössisch-Demokratische Union/Union Démocratique Fédérale,Federal Democratic Union,1991,2007,1995,1.3,CHE,0
Switzerland,43810,BGB/PAB,Schweizerische Volkspartei/Union démocratique du centre,Swiss People’s Party,1947,2015,2015,29.4,CHE,0
Switzerland,43811,BDP/PBD,Bürgerlich-Demokratische Partei Schweiz/Parti Bourgeois Démocratique Suisse,Conservative Democratic Party of Switzerland,2011,2015,2011,5.4,CHE,0
Switzerland,43901,LdT,Lega dei Ticinesi,Ticino League,2007,2011,2011,0.8,CHE,0
Switzerland,43902,MCG,Mouvement Citoyens Genevios,Geneva Citizens' Movement,2011,2015,2011,0.4,CHE,0
Switzerland,43951,,Freiheitspartei der Schweiz,Freedom Party of Switzerland,1987,1995,1991,5.1,CHE,0
United Kingdom,51110,GPEW,Green Party of England and Wales,Green Party of England and Wales,2015,2017,2015,3.8,GBR,0
United Kingdom,51210,SF,Sinn Féin,We Ourselves,1997,2017,2017,0.7,GBR,0
United Kingdom,51320,Labour,Labour Party,Labour Party,1945,2017,1951,48.8,GBR,0
United Kingdom,51330,SDP,Social Democratic Party,Social Democratic Party,1983,1987,1983,11.6,GBR,0
United Kingdom,51340,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,2015,2015,2015,0.3,GBR,0
United Kingdom,51420,,Liberal Party,Liberal Party,1945,1987,1974,19.3,GBR,0
United Kingdom,51421,LibDems,Liberal Democrats,Liberal Democrats,1992,2017,2010,23,GBR,0
United Kingdom,51620,Conservatives,Conservative Party,Conservative Party,1945,2017,1955,49.7,GBR,0
United Kingdom,51621,UUP,Ulster Unionist Party,Ulster Unionist Party,1992,2015,1997,0.8,GBR,0
United Kingdom,51901,PC,Plaid Cymru,The Party of Wales,2015,2017,2015,0.6,GBR,0
United Kingdom,51902,SNP,Scottish National Party,Scottish National Party,1992,2017,2015,4.7,GBR,0
United Kingdom,51903,DUP,Democratic Unionist Party,Democratic Unionist Party,1992,2017,2017,0.9,GBR,0
United Kingdom,51951,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,2001,2017,2015,12.6,GBR,0
Northern Ireland,52320,NILP,Northern Ireland Labour Party,Northern Ireland Labour Party,1925,1969,1925,,NIR,0
Northern Ireland,52620,UP,Unionist Party,Unionist Party,1921,1973,1921,,NIR,0
Northern Ireland,52710,NP,Nationalist Party,Nationalist Party,1921,1969,1921,,NIR,0
Ireland,53021,ULA,United Left Alliance,United Left Alliance,2011,2011,2011,2.7,IRL,0
Ireland,53110,Greens,Green Party/Comhaontas Glas,Green Party,1989,2016,2007,4.7,IRL,0
Ireland,53220,WP,Páirtí na nOibri,Workers’ Party,1981,1989,1989,5,IRL,0
Ireland,53221,DLP,Democratic Left Party,Democratic Left Party,1992,1997,1992,2.8,IRL,0
Ireland,53230,,Páirtí Sóisialach,Socialist Party,2011,2011,2011,1.2,IRL,0
Ireland,53231,PBPA,People Before Profit Alliance,People Before Profit Alliance,2016,2016,2016,2,IRL,0
Ireland,53240,AAA,Anti-Austerity Alliance,Anti-Austerity Alliance,2016,2016,2016,2,IRL,0
Ireland,53250,WUA,Workers and Unemployment Action,Workers and Unemployment Action,2016,2016,2016,0.3,IRL,0
Ireland,53320,Labour,Páirti Lucht Oibre,Labour Party,1948,2016,2011,19.4,IRL,0
Ireland,53321,,Social Democrats,Social Democrats,2016,2016,2016,3,IRL,0
Ireland,53420,PD,Progressive Democrats,Progressive Democrats,1987,2007,1987,11.8,IRL,0
Ireland,53520,,Fine Gael,Familiy of the Irish,1948,2016,1982,39.2,IRL,0
Ireland,53620,,Fianna Fáil,Soldiers of Destiny,1948,2016,1977,50.6,IRL,0
Ireland,53714,CnP,Clann na Poblachta,Republican Party,1948,1965,1948,13.2,IRL,0
Ireland,53810,CnT,Clann na Talmhan,Party of the Land,1948,1961,1948,5.6,IRL,0
Ireland,53951,SF,Sinn Féin,We Ourselves,1997,2016,2016,13.8,IRL,0
Ireland,53981,,Independent Alliance,Independent Alliance,2016,2016,2016,4.2,IRL,0
Malta,54320,PL,Partit Laburista,Labour Party,1996,1998,1996,50.7,MLT,0
Malta,54620,PN,Partit Nazzjonalista,Nationalist Party,1996,1998,1998,51.8,MLT,0
Cyprus,55110,,Kinima Ikologon - Sinergasia Politón,Movement of Ecologists - Citizens' Cooperation,2006,2016,2016,4.8,CYP,0
Cyprus,55321,AKEL,Anorthotikó Kómma Ergazómenou Laóu,Progressive Party of the Working People,1996,2016,2001,35.2,CYP,0
Cyprus,55322,EDEK,Ethniki Demokratiki Enosi Kyprou,United Democratic Union of Cyprus,1996,2016,2011,8.9,CYP,0
Cyprus,55340,SYPOL,Simmachía Politón,Citizens' Alliance,2016,2016,2016,6,CYP,0
Cyprus,55421,KF,Komma Fileleftheron,Liberal Party,1996,1996,1996,0,CYP,0
Cyprus,55422,DiKo,Dimokratikó Kómma,Democratic Party,1996,2016,2006,17.9,CYP,0
Cyprus,55423,KED,Kinima ton Eleftheron Dimokratikon,Free Democrats Movement,1996,1996,1996,3.7,CYP,0
Cyprus,55430,EVROKO,Evropaikó Kómma,European Party,2006,2011,2006,5.7,CYP,0
Cyprus,55610,KA,Kinima Allileggiis,Solidarity Movement,2016,2016,2016,5.2,CYP,0
Cyprus,55711,DISY,Dimokratikós Synagermós,Democratic Coalition,1996,2016,2001,34.5,CYP,0
Cyprus,55720,ELAM,Ethniko Laiko Metopo,National Popular Front,2016,2016,2016,3.7,CYP,0
United States,61320,Democrats,Democratic Party,Democratic Party,1920,2016,1964,57.7,USA,0
United States,61620,Republicans,Republican Party,Republican Party,1920,2016,1920,58.2,USA,0
United States,61621,,La Follette Progressive Party,La Follette Progressive Party,1924,1924,1924,0.1,USA,0
United States,61622,,Progressive Party (H. Wallace),Progressive Party (H. Wallace),1948,1948,1948,0.1,USA,0
United States,61911,,State’s Rights Party,State’s Rights Party,1948,1948,1948,0.1,USA,0
Canada,62110,,Green Party,Green Party,2008,2015,2008,6.8,CAN,0
Canada,62320,CCF,New Democratic Party,New Democratic Party,1945,2015,2011,30.6,CAN,0
Canada,62420,LP,Liberal Party of Canada,Liberal Party of Canada,1945,2015,1949,49.5,CAN,0
Canada,62620,PCP,Progressive Conservative Party,Progressive Conservative Party,1945,2000,1958,53.6,CAN,0
Canada,62621,RPC,Reform Party of Canada,Reform Party of Canada,1993,1997,1997,19.4,CAN,0
Canada,62622,CA,Canadian Reform Conservative Alliance,Canadian Reform Conservative Alliance,2000,2000,2000,25.5,CAN,0
Canada,62623,CP,Conservative Party of Canada,Conservative Party of Canada,2004,2015,2011,39.6,CAN,0
Canada,62901,BQ,Bloc Québécois,Quebec Bloc,1993,2015,1993,13.5,CAN,0
Canada,62951,Socred,Social Credit,Social Credit,1945,1974,1963,11.9,CAN,0
Australia,63110,,Australian Greens,Australian Greens,2004,2016,2010,11.8,AUS,0
Australia,63320,ALP,Australian Labor Party,Australian Labor Party,1946,2016,1954,50,AUS,0
Australia,63321,AD,Australian Democrats,Australian Democrats,1990,2001,1990,11.3,AUS,0
Australia,63330,ALP-AC,Democratic Labor Party,Democratic Labor Party,1955,1977,1958,7.8,AUS,0
Australia,63410,PUP,Palmer United Party,Palmer United Party,2013,2013,2013,5.5,AUS,0
Australia,63620,LPA,Liberal Party of Australia,Liberal Party of Australia,1946,2016,1975,41.8,AUS,0
Australia,63621,LNP,Liberal National Party of Queensland,Liberal National Party of Queensland,2010,2016,2010,9.1,AUS,0
Australia,63622,CLP,Country Liberal Party,Country Liberal Party,2013,2013,2013,0.3,AUS,0
Australia,63710,KAT,Katter's Australian Party,Katter's Australian Party,2013,2016,2013,1,AUS,0
Australia,63810,CP,National Party of Australia,National Party of Australia,1946,2016,1987,11.5,AUS,0
Australia,63901,NXT,Nick Xenophon Team,Nick Xenophon Team,2016,2016,2016,1.8,AUS,0
New Zealand,64110,Greens,Green Party of Aotearoa New Zealand,Green Party of Aotearoa New Zealand,1999,2014,2011,11.1,NZL,0
New Zealand,64320,Labour,New Zealand Labour Party,New Zealand Labour Party,1946,2014,1946,51.3,NZL,0
New Zealand,64321,Alliance,The Alliance,The Alliance,1993,1999,1993,18.2,NZL,0
New Zealand,64420,ACT,ACT New Zealand,ACT New Zealand,1996,2014,2002,7.1,NZL,0
New Zealand,64421,,United Future New Zealand,United Future New Zealand,2002,2014,2002,6.7,NZL,0
New Zealand,64422,Progressive,Progressive Party,Progressive Party,2002,2008,2002,1.7,NZL,0
New Zealand,64620,National,New Zealand National Party,New Zealand National Party,1946,2014,1951,54,NZL,0
New Zealand,64621,NZF,New Zealand First Party,New Zealand First Party,1993,2014,1996,12.9,NZL,0
New Zealand,64901,,Māori Party,Māori Party,2005,2014,2005,3.4,NZL,0
New Zealand,64902,Mana,Mana Party,Mana Party,2011,2011,2011,1.1,NZL,0
New Zealand,64951,,New Zealand Democratic Party,New Zealand Democratic Party,1954,1990,1981,20.7,NZL,0
Japan,71110,,Nippon Mirai no Tō,Tomorrow Party of Japan,2012,2012,2012,5.7,JPN,0
Japan,71111,PLP,Seikatsu no Tō,People's Life Party,2014,2014,2014,1.9,JPN,0
Japan,71220,JCP,Nihon Kyōsan-tō,Japanese Communist Party,1960,2014,1996,13.1,JPN,0
Japan,71320,JSP,Nihon Shakai-tō,Social Democratic Party of Japan,1960,2014,1963,29,JPN,0
Japan,71321,DSP,Minshu-Shakai-tō,Democratic Socialist Party,1960,1993,1960,8.8,JPN,0
Japan,71322,SDF,Shaminren,Social Democratic Federation,1979,1990,1990,0.9,JPN,0
Japan,71410,,Minna no Tō,Your Party,2009,2012,2012,8.7,JPN,0
Japan,71420,LL,Jiyū Rengō,Liberal League,2003,2003,2003,0,JPN,0
Japan,71430,JRP,Nippon Ishin no Kai,Japan Restoration Party,2012,2012,2012,20.4,JPN,0
Japan,71530,CGP,Shin Kōmei-tō,New Clean Government Party,1967,2014,2003,14.8,JPN,0
Japan,71620,LDP,Jiyū-Minshu-tō,Liberal Democratic Party,1960,2014,1960,57.6,JPN,0
Japan,71621,NLC,Shin-Jiyū-Kurabu,New Liberal Club,1976,1986,1976,4.2,JPN,0
Japan,71622,JRP,Shinsei-tō,Japan Renewal Party,1993,1993,1993,10.1,JPN,0
Japan,71623,NFP,Sinshin-tō,New Frontier Party,1996,1996,1996,28,JPN,0
Japan,71624,DPJ,Minshu-tō,Democratic Party of Japan,1996,2014,2009,42.4,JPN,0
Japan,71625,LP,Jiyū-tō,Liberal Party,2000,2000,2000,11,JPN,0
Japan,71626,NCP,Hoshu-tō,New Conservative Party,2000,2003,2000,0.4,JPN,0
Japan,71630,PNP,Kokumin Shin-tō,People's New Party,2005,2012,2005,1.7,JPN,0
Japan,71640,,Mushozoku no Kai,Independent's Party,2003,2003,2003,0,JPN,0
Japan,71650,NPD,Shin-tō Daichi,New Party Mother Earth,2012,2012,2012,0.6,JPN,0
Japan,71660,JIP,Ishin no Tō,(Japan Innovation Party,2014,2014,2014,15.7,JPN,0
Japan,71710,PFG,Jisedai No Tou,Party for Future Generations,2014,2014,2014,2.7,JPN,0
Japan,71951,NPH,Shin-tō Sakigake,New Party Harbinger,1993,1996,1993,2.6,JPN,0
Japan,71952,JNP,Nihon Shin-tō,Japan New Party,1993,1993,1993,8,JPN,0
Japan,71953,NPN,Shin-tō Nippon,New Party Nippon,2009,2009,2009,0.8,JPN,0
Israel,72091,,al-Qa'imah al-Mushtaraka/HaReshima HaMeshutefet,Joint List,2015,2015,2015,10.6,ISR,0
Israel,72092,Ra'am-Ta'al,HaReshima Ha’aravit HaMeuchedet - Tun'a Aravit LeHithadshut,United Arab List - Arab movement for revival,2006,2009,2009,3.4,ISR,0
Israel,72220,Maki,HaMiflaga HaKomunistit HaYisraelit,Israel Communist Party,1949,1969,1955,4.5,ISR,0
Israel,72221,MOKED,Moked,Focus,1973,1973,1973,1.4,ISR,0
Israel,72222,PLP,Hareshima Ha’mitkademet le-Shalom,Progressive List for Peace,1984,1988,1984,1.8,ISR,0
Israel,72223,SHELLI,Shalom Lemaan Israel,Peace for Israel,1977,1981,1977,1.6,ISR,0
Israel,72224,RAKAH,Reshima Kommunistit Hadasha,New Communist Party,1965,1973,1973,3.4,ISR,0
Israel,72225,HADASH,Hadash/Balad,Democratic National Party,1977,2013,1977,4.6,ISR,0
Israel,72310,RATZ,Hatnuah Lezhiot Ha’ezrach,Citizens’ Rights Movement,1973,1988,1988,4.3,ISR,0
Israel,72311,MAPAM,Mifleget Ha’poalim Hameudet,United Workers’ Party,1949,1988,1949,14.7,ISR,0
Israel,72312,,Am Ehad,One Nation,1999,2003,2003,2.8,ISR,0
Israel,72320,,Maarach,Alignment,1965,1984,1969,46.2,ISR,0
Israel,72322,RAFI,Reshimat Poalei Israel,Israel Workers’ List,1965,1965,1965,7.9,ISR,0
Israel,72323,HaAvoda,Mifleget HaAvoda HaYisraelit-Meimad,Israeli Labour Party-Democratic State,1988,2013,1992,34.6,ISR,0
Israel,72324,Mapai,Mifleget Poalei Eretz Yisrael,Worker's Party of the Land of Israel,1949,1961,1959,38.2,ISR,0
Israel,72325,,Ahdut Ha’avodah,Unity of Labour,1955,1961,1961,7.5,ISR,0
Israel,72326,MERETZ,Meretz,Meretz,1992,2015,1992,9.6,ISR,0
Israel,72327,,Yisrael Ahat,One Israel,1999,1999,1999,19.9,ISR,0
Israel,72328,,HaMahane Hazioni,Zionist Union,2015,2015,2015,18.7,ISR,0
Israel,72410,,H’Miflaga H’Liberalit H’Atzmaeet,Progressive and Independent Liberal Party,1965,1981,1965,3.8,ISR,0
Israel,72411,,Miflaga Haliberalit,Liberal Party,1961,1961,1961,13.6,ISR,0
Israel,72412,DASH,Hatnuah Hademokratit Le-shinui,Democratic Movement for Change,1977,1977,1977,11.6,ISR,0
Israel,72413,SHINUI,Shinui,Change,1981,2003,2003,12.3,ISR,0
Israel,72414,,Yahad,Together,1984,1984,1984,2.2,ISR,0
Israel,72415,,,Center Party,1999,1999,1999,4.9,ISR,0
Israel,72420,,Zionim Klalim,General Zionists’,1949,1959,1951,16.2,ISR,0
Israel,72425,,Ometz,Courage,1984,1984,1984,1.1,ISR,0
Israel,72427,,Ha’Derech Ha’Shlishit,The Third Way,1996,1996,1996,3.2,ISR,0
Israel,72428,,Yisrael Ba-Aliya,Israel for Immigration,1996,1999,1996,5.7,ISR,0
Israel,72430,,Kadima,Forward,2006,2013,2009,22.5,ISR,0
Israel,72431,,Hatnua,The Movement,2013,2013,2013,5,ISR,0
Israel,72440,,Yesh Atid,There is a Future,2013,2015,2013,14.3,ISR,0
Israel,72450,,Koolanu,All of us,2015,2015,2015,7.5,ISR,0
Israel,72530,Mafdal,Mifleget Datit Leumit,National Religious Party,1955,2006,1959,9.9,ISR,0
Israel,72531,,Agudat Yisrael,Union of Israel,1949,1988,1981,3.7,ISR,0
Israel,72532,TAMI,Tenua le’Massoret Yisrael,Movement for Israel’s Tradition,1981,1984,1981,2.3,ISR,0
Israel,72533,Shas,Shomrei Torah Sephardim,Sephardi Torah Guardians,1984,2015,1999,12.8,ISR,0
Israel,72534,,Morasha,Heritage,1984,1984,1984,1.6,ISR,0
Israel,72535,,Yahadut HaTorah HaMeukhedet,United Torah Judaism,1992,2009,2006,4.7,ISR,0
Israel,72610,,Hamerkaz Hahofshi,Free Centre,1969,1969,1969,1.2,ISR,0
Israel,72611,,Reshima Mamlachtit,State List,1969,1969,1969,3.1,ISR,0
Israel,72612,Tehiya,Tenuat Hetehiya,Renaissance Movement,1981,1992,1984,3.2,ISR,0
Israel,72613,Tzomet,HaTenua LeHithadashot Zionit Vevilti Miflagtaim,Crossroads - non-aligned movement for Zionist Renewal,1988,1992,1992,6.4,ISR,0
Israel,72614,,Degel Hatorah,Torah Flag,1988,1988,1988,1.5,ISR,0
Israel,72615,,Moledet,Homeland,1988,1996,1992,2.4,ISR,0
Israel,72620,,Tenuat Ha'Herut,Freedom,1949,1961,1961,13.8,ISR,0
Israel,72621,Gahal,Gush-Herut Liberalim,Herut-Liberal Bloc,1965,1969,1969,21.7,ISR,0
Israel,72622,Likud,HaLikud,The Consolidation,1973,2015,1981,37.1,ISR,0
Israel,72623,,Shlomzion,Peace to Zion,1977,1977,1977,1.9,ISR,0
Israel,72624,IL,HaIchud HaLeumi,National Union,1999,2009,2003,5.5,ISR,0
Israel,72625,,Israel Beiteinu,Israel is Our Home,1999,2015,2009,11.7,ISR,0
Israel,72701,,HaBayit HaYehudi,The Jewish Home,2009,2015,2013,9.1,ISR,0
Israel,72901,Ra'am,HaReshima Ha’aravit HaMeuchedet,United Arab List,1996,1996,1996,2.9,ISR,0
Israel,72903,BaLaD,at-Tajamu' al-Waṭanī ad-Dīmūcraṭī/ Brit Le'umit Demokratit,National Democratic Assembly,2003,2013,2013,2.6,ISR,0
Israel,72951,Gil,Gimla'ey Yisrael LaKnesset,Pensioners Party,2006,2006,2006,5.9,ISR,0
Sri Lanka,73310,SLFP,Sri Lanka Nidahas Pakshaya,Sri Lanka Freedom Party,1952,1977,1952,,LKA,0
Sri Lanka,73330,UNP,Ekshat Jathika Pakshaya,United National Party,1947,1977,1947,,LKA,0
Turkey,74210,HDP,Halkların Demokratik Partisi,Peoples' Democratic Party,2015,2015,2015,12.8,TUR,0
Turkey,74321,CHP,Cumhuriyet Halk Partisi,Republican People’s Party,1950,2015,1977,41.4,TUR,0
Turkey,74322,HP,Halkçi Parti,Populist Party,1983,1983,1983,30.5,TUR,0
Turkey,74323,SHP,Sosyal Demokrat Halçi Parti,Social Democratic Populist Party,1987,1991,1987,24.7,TUR,0
Turkey,74324,DSP,Demokratik Sol Parti,Democratic Left Party,1991,1999,1999,22.3,TUR,0
Turkey,74325,BDP,Barış ve Demokrasi Partisi,Peace and Democracy Party,2011,2011,2011,6.6,TUR,0
Turkey,74326,DTP,Democratic Toplum Partisi,Democratic Society Party,2007,2007,2007,4.6,TUR,0
Turkey,74621,DP,Demokrat Parti,Democratic Party,1950,1957,1954,57.6,TUR,0
Turkey,74622,AP,Adalet Partisi,Justice Party,1961,1977,1965,52.9,TUR,0
Turkey,74623,ANAP,Anavatan Partisi,Motherland Party,1983,1999,1983,45.1,TUR,0
Turkey,74624,DYP,Doğru Yol Partisi,True Path Party,1987,1999,1991,27,TUR,0
Turkey,74625,MP,Millet Partisi,Nation Party,1965,1969,1965,6.3,TUR,0
Turkey,74626,BBP,Büyük Birlik Partisi,Grand Unity Party,1999,1999,1999,1.5,TUR,0
Turkey,74627,DTP,Demokrat Türkiye Partisi,Democratic Turkey Party,1999,1999,1999,0.6,TUR,0
Turkey,74628,AKP,Adalet ve Kalkınma Partisi,Justice and Development Party,2002,2015,2011,49.8,TUR,0
Turkey,74710,CMP,Cumhuriyetçi Millet Partisi,Republican National Party,1954,1954,1954,5.3,TUR,0
Turkey,74711,MDP,Milliyetçi Demokrasi Partisi,Nationalist Democratic Party,1983,1983,1983,23.3,TUR,0
Turkey,74712,CKMP,Milliyetçi Hareket Partisi,National Action Party,1961,2015,1999,18.1,TUR,0
Turkey,74714,MSP,Millî Selamet Partisi,National Salvation Party,1973,1977,1973,11.8,TUR,0
Turkey,74715,RP,Refah Partisi,Welfare Party,1987,1995,1995,21.4,TUR,0
Turkey,74716,FP,Fazilet Partisi,Virtue Party,1999,1999,1999,15.5,TUR,0
Albania,75220,PPS,Partia Socialiste e Shqipërisë,Albanian Socialist Party,1991,2001,1991,56.2,ALB,0
Albania,75320,PSD,Partia Socialdemokrate ë Shqipërisë,Social Democratic Party of Albania,1991,2001,1992,4.4,ALB,0
Albania,75421,AD,Partia Aleanca Demokratike,Democratic Alliance Party,1992,2001,1997,2.7,ALB,0
Albania,75621,PP,Partia Popullore,People’s Party,1991,1991,1991,0,ALB,0
Albania,75622,PUK,Partia e Unitetit Kombëtar,Party of National Unity,1992,1992,1992,0,ALB,0
Albania,75623,PLL,Partia Lëvizja e Legalitetit,Legality Movement Party,1991,1997,1997,3.3,ALB,0
Albania,75624,PD,Partia Demokratike e Shqipërisë,Democratic Party of Albania,1991,1997,1992,62.1,ALB,0
Albania,75721,BK,E Djatha e Bashkuar e Shqipërisë,United Albanian Right,1996,1997,1996,5,ALB,0
Albania,75722,PRSH,Partia Republikane Shqiptare,Albanian Republican Party,1991,1997,1996,5.7,ALB,0
Albania,75810,PASH,Partia Agrare e Shqipërisë,Agrarian Party of Albania,1991,2001,2001,2.6,ALB,0
Albania,75951,OMONIA,Partia Bashkimi për të Drejtat e Njeriut,Union for Human Rights Party,1991,2001,1996,4,ALB,0
Armenia,76041,HAK,Hay Azgayin Kongres,Armenian National Congress,2012,2012,2012,7.1,ARM,0
Armenia,76222,HKK,Hayastani Komunistakan Kusaktsutyun,Communist Party of Armenia,1995,1999,1995,12.4,ARM,0
Armenia,76321,HHD,Hay Heghapokhakan Dashnaktsutyun,Armenian Revolutionary Federation,1999,2012,2007,13.2,ARM,0
Armenia,76322,MAK,Miavorvac Ashkhatankayin Kusaktsutyun,United Labour Party,2003,2003,2003,5.7,ARM,0
Armenia,76420,OEK,Orinats' Yerkir,Rule of Law,1999,2012,2003,12.6,ARM,0
Armenia,76421,A,Ardarutyun,Justice,2003,2003,2003,13.7,ARM,0
Armenia,76430,,Zharangutyun,Heritage,2007,2012,2007,6,ARM,0
Armenia,76521,AIM,Azgayin Inknoroshum Miavorum,National Self-Determination Union,1995,1995,1995,5.7,ARM,0
Armenia,76610,HHK,Hayastani Hanrapetakan Kusaktsutyun,Republican Party of Armenia,2003,2012,2012,44.1,ARM,0
Armenia,76620,BHK,Bargavadj Hayastan Kusaktsutyun,Prosperous Armenia,2007,2012,2012,30.2,ARM,0
Armenia,76711,HA,Hanrapetutyun,Republic,1995,1995,1995,43.9,ARM,0
Armenia,76712,AZhM,Azgayin Zhoghovrdakan Miutyun,National Democratic Union,1995,1999,1995,7.7,ARM,0
Armenia,76901,,Shamiram,Semiramis (Women’s Movement),1995,1995,1995,17.4,ARM,0
Armenia,76902,IM,Iravunk ev Miabanutyun,Right and Unity,1999,1999,1999,8.1,ARM,0
Armenia,76903,M,Miasnutyun,Unity,1999,1999,1999,42.4,ARM,0
Armenia,76904,AM,Azgayin Miabanutyun,National Unity Party,2003,2003,2003,8.9,ARM,0
Azerbaijan,77220,YAP,Yeni  Azərbaycan Partiyası,New Azerbaijan Party,1995,2000,1995,66.1,AZE,0
