id,country,name_short,name,name_english,name_source,year_first,year_last,share_max,share_year,waves
368019,IRQ,Goran,,The movment of change,IQ: Goran/The movment of change,2010,2014,7.1,2014,6
376001,ISR,,Likud,,IL: Likud,2000,2004,41.3,2004,4
376002,ISR,,Avoda,labour,IL: Avoda (labour),2000,2004,22.7,2004,4
376004,ISR,,Merez,leftist,IL: Merez (leftist),2000,2004,8.4,2004,4
376005,ISR,,Mafdal,national religious party,IL: Mafdal (national religious party),2000,2004,3.3,2004,4
376008,ISR,,Shinui,,IL: Shinui,2000,2004,3.7,2004,4
392001,JPN,LDP,Jiyu-Minshuto,The Liberal Democratic Party of Japan,JP: The Liberal Democratic Party of Japan - LDP  (????? Jiyu-Minshuto),1990,2014,54.9,1994,2 3 4 5 6
392002,JPN,DPJ,Minshuto,The Democratic Party of Japan,JP: The Democratic Party of Japan - DPJ (??? Minshuto),2000,2014,38.5,2009,4 5 6
392010,JPN,NFP,Shinshinto,New Frontier Party,JP: New Frontier Party - NFP (Shinshinto) ( - 1997),1994,1998,26.7,1998,3
392017,JPN,YP,Minna no To,Your Party,JP: Your Party - YP (????? Minna no To),2010,2014,17.1,2014,6
392021,JPN,,,Japan Socialist Party,JP: Japan Socialist Party,1990,1994,33.3,1994,2
398001,KAZ,,,Communist party  of Kazakhstan,KZ: Communist party  of Kazakhstan,2010,2014,2,2014,6
398002,KAZ,,,People's party Alga,KZ: People's party Alga,2010,2014,1.7,2014,6
398003,KAZ,,,Democratic party of Kazakhstan Ak Zhol,KZ: Democratic party of Kazakhstan Ak Zhol,2010,2014,4.6,2014,6
398005,KAZ,,,Communist people's party of Kazakhstan,KZ: Communist people's party of Kazakhstan,2010,2014,2.3,2014,6
398008,KAZ,,,People's and democratic party Nur Otan,KZ: People's and democratic party Nur Otan,2010,2014,85.7,2014,6
400002,JOR,IAF,,The Islamic Action Front,JO: The Islamic Action Front IAF,2000,2014,61.9,2004,4 6
400032,JOR,,,Moderate Islamic Party,JO: Moderate Islamic Party,2010,2014,13.9,2014,6
417001,KGZ,SDPK,,Social Democratic Party Kyrgystan,KG: SDPK (Social Democratic Party Kyrgystan),2010,2014,45.4,2014,6
417002,KGZ,,Ata Zhurt,,KG: Ata Zhurt,2010,2014,34,2014,6
417004,KGZ,,Atameken,,KG: Atameken,2010,2014,8.2,2014,6
417006,KGZ,,Respublika,,KG: Respublika,2010,2014,1.7,2014,6
417021,KGZ,,,Democratic Party of Women of Kyrgyzstan,KG: Democratic Party of Women of Kyrgyzstan,2000,2004,12.5,2004,4
417028,KGZ,,,Communist Party of Kyrgyzstan,KG: Communist Party of Kyrgyzstan,2000,2004,17.1,2004,4
417039,KGZ,,,"Socialist Party of ""Ata-Meken"" (Fatherland)","KG: Socialist Party of ""Ata-Meken"" (Fatherland)",2000,2004,4.5,2004,4
428001,LVA,LC,Savieniba Latvijas cels,Alliance Latvias Way,LV: Savieniba Latvijas cels (LC) Alliance Latvias Way,1994,1998,14.4,1998,3
428018,LVA,DPS,Demokratiska Partija Saimnieks,Democratic Party Master,LV: Demokratiska Partija Saimnieks (DPS) - Democratic Party Master,1994,1998,13.5,1998,3
428023,LVA,TB,Apvieniba Tevzemei un Brivibai,,LV: Apvieniba Tevzemei un Brivibai (TB),1994,1998,10.6,1998,3
434001,LBY,,,Justice and Construction,LY: Justice and Construction,2010,2014,43.8,2014,6
434002,LBY,,,National Forces Alliance,LY: National Forces Alliance,2010,2014,56.2,2014,6
440001,LTU,TS-LK,Tevynes Sajunga (Lietuvos konservatoriai),Homeland Union/ Lithuanian Conservatives,LT: Tevynes Sajunga (Lietuvos konservatoriai) (TS-LK) - Homeland Union/ Lithuanian Conservatives,1994,1998,23.9,1998,3
440002,LTU,LKDP,Lietuvos krikscioniu demokratu partija,Lithuanian Christian Democratic Party,LT: Lietuvos krikscioniu demokratu partija (LKDP) - Lithuanian Christian Democratic Party,1994,1998,10.6,1998,3
440003,LTU,LDDP,Lietuvos demokratine darbo partija,Lithuanian Democratic Labour Party,LT: Lietuvos demokratine darbo partija (LDDP) - Lithuanian Democratic Labour Party,1994,1998,11.1,1998,3
440004,LTU,LCS,Lietuvos centro sajunga,Lithuanian Center Union,LT: Lietuvos centro sajunga (LCS) - Lithuanian Center Union,1994,1998,17.3,1998,3
458001,MYS,BN,,Barisan National,MY: Barisan National (BN),2010,2014,74.3,2014,6
458002,MYS,DAP,,Democratic Action Party,MY: Democratic Action Party (DAP),2010,2014,9.1,2014,6
458003,MYS,PAS,,Pan-Malaysian Islamic,MY: Pan-Malaysian Islamic (PAS),2010,2014,8.3,2014,6
458004,MYS,PKR,,People's Justice Party,MY: People's Justice Party (PKR),2010,2014,8.4,2014,6
466001,MLI,ADEMA-PASJ,ADEMA/ PASJ,,ML: ADEMA/ PASJ,2005,2009,37.9,2009,5
466002,MLI,URD,URD,,ML: URD,2005,2009,8.9,2009,5
466003,MLI,RPM,RPM,,ML: RPM,2005,2009,29.1,2009,5
484001,MEX,PRI,,Institutional Revolutionary Party,MX: PRI - Institutional Revolutionary Party,1990,2014,50.2,2004,2 3 4 5 6
484002,MEX,PAN,,National Action Party,MX: PAN -National Action Party,1990,2014,39.5,2014,2 3 4 5 6
484003,MEX,PRD,,Democratic Revolutionary Party,MX: PRD - Democratic Revolutionary Party,1990,2014,27.9,1998,2 3 4 5 6
498001,MDA,,,Popular Christian Democratic Party,MD: Popular Christian Democratic Party,2000,2009,17.1,2009,4 5
498003,MDA,,,Communist Party of Moldavia,MD: Communist Party of Moldavia,2000,2009,53.1,2009,4 5
498016,MDA,PDAM,Partidul Democrat Agrar din Moldova,,MD: Partidul Democrat Agrar din Moldova (PDAM),1994,1998,21.1,1998,3
498047,MDA,,Partidul renasterii si al concilierii Moldovei,,MD: Partidul renasterii si al concilierii Moldovei,1994,1998,10.2,1998,3
504001,MAR,USFP,,The Socialist Union of Popular Forces,"MA: The Socialist Union of Popular Forces - USFP (Arabic: ??????? ????????? ?????? ??????? Al-Ittihad Al-Ishtirakiy Lilqawat Al-Sha'abiyah, French: Union Socialiste des Forces Populaires)",2000,2014,46.7,2004,4 5 6
504002,MAR,PI,,The Istiqlal or Independence Party,"MA: The Istiqlal or Independence Party - PI (Arabic: ??? ????????? ?izb Al-Istiqlal, French: Parti de l'Istiqlal)",2000,2014,25.7,2004,4 5 6
504003,MAR,MNP,Mouvement National Populaire,,MA: Mouvement National Populaire (MNP),2000,2004,2.5,2004,4
504004,MAR,RNI,,The National Rally of Independents,French: Rassemblement National des Indépendants),2000,2014,7.2,2004,4 5 6
504005,MAR,MP,,The Popular Movement,MA: The Popular Movement - MP (Arabic: ?????? ???????? Al-Haraket Al-Sha'ebiya French: Mouvement populaire),2000,2014,15,2009,4 5 6
504007,MAR,UC,,The Constitutional Union,"MA: The Constitutional Union - UC (Arabic: ??????? ????????? Al-Etihad Al-Dosturi, French: Union constitutionelle)",2000,2014,4.9,2014,4 5 6
504009,MAR,PJD,,The Justice and Development Party,"MA: The Justice and Development Party - PJD (Arabic: ??? ??????? ????????? ?izb Al-?Adalah Wal-Tanmiyah, French: Parti de la justice et du développement)",2000,2014,44.2,2009,4 5 6
504011,MAR,PAM,,Authenticity and Modernity Party,Arabic: ??? ??????? ????????? Hizb Al-Asaleh Wal-Hadatheh),2010,2014,13,2014,6
528001,NLD,PvdA,,,NL: PvdA,2010,2014,21.1,2014,6
528002,NLD,CDA,,,NL: CDA,2010,2014,10.8,2014,6
528003,NLD,VVD,,,NL: VVD,2010,2014,14.1,2014,6
528004,NLD,D66,,,NL: D66,2010,2014,12.9,2014,6
528005,NLD,GL,Groen Links,,NL: Groen Links,2010,2014,2.3,2014,6
528006,NLD,SGP,Staatkundig Gereformeerde Partij,Reformed Political Party,"NL: Reformed Political Party (Staatkundig Gereformeerde Partij, SGP)",2010,2014,2.1,2014,6
528009,NLD,,Socialistische Partij,,NL: Socialistische Partij,2010,2014,12.9,2014,6
528013,NLD,PVV,,Party for Freedom,NL - Party for Freedom - PVV,2010,2014,11,2014,6
528014,NLD,,ChristenUnie,Christian Union,NL - Christian Union (ChristenUnie),2010,2014,3.1,2014,6
528015,NLD,Pvd,Partij voor de Dieren,Party for the animals,NL - Party for the animals/Partij voor de Dieren - PvdD,2010,2014,2.1,2014,6
528018,NLD,50,,50 PLUS,NL: 50 PLUS,2010,2014,7.6,2014,6
554001,NZL,ACT,ACT,,NZ: ACT,1994,2014,4.2,1998,3 5 6
554002,NZL,,,Alliance,NZ: Alliance,1994,1998,7.9,1998,3
554003,NZL,,,Christian Coalition / Christian Heritage,NZ: Christian Coalition / Christian Heritage,1994,2014,2.7,1998,3 5 6
554004,NZL,,,Greens,NZ: Greens,1994,2014,9.3,2014,3 5 6
554005,NZL,,,Labour,NZ: Labour,1994,2014,44.9,2009,3 5 6
554006,NZL,,,National,NZ: National,1994,2014,51.3,2014,3 5 6
554007,NZL,,,New Zealand First,NZ: New Zealand First,1994,2014,7.5,2009,3 5 6
554008,NZL,,,United Future,NZ: United Future,1994,2014,2.4,2009,3 5 6
554009,NZL,,,The Maori Party,NZ: The Maori Party,2005,2014,4.7,2009,5 6
554012,NZL,,,The Mana Party,NZ: The Mana Party,2010,2014,1.4,2014,6
566002,NGA,ACN,,Action Congress of Nigeria,NG: Action Congress of Nigeria (ACN),2010,2014,25.1,2014,6
566012,NGA,PDP,,People's Democratic Party,NG: People's Democratic Party (PDP),2000,2014,62.8,2004,4 6
566017,NGA,AD,AD,,NG: AD,2000,2004,19.2,2004,4
566018,NGA,APP,APP,,NG: APP,2000,2004,18.1,2004,4
566019,NGA,SDP,,Social Democratic Party,NG: Social Democratic Party (SDP),1990,1994,53.4,1994,2
566020,NGA,NRC,,National Republican Convention,NG: National Republican Convention (NRC),1990,1994,46.6,1994,2
578001,NOR,DNA,,Labour Party,NO: Labour Party (DNA),1994,2009,41.2,1998,3 5
578002,NOR,FrP,,Progressive Party,NO: Progressive Party (FrP),1994,2009,19,2009,3 5
578003,NOR,,,Conservative Party,NO: Conservative Party (H),1994,2009,17.9,2009,3 5
578004,NOR,KrF,,Christian Democratic Party,NO: Christian Democratic Party (KrF),2005,2009,3.8,2009,5
578005,NOR,RV,,Communist Party,NO: Communist Party (RV),2005,2009,1.2,2009,5
578007,NOR,SP,,Center Party,NO: Center Party (SP),1994,2009,9.4,1998,3 5
578008,NOR,SV,,Socialist Left Party,NO: Socialist Left Party (SV),1994,2009,10.2,2009,3 5
578009,NOR,V,,Liberals,NO: Liberals (V),1994,2009,6.6,1998,3 5
578010,NOR,,,Red Alliance,NO: Red Alliance,1994,1998,1.3,1998,3
578027,NOR,,,Christian Peoples Party,NO: Christian Peoples Party,1994,1998,7.4,1998,3
586001,PAK,PPP,PPP-P,Pakistan People’s Party Parliamentarians,PK: Pakistan People’s Party Parliamentarians (PPP-P),2000,2014,39.9,2004,4 6
586002,PAK,PML,PML/N,"Pakistan Muslim League, Nawaz Sharif","PK: Pakistan Muslim League, Nawaz Sharif (PML/N)",2000,2014,46.1,2004,4 6
586007,PAK,PTI,Pakistan Tehrik-e-Insaaf,,PK: Pakistan Tehrik-e-Insaaf (PTI),2010,2014,18.8,2014,6
604001,PER,,Perú Posible,,PE: Perú Posible,2000,2014,54.8,2004,4 5 6
604002,PER,APRA,Partido Aprista Peruano,,PE: Partido Aprista Peruano APRA,1994,2014,28.9,2009,3 4 5 6
604004,PER,,Unidad Nacional,,PE: Unidad Nacional,2000,2009,23.9,2009,4 5
604005,PER,UPP,Unión por el Perú,,PE: Unión por el Perú UPP,1994,2014,12.5,1998,3 4 5 6
604008,PER,,Cambio 90 -- Nueva Mayoría,,PE: Cambio 90- Nueva Mayoría,1994,2014,62.2,1998,3 4 6
604023,PER,,Partidao Nacionalista Peruano,,PE: Partidao Nacionalista Peruano,2005,2009,16.6,2009,5
604024,PER,,Gana Perú,,PE: Gana Perú,2010,2014,30.7,2014,6
604026,PER,,Fuerza 2011,,PE: Fuerza 2011,2010,2014,22.8,2014,6
608001,PHL,NUCD-NUCD,,Partido Lakas ng Tao (Lakas) and the National Union of Christian Democrats (NUCD),PH: Partido Lakas ng Tao (Lakas) and the National Union of Christian Democrats (NUCD):(Lakas-NUCD),2010,2014,24.9,2014,6
608002,PHL,LP,Partido Liberal ng Pilipinas,Liberal Party of the Philippines,PH: Partido Liberal ng Pilipinas - Liberal Party of the Philippines (LP),1994,2014,44.7,2014,3 4 6
608003,PHL,NP,,Nacionalista Party,PH: Nacionalista Party (NP),1994,2014,14.5,2014,3 4 6
608005,PHL,PDP-Laban,Partido Demokratiko Pilipino-Lakas ng Bayan,,PH: Partido Demokratiko Pilipino-Lakas ng Bayan (PDP-Laban),1994,2014,17.8,1998,3 6
608014,PHL,KBL,Kilusang Bagong lipunan,,PH: Kilusang Bagong lipunan (KBL),1994,2004,10.2,1998,3 4
608015,PHL,LDP,Laban ng demokratikong,,PH: Laban ng demokratikong (LDP),1994,2004,15.2,2004,3 4
608016,PHL,LAMMP,LAMMP,,PH: LAMMP,2000,2004,19.5,2004,4
608017,PHL,LNU,,Lakas NG Tao-National union of Christian Democrats-United Moro Democratic party,PH: LAKAS-NUCD-UMDP (Lakas NG Tao-National union of Christian Democrats-United Moro Democratic party),1994,2004,19.3,1998,3 4
616002,POL,PSL,Polskie Stronnictwo Ludowe,Polish Peasants Party,PL: PSL Polskie Stronnictwo Ludowe (Polish Peasants Party),1994,2014,14.8,1998,3 5 6
616004,POL,SLD,Sojusz Lewicy Demokratycznej,Alliance of Democratic Left,PL: SLD - Sojusz Lewicy Demokratycznej (Alliance of Democratic Left),1994,2014,21.3,1998,3 5 6
616023,POL,,,Christian Democrats,PL: Christian Democrats,1990,1994,26.2,1994,2
616028,POL,,,Citizens Committee of Solidarity,PL: Citizens Committee of Solidarity,1990,1994,42.9,1994,2
616031,POL,,Prawo i Sprawiedliwosc,Law and Justice,PL: PiS - Prawo i Sprawiedliwosc (Law and Justice),2005,2014,43,2009,5 6
616032,POL,PO,Platforma Obywatelska,Civic Platform,PL: PO Platforma Obywatelska (Civic Platform),2005,2014,39.6,2014,5 6
616046,POL,,Ruch Poparcia Palikota,Palikot's Movement,PL: Ruch Poparcia Palikota (Palikot's Movement),2010,2014,11.5,2014,6
616047,POL,NSZZ,Solidarnosc,,PL: Solidarnosc (NSZZ),1994,1998,30.1,1998,3
630001,PRI,PNP,Partido Nuevo Progresista,,PR: Partido Nuevo Progresista (PNP),1994,1998,44.1,1998,3
630002,PRI,PPD,Partido Popular Democratico,,PR: Partido Popular Democratico (PPD),1994,1998,47.8,1998,3
630003,PRI,PIP,Partido Independentista Puertoriqueño,,PR: Partido Independentista Puertoriqueño (PIP),1994,1998,8.1,1998,3
642002,ROU,PDSR,Polul Democrat-Social din Romania,Democratic-Social Pole of Romania,RO: Polul Democrat-Social din Romania (PDSR) - Democratic-Social Pole of Romania,1994,1998,17.7,1998,3
642003,ROU,PD,Partidul Democrat,Democratic Party,RO: Partidul Democrat (PD) - Democratic Party,1994,2009,15.8,1998,3 5
642007,ROU,PRM,Partidul Romania Mare,Greater Romania Party,RO: Partidul Romania Mare (PRM) - Greater Romania Party,1994,2014,11.8,1998,3 5 6
642008,ROU,PSDR,Partidul Social Democrat Roman,Social Democratic Party,RO: Partidul Social Democrat Roman (PSDR) - Social Democratic Party,2005,2009,30.9,2009,5
642016,ROU,CDR,Conventia Democratica din Romania,,RO: Conventia Democratica din Romania (CDR) as a whole,1994,1998,16.3,1998,3
642033,ROU,,,"The ""Justice and Truth"" Alliance",RO: The Â´Justice and TruthÂ´ Alliance,2005,2009,32.4,2009,5
642035,ROU,,Partidul Democrat-Liberal,,RO - Partidul Democrat-Liberal,2010,2014,18.9,2014,6
642052,ROU,USL,Uniunea Social Liberala,,RO: USL (Uniunea Social Liberala = PSD+PNL+PC),2010,2014,44.1,2014,6
643001,RUS,APR,Agrarnaya Partiya Rossii,Agrarian Party of Russia,RU: Agrarnaya Partiya Rossii (APR) - Agrarian Party of Russia,1994,1998,5.4,1998,3
643002,RUS,KPRF,,Communist Party of the Russian Federation,RU: Communist Party of the Russian Federation (KPRF)  - ???????????????? ?????? ?????????? ????????? (????),1994,2014,26.6,1998,3 6
643003,RUS,LDPR,,Liberal-Democratic Party of Russia,RU: Liberal-Democratic Party of Russia (LDPR) ??????????-??????????????? ?????? ?????? (????),1994,2014,12.8,2014,3 6
643004,RUS,NDR,Nas dom -- Rossija,Our Home is Russia,RU: Nas dom - Rossija (NDR) - Our Home is Russia,1994,1998,9.4,1998,3
643012,RUS,,"Rossiyskaya Demokraticheskaya Partiya ""Yabloko"" Yavlinsky-Boldyrev-Lukin-Bloc",,RU: Rossiyskaya Demokraticheskaya Partiya Â´YablokoÂ´ Yavlinsky-Boldyrev-Lukin-Bloc,1994,1998,7.7,1998,3
643014,RUS,VN,VlastNarodu,,RU: VlastNarodu (VN),1994,1998,4.5,1998,3
643015,RUS,VR,Vpered Rossija,,RU: Vpered Rossija (VR),1994,1998,5,1998,3
643017,RUS,DVR-OD,Dem. Vybor Rossii-Obyedinennyi Dem.,Electoral Union,RU: Dem. Vybor Rossii-Obyedinennyi Dem. (DVR-OD;Electoral Union),1994,1998,3.7,1998,3
643018,RUS,,Derzava,Power,RU: Power (Derzava),1994,1998,2.8,1998,3
643019,RUS,ZR,Zensciny Rossii,,RU: Zensciny Rossii (ZR),1994,1998,9.9,1998,3
643022,RUS,,Komunisty -- Trudovaja Rossija- Za Sovetskij Sojuz,,RU: Komunisty - Trudovaja Rossija- Za Sovetskij Sojuz,1994,1998,2.4,1998,3
643023,RUS,KRO,Kongress russkich obscin,,RU: Kongress russkich obscin (KRO),1994,1998,5.8,1998,3
643027,RUS,PGL,,Republican Party of Russia (Pamfilova-Gurov-Lysenko),RU: Republican Party of Russia (Pamfilova-Gurov-Lysenko) PGL,1994,1998,2.4,1998,3
643028,RUS,PS,Partiya Samoupravleniya,,RU: Partiya Samoupravleniya (PS),1994,1998,5.2,1998,3
643029,RUS,,Profosuzoj i promyslenniki -- Sojuz Truda,,RU: Profosuzoj i promyslenniki - Sojuz Truda,1994,1998,1.3,1998,3
643032,RUS,ER,,United Russia,RU - United Russia (ER) ?????? ??????,2010,2014,56.8,2014,6
643033,RUS,,Patrioty Rossii,Patriots of Russia,"RU - Patriots of Russia (???????? ??????, Patrioty Rossii)",2010,2014,1.1,2014,6
643034,RUS,,,Fair Russia,RU - Fair Russia - ???????????? ??????,2010,2014,7.3,2014,6
643037,RUS,,,The Russian United Democratic Party Yabloko,"RU - The Russian United Democratic Party Yabloko - ?????????? ???????????? ??????????????? ?????? ""??????""",2010,2014,1.3,2014,6
646104,RWA,,Front Patriotique Rwandais,Rwandan Patriotic Front,RW: Rwandan Patriotic Front (Front Patriotique Rwandais),2010,2014,80,2014,6
702001,SGP,PAP,,,SG: PAP,2010,2014,75.1,2014,6
702002,SGP,WP,,,SG: WP,2010,2014,21.2,2014,6
702003,SGP,SDP,,,SG: SDP,2010,2014,3.7,2014,6
703001,SVK,DS,Demokratickia Slovenska,Democratic Party,SK: Demokraticka Strana (DS) - Democratic Party,1990,1998,5.9,1994,2 3
703003,SVK,HZDS,Hnutie za demokraticke Slovensko,Movement for a Democratic Slovakia,SK: Hnutie za demokraticke Slovensko (HZDS) - Movement for a Democratic Slovakia,1994,1998,21.6,1998,3
703004,SVK,KSS,Komunistická strana Slovenska,Communist Party of Slovakia,SK: Komunistická strana Slovenska (KSS) - Communist Party of Slovakia,1990,1998,10.7,1994,2 3
703005,SVK,KDH,Krestanskodemokraticke hnutie,Christian-Democratic Movement,SK: Krestanskodemokraticke hnutie (KDH) - Christian-Democratic Movement,1994,1998,7.1,1998,3
703006,SVK,SNS,Slovenska narodna strana,Slovak National Party,SK: Slovenska narodna strana (SNS) - Slovak National Party,1990,1998,28,1994,2 3
703009,SVK,SMK,Madrskkoalia,Hungarian Coalition,SK: Madrskkoalia (SMK) Hungarian Coalition,1994,1998,5.5,1998,3
703010,SVK,SOP,Strana obcianskeho porozumenia,Party of Civil Understanding,SK: Strana obcianskeho porozumenia (SOP) - Party of Civil Understanding,1994,1998,5.4,1998,3
703012,SVK,SZS,Strana zelenych na Slovensku,Party of Greens in Slovakia,SK: Strana zelenych na Slovensku (SZS) - Party of Greens in Slovakia,1990,1998,7.6,1994,2 3
703014,SVK,ZRS,Zdruzenie Robotnikov Slovenska,Association of Workers of Slovakia,SK: Zdruzenie Robotnikov Slovenska (ZRS) - Association of Workers of Slovakia,1994,1998,1.3,1998,3
703015,SVK,SDK,Demokraticka Strana,Democratic Coalition,SK: Democratic Coalition (SDK),1994,1998,21.9,1998,3
703017,SVK,,Spoluzitie (Egyutelles),Coexistence,SK: Spoluzitie (Egyutelles) - Coexistence,1990,1994,4.1,1994,2
703023,SVK,SD,Strana Demokratickej Zavice,,SK: Strana Demokratickej Zavice (SD1/4),1994,1998,16.2,1998,3
703025,SVK,,,Civic forum,SK: Civic forum,1990,1994,1.3,1994,2
703027,SVK,,,Christian Democratic Movement,SK: Christian Democratic Movement,1990,1994,18,1994,2
703031,SVK,,,Association of farmers & countrysides,SK: Association of farmers & countrysides,1990,1994,4.3,1994,2
703043,SVK,SDSS,Socialnodemokraticka Strana na Slovensku,,SK: Socialnodemokraticka Strana na Slovensku (SDSS),1990,1998,2.2,1994,2 3
705002,SVN,DeSUS,,Democratic Party of Pensioners of Slovenia,SI: Democratic Party of Pensioners of Slovenia (DeSUS),2005,2014,16.6,2014,5 6
705003,SVN,LDS,,Liberal Democracy of Slovenia,SI: Liberal Democracy of Slovenia (LDS),1994,2014,22.6,1998,3 5 6
705004,SVN,SLS,,Slovene Peoples Party,SI: Slovene Peoples Party (SLS),1994,2014,17.1,1998,3 5 6
705005,SVN,SNS,,Slovene National Party,SI: Slovene National Party (SNS),1994,2014,10.3,2009,3 5 6
705006,SVN,SDS,,Social Democratic Party,SI: Social Democratic Party (SDS),2005,2014,35.1,2014,5 6
705007,SVN,SKD,,Slovene Christian Democrats,SI: Slovene Christian Democrats (SKD),1994,1998,13.9,1998,3
705008,SVN,ZLSD,,Associated List of Social Democrats,SI: Associated List of Social Democrats (ZLSD),1994,2009,15.3,2009,3 5
705009,SVN,ZS,,Green Party,SI: Green Party (ZS),1994,1998,11.8,1998,3
705014,SVN,SDSS,,Social Democratic Party of Slovenia,SI: Social Democratic Party of Slovenia (SDSS),1994,1998,13.6,1998,3
705017,SVN,DSS,Demokratska Stranka Slovenije,,SI: Demokratska Stranka Slovenije (DSS),1994,1998,4.2,1998,3
705019,SVN,SP,Sivi Panterji -- Stranka Upokojencev Slovenije,,SI: Sivi Panterji - Stranka Upokojencev Slovenije (SP),1994,1998,4.8,1998,3
705020,SVN,NSI,,New Slovenia-Christian,SI: New Slovenia-Christian (NSI),2005,2014,8.5,2009,5 6
705021,SVN,SD,Socialni demokrati,,SI: Socialni demokrati (SD),2010,2014,18.1,2014,6
705025,SVN,ZARES,nova politika,,SI: ZARES - nova politika,2010,2014,3.7,2014,6
710003,ZAF,ANC,,African National Congress,ZA: African National Congress (ANC),1990,2014,73.9,2014,2 3 4 5 6
710006,ZAF,DA,,Democratic Alliance,ZA: Democratic Alliance (DA),2000,2014,35.2,2004,4 5 6
710013,ZAF,CP,,Conservative Party,ZA: Conservative Party (CP),1990,1998,11.8,1994,2 3
710014,ZAF,DP,,Democratic Party,ZA: Democratic Party (DP),1990,1998,11.8,1994,2 3
710015,ZAF,NP,,National Party,ZA: National Party (NP),1990,1998,32.4,1994,2 3
716010,ZWE,MDC,,Movement for Democratic Change,ZW: Movement for Democratic Change (MDC),2000,2004,40.8,2004,4
724001,ESP,PSOE,Partido Socialista Obrero Español,Spanish Socialist Workers Party,ES: PSOE (Partido Socialista Obrero Español) - Spanish Socialist Workers Party,1990,2014,55.3,2009,2 3 4 5 6
724002,ESP,PP-AP,Partido Popular,Peoples Party,ES: PP (Partido Popular) - Peoples Party (1981: AP),1990,2014,48.1,2014,2 3 4 5 6
724003,ESP,IU-PCE,Izquierda Unida,United Left (1981: Communist party),"ES: IU (Izquierda Unida) - United Left (1981: PCE, Communist party)",1990,2014,14.4,1994,2 3 4 5 6
724044,ESP,EE,Euskadiko Ezkerra,Basque Country Left,ES: EE (Euskadiko Ezkerra) - Basque Country Left,1990,1994,1.1,1994,2
752001,SWE,,Centerpartiet,,SE: Centerpartiet,1994,2014,6.2,1998,3 4 5 6
752002,SWE,,Folkpartiet,,SE: Folkpartiet,1994,2014,13.1,2009,3 4 5 6
752003,SWE,,Kristdemokraterna,,SE: Kristdemokraterna,1994,2014,9.1,2004,3 4 5 6
752004,SWE,,Miljöpartiet,,SE: Miljöpartiet,1994,2014,14.3,1998,3 4 5 6
752005,SWE,,Moderata samlingspartiet / Moderaterna,,SE: Moderata samlingspartiet / Moderaterna,1994,2014,32.8,2014,3 4 5 6
752006,SWE,,Socialdemokraterna,,SE: Socialdemokraterna,1994,2014,33.5,2009,3 4 5 6
752007,SWE,,Vänsterpartiet,,SE: Vänsterpartiet,1994,2014,14.7,2004,3 4 5 6
752009,SWE,,Sverigedemokraterna,,SE: Sverigedemokraterna,2010,2014,4.2,2014,6
756001,CHE,FDP,Freisinnig-demokratische partei,,CH: Freisinnig-demokratische partei FDP,1994,2009,20.4,2009,3 5
756002,CHE,SPS,Sozialdemokratische partei,,CH: Sozialdemokratische partei SPS,1994,2009,23.5,2009,3 5
756003,CHE,CVP,Christlich-demokratische volkspartei,,CH: Christlich-demokratische volkspartei CVP,1994,2009,13,2009,3 5
756004,CHE,SVP,Schweizerische volkspartei,,CH: Schweizerische volkspartei SVP,1994,2009,16.7,2009,3 5
756005,CHE,GPS,Gre / gre partei,,CH: Gre / gre partei GPS,1994,2009,14.9,2009,3 5
756006,CHE,FPS,Freiheitspartei,,CH: Freiheitspartei FPS,1994,2009,1.1,1998,3 5
756008,CHE,LPS,Liberale partei,,CH: Liberale partei LPS,1994,2009,2.7,1998,3 5
756010,CHE,EVP,Evangelische volkspartei,,CH: Evangelische volkspartei EVP,1994,2009,2.1,2009,3 5
756011,CHE,PdA,Partei der arbeit,,CH: Partei der arbeit PdA,1994,2009,1.7,1998,3 5
756012,CHE,CSP,Christlichsoziale partei,,CH: Christlichsoziale partei CSP,1994,2009,1.4,2009,3 5
756037,CHE,,Lega dei ticinesi,,CH: Lega dei ticinesi,2005,2009,1.7,2009,5
764001,THA,,,Democrat party,TH: Democrat party,2005,2014,40.2,2014,5 6
764002,THA,,,Thai Rak Thai party,TH: Thai Rak Thai party,2005,2009,55.4,2009,5
764005,THA,,,Pheu Thai Party,TH: Pheu Thai Party,2010,2014,52.3,2014,6
788001,TUN,,Nida Tounes,,TN: Nida Tounes,2010,2014,43.5,2014,6
788002,TUN,,Elnahdha,,TN: Elnahdha,2010,2014,37.3,2014,6
788003,TUN,,Eljabha Chaabia,,TN: Eljabha Chaabia,2010,2014,11.9,2014,6
788004,TUN,PDP,PDP,,TN: PDP,2010,2014,1.9,2014,6
788005,TUN,CPR,CPR,,TN: CPR,2010,2014,1.5,2014,6
788007,TUN,,Tayar Elmahabba,,TN: Tayar Elmahabba,2010,2014,1.9,2014,6
792001,TUR,ANAP,,Motherland Party,TR: ANAP - Motherland Party -,1990,2009,29.5,1994,2 3 4 5
792002,TUR,CHP,,Republican Peoples Party,TR: CHP - Republican Peoples Party,1994,2014,32.1,2014,3 4 5 6
792003,TUR,DSP,,Democratic Left Party,TR: DSP - Democratic Left Party -,1990,2009,16.4,1994,2 3 4 5
792004,TUR,DYP,,True Path Party,TR: DYP - True Path Party -,1990,2009,18.1,1994,2 3 4 5
792005,TUR,HADEP,,Peoples Democracy Party,TR: HADEP - Peoples Democracy Party -,1994,2004,5.7,2004,3 4
