country,name_short,name,year_first,year_last,share,share_year,party_id
GTM,CASA, Centro de Acción Social ,2009,2010,2.9,2009,904
GTM,CASA, Centro de Acción Social ,2007,2013,4.3,2008,320004
GTM,CREO, Compromiso Renovaci,2011,2018,10.8,2011,320032
GTM,DCG, Democracia Cristiana Guatemalteca ,2009,2010,4.2,2009,912
GTM,DCG, Democracia Cristiana Guatemalteca ,1996,2008,53.4,1997,320012
GTM,DIA, Desarrollo Integral Auténtico ,2001,2008,1.7,2001,320013
GTM,, Encuentro por Guatemala,2009,2010,0.6,2010,905
GTM,, Encuentro por Guatemala,2008,2013,0.6,2008,320005
GTM,FCN, Frente de Convergencia Nacional ,2016,2018,51.2,2016,320039
GTM,FDNG, Frente Democrático Nueva Guatemala ,1998,1998,3.8,1998,320035
GTM,FRG, Frente Republicano Guatemalteco ,2009,2010,4.3,2010,907
GTM,FRG, Frente Republicano Guatemalteco ,1996,2018,28.7,1996,320007
GTM,GANA, Gran Alianza Nacional ,2009,2010,4.5,2009,903
GTM,GANA, Gran Alianza Nacional ,2003,2015,50.8,2003,320003
GTM,LIDER, Libertad Democrática Renovada ,2011,2018,46.8,2015,320033
GTM,LV, Los Verdes ,2005,2006,2.8,2005,320016
GTM,MLN, Movimiento de Liberación Nacional ,1996,2005,23.1,2005,320017
GTM,, No documentado ,2005,2005,1.1,2005,320023
GTM,, No documentado ,2005,2005,0.1,2005,320024
GTM,, No documentado ,2005,2005,7.1,2005,320025
GTM,, No documentado ,2005,2005,0.5,2005,320026
GTM,, No documentado ,2005,2005,0.1,2005,320027
GTM,, No documentado ,2005,2005,1.8,2005,320028
GTM,, No documentado ,2005,2005,7.2,2005,320029
GTM,, No documentado ,2005,2005,0.5,2005,320030
GTM,PAN, Partido de Avanzada Nacional ,2009,2010,2.2,2009,909
GTM,PAN, Partido de Avanzada Nacional ,1996,2018,70.1,1998,320009
GTM,PDC, Partido Demócrata Cristiano  ,2001,2003,6.1,2001,320036
GTM,PLP, Partido Libertador Progresista ,2001,2001,3.9,2001,320020
GTM,PP, Partido Patriota ,2009,2010,57.4,2010,902
GTM,PP, Partido Patriota ,2005,2018,51.5,2011,320002
GTM,VIVA, Partido Político Visión con Valores ,2011,2018,4.2,2017,320031
GTM,PU, Partido Unionista ,2009,2009,2.6,2009,906
GTM,PU, Partido Unionista ,2003,2017,5.3,2003,320006
GTM,UNE, Unidad Nacional de Esperanza ,2009,2010,39.6,2009,901
GTM,UNE, Unidad Nacional de Esperanza ,2006,2017,52.6,2007,320001
GTM,, Unidad nacional de la esperanza,2003,2018,22.9,2018,320900
GTM,UNO, Unidad Nacionalista Organizada ,1997,1997,12.7,1997,320038
GTM,URNG, Unidad Revolucionaria Nacional Guatemalteca ,2009,2010,1.9,2009,911
GTM,URNG, Unidad Revolucionaria Nacional Guatemalteca ,1998,2017,2.5,2017,320011
GTM,UCN, Unión del Cambio Nacional ,2009,2010,1.4,2010,908
GTM,UCN, Unión del Cambio Nacional ,1996,2018,11.6,1996,320008
GTM,UD, Unión Democrática ,2009,2009,1.3,2009,910
GTM,UD, Unión Democrática ,2003,2018,4.2,2017,320010
GTM,VICTORIA, Victoria ,2011,2011,0.6,2011,320034
HND,PAC, El Partido Anti Corrupción ,2013,2016,17.9,2016,340007
HND,LIBRE, El Partido Libertad y Refundación ,2013,2018,23.8,2013,340006
HND,PUD, Partido de Unión Democrática ,2009,2009,1.7,2009,1003
HND,PUD, Partido de Unión Democrática ,2001,2018,1.4,2006,340003
HND,PDCH, Partido Demócrata Cristiano de Honduras ,2009,2010,1.3,2009,1004
HND,PDCH, Partido Demócrata Cristiano de Honduras ,1996,2018,2.7,1996,340004
HND,PINU, Partido Innovación y Unidad ,2009,2010,2.2,2009,1005
HND,PINU, Partido Innovación y Unidad ,1996,2018,2.9,2008,340005
HND,PL, Partido Liberal ,2009,2010,58.1,2010,1001
HND,PL, Partido Liberal ,1996,2018,64.2,1998,340001
HND,PNH, Partido Nacional de Honduras ,2009,2010,52.2,2009,1002
HND,PNH, Partido Nacional de Honduras ,1996,2018,100,1997,340002
MEX,antes Alternativa Socialdem, Alternativa Socialdemócrata ,2005,2007,0.4,2005,484008
MEX,, Convergencia,2009,2010,1,2009,1107
MEX,, Convergencia,2007,2011,1.1,2007,484007
MEX,, Independiente,2016,2016,1.8,2016,484017
MEX,MC, Movimiento ciudadano ,2013,2018,1.6,2013,484014
MEX,MORENA, Movimiento Regeneracion Nacional ,2015,2018,56.7,2018,484015
MEX,PAN, Partido Acción Nacional ,2009,2010,30.2,2010,1101
MEX,PAN, Partido Acción Nacional ,1995,2018,100,1997,484001
MEX,PARM, Partido Auténtico de la Revolución Mexicana ,2001,2001,0.1,2001,484010
MEX,PCD, Partido de Centro Democrático ,1998,1998,0.3,1998,484009
MEX,PRD, Partido de la Revolución Democrática ,2009,2010,13,2010,1103
MEX,PRD, Partido de la Revolución Democrática ,1995,2018,32.7,2005,484003
MEX,, Partido del Frente Cardenista de Reconstrucción Nacional,1996,1996,1,1996,484013
MEX,PT, Partido del Trabajo ,2009,2010,1.4,2009,1105
MEX,PT, Partido del Trabajo ,1996,2018,3.1,2001,484005
MEX,PES, Partido Encuentro Social ,2016,2018,1.3,2016,484016
MEX,PANAL, Partido Nueva Alianza ,2009,2010,1,2009,1106
MEX,PANAL, Partido Nueva Alianza ,2006,2018,2,2013,484006
MEX,PPS, Partido Popular Socialista ,1996,1996,0.2,1996,484012
MEX,PRI, Partido Revolucionario Institucional ,2009,2010,53.6,2009,1102
MEX,PRI, Partido Revolucionario Institucional ,1995,2018,49,2011,484002
MEX,PSD, Partido Social Demócrata ,2001,2001,1.4,2001,484011
MEX,PVEM, Partido Verde Ecologista de México ,2009,2010,3.3,2010,1104
MEX,PVEM, Partido Verde Ecologista de México ,1996,2018,8,2003,484004
NIC,, Alianza Evangélica Nicaragüense,2001,2001,0.5,2001,558902
NIC,, Alianza Pan y Fuerza,1997,1997,0.3,1997,558041
NIC,MRS, Alianza Partido Movimiento Renovador Sandinista ,2009,2010,2.2,2009,1204
NIC,MRS, Alianza Partido Movimiento Renovador Sandinista ,1996,2008,4.2,1996,558004
NIC,APRE, Alianza por la República ,2005,2011,1.8,2005,558011
NIC,AC, Alternativa Cristiana ,2006,2013,0.3,2013,558012
NIC,AC, Alternativa por el Cambio ,2006,2006,0.2,2006,558034
NIC,FLN, Frente de Liberación Nacional ,1996,1996,36.8,1996,558943
NIC,, Izquierda,2001,2003,0.5,2001,558900
NIC,, No documentado ,2005,2005,0.3,2005,558035
NIC,, No documentado ,2005,2005,0.3,2005,558036
NIC,, No documentado ,2005,2005,2.5,2005,558037
NIC,, No documentado ,2005,2005,0.3,2005,558038
NIC,ANC, Partido Acción Nacional Conservadora ,2005,2006,0.8,2006,558014
NIC,ALCON, Partido Alianza Conservadora ,2005,2005,0.6,2005,558015
NIC,PAL, Partido Alianza Liberal ,1996,1996,52.3,1996,558942
NIC,ALN, Partido Alianza Liberal Nicaragüense ,2009,2010,4.4,2009,1203
NIC,ALN, Partido Alianza Liberal Nicaragüense ,1996,2013,22.8,2006,558003
NIC,CCN, Partido Camino Cristiano Nicaragüense ,1997,2008,45.7,1997,558007
NIC,PC, Partido Conservador ,2010,2010,0.6,2010,1208
NIC,PC, Partido Conservador ,1998,2013,15,1998,558008
NIC,FSLN, Partido Frente Sandinista de Liberación Nacional ,2009,2010,62.7,2009,1201
NIC,FSLN, Partido Frente Sandinista de Liberación Nacional ,1997,2018,94.2,2015,558001
NIC,PL, Partido Liberal ,2005,2005,2.5,2005,558017
NIC,PLC, Partido Liberal Constitucionalista ,2009,2010,39.4,2010,1202
NIC,PLC, Partido Liberal Constitucionalista ,1997,2018,46.2,2005,558002
NIC,PLI, Partido Liberal Independiente ,2011,2018,24.8,2011,558018
NIC,PLN, Partido Liberal Nacionalista ,2001,2013,1,2013,558019
NIC,MRS, Partido Movimiento Renovador Sandinista ,1998,2018,13.2,2006,558010
NIC,PRN, Partido Resistencia Nicaragüense ,2008,2013,0.7,2013,558005
NIC,PSC, Partido Social Cristiano ,2010,2010,0.8,2010,1206
NIC,UDC, Partido Unión Demócrata Cristiana ,2013,2013,0.2,2013,558032
NIC,PRONAL, Proyecto Nacional ,1996,1996,4.8,1996,558025
NIC,, Tercera opción,2001,2001,0.3,2001,558901
NIC,UNE, Unidad Nicaraguense por la Esperanza ,2018,2018,0.5,2018,558944
NIC,UDEL, Unión Democrática de Liberación ,2001,2003,0.8,2003,558040
NIC,UNO, Unión Nacional Opositora ,1998,1998,0.9,1998,558039
PAN,MOLIRENA, Movimiento Liberal Republicano Nacionalista ,2009,2010,1.1,2010,1302
PAN,MOLIRENA, Movimiento Liberal Republicano Nacionalista ,1998,2007,3.6,2001,591002
PAN,PA, Partido Arnulfista ,1996,2006,65,1997,591008
PAN,CD, Partido Cambio Democratico ,2001,2018,46.6,2018,591004
PAN,CD, Partido Cambio Democrático ,2009,2010,58.5,2009,1304
PAN,PL, Partido Liberal ,2005,2006,0.9,2006,591011
PAN,PLN, Partido Liberal Nacional ,1998,2006,0.9,2001,591010
PAN,, Partido Panameñista,2009,2010,12.5,2009,1305
PAN,PP, Partido Panameñista ,2007,2018,44.8,2015,591005
PAN,PP, Partido Popular ,2009,2009,0.5,2009,1306
PAN,PP, Partido Popular ,2005,2015,2.9,2013,591006
PAN,PRD, Partido Revolucionario Democrático ,2009,2010,50.7,2010,1301
PAN,PRD, Partido Revolucionario Democrático ,1996,2018,69.1,2003,591001
PAN,PS, Partido Solidaridad ,2001,2006,16.6,2003,591009
PAN,UP, Unión Patriótica ,2009,2009,0.8,2009,1303
PAN,UP, Unión Patriótica ,2007,2008,1.6,2007,591003
PAN,, Vanguardia Moral a la Patria,2009,2009,1.4,2009,1307
PAN,, Vanguardia Moral a la Patria,2007,2013,3.3,2007,591007
PAN,,PDC,1997,2003,10.9,2001,591012
PAN,,,1996,1998,30.8,1996,591013
PAN,,,1998,1998,1.3,1998,591014
PAN,,,1997,1997,33.7,1997,591015
PER,AP, Accion Popular ,1996,2018,14.7,2018,604003
PER,AP, Acción Popular ,2009,2010,7.4,2010,1503
PER,, Alianza para el Progreso,2016,2018,5.9,2018,604030
PER,, Alianza Popular,2016,2017,1.6,2017,604032
PER,APRA, Alianza Popular Revolucionaria Americana ,1995,1998,9.7,1996,604019
PER,AF, Alianza por el Futuro ,2006,2007,6.9,2006,604013
PER,, Avanza pais,2018,2018,0.8,2018,604037
PER,, Cambio ,1995,1998,62.1,1996,604017
PER,, Democracia Directa,2018,2018,1.3,2018,604036
PER,, Frente Amplio,2016,2018,10.8,2016,604033
PER,Somos Perú, Frente de Centro ,2006,2007,8.9,2006,604014
PER,FIM, Frente Independiente Moralizador ,1996,2005,2.5,2001,604016
PER,PREPAP, Frente Popular Agrícola Fia del Perú ,1997,1997,4.5,1997,604023
PER,antiguo , Fuerza Popular ,2016,2018,52.3,2017,604028
PER,IU, Izquierda Unida ,1996,1997,6.2,1996,604025
PER,, Juntos por el Peru,2018,2018,0.8,2018,604039
PER,MIA, Movimiento Independiente Agrario ,1997,1997,5.9,1997,604024
PER,PAP, Partido Aprista Peruano ,2009,2010,19.7,2009,1501
PER,PAP, Partido Aprista Peruano ,2001,2018,56.3,2003,604001
PER,, Partido Independiente,1995,2018,19.3,1998,604090
PER,PNP, Partido Nacionalista Peruano ,2009,2010,23.9,2009,1502
PER,PNP, Partido Nacionalista Peruano ,2008,2018,56.9,2011,604002
PER,PPC, Partido Popular Cristiano ,2009,2010,14.9,2010,1505
PER,PPC, Partido Popular Cristiano ,1995,2018,31.8,1997,604005
PER,, Partido Proyecto País,2001,2001,0.2,2001,604022
PER,PRAN, Partido Renacimiento Andino ,2001,2001,0.2,2001,604020
PER,, Partido Revolucionario etnocacerista Unido,2018,2018,2.1,2018,604035
PER,PSN, Partido Solidaridad Nacional ,1998,2018,4.7,1998,604010
PER,, Peru Patria Segura,2018,2018,0.4,2018,604034
PER,PC, Perú Posible ,2009,2010,13.1,2010,1504
PER,PC, Perú Posible ,1995,2015,49.7,2001,604004
PER,PPK, Peruanos por el Kambio ,2016,2018,33.7,2016,604031
PER,R, Renovación ,1995,1996,0.5,1996,604007
PER,RN, Restauracion Nacional ,2006,2018,3.4,2018,604006
PER,RN, Restauración Nacional ,2009,2010,3.9,2010,1506
PER,SC, Sí Cumple,2009,2010,21.7,2009,1508
PER,SC, Sí Cumple,2005,2015,43.5,2015,604008
PER,, Siempre Unidos,2018,2018,0.8,2018,604038
PER,PSN, Solidaridad Nacional ,2009,2010,12.4,2010,1510
PER,SP, Somos Perú ,2009,2010,5,2010,1509
PER,SP, Somos Perú ,1995,2018,34.2,1998,604009
PER,antiguo , Todos por el Peru ,2016,2018,7.6,2018,604029
PER,Partido Popular Cristiano, Unidad Nacional ,2009,2010,10.8,2009,1511
PER,Partido Popular Cristiano, Unidad Nacional ,2001,2015,16.9,2006,604011
PER,, Union por el Peru,2018,2018,0.8,2018,604040
PER,UPP, Unión por el Perú,2001,2001,0.2,2001,604021
PER,UPP, Unión por el Perú ,2010,2010,1.4,2010,1512
PER,UPP, Unión por el Perú ,1995,2008,9.4,1996,604012
PER,, Unión por el Perú ,1998,2007,34.7,2007,604015
PER,, Vamos Vecino,1998,1998,6.3,1998,604018
PER,,FRENATRACA,1996,1996,0.2,1996,604026
PER,,FREPAP,1996,1996,0.5,1996,604027
PRY,ANR, Asociación Nacional Republicana ,2009,2010,55.2,2010,1407
PRY,ANR, Asociación Nacional Republicana ,1997,2018,100,1997,600007
PRY,MPT, Movimiento Popular Tekojojá ,2009,2010,2.4,2009,1406
PRY,MPT, Movimiento Popular Tekojojá ,2008,2018,6.6,2016,600006
PRY,PB, Partido Blanco ,1998,2007,2.4,1998,600012
PRY,PC, Partido Colorado ,1995,1996,63.8,1996,600013
PRY,PCP, Partido Comunista Paraguayo ,2006,2007,2,2007,600011
PRY,PMAS, Partido del Movimiento al Socialismo ,2009,2010,0.2,2009,1404
PRY,PMAS, Partido del Movimiento al Socialismo ,2008,2018,1.7,2008,600004
PRY,PDC, Partido Demócrata Cristiano ,1996,2007,0.6,2007,600014
PRY,PDP, Partido Democrático Progresista ,2009,2009,0.6,2009,1405
PRY,PDP, Partido Democrático Progresista ,2008,2018,1.3,2008,600005
PRY,PEN, Partido Encuentro Nacional ,2009,2010,0.9,2010,1403
PRY,PEN, Partido Encuentro Nacional ,1995,2018,26.1,2008,600003
PRY,PLRA, Partido Liberal Radical Autentico ,1995,2018,34.7,2018,600001
PRY,PLRA, Partido Liberal Radical Auténtico ,2009,2010,32.9,2010,1401
PRY,PPS, Partido País Solidario ,2009,2010,0.9,2009,1402
PRY,PPS, Partido País Solidario ,2008,2018,38.8,2008,600002
PRY,PPQ, Partido Patria Querida ,2009,2010,4.5,2010,1409
PRY,PPQ, Partido Patria Querida ,2011,2018,1.3,2018,600009
PRY,PRF, Partido Revolucionario Febrerista ,2009,2009,0.4,2009,1410
PRY,PRF, Partido Revolucionario Febrerista ,1998,2018,19.2,2007,600010
PRY,UNACE, Uni,2011,2018,3.1,2011,600008
PRY,UNACE, Unión Nacional de Ciudadanos Éticos ,2009,2010,7.4,2009,1408
SLV,ARENA, Alianza Republicana Nacionalista ,2009,2010,42.5,2010,802
SLV,ARENA, Alianza Republicana Nacionalista ,1996,2018,58.3,2005,222002
SLV,CDU, Centro Demócrata Unido ,1998,2018,10.2,1998,222005
SLV,CN, Concertacion Nacional ,2018,2018,1.7,2018,222030
SLV,FDR, Frente Democrático Revolucionario ,1998,1998,9,1998,222025
SLV,FMLN, Frente Farabundo Martí para la Liberación Nacional ,2009,2010,75.6,2009,801
SLV,FML, Frente Farabundo Martí para la Liberación Nacional  ,1996,2018,53.9,2008,222001
SLV,, Fuerza Cristiana,2006,2008,0.4,2008,222006
SLV,GANA, Gran Alianza por la Unidad Nacional ,2011,2018,17.4,2013,222022
SLV,LIDER, Liga Democrática Republicana ,1998,1998,1.7,1998,222023
SLV,MAC, Movimiento Auténtico Cristiano ,2009,2009,0.2,2009,807
SLV,MAC, Movimiento Auténtico Cristiano ,2007,2007,0.2,2007,222007
SLV,MSN, Movimiento de Solidaridad Nacional ,1997,1997,49.4,1997,222028
SLV,MERECEN, Movimiento Estable Republicano Centrista ,2007,2008,0.2,2007,222008
SLV,MR, Movimiento Renovador ,2007,2007,0.2,2007,222009
SLV,, Nuevas Ideas,2018,2018,37.8,2018,222031
SLV,AD, Partido Acción Demócrata ,2008,2008,0.4,2008,222010
SLV,, Partido Acción Nacional,2001,2001,0.3,2001,222026
SLV,, Partido Convergencia Democrática,2001,2001,0.3,2001,222027
SLV,PCN, Partido de Conciliación Nacional ,2009,2010,1.8,2010,803
SLV,PCN, Partido de Conciliación Nacional ,1996,2017,27.6,1996,222003
SLV,POP, Partido de Orientación Popular ,2007,2007,0.2,2007,222016
SLV,PD, Partido Demócrata ,2005,2005,0.2,2005,222013
SLV,PDC, Partido Demócrata Cristiano ,2009,2010,1.1,2009,804
SLV,PDC, Partido Demócrata Cristiano ,1996,2013,8.8,1996,222004
SLV,PLD, Partido Liberal Democrático ,2001,2003,0.3,2001,222014
SLV,PNL, Partido Nacional Liberal ,2005,2006,0.2,2005,222015
SLV,PES, PES: Partido de la Esperanza ,2017,2017,0.9,2017,222029
SLV,PUNTO, Pueblo Unido Nuevo Trato ,1998,1998,0.3,1998,222024
SLV,USC, Unión Social Cristiana ,2001,2003,0.5,2003,222021
URY,, Asamblea Popular,2009,2010,0.9,2010,1605
URY,, Asamblea Popular,2011,2017,1,2015,858005
URY,, Encuentro Progresista,1998,2001,57,2001,858007
URY,FA, Frente Amplio ,2009,2010,67.9,2010,1601
URY,FA, Frente Amplio ,1995,2018,73.4,2005,858001
URY,, Nuevo Espacio,1995,2003,6.1,1995,858006
URY,PC, Partido Colorado ,2009,2010,11.2,2009,1603
URY,PC, Partido Colorado ,1995,2018,53.9,1997,858003
URY,PI, Partido Independiente ,2009,2010,2.3,2009,1604
URY,PI, Partido Independiente ,2006,2018,4.4,2018,858004
URY,PN, Partido Nacional ,2009,2010,25.9,2009,1602
URY,PN, Partido Nacional ,1995,2018,46.1,1997,858002
URY,, Union popular,2018,2018,1.5,2018,858008
VEN,AD, Acción Democrática ,2009,2010,8.6,2009,1708
VEN,AD, Acción Democrática ,1997,2018,46.5,1997,862008
VEN,ABP, Alianza Bravo Pueblo ,2015,2015,0.3,2015,862016
VEN,, Apertura a la Participación Nacional,1997,1998,5.2,1997,862030
VEN,, Avanzada Progresista,2015,2018,1,2015,862032
VEN,COPE, Comite de Organización Política Electoral Independ ,2009,2010,1.2,2010,1709
VEN,COPE, Comite de Organización Política Electoral Independ ,1997,2018,5.4,2003,862009
VEN,, Convergencia,1996,2001,13.7,1996,862022
VEN,IPP, Independientes por el Progreso GENTE ,2018,2018,1.3,2018,862035
VEN,IRENE, Integración y Renovación Nueva Esperanza ,1997,1998,3.1,1997,862029
VEN,LCR, La Causa Radical ,2009,2010,0.4,2009,1714
VEN,LCR, La Causa Radical ,1998,2007,0.9,1998,862014
VEN,MUD, Mesa de la Unidad Democrática ,2011,2018,49.4,2016,862024
VEN,MAS, Movimiento al Socialismo ,1996,2016,13.1,1996,862010
VEN,MBR, Movimiento Bolivariano Revolucionario ,1996,1997,73.2,1996,862031
VEN,MEP, Movimiento Electoral del Pueblo ,2010,2010,9.2,2010,1719
VEN,MEP, Movimiento Electoral del Pueblo ,2006,2018,0.5,2006,862019
VEN,MVR, Movimiento V República ,2010,2010,1.6,2010,1718
VEN,MVR, Movimiento V República ,1998,2006,80.9,2005,862018
VEN,PCV, Partido Comunista de Venezuela ,2009,2009,0.4,2009,1703
VEN,PCV, Partido Comunista de Venezuela ,2003,2018,2.7,2003,862003
VEN,, Partido de la Oposici,2011,2011,4.8,2011,862028
VEN,PSUV, Partido Socialista Unido de Venezuela ,2009,2010,73.9,2009,1701
VEN,PSUV, Partido Socialista Unido de Venezuela ,2007,2018,72,2007,862001
VEN,, Partidos independientes,2001,2001,5.8,2001,862023
VEN,PPT, Patria Para Todos ,2009,2010,2.8,2010,1702
VEN,PPT, Patria Para Todos ,1997,2018,7.5,1997,862002
VEN,, PIEDRA,2010,2010,0.1,2010,1720
VEN,, PIEDRA,2006,2006,2,2006,862020
VEN,PODEMOS, Por la Democracia Social ,2009,2010,0.9,2009,1712
VEN,PODEMOS, Por la Democracia Social ,2003,2015,5.2,2006,862012
VEN,PJ, Primero Justicia ,2009,2010,6.4,2010,1707
VEN,PJ, Primero Justicia ,2001,2018,13.7,2008,862007
VEN,PV, Proyecto Venezuela ,2009,2010,2.1,2010,1711
VEN,PV, Proyecto Venezuela ,1997,2011,29,1998,862011
VEN,SV, Somos Venezuela ,2018,2018,0.2,2018,862034
VEN,, Tupamaro,2009,2010,0.4,2009,1704
VEN,, Tupamaro,2006,2013,0.7,2006,862004
VEN,UNT, Un Nuevo Tiempo ,2009,2010,8.7,2010,1706
VEN,UNT, Un Nuevo Tiempo ,2006,2018,17.5,2006,862006
VEN,USP, Un Solo Pueblo ,2010,2010,0.1,2010,1721
VEN,UPV, Unión Popular Venezolana ,2009,2009,0.2,2009,1705
VEN,UPV, Unión Popular Venezolana ,2006,2006,1.2,2006,862005
VEN,VENTE, Vente Venezuela ,2018,2018,1.3,2018,862033
VEN,, Voluntad Popular,2011,2018,3.6,2017,862027
