country,statename,first,last,ignore,duplicate,party,name_english,name,comment-coding
GIN,Guinea,1984,2008,,,PUP,Parti de l'Unité et du Progrès,,
GMB,Gambia,1965,1994,,,PPP,People's Progressive Party,,
GMB,Gambia,1994,1960,,,APRC,Alliance for Patriotic Reorientation and Construction,,
GNB,Guinea-Bissau,1974,2.00E+03,,,PAIGC,,,
GNB,Guinea-Bissau,2.00E+03,2003,,,PRS,,,
GNQ,Equatorial Guinea,1968,1979,,,PUNT,Worker’s National United Party,,
GNQ,Equatorial Guinea,1979,1965,,,PDGE,Partido Democratico Guinea Ecuatorial,,
GRC,Greece,1920,1936,,,KF,Liberal Party,,
GRC,Greece,1920,1935,,,LK,People’s Party,,
GRC,Greece,1924,1925,,,CR,Conservative Republican Party,,Greek Liberal Party (Conservative Republican Party of Venizelos)
GRC,Greece,1924,1932,,,DE,Republican Union,,
GRC,Greece,1926,1926,,,ERK,,,
GRC,Greece,1926,1928,,,FLP,Farmer-Labour Party,,
GRC,Greece,1926,1928,,,FOP,Free Opion Party,,
GRC,Greece,1926,1928,,,ProgLib,,,
GRC,Greece,1935,1935,,,NRP,National Radical Party,,
GRC,Greece,1944,1945,,,EK,Center Union,,"Center Union (CU, referred to as EK)"
GRC,Greece,1945,1945,,,EEK,National Unionist Party,,
GRC,Greece,1945,1950,,,LIB-Sof,Sophoulis,,
GRC,Greece,1946,1952,,,LIB,Liberal Party,,
GRC,Greece,1946,1947,,,LIB-Nat,National Liberal Party,,
GRC,Greece,1946,1947,,,LIB-Ref,Refugees’ Liberal Party,,
GRC,Greece,1946,1947,,,NPU,National Political Union,,
GRC,Greece,1946,1951,,,POP,People’s Party,,
GRC,Greece,1947,1950,,,LIB-Ven,Venizelian Liberals,,
GRC,Greece,1947,1951,,,NP,National Party,,
GRC,Greece,1947,1950,,,NU,,,
GRC,Greece,1947,1951,,,SocDem,Social Democrats,,
GRC,Greece,1950,1952,,,EPEK,National Progressive Center Union,,
GRC,Greece,1950,1950,,,NUP,,,
GRC,Greece,1952,1958,,,GRAL,Hellenic Union,,
GRC,Greece,1955,1980,,,ERE,National Radical Union,,
GRC,Greece,1955,1955,,,LKK,People’s Social Party,,
GRC,Greece,1963,1965,,,CU,Center Union,,
GRC,Greece,1965,1966,,,Diss-CU,,,
GRC,Greece,1965,1966,,,PP,Progressive Party,,
GRC,Greece,1974,1993,,,ND,,,
GRC,Greece,1981,2004,,,PASOK,Panhellenic Socialist Movement,,
GRC,Greece,1989,1990,,,SYN,,,
GTM,Guatemala,1920,1944,,,Lib,,,
GTM,Guatemala,1945,1954,,,PAR,,,
GTM,Guatemala,1957,2.00E+03,,,PAN,,,
GTM,Guatemala,1958,1963,,,PRDN,,,
GTM,Guatemala,1986,1991,,,PDCG,,,
GTM,Guatemala,1991,1993,,,MAS,Espina Salguero,,
GTM,Guatemala,2.00E+03,2004,,,FRG,,,
GTM,Guatemala,2004,2008,,,GANA,,,
GTM,Guatemala,2008,2008,,,UNE,,,
GUY,Guyana,1966,1992,,,PNC-R,"People’s National Conference, Reform branch",,
GUY,Guyana,1966,1985,,,UF,United Force,,
GUY,Guyana,1992,1999,,,PPP-C,"People Progressive Party, Civic branch",,
HND,Honduras,1919,2006,,,PLH,Honduran Liberal Party,,
HND,Honduras,1919,2006,,,PNH,Liberal Party,,
HRV,Croatia,1999,2.00E+03,,,HDZ,Croatian Democratic Community’s,,
HRV,Croatia,2.00E+03,2.00E+03,,,HSS,,,
HTI,Haiti,1957,1957,,,MOP,,,
HTI,Haiti,1957,1971,,,PUN,,,
HTI,Haiti,1988,1988,,,RDNP,,,
HTI,Haiti,1991,1996,,,FNCD,,,
HTI,Haiti,1994,2001,,,OPL,,,
HTI,Haiti,2001,2004,,,FL,,,
HTI,Haiti,2006,1924,,,FLP,,,
HUN,Hungary,1919,1919,,,F48,,,
HUN,Hungary,1919,1920,,,KNEP,Christian National Union Party,,
HUN,Hungary,1919,2004,,,MSzP,,,
HUN,Hungary,1919,1919,,,SzDP,,,
HUN,Hungary,1920,1945,,,NEP,,,
HUN,Hungary,1945,1956,,,MDP,,,
HUN,Hungary,1945,1956,,,MKP,,,
HUN,Hungary,1956,1989,,,MSzMP,,,
HUN,Hungary,1989,1990,,,MSZP,,,
HUN,Hungary,1990,1994,,,FKPG,,,
HUN,Hungary,1990,1994,,,KDNP,,,
HUN,Hungary,1990,2002,,,MDF,Hungarian Democratic Forum,,
HUN,Hungary,1994,2004,,,SZDSZ,,,
HUN,Hungary,1998,2002,,,Fidesz,,,
HUN,Hungary,1998,2002,,,FKGP,,,
IDN,Indonesia,1949,1966,,,PNI,,,
IDN,Indonesia,1966,1999,,,Golkar,,,
IDN,Indonesia,1999,2001,,,PKB,National Awakening Party,,
IDN,Indonesia,2001,2004,,,PDI-P,,,
IDN,Indonesia,2004,2004,,,PD,Partai Demokrat,,
IND,India,1947,1964,,,Christians,,,
IND,India,1947,1977,,,INC,Indian National Congress,,
IND,India,1947,1964,,,Mhas,,,
IND,India,1947,1964,,,Parsee,,,
IND,India,1947,1964,,,Sikh,,,
IND,India,1977,1979,,,JP,,,
IND,India,1979,1980,,,INC-O,,,
IND,India,1979,1980,,,JP-S,,,
IND,India,1980,1996,,,INC-I,,,
IND,India,1989,2004,,,BJP,,,
IND,India,1989,1990,,,LF,,,
IND,India,1989,1990,,,NF-JD,National Front-Janata Dal,,
IND,India,1990,1991,,,JD-S,Janata Dal-Shekhar,,
IND,India,1996,1997,,,UF-JD,United Front-Janata Dal,,
IND,India,1997,1998,,,UF-DMK,,,
IND,India,1998,2004,,,BJP-NDA,,,
IND,India,2004,2004,,,INC-UPA,,,
IRL,Ireland,1932,1932,,,CG,pro-Treatyite Cumann na nGaedheal,,
IRL,Ireland,1932,2008,,,FF,anti-Treatyite Fianna Fáil,,
IRL,Ireland,1948,1951,,,CNP,Clann na Poblachta,,
IRL,Ireland,1948,1957,,,CNT,Clann na Talmhan,,
IRL,Ireland,1948,1997,,,FG,Fine Gael,,
IRL,Ireland,1948,1997,,,LAB,The National Labor Party,,
IRL,Ireland,1987,2008,,,PD,Progressive Democrats,,
IRL,Ireland,1994,1997,,,DL,Democratic Left,,
IRL,Ireland,1997,2008,,,GP,Green Party ,,
IRN,Iran,1921,1979,,,Pahlavi,,,
IRN,Iran,1921,1921,,,Qajar,,,
IRN,Iran,1951,1953,,,NF,,,
IRN,Iran,2005,2005,,,AII,,,
IRQ,Iraq,1932,1958,,,Hashimid,,,
IRQ,Iraq,1963,1968,,,IIA,,,
IRQ,Iraq,1968,2003,,,Ba'ath,,,
IRQ,Iraq,2003,2004,,,States,,,
IRQ,Iraq,2003,2004,,,United,,,
IRQ,Iraq,2004,2005,,,INA,Iraqi National Accord,,
IRQ,Iraq,2005,2006,,,IDM,Islamic Da’wah Party,,
ISR,Israel,1948,1955,,,GZ,General Zionists,,
ISR,Israel,1948,1955,,,HMIZ,Mizrachi HaMizrahi,,
ISR,Israel,1948,1955,,,MIZR,,,
ISR,Israel,1948,1969,,,MPAI,,,
ISR,Israel,1948,1963,,,PROG,,,
ISR,Israel,1948,1953,,,SEPH,,,
ISR,Israel,1948,1953,,,URF,United Religious Front,,
ISR,Israel,1955,1969,,,AA,Ahdut HaAvoda,,
ISR,Israel,1955,1974,,,MPAM,,,
ISR,Israel,1955,2006,,,NRP,National Religious Party,,
ISR,Israel,1963,1974,,,HRUT,Herut,,
ISR,Israel,1963,1977,,,ILIB,Independent Liberal Party,,
ISR,Israel,1963,1974,,,MPAI-ALNM,AA into Alignment,,
ISR,Israel,1963,1974,,,RAFI,,,
ISR,Israel,1969,1974,,,GHAL,,,
ISR,Israel,1969,1977,,MPAI,MPAI-LAB,,,
ISR,Israel,1974,1977,,,CRIT,Movement for Civil Rights and Peace,,
ISR,Israel,1977,1983,,,DASH,,,
ISR,Israel,1977,2006,,,LIK,,,
ISR,Israel,1977,1984,,,TAMI,,,
ISR,Israel,1983,1992,,,THYA,,,
ISR,Israel,1984,1996,,,LAB,Israel Labor Party,,
ISR,Israel,1984,1992,,,MSHA,Morasha,,
ISR,Israel,1984,1992,,,OMET,Ometz,,
ISR,Israel,1984,2001,,,SHAS,,,
ISR,Israel,1984,2006,,,SNUI,Shinui,,
ISR,Israel,1986,1992,,,AIS,Agudat Israel,,
ISR,Israel,1986,1992,,,TZOM,,,
ISR,Israel,1992,1996,,,HDASH,,,
ISR,Israel,1992,2001,,,MRET,,,
ISR,Israel,1995,1996,,,YIUD,,,
ISR,Israel,1996,1999,,,TW,,,
ISR,Israel,1996,2006,,,UTJ,Yahadut Ha’Thorah,,
ISR,Israel,1996,2006,,,YB,Yisrael BaAliyah,,
ISR,Israel,1999,2006,,,CP,Center Party,,
ISR,Israel,1999,2001,,,LAB-Gesher-Meimad,,,
ISR,Israel,1999,2006,,,LAB-Meimad,,,
ISR,Israel,2001,2006,,,AY,Agudat Yisrael,,
ISR,Israel,2001,2006,,,DH,Yahadut Ha’Thorah - Degel Ha’Thora,,
ISR,Israel,2001,2006,,,Gesher,,,
ISR,Israel,2001,2006,,,IL,Yisrael Beitenu,,
ISR,Israel,2001,2006,,,KAD,Kadima,,
ISR,Israel,2001,2006,,,LAB-MEIM,,,
ISR,Israel,2001,2006,,,One,,,
ISR,Israel,2001,2006,,,Shas,,,
ISR,Israel,2006,1927,,,GIL,,,
ITA,Italy,1919,1919,,,Des.,DestraRight,Destra,
ITA,Italy,1919,1920,,,Rad,Radical Party,,
ITA,Italy,1920,1922,,,PL,Liberal Party,,
ITA,Italy,1921,1922,,,PSRI,Italian Social Reform Party,,
ITA,Italy,1922,1943,,,PNF,,,
ITA,Italy,1945,1953,,,AP,Action Party,,
ITA,Italy,1945,1994,,,DC,"Action Party, the Christian Democratic Party",,
ITA,Italy,1945,1953,,,NDU,National Democratic Union,,
ITA,Italy,1945,1953,,,PCI,Communist Party,,
ITA,Italy,1945,1953,,,PDL,Democratic Labour,,
ITA,Italy,1945,1994,,,PLI,Liberal Party,,
ITA,Italy,1945,2006,,,PRI,DC/PCI/PSI/PLI/Republican Party,,
ITA,Italy,1945,1993,,,PSDI,,,
ITA,Italy,1945,2006,,,PSI,Socialist Party,,
ITA,Italy,1945,1953,,,PSIU,,,
ITA,Italy,1968,1972,,,PSI+PSU,,,
ITA,Italy,1993,1994,,,LVERDE,Lega Verde,,
ITA,Italy,1993,1998,,,PDS,Democratic Left,,
ITA,Italy,1994,2008,,,AN,,,
ITA,Italy,1994,2008,,,FI,Forza Italia,,
ITA,Italy,1994,2008,,,LN,,,
ITA,Italy,1996,2008,,,Greens,,,
ITA,Italy,1996,2001,,,PPI,,,
ITA,Italy,1996,2001,,,RI,Italian Renewal,,
ITA,Italy,1996,1998,,,UD,Democratic Union,,
ITA,Italy,1998,2001,,,DEM,Democrats,,
ITA,Italy,1998,2008,,,DS,,,
ITA,Italy,1998,2008,,,IND,,,
ITA,Italy,1998,2.00E+03,,,PDCI,Italian Communists,,
ITA,Italy,1998,2.00E+03,,,PDS-DS,,,
ITA,Italy,1998,2001,,,SDI,"RI, Italian Democratic Socialists",,
ITA,Italy,1998,2008,,,UDEUR,,,
ITA,Italy,1998,2.00E+03,,,UDR,"PPI, Union of Republican Democrats",,
ITA,Italy,2.00E+03,2001,,,PCDI,,,
ITA,Italy,2001,2006,,,CCD-CDU,,,
ITA,Italy,2001,2006,,,UDC,,,
ITA,Italy,2006,2008,,,Daisy,,,
ITA,Italy,2006,2008,,,IdV,,,
ITA,Italy,2006,2008,,,OT,,,
ITA,Italy,2006,2008,,,RC,Communist Refoundation,,
ITA,Italy,2006,2008,,,Rose,,,
ITA,Italy,2008,2008,,,DCpA,Democracy for the Autonomies,,
JAM,Jamaica,1962,1989,,,JLP,Jamaican Labor Party,,
JAM,Jamaica,1972,2007,,,PNP,People´s National Party,,
JOR,Jordan,1951,1999,,,Hashemite,,,
JPN,Japan,1921,1932,,,FC,,,
JPN,Japan,1924,1927,,,Con,,,
JPN,Japan,1929,1931,,,CD,,,
JPN,Japan,1940,1941,,,IRAA,,,
JPN,Japan,1952,2.00E+03,,,LP,Liberal Party,,
JPN,Japan,1954,1956,,,DP,Democratic Party,,
JPN,Japan,1954,1956,,,JD,,,
JPN,Japan,1954,2008,,,LDP,,,
JPN,Japan,1982,1987,,,NLC,,,
JPN,Japan,1993,1994,,,DSP,,,
JPN,Japan,1993,1994,,,JNP,Japan New Party,,
JPN,Japan,1993,1994,,,KOME,,,
JPN,Japan,1993,1998,,,SAKI,Sakigaki,,
JPN,Japan,1993,1994,,,SDP,,,
JPN,Japan,1993,1994,,,SHAM,,,
JPN,Japan,1993,1994,,,SHIN,,,
JPN,Japan,1994,1994,,,KAIS,Renewal Party,,
JPN,Japan,1994,1998,,,SDPJ,,,
JPN,Japan,1998,2006,,,Komeito,,,
JPN,Japan,2.00E+03,2006,,,NCP,,,
JPN,Japan,2001,2008,,,Komei,,,
KAZ,Kazakhstan,,,,OTAN,Nur-Otan,,,
KAZ,Kazakhstan,,,,,OTAN,“Fatherland” Party,,"""In 2006 OTAN was renamed Nur-Otan"""
KAZ,Kazakhstan,,,,,PUKU,People’s Union of Kazakhstan Unity,,
KEN,Kenya,1963,2002,,,KANU,Kenya African National Union,,
KEN,Kenya,2002,2002,,,DP,Democratic Party,,
KEN,Kenya,2002,2002,,,NRC,National Rainbow Coalition,,
KEN,Kenya,2007,2007,,,PNU,Party of National Unity,,
KGZ,Kyrgyzstan,2005,2005,,,AZ,,,
KGZ,Kyrgyzstan,2005,2005,,,KEK,People’s Movement of Kyrgyzstan,,
KHM,Cambodia,1953,1970,,,FUNK,,,
KHM,Cambodia,1975,1979,,,KCP,,,
KHM,Cambodia,1979,1993,,,PRPK,,,
KHM,Cambodia,1985,1997,,,KPK,Cambodian People’s Party,,
KOR,South Korea,1960,1961,,,DP,Democratic Party,,
KOR,South Korea,1960,1960,,,LP,,,
KOR,South Korea,1988,1993,,,DJP,,,
KOR,South Korea,1988,1998,,,MDD,,,
KOR,South Korea,1993,1998,,,SHD,New Korea Party,Sin Han-gukdang,source: Worldstatesmen.org
KOR,South Korea,1998,2003,,,SJKH,National Congress for New Politics,,
KOR,South Korea,1998,2008,,,SMD,,,
KOR,South Korea,2003,2008,,,UD,Uri Party,,
KOR,South Korea,2008,2008,,,HD,,,
KWT,Kuwait,1965,2006,,,Al-Sabah,,,
KWT,Kuwait,1990,1991,,,Iraq,,,
LAO,Laos,1954,1958,,,NPP,National Progressive Party,,
LAO,Laos,1956,1958,,,LPF,Lao Patriotic Front,,
LAO,Laos,1958,1959,,,RLP,Lao People's Rally,,
LAO,Laos,1959,1960,,,CDNI,Committee for the Defence of National Interests,,
LAO,Laos,1960,1975,,,NLPK,,,
LAO,Laos,1975,2006,,,PPPL,,,
LBN,Lebanon,1952,1952,,,DP,Destour Party / Constitutional Bloc,al-Kutla al-Dusturiyya,
LBN,Lebanon,1952,1958,,,SNF,Constitutional Bloc,,
LBN,Lebanon,1964,1988,,,KPL,Lebanese Phalanges Party,,
LBN,Lebanon,1970,1976,,,LF,Lebanese Front,,
LBN,Lebanon,2007,2008,,,FM,,,
LBR,Liberia,1930,1980,,,TWP,True Whig Party,,
LBR,Liberia,1980,1997,,,NDP,“Mil” to National Democratic Party of Liberia,,
LBR,Liberia,1990,1994,,,LPP,Liberian People's Party,,
LBR,Liberia,1997,2003,,,NPP,National Patriotic Party,,
LBR,Liberia,2003,2006,,,LAP,Liberian Action Party,,
LBR,Liberia,2006,1961,,,UP,United Party,,
LBY,Libya,1951,1969,,,Senussi,,,
LKA,Sri Lanka,1948,1994,,,UNP,United National Party,,
LKA,Sri Lanka,1952,1956,,,TC,Tamil Congress,,
LKA,Sri Lanka,1956,1959,,,MEP-SLFP,,,
LKA,Sri Lanka,1956,1977,,,SLFP,Sri Lanka Freedom Socialist Party,,
LKA,Sri Lanka,1960,1977,,,LSSP,Lanka Sama Samaja Party,,
LKA,Sri Lanka,1965,1970,,,FP,,,
LKA,Sri Lanka,1965,1970,,,MEP,,,
LKA,Sri Lanka,1965,1970,,,SLFSP,,,
LKA,Sri Lanka,1970,1977,,,CP,,,
LKA,Sri Lanka,1994,2005,,,SLFP-PA,,,
LKA,Sri Lanka,2005,2005,,,SLFP-UPFA,,,
LSO,Lesotho,1966,1986,,,BNP,Basotho National Party,,
LSO,Lesotho,1993,1998,,,BCP,Basotho Congress Party,,
LSO,Lesotho,1994,1994,,,Koena,,,
LSO,Lesotho,1994,1998,,,LCD,,,
LTU,Lithuania,1920,1926,,,LKDP,Christian Democrats,,
LTU,Lithuania,1920,1992,,,Sajudis,,,
LTU,Lithuania,1926,1926,,,LTS,Lithuanian Nationalist Union,,
LTU,Lithuania,1926,1926,,,LVLS,,,
LTU,Lithuania,1992,1998,,,LDDP,Democratic Labor Party of Lithuania,,
LTU,Lithuania,2003,2004,,,LLP,Lithuanian Liberal-Democratic Party,,
LTU,Lithuania,2004,2004,,,NS,,,
LVA,Latvia,1919,1993,,,LTF,Latvian People’s Front,,
LVA,Latvia,1919,1919,,,LZP,Latvian Green Party,,
LVA,Latvia,1919,1998,,,LZS,Ulmanis,,
LVA,Latvia,1924,1928,,,DC,Democratic Center Party,,
LVA,Latvia,1926,1928,,,ALSMSP-LS,United Latvian Social-Democratic Menshevik Workers’ Party,,
LVA,Latvia,1931,1933,,,PA,Progressive Union,,
LVA,Latvia,1933,1934,,,JSP,New Farmers and Small Landowners’ Party,,
LVA,Latvia,1993,2002,,,LC,Union Latvia’s Way,,
LVA,Latvia,1994,1995,,,TPA,Political Union of Economists,,
LVA,Latvia,1995,1998,,,DPS,Democratic Party Saimnieks,,
LVA,Latvia,1995,1997,,,LNNK-ZP,,,
LVA,Latvia,1995,1997,,,LV,,,
LVA,Latvia,1995,1997,,,LZS-LKDS-LLDP,,,
LVA,Latvia,1995,1997,,,TB,Fatherland and Freedom,,
LVA,Latvia,1997,1998,,,LKDS,,,
LVA,Latvia,1997,2007,,,TB-LNNK,,,
LVA,Latvia,1998,1999,,,JP,New Party,,
LVA,Latvia,1998,1999,,,SD,Social Democrats,,
LVA,Latvia,1999,2007,,,TP,People’s Party,,
LVA,Latvia,2.00E+03,2007,,,JL,New Party,,
LVA,Latvia,2002,2004,,,LLP,,,
LVA,Latvia,2002,2007,,,ZZS,Union of Greens and Farmers,,
LVA,Latvia,2004,2007,,,LP,,,
LVA,Latvia,2004,2007,,,LPP,Latvia First Party,,
LVA,Latvia,2004,2007,,,LPP-LC,,,
MAR,Morocco,1956,1999,,,Alaoui,,,
MDA,Moldova,1997,1997,,,ADP,Agrarian Democratic Party,,
MDA,Moldova,1997,1997,,,PRH,Party of Revival and Harmony,,
MDA,Moldova,2001,2008,,,PCRM,,,
MDG,Madagascar,1960,1972,,,PSD,Parti Social Démocratique du Madagascar,,
MDG,Madagascar,1975,2002,,,AREMA,,,
MDG,Madagascar,1975,1993,,,FNDR,,,
MDG,Madagascar,1993,1996,,,UNDD,Démocratie,,
MDG,Madagascar,1996,1997,,,AVI,Asa Vita no Ifampitsarana,,
MDG,Madagascar,2002,2002,,,TIM,Tiako i Madagasikara,,
MEX,Mexico,1920,1920,,,L-Mod,Liberal Moderate,,
MEX,Mexico,1920,1924,,,PLC,,,
MEX,Mexico,1920,1920,,,PNA,,,
MEX,Mexico,1924,1940,,,PNR,National Revolutionary Party,,
MEX,Mexico,1934,1946,,,PRM,Party of the Mexican Revolution,,
MEX,Mexico,1946,2.00E+03,,,PRI,Institutional Revolutionary Party,,
MEX,Mexico,2.00E+03,2006,,,PAN,,,
MKD,Macedonia,1998,2002,,,DA,Democratic Alternative,,
MKD,Macedonia,1998,2006,,,DPA,Democratic Party of Albanians,,
MKD,Macedonia,1998,2002,,,LDP,The Liberal Party,,
MKD,Macedonia,1998,1998,,,LP,,,
MKD,Macedonia,1998,2002,,,PDP,Party for Democratic Prosperity,,
MKD,Macedonia,1998,2002,,,SDSM,Social Democratic Party of Macedonia,,
MKD,Macedonia,1998,1998,,,SPM,,,
MKD,Macedonia,1998,2002,,,VMRO,,,
MKD,Macedonia,2002,2006,,,ZMZ,Together for Macedonia,,
MKD,Macedonia,2006,2006,,,NSDP,,,
MKD,Macedonia,2006,2006,,,VMRO-DPMNE,Democratic Party for Macedonia,,
MLI,Mali,1960,1968,,,US-RDA,Union Soudanais/Rassemblement Démocratique Africain,,
MLI,Mali,1968,1991,,,UDPM,,,
MLI,Mali,1992,2002,,,ADM,,,
MLI,Mali,2002,1960,,,CCD,Coalition for Change and Democracy,,
MMR,Myanmar,1948,1958,,,AFPFL,Anti-Fascist People’s Freedom League,,
MMR,Myanmar,1960,1962,,,UnP,,,
MMR,Myanmar,1962,1988,,,PSPB,,,
MNE,Montenegro,2006,2008,,,DPSC,Democratic Party of Socialists of Montenegro,,
MNE,Montenegro,2006,2006,,DPSC,PSC,Democratic Party of Socialists of Montenegro,,
MNE,Montenegro,2006,2008,,,SDP,Social Democratic Party,,
MNG,Mongolia,1921,2005,,,MAKN,,,
MNG,Mongolia,1990,1997,,,MUAN,,,
MOZ,Mozambique,1975,2005,,,FRELIMO,Frente da Libertação de Moçambique,,
MRT,Mauritania,1960,1978,,,PPM,,,
MRT,Mauritania,1960,1978,,,PRM,Parti Rassemblement Mauritian,,
MRT,Mauritania,1984,2005,,,PRDS,Parti Républicain Démocratique et Social,,
MUS,Mauritius,1968,1995,,,PMSD,,,
MUS,Mauritius,1968,2.00E+03,,,PTr,,,
MUS,Mauritius,1982,2005,,,MMM,Mouvement Militant Mauricien,,
MUS,Mauritius,1982,2005,,,MSM,Mouvement Socialiste Militant,,
MUS,Mauritius,1982,1995,,,MTD,Mouvement des Travaillistes Democrates,,
MUS,Mauritius,1982,2.00E+03,,,OPR,Rodriguan People’s Organisation,,
MUS,Mauritius,1982,1995,,,PMDS,,,
MUS,Mauritius,1982,1995,,,PSM,Parti Socialiste Mauricien,,
MUS,Mauritius,1982,1995,,,PTR,Mauritian Labour Party,,
MUS,Mauritius,1982,1995,,,RMM,Mauritanian Millitant Renaisance,,
MUS,Mauritius,1982,1995,,,RTM,Mauritanian Labour Rally,,
MUS,Mauritius,1995,2.00E+03,,,PMXD,Parti Mauricien Xavier Duval,,
MUS,Mauritius,2005,1956,,,MMSM,Mouvement Militant Socialiste Mauricien,,
MUS,Mauritius,2005,1956,,,MR,,,
MUS,Mauritius,2005,1956,,,Verts,"Mouvement Republicain, and Les Verts",,
MWI,Malawi,1964,1994,,,MCP,Malawi Congress Party,,
MWI,Malawi,1994,2004,,,UDF,United Democratic Front,,
MWI,Malawi,2004,2004,,,DPP,Democratic Progressive Party,,
MYS,Malaysia,1957,2003,,,UMNO,United Malays National Organisation,,
NAM,Namibia,1990,2005,,,SWAPO,South West African People's Organization,,
NER,Niger,1960,1974,,,PPN,Parti Progressista Nigeriano,,
NER,Niger,1987,1993,,,MNSD,,,
NER,Niger,1993,1996,,,CDS,,,
NGA,Nigeria,1960,1966,,,NCNC,Cameroons,,
NGA,Nigeria,1960,1966,,,NNDP,,,
NGA,Nigeria,1960,1966,,,NPC,Northern People's Congress,,
NGA,Nigeria,1979,1983,,,NPN,National Party of Nigeria,,
NGA,Nigeria,1999,2007,,,PDP,People's Democratic Party,,
NIC,Nicaragua,1921,1929,,,PC,Conservative Party,,
NIC,Nicaragua,1921,1923,,,PN,National Party,,
NIC,Nicaragua,1929,1936,,,PL,Liberal Party,,
NIC,Nicaragua,1936,1979,,,PLN,Liberal Nationalist Party,,
NIC,Nicaragua,1979,1990,,,FSLN,,Frente Sandinista de Liberación Nacional,
NIC,Nicaragua,1990,1997,,,UNO,,Unión Nacional Opositora,
NIC,Nicaragua,1997,2007,,,PLC,,,
NIC,Nicaragua,2002,2007,,,APRE,,,
NLD,Netherlands,1925,1926,,,AB,Algemeene Bond van RK-kiesvereenigingen,,
NLD,Netherlands,1925,1977,,,ARP,Protestant Christian democrat “Anti-Revolutionary Party”,,
NLD,Netherlands,1925,2002,,,CHU,Dutch Reformed Christian democrat “Christian Historic Union”,,
NLD,Netherlands,1926,1945,,,RKSP,,,
NLD,Netherlands,1933,1939,,,VB,Liberal Union,Vrijheidsbond,
NLD,Netherlands,1933,1946,,,VDB,Democratic Union,Vrijzinnig Democratische Bond,
NLD,Netherlands,1939,1945,,,SDAP,Social Democratic Labor Party,,
NLD,Netherlands,1945,1977,,,KVP,Catholic People’s Party,,
NLD,Netherlands,1945,2002,,,PvdA,,,
NLD,Netherlands,1948,2002,,,VVD,People’s Party for Freedom and Democracy,,
NLD,Netherlands,1971,1973,,,DS70,,,
NLD,Netherlands,1973,2002,,,D66,,,
NLD,Netherlands,1973,1977,,,PPR,Political Party of Radicals,,
NLD,Netherlands,1977,2002,,,CDA,Christian-Democratic Appeal,,
NLD,Netherlands,2002,2002,,,D'66,,,
NLD,Netherlands,2002,2002,,,LPF,Pim Fortuyn List,,
NOR,Norway,1920,1928,,,FV,Liberal Left,Frisinnede Venstre,
NOR,Norway,1920,1928,,,H,Conservative,Høyre,
NOR,Norway,1920,1935,,,V,Liberal Party,Venstre,
NOR,Norway,1928,1940,,,DNA,Labour Party,Norske Arbeiderparti,
NOR,Norway,1931,1933,,,Bp,,,
NOR,Norway,1940,1945,,,NS,National Unity,,
NOR,Norway,1945,2005,,,AP,Norwegian Labor Party,,
NOR,Norway,1963,2005,,,CON,,,
NOR,Norway,1963,2005,,,CP,Centre Party,,
NOR,Norway,1963,2005,,,CPP,Christian People’s Party,,
NOR,Norway,1963,2005,,,LIB,Liberal Party,,
NOR,Norway,2005,2005,,,SV,Socialist Left,,
NPL,Nepal,1929,1951,,,Rana,,,
NPL,Nepal,1951,2006,,,Shah,,,
NPL,Nepal,1990,2008,,,NCP,Nepali Congress Party,,
NPL,Nepal,1994,1995,,,CPN-UML,Communist Party of Nepal-United Marxist Leninist,,
NPL,Nepal,1995,1999,,,NSP,Nepali Sadbhavana Party,,
NPL,Nepal,1995,1998,,,RPP,Rashtriya Prajatantra Party,,
NPL,Nepal,1997,1997,,,NWPP,Nepal Workers’ and Peasants’ Party,,
NPL,Nepal,1997,1999,,,UML,,,
NPL,Nepal,1998,1999,,,ML,"Communist Party of Nepal, Marxist-Leninist",,
NPL,Nepal,2008,2008,,,CPN-M,Communist Party of NepalMaoist,,
NZL,New Zealand,1925,1935,,,Ref,,,
NZL,New Zealand,1928,1935,,,Uni,,,
NZL,New Zealand,1935,2008,,,Lab,,,
NZL,New Zealand,1949,1999,,,NP,National Party,,
NZL,New Zealand,1990,1999,,,NZF,New Zealand First,,
NZL,New Zealand,1990,1997,,,UP,,,
NZL,New Zealand,1999,2008,,,All,,,
NZL,New Zealand,1999,2008,,,PP,,,
NZL,New Zealand,2008,1978,,,Nat,,,
OMN,Oman,,,,,Al-Sa'id,,,
PAK,Pakistan,1947,1957,,,ML,Muslim League,,
PAK,Pakistan,1955,1956,,,UF,United Front,,
PAK,Pakistan,1956,1957,,,AL,East Pakistani (Bangladeshi) Awami League,,
PAK,Pakistan,1956,1958,,,RP,Republican Party,,
PAK,Pakistan,1957,1958,,,Diss-krisScram,,,
PAK,Pakistan,1957,1957,,,KrisSram,,,
PAK,Pakistan,1957,1957,,,N-i-Islam,,,
PAK,Pakistan,1971,2008,,,PPP,Pakistan People’s Party,,
PAK,Pakistan,1988,1990,,,MQM,Muttahida Quami Movement,,
PAK,Pakistan,1990,1990,,,IJI,Islami Jamhooria Ittehad,,
PAK,Pakistan,1990,1999,,,PML-N,,,
PAK,Pakistan,1993,1996,,,ANP,Awami National Party,,
PAK,Pakistan,1993,1996,,,PML-J,Pakistan Muslim League Junejo,,
PAK,Pakistan,2008,2008,,,PML-Q,Pakistani Muslim League-Quaid-e-Azam,,
