"country_short","country","party","name_short","name_english","party_otherlanguage","party_id","year_first","year_last","n","minister_first","partyfacts_id"
"CMR","Cameroon","pnp","PNP","National Party for Progress",,"CMR-pnp","1993","2000",7,"1993 Antar Gassagay (Sec. Of State For Territorial Admin.)",3364
"CMR","Cameroon","rdpc","RDPC","Democratic Rally of the Cameroon People",,"CMR-rdpc","1985","2023",44,"1985 David Abouen Atchoyi (Secretary General Of The Presidency)",3774
"CMR","Cameroon","unc","UNC","Cameroon National Union",,"CMR-unc","1966","2017",52,"1966 Ahmadou Ahidjo (President)",5791
"CMR","Cameroon","undp","UNDP","National Union for Democracy and Progress",,"CMR-undp","1998","2023",23,"1998 Bello Bouba Maigari (Minister of Industrial & Commercial Development)",3775
"CMR","Cameroon","upc","UPC","Cameroonian People's Union",,"CMR-upc","1993","2007",15,"1993 Simon Mbila (Minister of Labor & Social Security)",5411
"COD","Congo - Kinshasa","adrp","ADRP","Alliance of Democrats for Renewal and Progress","Alliance des Démocrates pour le Renouveau et le Progrès","COD-adrp","2020","2023",4,"2020 Jose Mpanda Kabangu (Minister of Scientific Research)",
"COD","Congo - Kinshasa","afdc","AFDC","Alliance of Democratic Forces of Congo","Alliance des forces démocratiques du Congo","COD-afdc","2012","2023",11,"2012 Modeste Bahati Lukwebo (Minister of Employment, Labor & Social Welfare)",8945
"COD","Congo - Kinshasa","afdl","AFDL","Alliance of Democratic Forces for the Liberation of Congo",,"COD-afdl","1997","2002",6,"1997 Pierre-Victor Mpoyo (Minister of Economy, Industry & Trade)",8416
"COD","Congo - Kinshasa","amp","AMP","Alliance of the Presidential Majority","Alliance pour la majorité présidentielle","COD-amp","2005","2022",7,"2005 Athenase Matenda Kyelu (Minister of Civil Service)",8944
"COD","Congo - Kinshasa","arc","ARC","Alliance for Congo's Renewal","Alliance pour le renouveau du Congo","COD-arc","2007","2020",9,"2007 Olivier Kamitatu Etsu (Minister of Planning)",
"COD","Congo - Kinshasa","atd","ATD","Labour Alliance for Development","Alliance des travaillistes pour le développement","COD-atd","2005","2018",4,"2005 Jose Makila (Minister of Public Works & Infrastructure)",
"COD","Congo - Kinshasa","burec","BUREC","United Bloc for the Renaissance and Emergence of Congo","Bloc uni pour la renaissance et l'émergence du Congo","COD-burec","2020","2023",4,"2020 Julien Paluku Kahongya (Minister of Industry)",
"COD","Congo - Kinshasa","ccu","CCU","United Congolese Convention",,"COD-ccu","2007","2018",11,"2007 Lambert Mende Omalanga (Minister of Petroleum Resources)",4946
"COD","Congo - Kinshasa","cder","CDER","Current of Democratic Renovators","Courant des démocrates rénovateurs","COD-cder","2017","2022",5,"2017 Jean Lucien Bussa Tongba (Minister of State For External Trade)",
"COD","Congo - Kinshasa","ect","ECT","Awakening Conscience for Labor and Development","Eveil de la conscience pour le travail et le développement","COD-ect","2012","2018",7,"2012 Felix Kabange Numbi (Minister of Health)",8948
"COD","Congo - Kinshasa","hrc-pt","HRC-PT","High Council of the Republic - Parliament of Transition",,"COD-hrc-pt","2017","2022",5,"2017 Steves Mbikayi Mabuluki (Minister of Higher & University Education)",
"COD","Congo - Kinshasa","independent","INDEPENDENT","independent","independent","COD-independent","1966","2023",27,"1966 Joseph Mobutu (President)",4944
"COD","Congo - Kinshasa","mlc","MLC","Movement for the Liberation of the Congo","Mouvement pour la Liberation du Congo","COD-mlc","2004","2023",11,"2004 Jean-Pierre Bemba (Vice President)",5089
"COD","Congo - Kinshasa","mmm","MMM","Mai-Mai Movement",,"COD-mmm","2004","2007",4,"2004 Anselme Enerunga (Minister of Environment)",
"COD","Congo - Kinshasa","mpr","MPR","Popular Movement of the Revolution","Mouvement Populaire de la Révolution","COD-mpr","1967","2006",33,"1967 Joseph Mobutu (President)",5091
"COD","Congo - Kinshasa","msr","MSR","Social Movement for Renewal","Mouvement Social pour le Renouveau","COD-msr","2007","2022",9,"2007 Pierre Lumbi Okongo (Minister of State For Infrastructure, Public Works & Reconstruction)",5598
"COD","Congo - Kinshasa","palu","PALU","Unified Lumumbist Party",,"COD-palu","2007","2023",17,"2007 Antoine Gizenga (Prime Min.)",5597
"COD","Congo - Kinshasa","panu","PANU","National Alliance's Party for Unity",,"COD-panu","2010","2016",7,"2010 Jean-Marie Bulambo Kilosho (Minister of Economy)",8947
"COD","Congo - Kinshasa","pprd","PPRD","People's Party for Reconstruction and Democracy","Parti du Peuple pour la Reconstruction et la Démocratie","COD-pprd","1997","2022",26,"1997 Henri Mova Sakanyi (Minister of Transport)",5090
"COD","Congo - Kinshasa","rcd","RCD","Rally for Congolese Democracy","Rassemblement Congolais pour la Démocratie","COD-rcd","2004","2023",6,"2004 Francois Mwamba (Minister of Budget)",
"COD","Congo - Kinshasa","rcd-goma","RCD-GOMA","Rally for Congolese Democracy-Goma",,"COD-rcd-goma","2004","2020",7,"2004 Azarias Ruberwa (Vice President)",
"COD","Congo - Kinshasa","rcd-lm","RCD-LM","Rally for Congolese Democracy-Liberation Movement",,"COD-rcd-lm","2004","2011",8,"2004 Antipas Mbusa Nyamwisi (Minister of Regional Cooperation)",8946
"COD","Congo - Kinshasa","udemo","UDEMO","Union of Mobutuist Democrats",,"COD-udemo","2007","2011",5,"2007 Nzanga Mobutu (Minister of State For Agriculture)",
"COD","Congo - Kinshasa","udps","UDPS","Union for Democracy and Social Progress",,"COD-udps","1993","2023",13,"1993 Etienne Tshisekedi (Prime Min.)",5092
"COD","Congo - Kinshasa","ufc","UFC","Union of Forces for Change",,"COD-ufc","2016","2019",4,"2016 Michel Bongongo Ikoli (Minister of Budget)",
"COD","Congo - Kinshasa","unafec","UNAFEC","Union of Federalist Nationalists of Congo",,"COD-unafec","2017","2023",4,"2017 Marcel Ilunga Lehu (Minister of Industry)",
"COD","Congo - Kinshasa","unc","UNC","Union for the Congolese Nation",,"COD-unc","2020","2023",4,"2020 Jean Baudouin Mayo Manbeke (Vice Prime Min.)",
"COG","Congo - Brazzaville","apc","APC","Act For Congo","Agir Pour le Congo","COG-apc","2008","2015",8,"2008 Henri Ossebi (Minister of Higher Education & Scientific Research)",8942
"COG","Congo - Brazzaville","drd","DRD","Republican Dynamic for Development",,"COG-drd","2013","2017",5,"2013 Hellot Mampouya Matson (Minister of Maritime & Inland Fisheries, In Charge Of Aquaculture)",
"COG","Congo - Brazzaville","fdu","FDU","United Democratic Forces",,"COG-fdu","1995","2023",27,"1995 Ernest Ambadzounou (Min. Del. To The Prime Min. In Charge Of Relations With Parliament)",6364
"COG","Congo - Brazzaville","fp","FP","Patriotic Front","Front Patriotique","COG-fp","2016","2022",7,"2016 Destinee Ermela Doukaga (Minister of Youth & Civic Education)",
"COG","Congo - Brazzaville","independent","INDEPENDENT","independent","independent","COG-independent","1969","2023",34,"1969 Marien Ngouabi (Chief Of State)",4673
"COG","Congo - Brazzaville","lrp","LRP","Liberal Republican Party",,"COG-lrp","2016","2023",8,"2016 Nicephore Antoine Thomas Fylla Saint Eudes (Minister of Technical, Professional & Vocational Education & Employment)",
"COG","Congo - Brazzaville","mar","MAR","Action Movement for Renewal","Mouvement Action Renouveau","COG-mar","2003","2023",21,"2003 Jean Baptiste Tati Loutard (Minister of Petroleum Affairs)",7994
"COG","Congo - Brazzaville","mcddi","MCDDI","Congolese Movement for Democracy and Integral Development",,"COG-mcddi","1991","2023",24,"1991 Antoine Letembetily (Minister of Culture & Arts)",5362
"COG","Congo - Brazzaville","mnr","MNR","National Movement of the Revolution",,"COG-mnr","1966","1968",3,"1966 Alphonse Massamba Debat (President)",5363
"COG","Congo - Brazzaville","pct","PCT","Congolese Party of Labour","Parti congolais du travail","COG-pct","1966","2023",56,"1966 Ambroise Edouard Noumazalaye (Prime Minister)",5365
"COG","Congo - Brazzaville","pur","PUR",,,"COG-pur","2008","2020",13,"2008 Yvonne Adelaide Moundele Ngollo (Minister of Small & Medium-Size Enterprises, In Charge Of Cottage Industry)",8401
"COG","Congo - Brazzaville","rc","RC","Citizens' Rally","Le Rassemblement des Citoyens","COG-rc","2005","2020",16,"2005 Claude Alphonse Nsilou (Minister of Construction, Town Planning, Housing & Land Reform)",4675
"COG","Congo - Brazzaville","rdd","RDD","Rally for Democracy and Development",,"COG-rdd","1991","2013",10,"1991 Anaclet Tsomambet (Minister of Primary & Secondary Education)",8418
"COG","Congo - Brazzaville","rdpc","RDPC","Popular and Democratic Rally of Congo",,"COG-rdpc","1998","2004",7,"1998 Jean Marie Tassoua (Minister of Energy & Water Resources)",8418
"COG","Congo - Brazzaville","rdsp","RDSP","Rally for Democracy and Social Progress",,"COG-rdsp","1992","2023",20,"1992 Delphin Loembe (Minister of Mines & Energy, Commerce, Industry, Small & Medium Enterprise & Handicrafts)",5589
"COG","Congo - Brazzaville","up","UP","Union for Progress",,"COG-up","1991","2009",12,"1991 Jean Martin Mbemba (Minister of Justice, Keeper Of The Seals & In Charge Of Admin. Reforms)",8943
"COG","Congo - Brazzaville","upads","UPADS","Pan-African Union for Social Democracy",,"COG-upads","1993","2023",16,"1993 Pascal Lissouba (President)",5364
"COG","Congo - Brazzaville","updp","UPDP","Patriotic Union for Democracy and Progress",,"COG-updp","1998","2004",7,"1998 Celestin Nkoua Gongara (Minister of Agriculture & Livestock)",8941
"COL","Colombia","anapo","ANAPO","National Popular Alliance","Alianza Nacional Popular","COL-anapo","1997","1997",1,"1997 Nestor Ivan Moreno Rojas (Minister of Labor)",4855
"COL","Colombia","av","AV","Green Alliance","Alianza Verde","COL-av","2015","2016",2,"2015 Luis Eduardo Garzon (Minister of Labor)",5926
"COL","Colombia","cd","CD","Democratic Centre — ""Strong Hand, Big Heart""","Centro Democrático — Mano firme, corazón grande","COL-cd","2019","2022",4,"2019 Ivan Duque Marquez (Pres.)",
"COL","Colombia","cr","CR","Radical Change","Cambio Radical","COL-cr","1999","2022",14,"1999 Nestor Humberto Martinez (Minister of Interior)",561
"COL","Colombia","da m","DA M","Democratic Alliance - 19th of April Movement",,"COL-da m","1991","1998",4,"1991 Camilo Gonzalez Posso (Minister of Public Health)",4852
"COL","Colombia","independent","INDEPENDENT","independent","independent","COL-independent","1966","2023",58,"1966 Gabriel Reveiz Pizarro (Minister of National Defense)",2642
"COL","Colombia","msn","MSN","National Salvation Movement",,"COL-msn","2016","2017",2,"2016 Jorge Enrique Rojas (Minister of Transportation)",4853
"COL","Colombia","nl","NL","New Liberalism","Nuevo Liberalismo","COL-nl","1988","1990",3,"1988 Gabriel Rosas Vega (Minister of Agriculture & Livestock)",6062
"COL","Colombia","partidou","PARTIDOU","Social Party of National Unity",,"COL-partidou","2006","2022",16,"2006 Alvaro Uribe Velez (President)",759
"COL","Colombia","pcc","PCC","Colombian Conservative Party","Partido Conservador Colombiano","COL-pcc","1966","2022",53,"1966 Douglas Botero Boshell (Minister of Communications)",1577
"COL","Colombia","pda","PDA","Alternative Democratic Pole",,"COL-pda","2016","2017",2,"2016 Clara Lopez Obregon (Minister of Labor)",218
"COL","Colombia","plc","PLC","Colombian Liberal Party","Partido Liberal Colombiano","COL-plc","1966","2023",54,"1966 Carlos Lleras Restrepo (President)",362
"COL","Colombia","pvo","PVO","Oxygen Green Party",,"COL-pvo","2003","2003",1,"2003 Cecilia Rodriguez (Minister of Environment, Housing & Territorial Development)",3814
"COM","Comoros","crc","CRC","Convention for the Renewal of the Comoros","Convention pour le Renouveau des Comores","COM-crc","1999","2023",22,"1999 Assoumani Azali (Head Of State)",5297
"COM","Comoros","fnj","FNJ","National Front for Justice","Front National pour la Justice","COM-fnj","2006","2015",10,"2006 Ikililou Dhoinine (Vice President For Health, Solidarity & Gender Empowerment)",6578
"COM","Comoros","independent","INDEPENDENT","independent","independent","COM-independent","1976","2023",28,"1976 Ali Soilih (President)",4926
"COM","Comoros","mb","MB","Maecha Bora","Maecha Bora","COM-mb","1996","1996",1,"1996 Ben Ali Ali (Min. Delegated To The Prime Ministers Office (Administrative Reforms))",6585
"COM","Comoros","pcdp","PCDP","Comorian Party for Democracy and Progress",,"COM-pcdp","2003","2007",5,"2003 Abdou Soule El-Bak (President Of Grande Comore)",6581
"COM","Comoros","pj","PJ","Juwa Party","Parti Juwa","COM-pj","2016","2017",2,"2016 Mohamed Bacar (Minister of Foreign Affairs, International Cooperation & Comorians Living Abroad)",5712
"COM","Comoros","po","PO","Orange Party","Parti Orange","COM-po","2016","2021",6,"2016 Mohamed Daoudou (Minister of Interior, Information, Decentralization, Relations With Institutions & Government Spokesperson)",5710
"COM","Comoros","psn","PSN","Party for National Salvation","Parti pour le Salut National","COM-psn","1996","1996",1,"1996 Said Ali Mohamed (Minister of Production. Breeding, Fisheries, Forestry & Environment)",8421
"COM","Comoros","rdr","RDR","Rally for Democracy and Renewal",,"COM-rdr","1993","1995",3,"1993 Caabi El Yachourtu Mohamed (Minister of Finance)",5298
"COM","Comoros","rnd","RND","National Rally for Development",,"COM-rnd","1996","1998",3,"1996 Mohamed Taki Abdoulkarim (President)",6582
"COM","Comoros","s","S","Shuma Party","NOT IN PARTYFACTS","COM-s","1990","1996",2,"1990 Said Ali Kemal (Minister of Economy & Trade)",6586
"COM","Comoros","ucp","UCP","Comorian Union for Progress",,"COM-ucp","1982","1998",17,"1982 Ahmed Abdallah Abderemane (President)",5296
"COM","Comoros","undc","UNDC","The National Union for Democracy",,"COM-undc","1990","1997",5,"1990 Mohamed Taki Mboreha (Minister of Health & Population)",6579
"COM","Comoros","updc","UPDC","Union for the Development of the Comoros",,"COM-updc","1997","2015",6,"1997 Mohamed Ali Soilihi (Minister of Economy, Finance, Budget & Internal Trade)",6517
"COM","Comoros","uwezd","UWEZD","Unidentified","NOT IN PARTYFACTS","COM-uwezd","1996","1997",2,"1996 Mouzaoir Abdallah (Minister of Natl. Education, Francophony, Culture, Scientific Research, Youth & Sports)",7483
"CPV","Cape Verde","independent","INDEPENDENT","independent","independent","CPV-independent","1991","2016",20,"1991 Antonio Mascarenhas Monteiro (President)",3367
"CPV","Cape Verde","mpd","MPD","Movement for Democracy","Movimento para a Democracia","CPV-mpd","1991","2023",22,"1991 Carlos Alberto Wahnon De Carvalho Veiga (Prime Min.)",3793
"CPV","Cape Verde","paicv","PAICV","African Party for the Independence of Cape Verde",,"CPV-paicv","1981","2023",28,"1981 Aristides Pereira (President)",3796
"CPV","Cape Verde","paigc","PAIGC","African Party for the Independence of Guinea and Cape Verde",,"CPV-paigc","1976","1980",5,"1976 Aristides Pereira (President)",5792
"CRI","Costa Rica","csx","CSX","21st Century Curridabat","Curridabat Siglo XXI","CRI-csx","2018","2019",2,"2018 Edgar Mora Altamirano (Minister of Education)",8697
"CRI","Costa Rica","fa","FA","Broad Front","Frente Amplio","CRI-fa","2018","2020",3,"2018 Patricia Mora (Minister of Women's Issues)",1252
"CRI","Costa Rica","independent","INDEPENDENT","independent","independent","CRI-independent","1970","2023",39,"1970 Ernesto Lara (Minister of Economy & Industry)",2646
"CRI","Costa Rica","pac","PAC","Citizens' Action Party",,"CRI-pac","2010","2021",11,"2010 Irene Maria Campos Gomez (Minister of Housing)",1247
"CRI","Costa Rica","pln","PLN","National Liberation Party",,"CRI-pln","1971","2023",39,"1971 Jose Figueres Ferrer (President)",1367
"CRI","Costa Rica","pun","PUN","National Unification Party",,"CRI-pun","1966","1970",5,"1966 Jose Joaquin Trejos Fernandez (President)",4422
"CRI","Costa Rica","pusc","PUSC","Social Christian Unity Party",,"CRI-pusc","1990","2023",22,"1990 Rafael Angel Calderon Fournier (President)",1199
"CRI","Costa Rica","uc","UC","Unity Coalition",,"CRI-uc","1978","1981",4,"1978 Rodrigo Carazo Odio (President)",5117
"CUB","Cuba","pcc","PCC","Communist Party of Cuba","Partido Comunista de Cuba","CUB-pcc","1966","2023",58,"1966 Osvaldo Dorticos Torrado (President)",4892
"CYP","Cyprus","akel","AKEL","Progressive Party of Working People",,"CYP-akel","2002","2012",11,"2002 Andreas Christou (Minister of Interior)",1076
"CYP","Cyprus","diko","DIKO","Democratic Party",,"CYP-diko","1978","2023",31,"1978 Spyros Kyprianou (President)",635
"CYP","Cyprus","disy","DISY","Democratic Rally",,"CYP-disy","1993","2023",21,"1993 Glafcos Clerides (President)",563
"CYP","Cyprus","ed","ED","United Democrats","Enomeni Dimokrates","CYP-ed","1998","2002",5,"1998 Konstandinos Themistokleous (Minister of Agriculture, Natural Resources & Environment)",321
"CYP","Cyprus","edek","EDEK","ovement for Social Democracy EDEK","Kinima Sosialdimokraton EDEK","CYP-edek","1978","2011",13,"1978 Marios Iliadis (Minister of Communications & Works)",1028
"CYP","Cyprus","ek","EK","Union Center","Enosi Kentrou","CYP-ek","2013","2017",5,"2013 Nikos Kouyialis (Minister of Agriculture, Natural Resources & Environment)",834
"CYP","Cyprus","epalxi","EPALXI","Political Platform for the Restructuring of the Centre",,"CYP-epalxi","2008","2012",5,"2008 Kypros Chrysostomides (Minister of Justice & Public Order)",2654
"CYP","Cyprus","independent","INDEPENDENT","independent","independent","CYP-independent","1966","2023",53,"1966 Archbishop Makarios III (President)",2652
"CYP","Cyprus","sym","SYM","Citizen's Alliance","Symmaxia","CYP-sym","2003","2007",5,"2003 Giorgos Lillikas (Minister of Commerce, Industry & Tourism)",3117
"CZE","Czechia","ano","ANO","Action of Dissatisfied Citizens","Akce nespokojených obcanu","CZE-ano","2014","2021",8,"2014 Andrej Babis (First Dep. Prime Min.)",2141
"CZE","Czechia","cssd","CSSD","Czech Social Democratic Party","Ceská strana sociálne demokratická","CZE-cssd","1999","2021",18,"1999 Milos Zeman (Prime Minister)",177
"CZE","Czechoslovakia","hzds","HZDS","People's Party  Movement for a Democratic Slovakia","Ludová strana  Hnutie za demokratické Slovensko","CZE-hzds","1992","1992",1,"1992 Rudolf Filkus (First Deputy Prime Minister)",5549
"CZE","Czechoslovakia","independent","INDEPENDENT","independent","independent","CZE-independent","1990","2023",34,"1990 Vaclav Havel (President)",2655
"CZE","Czechoslovakia","kdh","KDH","Christian Democratic Movement","Krestanskodemokratické hnutie","CZE-kdh","1990","1991",2,"1990 Jozef Miklako (Deputy Prime Minister)",824
"CZE","Czechia","kds","KDS","Christian Democratic Party","Krestanskodemokraticka strana","CZE-kds","1993","1995",3,"1993 Petr Pitha (Minister of Education, Youth & Physical Training)",824
"CZE","Czechoslovakia","kducsl","KDUCSL","Christian Democratic Union / People's Party","Krestanská a demokratická unie / Ceskoslovenská strana lidová","CZE-kducsl","1992","2023",19,"1992 Antonin Baudys (Deputy Prime Minister)",676
"CZE","Czechoslovakia","ksc","KSC","Communist Party of Czechoslovakia","Komunistická strana Ceskoslovenska","CZE-ksc","1966","1990",25,"1966 Antonin Novotny (President)",1041
"CZE","Czechia","lidem","LIDEM","LIDEM","LIDEM","CZE-lidem","2012","2013",2,"2012 Karolina Peake (Dep. Prime Min.)",1127
"CZE","Czechia","oda","ODA","Civic Democratic Alliance","Obcanská demokratická aliance","CZE-oda","1993","1998",6,"1993 Jan Kalvoda (Dep. Prime Min.)",1008
"CZE","Czechoslovakia","ods","ODS","Civic Democratic Party","Obcanská demokratická strana","CZE-ods","1992","2023",15,"1992 Jan Strasky (Prime Minister)",466
"CZE","Czechoslovakia","of","OF","Civic Forum","Obcanské fórum","CZE-of","1990","1991",2,"1990 Jiri Dienstbier (Deputy Prime Minister)",1349
"CZE","Czechoslovakia","oh","OH","Civic Movement","Obcanské hnuti","CZE-oh","1991","1991",1,"1991 Vaclav Vales (Deputy Prime Minister)",1796
"CZE","Czechia","sz","SZ","Green Party","Strana zelených","CZE-sz","2007","2010",4,"2007 Martin Bursik (Dep. Prime Min.)",1554
"CZE","Czechia","top","TOP","Tradition Responsibility Prosperity 09","Tradice Odpovednost Prosperita 09","CZE-top","2011","2023",5,"2011 Karel Schwarzenberg (First Dep. Prime Min.)",223
"CZE","Czechia","us","US","Freedom Union",,"CZE-us","1998","2006",5,"1998 Michal Lobkowicz (Minister of Defense)",905
"CZE","Czechoslovakia","vpn","VPN","Public Against Violence","Verejnost proti násiliu","CZE-vpn","1990","1991",2,"1990 Marian Calfa (Prime Minister)",6305
"CZE","Czechia","vv","VV","Public Affairs","Veci verejné","CZE-vv","2011","2011",1,"2011 Josef Dobes (Minister of Education)",1202
"DDR","East Germany","sed","SED","Socialist Unity Party of Germany / National Front","Sozialistische Einheitspartei Deutschlands / Nationale Front","DDR-sed","1966","1989",24,"1966 Walter Ulbricht (Chmn. Council Of St)",4658
"DEU","Germany","bgrue","BGRUE","Alliance 90 / Greens","Bündnis 90 / Die Grünen","DEU-bgrue","1999","2023",9,"1999 Joschka Fischer (Vice Chancellor)",1816
"DEU","Germany","cdu","CDU","Christian Democratic Union",,"DEU-cdu","1966","2021",41,"1966 Heinrich Luebke (President)",1375
"DEU","Germany","csu","CSU","Christian Social Union",,"DEU-csu","1966","2021",36,"1966 Alois Niederalt (Min. For Affairs Of The Upper House Of Parliament & Of The States)",1731
"DEU","Germany","fdp","FDP","Free Democratic Party","Freie Demokratische Partei","DEU-fdp","1966","2023",36,"1966 Erich Mende (Vice Chancellor)",573
"DEU","Germany","independent","INDEPENDENT","independent","independent","DEU-independent","1970","2016",11,"1970 Hans Leussink (Min. For Scientific Research)",2700
"DEU","Germany","spd","SPD","Social Democratic Party of Germany","Sozialdemokratische Partei Deutschlands","DEU-spd","1967","2023",37,"1967 Willy Brandt (Vice Chancellor)",383
"DJI","Djibouti","frud","FRUD","Front for the Restoration of Unity and Democracy",,"DJI-frud","2003","2010",8,"2003 Ougoure Kifleh Ahmed (Minister of Defense)",6244
"DJI","Djibouti","independent","INDEPENDENT","independent","independent","DJI-independent","2003","2023",21,"2003 Hawa Ahmed Youssouf (Min. Del. To The Prime Min. For The Promotion Of Women, Family Well-Being & Social Affairs)",4938
"DJI","Djibouti","rpp","RPP","People's Rally for Progress",,"DJI-rpp","1977","2023",47,"1977 Hassan Gouled Aptidon (President)",5125
"DJI","Djibouti","ump","UMP","Union for the Presidential Majority",,"DJI-ump","2011","2023",13,"2011 Mohamed Ahmed Awaleh (Minister of Agriculture, Livestock & Fishing)",7543
"DNK","Denmark","cd","CD","Centre Democrats","Centrumdemokraterne","DNK-cd","1983","1996",9,"1983 Mimi Jakobsen (Minister of Cultural Affairs)",800
"DNK","Denmark","independent","INDEPENDENT","independent","independent","DNK-independent","1966","2023",57,"1966 Frederik Ix (King)",2658
"DNK","Denmark","kf","KF","Conservative People's Party","Konservative Folkeparti","DNK-kf","1968","2018",27,"1968 Knud Thomsen (Minister of Commerce)",536
"DNK","Denmark","krfkd","KRFKD","Christian People's Party / Christian Democrats","Kristeligt Folkeparti / Kristendemokraterne","DNK-krfkd","1983","1994",7,"1983 Christian Christensen (Minister of Environment)",53
"DNK","Denmark","la","LA","[New] Liberal Alliance","Liberal Alliance","DNK-la","2017","2018",2,"2017 Mette Bock (Min. For Culture & Ecclesiastical Affairs)",212
"DNK","Denmark","rv","RV","Danish Social-Liberal Party / Radical Liberal Party","Det Radikale Venstre","DNK-rv","1968","2015",20,"1968 Hilmar Baunsgaard (Prime Minister)",1507
"DNK","Denmark","sd","SD","Social Democrats","Socialdemokraterne","DNK-sd","1966","2023",30,"1966 Jens Otto Krag (Prime Minister)",379
"DNK","Denmark","sf","SF","Socialist Peoples Party","Socialistisk Folkeparti","DNK-sf","2012","2013",2,"2012 Ole Sohn (Minister of Business Affairs & Growth)",329
"DNK","Denmark","v","V","Liberal Party","Venstre","DNK-v","1968","2023",30,"1968 Peter Larsen (Minister of Agriculture)",1204
"DOM","Dominican Republic","independent","INDEPENDENT","independent","independent","DOM-independent","1973","2023",24,"1973 Aquino Gonzalez Carlos E. (Sec. Of State For Agriculture)",2661
"DOM","Dominican Republic","mcn","MCN","Movement of National Reconciliation","Movimiento de Conciliacion Nacional","DOM-mcn","1971","1972",2,"1971 Jaime Manuel Fernandez Gonzalez (Sec Of St For Foreign Relations)",4187
"DOM","Dominican Republic","pld","PLD","Dominican Liberation Party",,"DOM-pld","1983","2020",27,"1983 Ramon Albuquerque (Tech. Sec. Of The Presidency)",1225
"DOM","Dominican Republic","ple","PLE","Evolutionary Liberal Party","Partido Liberal Evolucionista","DOM-ple","1966","1972",6,"1966 Tabare Alvarez Pereyra (Min. For Public Health & Social Welfare)",8696
"DOM","Dominican Republic","plrdle","PLRDLE","Liberal Party of the Dominican Republic","Partido Liberal de la Republica Dominicana/La Estructura","DOM-plrdle","1987","1992",3,"1987 Andres Vanderhorst (Sec. Of State Of Sports, Physical Education & Recreation)",4185
"DOM","Dominican Republic","pqd","PQD","Democratic Quisqueyano Party","Partido Quiqueyano Democrata","DOM-pqd","1971","1994",4,"1971 Arturo Muniz Marte (Sec Of St For Finance)",4195
"DOM","Dominican Republic","pr","PR","Reformist Party","Partido Reformista","DOM-pr","1966","1978",13,"1966 Joaquin Balaguer Ricardo (President)",7429
"DOM","Dominican Republic","prd","PRD","Dominican Revolutionary Party","Partido Revolucionario Dominicano","DOM-prd","1966","2020",37,"1966 Antonio Martinez Francisco (Minister of Finance)",1441
"DOM","Dominican Republic","prsc","PRSC","Social Christian Reformist Party","Partido Reformista Social Cristiano","DOM-prsc","1979","2014",24,"1979 Cesar Estrella Sadhala (Sec. Of State Of Labor)",194
"DOM","Dominican Republic","ucn","UCN","National Civic Union",,"DOM-ucn","1966","1972",3,"1966 Tomas A. Espinosa Acosta (Min. Without Portfolio)",4188
"VNM","North Vienam","dcvn","DCVN","Communist Party of Vietnam","Dang Cong San","DVN-dcvn","1966","1975",10,"1976 Le Duan (General Secretary Of Communist Party)",4898
"DZA","Algeria","ffs","FFS","Socialist Forces Front","Front des Forces socialistes","DZA-ffs","1986","1992",7,"1986 Aboubaker Belkaid (Minister of Professional Training & Labor)",4114
"DZA","Algeria","fis","FIS","Islamic Salvation Front","Front Islamique du Salut","DZA-fis","1992","1992",1,"1992 Said Guechi (Minister of Labor & Vocational Training)",6118
"DZA","Algeria","fln","FLN","National Liberation Front",,"DZA-fln","1966","2023",57,"1966 Houari Boumediene (Premier)",4111
"DZA","Algeria","fm","FM","Front El Mostakbal","Front de l'avenir","DZA-fm","2003","2023",4,"2003 Abdelhamid Abad (Minister of Professional Training)",
"DZA","Algeria","independent","INDEPENDENT","independent","independent","DZA-independent","1979","2023",44,"1979 Chadli Bendjedid (President)",3563
"DZA","Algeria","mpa","MPA","Popular Algerian Movement",,"DZA-mpa","2000","2015",4,"2000 Amara Ben Younes (Minister of Health & Population)",
"DZA","Algeria","mspp","MSPP","Movement for the Society of Peace",,"DZA-mspp","1996","2016",21,"1996 Abdelkader Hamitou (Minister of Small & Medium-Sized Enterprises)",5221
"DZA","Algeria","pra","PRA","Party of Algerian Renewal",,"DZA-pra","1996","2004",6,"1996 Abdelaziz Ben Mhidi (Minister of Tourism & Handicrafts)",8868
"DZA","Algeria","pt","PT","Workers' Party","Parti des Travailleurs","DZA-pt","2004","2013",10,"2004 Karim Djoudi (Min. Del. In Charge Of Financial Reform)",5622
"DZA","Algeria","rcd","RCD","Rally for Culture and Democracy",,"DZA-rcd","2000","2000",1,"2000 Hamid Lounaoussi (Minister of Transportation)",6120
"DZA","Algeria","rnd","RND","National Rally for Democracy",,"DZA-rnd","1993","2023",31,"1993 Habib Chaouki Hamraoui (Minister of Culture & Communication)",4113
"ECU","Ecuador","cfp","CFP","Concentration of Popular Forces",,"ECU-cfp","1969","1980",3,"1969 Angel Duarte Valverde (Minister of Agriculture & Livestock)",4348
"ECU","Ecuador","fra","FRA","Alfarista Radical Front","Frente Radical Alfarista","ECU-fra","1997","1998",2,"1997 Fabian Alarcon Rivera (President)",4198
"ECU","Ecuador","id","ID","Democratic Left",,"ECU-id","1989","2022",7,"1989 Rodrigo Borja Cevallos (President)",797
"ECU","Ecuador","independent","INDEPENDENT","independent","independent","ECU-independent","1972","2023",47,"1972 Guillermo Antonio Rodriguez Lara (President)",2665
