country,partyfacts_id,wikidata_id,name,name_short,name_native
EST,174,Q774470,People's Union of Estonia,EME,Eestimaa Rahvaliit
EST,110,Q774470,People's Union of Estonia,EME,Eestimaa Rahvaliit
EST,5144,Q991414,Estonian People's Party,,Eesti Rahvaerakond
EST,5155,Q16835726,Estonian Democratic Party,,
EST,1299,Q2634590,Estonian National Independence Party,,
EST,821,Q738947,Estonian Reform Party,RE,Eesti Reformierakond
EST,5850,Q12361438,Estonian Greens,EER,Erakond Eestimaa Rohelised
EST,1973,Q6541457,Libertas Estonia,,Libertas Eesti Erakond
EST,7244,Q3366717,Estonian Social Democratic Workers' Party,,Eesti Sotsiaaldemokraatiline Tööliste Partei
EST,869,Q3896845,Estonian Left Party,,Eesti Vasakpartei
EST,5157,Q12361449,Estonian Socialist Revolutionary Party,,
EST,5156,Q285035,Estonian Labour Party,,
EST,3271,Q19276353,Estonian Free Party,EVA,Eesti Vabaerakond
EST,3692,Q3896845,Estonian Left Party,,Eesti Vasakpartei
EST,7341,Q60523058,Biodiversity Party,,Elurikkuse Erakond
EST,7340,Q56249403,Estonia 200,,Erakond Eesti 200
EST,685,Q163347,Isamaa,I,
EST,1040,Q1295694,Estonian Greens,EER,Erakond Eestimaa Rohelised
EST,7242,Q15958430,Estonian Radical Socialist Party,,
EST,7239,Q12364669,Patriotic League (Estonia),,Isamaaliit
EST,779,Q1428217,Pro Patria Union,,Isamaaliit
EST,18,Q652831,Constitution Party,,Konstitutsioonierakond
EST,7466,Q1650899,Christian People's Party,,
EST,5140,Q2120649,Farmers' Assemblies,,Põllumeeste Kogud
EST,331,Q599281,Popular Front of Estonia,,
EST,5135,Q2127493,National Centre Party,,Rahvuslik Keskerakond
EST,908,Q3896837,National Coalition Party Pro Patria,,
EST,7241,Q17098891,Social Travaillist Party,,
EST,1150,Q913551,Social Democratic Party,SDE,Sotsiaaldemokraatlik Erakond
EST,429,Q1370352,Estonian Independence Party,,Eesti Iseseisvuspartei
EST,491,Q1471814,Res Publica Party,,Erakond Res Publica
EST,1975,Q1814309,Russian Party in Estonia,,
ETH,4326,Q382122,Afar National Democratic Party,,
ETH,5827,Q1966902,Amhara Democratic Party,ADP,አማራ ዴሞክራሲያዊ ፓርቲ
ETH,4327,Q817331,Benishangul-Gumuz People's Democratic Unity Front,,
ETH,4323,Q1376302,Coalition for Unity and Democracy,,ቅንጅት ለአንድነት እና ዴሞክራሲ
ETH,4322,Q1145280,Ethiopian People's Revolutionary Democratic Front,,የኢትዮጵያ ሕዝቦች አብዮታዊ ዲሞክራሲያዊ ግንባር
ETH,5629,Q549703,Medrek,,መድረክ
ETH,5836,Q1186219,Oromo Democratic Party,ODP,Paartii Demokraatawaa Oromoo
ETH,4321,Q766610,Somali People's Democratic Party,,የሶማሌ ዴሞክራሲዊ ፓርቲ
ETH,6589,Q1186157,Southern Ethiopian People's Democratic Movement,SEPDM,ደቡብ ኢትዮጵያ ህዝቦች ዴሞክራሲያዊ ንቅናቄ
ETH,5843,Q1699287,Tigray People's Liberation Front,TPLF,ህዝባዊ ወያነ ሓርነት ትግራይ
ETH,4324,Q491145,United Ethiopian Democratic Forces,,የኢትዮጵያ ዴሞክራሲዊ ኃይሎቸ ሕብረት
ETH,8434,Q5152650,Commission for Organizing the Party of the Working People of Ethiopia,,የኢትዮጵያ ሰራተኞች ፓርቲ አደራጅ ኮሚሽን
ETH,5793,Q627213,Workers' Party of Ethiopia,,የኢትዮጵያ ሠራተኞች ፓርቲ
EUN,6401,Q1517887,Alliance of Liberals and Democrats for Europe,,Alliance des Démocrates et des Libéraux pour l'Europe
EUN,6400,Q1345559,European Conservatives and Reformists,ECR,
EUN,6398,Q208242,European People's Party,EPP,European People's Party
EUN,6402,Q753711,European United Left–Nordic Green Left,GUE/NGL,
EUN,6404,Q1165759,Europe of Freedom and Direct Democracy,EFDD,
EUN,8759,Q617060,"Identity, Tradition, Sovereignty",ITS,
EUN,6399,Q507343,Progressive Alliance of Socialists and Democrats,S/D,
EUN,6403,Q751935,The Greens–European Free Alliance,Greens/EFA,
EUN,8760,Q835545,Union for Europe of the Nations,UEN,
FRO,5522,Q10996859,Workers' Union,,
FRO,5530,Q591023,Progress,,Framsókn
FRO,5527,Q932342,People's Party,,Hin føroyski fólkaflokkurin – radikalt sjálvstýri
FRO,5524,Q856027,Social Democratic Party of the Faroe Islands,JF,Javnaðarflokkurin
FRO,6179,Q1814426,Christian People's Party,,
FRO,5526,Q728693,Centre Party,,Miðflokkurin
FRO,5528,Q932374,New Self-Government,,Sjálvstýri
FRO,5529,Q932400,Union Party,,Sambandsflokkurin
FRO,5523,Q750962,Republic,,Tjóðveldi
FRO,5525,Q7932674,Vinnuflokkurin,,
FJI,6214,Q5448188,Fijian Nationalist Party,,
FJI,5795,Q17069868,Fiji First Party,,
FJI,4887,Q612939,Fiji Labour Party,FLP,
FJI,5893,Q5163020,Conservative Alliance,,
FJI,4888,Q6972579,National Federation Party,NFP,
FJI,8706,Q7009720,New Labour Unity Party,,
FJI,5884,Q17064859,Fiji Labour Party,,
FJI,5794,Q7550539,Social Democratic Liberal Party,SODELPA,
FJI,4890,Q640308,Soqosoqo Duavata ni Lewenivanua,SDL,Soqosoqo Duavata ni Lewenivanua
FJI,8746,Q55075151,Unity Fiji Party,UFP,
FJI,7470,Q5109501,Christian Democratic Alliance,,
FIN,166,Q540982,Democratic Alternative,DeVa,
FIN,725,Q1442516,Patriotic People's Movement,IKL,Isänmaallinen kansanliike
FIN,1862,Q1191102,National Progressive Party,,Kansallinen Edistyspuolue
FIN,495,Q304191,National Coalition Party,KOK,
FIN,1223,Q10480674,Kirjava ”Puolue” – Elonkehän Puolesta,KiPu,
FIN,703,Q1138982,Christian Democrats,KD,Kristillisdemokraatit
FIN,249,Q613849,Liberals,LKP,Liberaalinen Kansanpuolue
FIN,8639,Q52157683,Liike Nyt,,Liike Nyt
FIN,901,Q506591,Centre Party,Kesk,Suomen Keskusta
FIN,1905,Q1713433,Young Finnish Party,,Nuorsuomalainen Puolue
FIN,856,Q8058120,Young Finns,Nusu,Nuorsuomalaiset
FIN,414,Q5164311,Constitutional Right Party,POP,Perustuslaillinen oikeistopuolue
FIN,1962,Q1336715,Small Farmers Party,PMP,
FIN,250,Q15117358,Reform Group (Finland),Rem,
FIN,1229,Q845537,Swedish People's Party of Finland,RKP,Svenska folkpartiet i Finland
FIN,3202,Q1854411,Finnish Rural Party,SMP,Suomen Maaseudun Puolue
FIN,3684,Q1378704,Finnish Party,,
FIN,1096,Q585735,Finnish People's Democratic League,SKDL,
FIN,3688,Q1628434,People's Party of Finland,KP,
FIN,372,Q5450807,Finnish People's Unity Party,SKYP,Suomen Kansan Yhtenäisyyden Puolue
FIN,7030,Q385665,Communist Party of Finland,SKP,
FIN,1904,Q220217,Socialist Workers' Party of Finland,SSTP,Suomen Sosialistinen Työväenpuolue
FIN,806,Q1458042,Small Farmers' Party of Finland,SPP,
FIN,1689,Q634277,Finns Party,PS,Perussuomalaiset
FIN,1303,Q499029,Social Democratic Party of Finland,SDP,Suomen Sosiaalidemokraattinen Puolue
FIN,1164,Q1813319,Social Democratic Union of Workers and Smallholders,TPSL,
FIN,5859,Q30337076,Blue Reform,,Sininen tulevaisuus
FIN,488,Q914375,Liberal League,VL,
FIN,1044,Q385927,Left Alliance,vas,Vasemmistoliitto
FIN,479,Q196695,Green League,Vihr,Vihreä liitto
FRA,3105,Q2151209,Popular Liberal Action,,Action libérale populaire
FRA,1177,Q762083,Centrist Alliance,,Alliance centriste
FRA,399,Q2037506,Democratic Centre,CD,Centre Démocrate
FRA,288,Q2945578,"Centre, Democracy and Progress",,Centre démocratie et progrès
FRA,3155,Q1054196,Centre of Social Democrats,CDS,Centre des démocrates sociaux
FRA,1629,Q761433,National Centre of Independents and Peasants,CNIP,Centre national des indépendants et paysans
FRA,6422,Q2150640,Republican Centre,,
FRA,1313,Q1070371,Rurality Movement,CPNT,
FRA,3207,Q12962,France Arise,DLR,
FRA,4364,Q686372,Liberal Democracy,,Démocratie libérale
FRA,5746,Q2531463,Doctrinaires,,Doctrinaires
FRA,5650,Q613786,Europe Ecology – The Greens,EELV,Europe Écologie Les Verts
FRA,4626,Q179456,Republican Federation,,Fédération républicaine
FRA,4363,Q29348702,Left Front (France),FDG,Front de gauche
FRA,433,Q205150,National Rally,RN,Rassemblement national
FRA,8115,Q3099354,Social and Radical Left,,
FRA,1273,Q1153753,Ecology Generation,GÉ,Génération écologie
FRA,7342,Q31400965,Génération.s,G/s,
FRA,5858,Q27978402,Unsubmissive France,FI/LFI,La France insoumise
FRA,5857,Q23731823,La République En Marche,EM,La République en marche !
FRA,5744,Q877884,Legitimism,,Légitimistes
FRA,8168,Q20012759,The Republicans,LR,Les Républicains
FRA,1108,Q743390,The Greens,,Les Verts
FRA,1506,Q862627,Revolutionary Communist League,,
FRA,6712,Q846469,Ligue des Patriotes,,Ligue des Patriotes
FRA,5514,Q7223378,Union for the New Republic,,Union pour la nouvelle république
FRA,617,Q870667,Lutte Ouvrière,,Lutte ouvrière
FRA,496,Q587370,Democratic Movement,MoDem,Mouvement démocrate
FRA,3156,Q1321802,Citizen and Republican Movement,,Mouvement républicain et citoyen
FRA,1634,Q1469596,National Republican Movement,MNR,
FRA,364,Q870654,Movement for France,MPF,Mouvement pour la France
FRA,167,Q3326823,Reforming Movement,,
FRA,737,Q1236315,Popular Republican Movement,MRP,Mouvement Républicain Populaire
FRA,1255,Q853418,Les Centristes,NC,Les Centristes
FRA,6684,Q1045425,New Anticapitalist Party,NPA,Nouveau Parti anticapitaliste
FRA,5743,Q431192,Orléanism,,Orléanistes
FRA,7343,Q27867942,Animalist Party,,Parti animaliste
FRA,1251,Q192821,French Communist Party,PCF,Parti communiste français
FRA,8359,Q922707,Left Party,PG,Parti de Gauche
FRA,3107,Q2697626,Popular Democratic Party,,Parti démocrate populaire
FRA,8921,Q20927529,Ecologist Party,,Parti écologiste
FRA,1783,Q427965,Radical Party of the Left,PRG,Parti radical de Gauche
FRA,14,Q1542710,Radical Party,,Parti radical
FRA,1473,Q1820941,Republican Party of Liberty,,Parti républicain de la liberté
FRA,3102,Q2095948,Republican-Socialist Party,,Parti républicain-socialiste
FRA,6689,Q3366713,Social Democratic Party,,
FRA,1478,Q170972,Socialist Party,PS,Parti socialiste
FRA,912,Q862828,Unified Socialist Party,,Parti socialiste unifié
FRA,8042,Q2132031,Rally of the French People,,Rassemblement du peuple français
FRA,509,Q1052584,Rally for the Republic,RPR,Rassemblement pour la République
FRA,1246,Q2300622,Independent Republicans,,Républicains Indépendants
FRA,8221,Q3318180,Opportunist Republicans,,Républicains opportunistes
FRA,4627,Q3456354,Progressive Republicans,,Républicains progressistes
FRA,4785,Q1332068,French Section of the Workers' International,СФИО,Section française de l'Internationale ouvrière
FRA,5745,Q2526084,Ultra-royalist,,Ultraroyalistes
FRA,1580,Q28154294,Union for the Defense of Tradesmen and Artisans,UDCA,
FRA,2470,Q2164587,Democratic and Socialist Union of the Resistance,,Union démocratique et socialiste de la Résistance
FRA,3229,Q82892,Union of Democrats and Independents,UDI,Union des démocrates et indépendants
FRA,8041,Q1904825,Union of Democrats for the Republic,,Union des Démocrates pour la République
FRA,2537,Q3550144,Union of the Democratic Forces,,
FRA,7344,Q7030472,Popular Republican Union,UPR,Union Populaire Républicaine
FRA,213,Q827415,Union for French Democracy,UDF,Union pour la démocratie française
FRA,1595,Q173152,Union for a Popular Movement,UMP,Union pour un mouvement populaire
FRA,3159,Q2344776,Democratic Republican Alliance,,Alliance démocratique
FRA,6638,Q3550479,Socialist Republican Union,,Union socialiste républicaine
GUF,5557,Q3077017,Democratic Forces of Guiana,,
GUF,5556,Q3366765,Guianese Socialist Party,,Parti socialiste guyanais
GAB,5383,Q2143319,Alliance for Patriotic Reorientation and Construction,APRC,
GAB,5200,Q1762536,Gabonese Democratic Party,PDG,Parti Démocratique Gabonais
GAB,7550,Q2945546,Circle of Liberal Reformers,,
GAB,5294,Q6926679,Movement for National Renewal,,
GAB,5290,Q3366469,Gabonese Progress Party,,
GAB,7553,Q3366711,Social Democratic Party,,
GAB,5592,Q3419915,National Woodcutters' Rally – Rally for Gabon,,
GAB,5293,Q23023616,Gabonese Democratic and Social Union,,
GAB,5591,Q3550242,Union of the Gabonese People,,
GAB,5763,Q22080862,National Union,,
GAB,7555,Q22074584,Union for the New Republic,,
GAB,6065,Q5515448,Gabonese Socialist Union,,Union socialiste gabonaise
GMB,3716,Q2143319,Alliance for Patriotic Reorientation and Construction,APRC,
GMB,6511,Q1185839,Democratic Congress Alliance,,
GMB,6509,Q2698062,Democratic Party,,
GMB,5954,Q28949959,Gambia Democratic Congress,,
GMB,6215,Q1294641,Gambian People's Party,,
GMB,6510,Q1492935,Muslim Congress Party,,
GMB,6066,Q478056,National Alliance for Democracy and Development,,
GMB,5082,Q1313390,National Convention Party,,
GMB,3717,Q1786600,National Reconciliation Party,,
GMB,3718,Q2069620,People's Democratic Organisation for Independence and Socialism,,
GMB,5084,Q1752906,People's Progressive Party,,
GMB,3715,Q2495179,United Democratic Party,UDP,United Democratic Party
GMB,5083,Q1409964,United Party,,
GEO,2162,Q3103162,New Rights,,ახალი მემარჯვენეები
GEO,2168,Q1367178,Democratic Union for Revival,,დემოკრატიული აღორძინების კავშირი
GEO,7091,Q3649358,National Forum,,
GEO,2172,Q1057495,United National Movement,,ერთიანი ნაციონალური მოძრაობა
GEO,6954,Q5548046,Georgian Socialist-Federalist Revolutionary Party,,საქართველოს სოციალისტ-ფედერალისტთა სარევოლუციო პარტია
GEO,2158,Q30646238,Ilia Chavchavadze Society,,
GEO,2988,Q46516,Georgian Dream,,ქართული ოცნება–დემოკრატიული საქართველო
GEO,2169,Q7886600,Union of Georgian Traditionalists,,
GEO,2349,Q3651346,Christian-Democratic Movement,,ქრისტიანულ-დემოკრატიული მოძრაობა
GEO,2159,Q13612721,Industry Will Save Georgia,,მრეწველობა გადაარჩენს საქართველოს
GEO,4551,Q12867161,Round Table—Free Georgia,,მრგვალი მაგიდა - თავისუფალი საქართველო
GEO,2161,Q2331103,National Democratic Party,,ეროვნულ-დემოკრატიული პარტია
GEO,2154,Q30642509,National Independence Party of Georgia,,
GEO,7088,Q1327025,United Communist Party of Georgia,,საქართველოს ერთიანი კომუნისტური პარტია
GEO,4540,Q2446368,Communist Party of Georgian Soviet Socialist Republic,,საქართველოს კომუნისტური პარტია
GEO,2153,Q1509468,Georgian Labour Party,,საქართველოს ლეიბორისტული პარტია
GEO,2148,Q639395,Union of Citizens of Georgia,,საქართველოს მოქალაქეთა კავშირი
GEO,2157,Q3489727,Greens Party,,საქართველოს მწვანეთა პარტია
GEO,6114,Q22093572,Alliance of Patriots of Georgia,,საქართველოს პატრიოტთა ალიანსი
GEO,4554,Q1429418,Republican Party of Georgia,,
GEO,6953,Q2700617,Social Democratic Labour Party of Georgia,,საქართველოს სოციალ-დემოკრატიული პარტია
GEO,5885,Q183331,Free Democrats,,
GEO,7089,Q2621209,United Abkhazia,,Аԥсны Акзаара
DDR,389,Q880561,Association of Free Democrats,B/F/D,Bund Freier Demokraten
DDR,807,Q446007,Alliance 90,BÜ/90,Bündnis 90
DDR,1446,Q49754,Christian Democratic Union,Ost/CDU,Christlich-Demokratische Union Deutschlands
DDR,689,Q49756,Democratic Farmers' Party of Germany,,Demokratische Bauernpartei Deutschlands
DDR,8607,Q677182,Democratic Awakening,DA,Demokratischer Aufbruch
DDR,1032,Q558343,Democratic Women's League of Germany,,Demokratischer Frauenbund Deutschlands
DDR,1158,Q315226,German Forum Party,DFP,Deutsche Forumpartei
DDR,1645,Q560536,German Social Union,DSU,Deutsche Soziale Union
DDR,1791,Q316223,East German Green Party,,Grüne Partei
DDR,792,Q49755,Liberal Democratic Party of Germany,ЛДПГ,Liberal-Demokratische Partei Deutschlands
DDR,1334,Q49758,National Democratic Party of Germany,НДПГ,National-Demokratische Partei Deutschlands
DDR,1054,Q152554,Party of Democratic Socialism,ПДС,Partei des Demokratischen Sozialismus / Die Linkspartei.PDS
DDR,1548,Q563535,Social Democratic Party in the GDR,,Sozialdemokratische Partei in der DDR
DDR,4658,Q49750,Socialist Unity Party of Germany,СЕПГ,Sozialistische Einheitspartei Deutschlands
DEU,1976,Q6721203,Alternative for Germany,AfD,Alternative für Deutschland
DEU,2068,Q812330,Bavarian Peasants' League,,
DEU,1825,Q302884,Bavarian People's Party,,Bayerische Volkspartei
DEU,61,Q255857,Bavaria Party,BP,Bayernpartei
DEU,1816,Q49766,Alliance '90/The Greens,GRÜNE,Bündnis 90/Die Grünen
DEU,865,Q49766,Alliance '90/The Greens,GRÜNE,Bündnis 90/Die Grünen
DEU,1375,Q49762,Christian Democratic Union,CDU,Christlich Demokratische Union Deutschlands
DEU,211,Q708725,CDU/CSU,CDU/CSU,
DEU,1831,Q315407,Christian-National Peasants' and Farmers' Party,,
DEU,8723,Q883013,Christian Social Party,,Christlich–soziale Partei
DEU,2070,Q314832,Christian Social People's Service,,Christlich-Sozialer Volksdienst
DEU,1731,Q49763,Christian Social Union of Bavaria,CSU,Christlich-Soziale Union in Bayern
DEU,7372,Q871964,German Farmers' Party,,
DEU,1826,Q328195,German Democratic Party,НДП,Deutsche Demokratische Partei
DEU,2108,Q694714,German Progress Party,,Deutsche Fortschrittspartei
DEU,2111,Q560777,German Free-minded Party,,Deutsche Freisinnige Partei
DEU,1502,Q674695,German Party,DP,Deutsche Partei
DEU,2412,Q1203735,German Reform Party,,Deutsche Reformpartei
DEU,1151,Q495497,Deutsche Reichspartei,,Deutsche Reichspartei
DEU,2076,Q455038,Free Conservative Party,,Freikonservative Partei
DEU,2114,Q202590,German People's Party,,Deutsche Volkspartei
DEU,1827,Q316533,German People's Party,,Deutsche Volkspartei
DEU,695,Q505829,German People's Union,DVU,Deutsche Volksunion
DEU,1798,Q157537,Centre Party,ZENTRUM,Deutsche Zentrumspartei
DEU,1883,Q567550,German-Hanoverian Party,,Deutsch-Hannoversche Partei
DEU,2125,Q458791,German Conservative Party,,Deutschkonservative Partei
DEU,1830,Q158227,German National People's Party,DNVP,Deutschnationale Volkspartei
DEU,2072,Q1206490,German Social Party,,
DEU,1652,Q462353,The Grays – Gray Panthers,,Die Grauen – Graue Panther
DEU,10,Q49766,Alliance '90/The Greens,GRÜNE,Bündnis 90/Die Grünen
DEU,1545,Q49764,The Left,DIE/LINKE,Die Linke
DEU,6126,Q22748,Die PARTEI,Die/PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative"
DEU,720,Q269316,The Republicans,REP,Die Republikaner
DEU,2101,Q662377,Progressive People's Party,,Fortschrittliche Volkspartei
DEU,573,Q13124,Free Democratic Party,FDP,Freie Demokratische Partei
DEU,1152,Q882711,Free People's Party,,
DEU,1929,Q633731,Free-minded Union,,Freisinnige Vereinigung
DEU,2113,Q319457,Free-minded People's Party,,Freisinnige Volkspartei
DEU,8721,Q1206482,German Social Party (German Empire),,Deutschsoziale Partei
DEU,1031,Q1516101,German Party,DP,Deutsche Partei
DEU,1010,Q707844,All-German Bloc/League of Expellees and Deprived of Rights,GB/BHE,Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten
DEU,845,Q451497,All-German People's Party,GVP,Gesamtdeutsche Volkspartei
DEU,1135,Q153401,Communist Party of Germany,КПГ,Kommunistische Partei Deutschlands
DEU,2081,Q1822886,Imperial Liberal Party,,
DEU,2109,Q942383,Liberal Union,,Liberale Vereinigung
DEU,1723,Q156019,National Democratic Party of Germany,NPD,Nationaldemokratische Partei Deutschlands
DEU,2110,Q694299,National Liberal Party,,Nationalliberale Partei
DEU,1893,Q7320,National Socialist German Workers' Party (Nazi Party),NSDAP,Nationalsozialistische Deutsche Arbeiterpartei
DEU,4161,Q164866,National Socialist Freedom Movement,,Nationalsozialistische Freiheitsbewegung
DEU,7345,Q294989,Ecological Democratic Party,ÖDP,Ökologisch-Demokratische Partei
DEU,86,Q152554,Party of Democratic Socialism,ПДС,Partei des Demokratischen Sozialismus / Die Linkspartei.PDS
DEU,1287,Q13129,Pirate Party Germany,PIRATEN,Piratenpartei Deutschland
DEU,2410,Q2102435,Polish Party,,
DEU,2107,Q896602,Reich Party for Civil Rights and Deflation,,
DEU,1828,Q541230,Reich Party of the German Middle Class,,Reichspartei des deutschen Mittelstandes
DEU,383,Q49768,Social Democratic Party of Germany,SPD,Sozialdemokratische Partei Deutschlands
DEU,50,Q161545,South Schleswig Voter Federation,SSW,
DEU,749,Q492561,Party Human Environment Animal Protection,Tierschutzpartei,
DEU,1884,Q310296,Independent Social Democratic Party of Germany,НСДПГ,Unabhängige Sozialdemokratische Partei Deutschlands
DEU,735,Q895674,Economic Reconstruction Union,,Wirtschaftliche Aufbau-Vereinigung
GHA,4840,Q343619,Action Congress Party,,
GHA,4848,Q916141,All People's Republican Party,,
GHA,3660,Q1129392,Convention People's Party,,Apam Nkorɔfo Kuw ([[Akan language|Akan]])
GHA,4733,Q1967433,National Liberation Movement,,
GHA,4052,Q1544243,Great Consolidated Popular Party,,
GHA,4834,Q690836,National Alliance of Liberals,,
GHA,4842,Q1967014,National Convention Party,NCP,
GHA,2311,Q200875,National Democratic Congress,NDC,
GHA,3659,Q1405274,National Reform Party,,
GHA,2312,Q1148441,New Patriotic Party,,"New Patriotic Party, NPP"
GHA,4732,Q1253664,Northern People's Party,,
GHA,4843,Q2069610,People's Convention Party,,
GHA,2310,Q2069628,People's National Convention,,
GHA,4837,Q2069633,People's National Party,,
GHA,4838,Q2104298,Popular Front Party,,
GHA,4833,Q2112227,Progress Party,,
GHA,4841,Q1688600,Social Democratic Front,,
GHA,6593,Q2495200,United Gold Coast Convention,,United Gold Coast Convention
GHA,4839,Q1578600,United National Convention,,
GHA,4835,Q2495249,United Nationalist Party,,
GIB,6946,Q4809542,Association for the Advancement of Civil Rights,,
GIB,6952,Q5153824,Commonwealth Party,,
GIB,6948,Q1185871,Democratic Party of British Gibraltar,,
GIB,3853,Q1522965,Gibraltar Labour Party,GLP,
GIB,3848,Q152744,Liberal Party of Gibraltar,,
GIB,3855,Q136754,Gibraltar Social Democrats,,
GIB,3851,Q53025,Gibraltar Socialist Labour Party,,
GIB,6931,Q22088817,GSLP–Liberal Alliance,,
GIB,6950,Q15982329,Integration with Britain Party,,
GIB,6951,Q16978735,Isola Group,,
GIB,3849,Q7248733,Progressive Democratic Party,,
GRC,4442,Q800096,Agricultural and Labour Party,,Δημοκρατική Ένωσις-Αγροτικόν Εργατικόν Κόμμα
GRC,4443,Q16975710,Farmers' Party,,
GRC,7111,Q724682,All People Front,,Παλλαϊκό Μέτωπο
GRC,1651,Q529666,Independent Greeks,ANEL,Ανεξάρτητοι Έλληνες
GRC,95,Q3544318,Front of the Greek Anticapitalist Left,,
GRC,274,Q169228,Christian Democracy,,
GRC,7113,Q5255831,Democratic Socialist Party of Greece,,Δημοκρατικό Σοσιαλιστικό Κόμμα Ελλάδος
GRC,471,Q7303029,Recreate Greece,,
GRC,648,Q3555896,Democratic Renewal,,
GRC,1160,Q1128823,Democratic Left,DIMAR,Δημοκρατική Αριστερά (ΔΗΜΑΡ)
GRC,4452,Q16945570,Democratic Union,,
GRC,1284,Q1226117,Democratic Alliance,,Δημοκρατική Συμμαχία
GRC,1682,Q1226100,Democratic Social Movement,DIKKI,Δημοκρατικό Κοινωνικό Κίνημα
GRC,1130,Q5305890,Drasi,,
GRC,4156,Q3563354,Greek Rally,,
GRC,7347,Q50736163,Greek Solution,,
GRC,4157,Q201478,United Democratic Left,ΕΔΑ,Ενιαία Δημοκρατική Αριστερά
GRC,82,Q3565854,Union of the Democratic Centre,,Ένωση Δημοκρατικού Κέντρου
GRC,2510,Q3567209,Union of Centrists,ΕΚ,
GRC,4158,Q1343608,Centre Union,,Ἔνωσις Κέντρου
GRC,6429,Q3565847,Centre Union – New Forces,,Ένωσις Κέντρου-Νέες Δυνάμεις
GRC,943,Q3563369,National Alignment,,
GRC,4573,Q6974991,National Political Union,,
GRC,231,Q3555911,National Political Union,,Εθνική Πολιτική Ένωσις
GRC,4439,Q3558610,National Progressive Center Union,,Εθνική Προοδευτική Ένωση Κέντρου
GRC,4441,Q1371314,National Radical Union,,ΕΡΕ
GRC,4453,Q16919460,National Democratic Party,,Εθνικόν Δημοκρατικόν Κόμμα
GRC,4312,Q15980817,National Party of Greece,,Εθνικόν Κόμμα Ελλάδος
GRC,4440,Q16919460,National Democratic Party,,Εθνικόν Δημοκρατικόν Κόμμα
GRC,2414,Q15980818,National Democratic Union (Greece),,Εθνική Δημοκρατική Ένωσις
GRC,8287,Q6540621,Liberal Democratic Center,,
GRC,8645,Q3563454,Alternative Ecologists,,Οικολόγοι Εναλλακτικοί
GRC,7909,Q46505372,Movement for Change,KINAL,Κίνημα Αλλαγής
GRC,3212,Q18707655,Movement of Democratic Socialists,,Κίνημα Δημοκρατών Σοσιαλιστών
GRC,1030,Q169223,Party of Democratic Socialism,,
GRC,2508,Q7141083,Party of Greek Hunters,,Κόμμα Ελλήνων Κυνηγών
GRC,6785,Q3366549,Nationalist Party,,
GRC,3280,Q937927,Liberal Party,,Κόμμα Φιλελευθέρων
GRC,4155,Q1194748,Georgios Papandreou Party,,
GRC,1298,Q3561226,Party of New Liberals,,Κόμμα Νεοφιλελευθέρων
GRC,619,Q169225,Progressive Party,,
GRC,4438,Q3544903,Freethinkers' Party,,Κόμμα των Ελευθεροφρόνων
GRC,207,Q6540704,Liberal Party,,
GRC,48,Q192406,Communist Party of Greece,,Κομμουνιστικό Κόμμα Ελλάδας
GRC,334,Q3565932,Communist Party of Greece (Interior),KKE/Interior,Κομμουνιστικό Κόμμα Ελλάδας Εσωτερικού
GRC,4512,Q20855700,Popular Unity,,Λαϊκή Ενότητα
GRC,4580,Q724679,Popular Social Party,,
GRC,4444,Q782419,People's Party,,
GRC,965,Q226085,Popular Orthodox Rally,,Λαϊκός Ορθόδοξος Συναγερμός
GRC,1660,Q82256,Golden Dawn,ΧΑ,
GRC,7115,Q6516883,Left Liberals,,Αριστερoί Φιλελεύθεροι
GRC,4572,Q16930532,National Reform Party,,
GRC,7348,Q61046702,MeRA25,,Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής
GRC,4578,Q868748,National Unionist Party,,
GRC,7424,Q14567930,National Committee,,
GRC,6631,Q6975214,National Reconstruction Front,,
GRC,6784,Q868748,National Unionist Party,,
GRC,794,Q223153,New Democracy,ND/ΝΔ,Νέα Δημοκρατία
GRC,4579,Q1284538,New Party,,
GRC,2509,Q7747053,The Liberals,,Οι Φιλελεύθεροι
GRC,378,Q1275573,Ecologist Greens,,Οικολόγοι Πράσινοι
GRC,1468,Q203934,Panhellenic Socialist Movement,PASOK/ΠΑΣΟΚ,Πανελλήνιο Σοσιαλιστικό Κίνημα
GRC,2511,Q3562088,Panhellenic Macedonian Front,,
GRC,7116,Q7225144,Politically Independent Alignment,,Πολιτική Ανεξάρτητος Παράταξις
GRC,312,Q2064301,Political Spring,,
GRC,4577,Q111514957,Progressive Union,,
GRC,7114,Q14475918,Socialist Party of Greece,,
GRC,301,Q222897,SYRIZA,,Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία Sinaspismós
GRC,516,Q219573,Synaspismós,,Συνασπισμός της Αριστεράς των Κινημάτων και της Οικολογίας
GRC,4581,Q16964210,Conservative Democratic Party,,
GRC,3211,Q22080093,Teleia,,Τελεία
GRC,3118,Q15920068,The River,,Το Ποτάμι
GRC,8846,Q7889008,United Opposition,,
GRL,6121,Q16900269,Centre Party (Greenland),,
GRL,5533,Q753751,Atassut,A,
GRL,5534,Q1090630,Democrats,D,Demokraatit
