cntry,party_id,party_short,party_english,party_name,share,party_id_old,ess_key,country,duplicate_ids,share_year,ess_first,ess_last
GB,GB-3-12,,Sinn Fein,,0.1,3027,gb -- sinn fein,GBR,,2006,2006,2006
GB,GB-2-10,,Sinn Fein (nir),,0.6,3028,gb -- sinn fein (nir),NIR,,2004,2002,2014
GB,GB-3-13,,Social Democratic and Labour Party,Social Democratic and Labour Party,0.5,1968,gb -- social democratic and labour party,GBR,,2006,2006,2006
GB,GB-4-11,,Social Democratic and Labour Party (nir),,1.1,3029,gb -- social democratic and labour party (nir),NIR,,2008,2002,2014
GB,GB-7-7,,Uk Independence Party,Uk Independence Party,7.5,1481,gb -- uk independence party,GBR,,2014,2006,2014
GB,GB-3-10,,Ulster Unionist Party,,0.5,3030,gb -- ulster unionist party,GBR,,2006,2006,2006
GB,GB-1-8,,Ulster Unionist Party (nir),,0.8,3031,gb -- ulster unionist party (nir),NIR,,2002,2002,2014
GB,GB-1-14,,United Kingdom Unionist Party (nir),,0.2,3032,gb -- united kingdom unionist party (nir),NIR,,2002,2002,2002
GB,GB-1-15,,Women's Coalition (nir),,0.1,3033,gb -- women's coalition (nir),NIR,,2002,2002,2002
GR,GR-4-4,SYRIZA,Coalition of the Radical Left - SYRIZA/The Coalition of the Radical Left (SYRIZA),,6.7,1350,gr -- coalition of the radical left - syriza,GRC,GR-5-5,2008,2008,2008
GR,GR-4-3,KKE,The Communist Party of Greece,Communist party,10,1649,gr -- communist party - kke,GRC,GR-1-3 GR-2-3 GR-5-3,2008,2008,2008
GR,GR-1-5,DIKKI,Democratic Social Movement,,0.8,1612,gr -- dikki (democratic social movement),GRC,,2002,2002,2004
GR,GR-5-10,,Golden Dawn (Xrusi Augi),,0.2,1475,gr -- golden dawn (xrusi augi),GRC,,2010,2010,2010
GR,GR-4-6,OP,The Ecologist Greens,,3.2,1450,gr -- greens,GRC,GR-5-6,2008,2008,2008
GR,GR-5-14,SPITHA,Independent Citizens' Movement,,0.2,1237,gr -- independent citizens' movement (spitha),GRC,,2010,2010,2010
GR,GR-2-6,LAOS,LAOS (Popular Orthodox Party)/Popular Orthodox Rally - LAOS/The Popular Orthodox Rally (LAOS),,1.5,1160,gr -- laos (popular orthodox party),GRC,GR-4-5 GR-5-4,2004,2004,2004
GR,GR-2-2,ND,,New Democracy,54.8,1024,gr -- nd (new democracy),GRC,GR-4-2 GR-5-2,2004,2002,2004
GR,GR-4-1,PASOK,Panhellenic Socialist Movement – PASOK/The Panhellenic Socialist Movement (PASOK),Panhellenic Socialist Movement,43.2,1424,gr -- panhellenic socialist movement – pasok,GRC,GR-1-1 GR-5-1,2008,2008,2008
GR,GR-5-13,KOTES,Smokers' Groups for Art and Visual Formation (KOTES),,0.1,1552,gr -- smokers' groups for art and visual formation (kotes),GRC,,2010,2010,2010
GR,GR-2-4,SYN,Left Wing Coalition,,4,1566,gr -- syn (left wing coalition),GRC,,2004,2002,2004
GR,GR-5-12,ANTAR,,The Anticapitalist Left Cooperation for the Overthrow,0.2,3034,gr -- the anticapitalist left cooperation for the overthrow (antar,GRC,,2010,2010,2010
GR,GR-5-11,FS,The Liberal Alliance,,0.2,1347,gr -- the liberal alliance (fs),GRC,,2010,2010,2010
HR,HR-4-1,HDZ,,Hrvatska demokrtska zajednica /Hrvatska demokratska zajednica,45.1,1712,hr -- hrvatska demokratska zajednica (hdz),HRV,,2008,2008,2010
HR,HR-4-3,HNS,,Hrvatska narodna stranka - Liberalni demokrati,5.4,1118,hr -- hrvatska narodna stranka - liberalni demokrati (hns),HRV,,2008,2008,2010
HR,HR-4-4,HSS,,Hrvatska seljacka stranka,5.4,1421,hr -- hrvatska seljacka stranka (hss),HRV,,2008,2008,2010
HR,HR-5-9,HSP,,Hrvatska stranka prava,4.1,1157,hr -- hrvatska stranka prava (hsp),HRV,,2010,2008,2010
HR,HR-5-10,HSU,,Hrvatska stranka umirovljenika,4.6,1151,hr -- hrvatska stranka umirovljenika (hsu),HRV,,2010,2008,2010
HR,HR-5-7,HDSSB,,Hrvatski demokratski savez Slavonije i Baranje,1.2,1603,hr -- hrvatski demokratski savez slavonije i baranje (hdssb),HRV,,2010,2008,2010
HR,HR-5-5,HSLS,,Hrvatsko socijalno-liberalna stranka,2.2,1881,hr -- hrvatsko socijalno-liberalna stranka (hsls),HRV,,2010,2008,2010
HR,HR-5-6,IDS,,Istarski demokrtski sabor /Istarski demokratski sabor,2.5,1385,hr -- istarski demokratski sabor (ids),HRV,,2010,2008,2010
HR,HR-5-8,SDSS,,Samostalna demokratska Srpska stranka,1.4,1719,hr -- samostalna demokratska srpska stranka (sdss),HRV,,2010,2008,2010
HR,HR-4-2,SDP,,Socijaldemokratska partija Hrvatske,32.5,1019,hr -- socijaldemokratska partija hrvatske (sdp),HRV,,2008,2008,2010
HU,HU-1-1,CENTRUMP,Center Party/Centrum Part,Centrumpárt / Centrum Párt Centrum Összefogás Magyarországért,1.4,1355,hu -- center party,HUN,HU-5-7 HU-6-1 HU-4-7,2002,2002,2004
HU,HU-4-7,,,Centrumpárt,0.5,1975,hu -- centrumpárt,HUN,,2008,2006,2008
HU,HU-6-2,CM,,Civil Mozgalom,0.3,1769,hu -- cm (civil mozgalom),HUN,,2012,2012,2012
HU,HU-2-7,FFD-F/SZDSZ,FFD-Free Democrats,/ Szabad Demokraták Szövetsége - A Magyar Liberális Párt,4.5,1178,hu -- ffd-free democrats,HUN,HU-3-6,2004,2002,2004
HU,HU-5-1,KDNP,,Fidesz - /Fidesz - Fidesz – Magyar Polgári Szövetség Kereszténydemokrata Néppárt,63.3,1397,hu -- fidesz - kdnp,HUN,,2010,2006,2010
HU,HU-6-3,Fidesz-KDNP,,Fidesz – Magyar Polgári Szövetség Keresztényd,63.3,3035,hu -- fidesz - kdnp (fidesz – magyar polgári szövetség keresztényd,HUN,,2012,2012,2014
HU,HU-2-2,FYD-HDF,Fed.of Young Democrats&Hungarian Dem.Forum,,46.5,1537,hu -- fyd-hdf fed.of young democrats&hungarian dem.forum,HUN,,2004,2002,2004
HU,HU-3-3,HTJP-H/MI,Hungarian Truth,Harmadik Út ÉP - Jobbik Magyarországért/ÉP - Jobbik a Harmadik Út,0.7,1811,hu -- harmadik út (miép - jobbik magyarországért),HUN,HU-1-4 HU-4-3,2006,2006,2006
HU,HU-1-5,HSP-H/MSZP,Hungarian Socialist Party,/ Magyar Szocialista Párt,50.6,1655,hu -- hsp-hungarian socialist party,HUN,HU-3-4 HU-6-8,2002,2002,2004
HU,HU-1-3,ISHP-I/FKNP,ISHP-Independent Small Holders,,0.8,1543,hu -- ishp-independent small holders,HUN,,2002,2002,2004
HU,HU-7-2,,,Jobbik Jobbik Magyarországért Mozgalom/Jobbik Magyarországért Mozgalom/Jobbik Magyarorszagert Mozgalom,18.7,1797,hu -- jobbik (jobbik magyarországért mozgalom),HUN,HU-5-11,2014,2012,2014
HU,HU-4-8,KDNP,Keresztenydemokrata Part - Kereszteny Centrum Osszefogas,/Kereszténydemokrata Párt - Keresztény Centrum Összefogás/ Kereszténydemokrata Néppárt,0.1,1560,hu -- kereszténydemokrata párt - keresztény centrum összefogás,HUN,,2008,2008,2008
HU,HU-5-13,LMP,,Lehet Mas a Politika / Lehet Más A Politika,6.3,1469,hu -- lehet mas a politika (lmp),HUN,HU-7-3,2010,2010,2010
HU,HU-5-9,,Magyar Videk es Polgari Part,,0.2,1602,hu -- magyar videk es polgari part,HUN,HU-4-9,2010,2010,2010
HU,HU-5-12,,,Magyarorszagi Szocialdemokrata Part,0.2,2029,hu -- magyarorszagi szocialdemokrata part,HUN,,2010,2010,2010
HU,HU-3-2,HDF-/MDF,Hungarian Democratic Forum,Magyar Demokrata Fórum / Jólét És Szabadság,2.9,1340,hu -- mdf,HUN,,2006,2006,2010
HU,HU-6-6,MDF,,Magyar Demokrata Fórum,0.2,2054,hu -- mdf (magyar demokrata fórum),HUN,,2012,2012,2012
HU,HU-6-7,MI/MIEP,,ÉP//ÉP Magyar Igazság És Élet Pártja,0.1,1135,hu -- miép (magyar igazság és élet pártja),HUN,,2012,2012,2012
HU,HU-6-9,MSZDP,,Magyar Szociáldemokrata Párt,0.2,1318,hu -- mszdp (magyar szociáldemokrata párt),HUN,,2012,2012,2012
HU,HU-7-4,,MSZP-Együtt-DK-PM-MLP,Kormányváltók,26.2,3036,hu -- mszp-együtt-dk-pm-mlp (kormányváltók),HUN,,2014,2014,2014
HU,HU-5-5,MUNKÁSPÁRT,Workers Party,Munkáspárt Magyar Kommunista Munkáspárt,0.2,1809,hu -- munkaspart,HUN,HU-4-5 HU-7-5 HU-2-6,2010,2010,2010
HU,HU-4-5,,,Munkáspárt,0.6,1974,hu -- munkáspárt,HUN,,2008,2006,2008
HU,HU-6-13,SZDSZ,,Szabad Demokraták Szövetsége - A Magyar Liberális Pár,0.3,3037,hu -- szdsz (szabad demokraták szövetsége - a magyar liberális pár,HUN,,2012,2012,2012
IE,IE-2-1,,Fianna Fail,Fianna Fáil,50.7,1344,ie -- fianna fail,IRL,IE-7-1,2004,2002,2008
IE,IE-5-2,,Fine Gael,,46.7,1092,ie -- fine gael,IRL,,2010,2002,2014
IE,IE-3-5,,Green Party,,3.9,1038,ie -- green party,IRL,,2006,2002,2014
IE,IE-6-5,,Labour,,14.8,1235,ie -- labour,IRL,,2012,2002,2014
IE,IE-7-6,,People Before Profit,,0.7,1345,ie -- people before profit,IRL,,2014,2010,2014
IE,IE-1-4,,Progressive Democrats,,3.5,1119,ie -- progressive democrats,IRL,,2002,2002,2008
IE,IE-2-6,,Sinn Fein,,6,2030,ie -- sinn fein,IRL,IE-7-7,2004,2002,2008
IE,IE-5-8,,Socialist Party,,0.3,1554,ie -- socialist party,IRL,,2010,2010,2014
IE,IE-5-9,,United Left Alliance,,0.3,1725,ie -- united left alliance,IRL,,2010,2010,2014
IL,IL-6-18,,A white ballot (empty ballot note),,0.3,1598,il -- a white ballot (empty ballot note),ISR,,2012,2010,2012
IL,IL-5-12,,,Ale Yarok,0.8,1003,il -- ale yarok,ISR,,2010,2008,2014
IL,IL-1-7,,,Am ehad,0.4,1640,il -- am ehad,ISR,,2002,2002,2002
IL,IL-5-15,,,Balad,3.1,1861,il -- balad,ISR,,2010,2002,2012
IL,IL-4-18,,blank ballot,,0.4,1805,il -- blank ballot,ISR,,2008,2008,2008
IL,IL-5-19,,Did not vote,,0.3,1902,il -- did not vote,ISR,,2010,2010,2010
IL,IL-6-8,,Pensioners of Israel to the Knesset/Gil- Gimlaey Israeli la' Knesset,Gimlaim,1,1782,il -- gil- gimlaey israeli la' knesset,ISR,IL-1-16 IL-4-8,2012,2010,2012
IL,IL-6-2,,,Likud/Ha' Likud,35.4,1666,il -- ha' likud,ISR,IL-1-2,2012,2010,2012
IL,IL-5-10,,,Haehud haleumi/Ha'ihud HaLeumi,2.1,1810,il -- ha'ihud haleumi,ISR,IL-1-9,2010,2010,2012
IL,IL-4-1,HaAvoda,The Israeli Labor Party,Mifleget Ha' Avoda,13.5,1628,il -- haavoda- the israeli labor party,ISR,IL-6-1,2008,2008,2008
IL,IL-7-6,,,HaBayit HaYehudi,6.8,3038,il -- habayit hayehudi,ISR,,2014,2014,2014
IL,IL-1-17,,,Hadash,4.2,1310,il -- hadash,ISR,,2002,2002,2012
IL,IL-1-13,,,Hadereh hashlishit,0.1,1531,il -- hadereh hashlishit,ISR,,2002,2002,2002
IL,IL-7-2,,,HaLikud,27.7,3039,il -- halikud,ISR,,2014,2014,2014
IL,IL-7-1,,,HaMahane HaTzioni,17.6,3040,il -- hamahane hatzioni,ISR,,2014,2014,2014
IL,IL-1-20,,,Haravi Hahadash,0.1,1497,il -- haravi hahadash,ISR,,2002,2002,2002
IL,IL-7-12,,,HaReshima HaArvit,0.4,3041,il -- hareshima haarvit,ISR,,2014,2014,2014
IL,IL-7-11,,,HaReshima HaMeshutefet,14.1,3042,il -- hareshima hameshutefet,ISR,,2014,2014,2014
IL,IL-6-11,,,HaTnu`a HaYeruqa,0.5,1906,il -- hatnu`a hayeruqa,ISR,,2012,2010,2012
IL,IL-1-19,,,Hatnua Harabit Hameauhedet,1.9,1337,il -- hatnua harabit hameauhedet,ISR,,2002,2002,2002
IL,IL-4-16,,,HaYerukim,0.7,1577,il -- hayerukim,ISR,,2008,2008,2012
IL,IL-1-1,,,Israel ahat,26.9,1663,il -- israel ahat,ISR,,2002,2002,2002
IL,IL-1-11,,,Israel baliya,2.6,1907,il -- israel baliya,ISR,,2002,2002,2002
IL,IL-5-9,,,Yisrael Beiteinu,9.2,1423,il -- israel beiteinu,ISR,IL-1-12 IL-4-9,2010,2010,2012
IL,IL-4-3,,,Kadima,22.5,1685,il -- kadima,ISR,,2008,2008,2012
IL,IL-7-9,,,Kulanu,5.7,3043,il -- kulanu,ISR,,2014,2014,2014
IL,IL-1-5,,National Religious Party / The Jewish House,Mafdal,3.2,1563,il -- mafdal,ISR,IL-4-6 IL-6-6,2002,2002,2002
IL,IL-1-4,,,Meretz,7.2,1892,il -- meretz,ISR,,2002,2002,2014
IL,IL-6-1,,,Mifleget Ha' Avoda,12,2056,il -- mifleget ha' avoda,ISR,,2012,2010,2012
IL,IL-1-14,,,Pnina Rozenblum,0.3,1749,il -- pnina rozenblum,ISR,,2002,2002,2002
IL,IL-5-16,,,Ra'am- Ta'al,3.4,1882,il -- ra'am- ta'al,ISR,,2010,2008,2012
IL,IL-4-4,,,Shase/Shas,8.7,1868,il -- shas,ISR,IL-1-3,2008,2008,2014
IL,IL-4-14,,,Shinui,0.6,1307,il -- shinui,ISR,IL-1-8,2008,2008,2008
IL,IL-1-10,,The center party,,1.1,1478,il -- the center party,ISR,,2002,2002,2002
IL,IL-1-15,,,Tzomet,0.1,1168,il -- tzomet,ISR,,2002,2002,2002
IL,IL-4-7,,United Torah Judaism,"Yahadut-hatora, Agudat-Isarel, Degel-hatora",8.9,1846,il -- united torah judaism,ISR,IL-6-7 IL-1-6,2008,2008,2008
IL,IL-7-15,,White Ballot,,0.7,1717,il -- white ballot,ISR,,2014,2002,2014
IL,IL-7-10,,,Yachad,1.7,3044,il -- yachad,ISR,,2014,2014,2014
IL,IL-7-7,,,Yahadut HaTora,2.8,3045,il -- yahadut hatora,ISR,,2014,2014,2014
IL,IL-7-8,,,Yesh Atid,7.7,1629,il -- yesh atid,ISR,,2014,2014,2014
IS,IS-2-6,,Blank vote,,2.9,1573,is -- blank vote,ISL,,2004,2004,2004
IS,IS-6-6,,,Borgarahreyfinguna,3.9,1461,is -- borgarahreyfinguna,ISL,,2012,2012,2012
IS,IS-6-2,,Progressive Party,Framsóknarflokkinn,13.9,1599,is -- framsóknarflokkinn,ISL,IS-2-1,2012,2012,2012
IS,IS-6-5,,Liberal Party,Frjálslynda flokkinn,1,1146,is -- frjálslynda flokkinn,ISL,IS-2-2,2012,2012,2012
IS,IS-2-4,,Independence Party,,29.6,1530,is -- independence party,ISL,,2004,2004,2004
IS,IS-2-7,1,Other,,0.5,1848,is -- other parties,ISL,,2004,2004,2004
IS,IS-6-1,,Social Democratic Alliance,Samfylkinguna,27.7,1392,is -- samfylkinguna,ISL,IS-2-3,2012,2012,2012
IS,IS-6-3,,,Sjálfstæðisflokkinn,29.5,1206,is -- sjálfstæðisflokkinn,ISL,,2012,2012,2012
IS,IS-6-8,,,Skilaði auðu/ógildu,3.7,1583,is -- skilaði auðu/ógildu,ISL,,2012,2012,2012
IS,IS-2-5,,The Left Green Movement,,10.4,1078,is -- the left green movement,ISL,,2004,2004,2004
IS,IS-6-4,,,Vinstri hreyfinguna-Grænt framboð,20.4,1444,is -- vinstri hreyfinguna-grænt framboð,ISL,,2012,2012,2012
IT,IT-2-8,,,Alleanza Nazionale,13.1,1443,it -- alleanza nazionale,ITA,,2004,2002,2004
IT,IT-2-9,CCD-CDU,,,2.2,1263,it -- ccd-cdu,ITA,IT-1-9,2004,2004,2004
IT,IT-2-3,,,Comunisti Italiani,3.6,1305,it -- comunisti italiani,ITA,,2004,2002,2004
IT,IT-1-1,,,Democratici di Sinistra,26.5,1096,it -- democratici di sinistra,ITA,,2002,2002,2004
IT,IT-1-13,,,Democrazia Europea,0.6,1353,it -- democrazia europea,ITA,,2002,2002,2004
IT,IT-6-12,FARE,,FARE - Giannino,1.7,1326,it -- fare - giannino,ITA,,2012,2012,2012
IT,IT-2-15,,,Fiamma Tricolore,0.5,1622,it -- fiamma tricolore,ITA,,2004,2002,2004
IT,IT-1-7,,,Forza Italia,27.6,1682,it -- forza italia,ITA,,2002,2002,2004
IT,IT-6-10,,,Fratelli d'Italia,0.4,1589,it -- fratelli d'italia,ITA,,2012,2012,2012
IT,IT-1-17,,,Ha votato solo al maggioritario,2.5,1925,it -- ha votato solo al maggioritario,ITA,,2002,2002,2004
IT,IT-6-13,,,La destra,0.6,1327,it -- la destra,ITA,,2012,2012,2012
IT,IT-1-2,,,La Margherita,12.1,1562,it -- la margherita,ITA,,2002,2002,2004
IT,IT-2-10,,,Lega Nord,4.7,1317,it -- lega nord,ITA,,2004,2002,2012
IT,IT-2-12,,,Lista Di Pietro,0.9,1315,it -- lista di pietro,ITA,,2004,2002,2004
IT,IT-6-4,,,Movimento 5 Stelle,23.5,1037,it -- movimento 5 stelle,ITA,,2012,2012,2012
IT,IT-1-11,PSI,,Nuovo,1,1534,it -- nuovo psi,ITA,,2002,2002,2004
IT,IT-1-14,,,Pannella-Bonino,1.3,1167,it -- pannella-bonino,ITA,,2002,2002,2004
IT,IT-6-1,PD,,Partido Democratico,37.9,1316,it -- partido democratico (pd),ITA,,2012,2012,2012
IT,IT-6-8,PDL,,Popolo delle Libertà,16.2,1828,it -- popolo delle libertà (pdl),ITA,,2012,2012,2012
IT,IT-2-6,,,Rifondazione Comunista,6,1922,it -- rifondazione comunista,ITA,,2004,2002,2004
IT,IT-6-3,,,Rivoluzione Civile Ingroia,2.4,1768,it -- rivoluzione civile (ingroia),ITA,,2012,2012,2012
IT,IT-6-5,,,Scelta Civica con Monti,5.2,1753,it -- scelta civica (con monti),ITA,,2012,2012,2012
IT,IT-6-2,SEL,,Sinistra Ecologia e Libertà,6,1823,it -- sinistra ecologia e libertà (sel),ITA,,2012,2012,2012
IT,IT-2-5,SVP,,Sudtirol Volkspartei - Partito Popolare Sudtirolese,0.1,3048,it -- svp (sudtirol volkspartei - partito popolare sudtirolese),ITA,,2004,2004,2004
IT,IT-6-6,UDC,,,1.7,1632,it -- udc,ITA,,2012,2012,2012
IT,IT-2-18,,,Ulivo,0.5,3049,it -- ulivo,ITA,,2004,2004,2004
IT,IT-1-4,,,Verdi e Sdi (Girasole),2.5,1920,it -- verdi e sdi (girasole),ITA,,2002,2002,2004
LU,LU-2-7,,,Autres,3.3,1565,lu -- autres,LUX,,2004,2002,2004
LU,LU-2-6,,,Comité d'action pour la Démocracie et la Justice Sociale,5.2,1467,lu -- comité d'action pour la démocracie et la justice sociale,LUX,,2004,2002,2004
LU,LU-1-5,,,La Gauche,1.8,1901,lu -- la gauche,LUX,,2002,2002,2004
LU,LU-2-4,,,Les Verts,9,1374,lu -- les verts,LUX,,2004,2002,2004
LU,LU-2-1,PCS,,Parti Chrétien Social,46.5,1437,lu -- parti chrétien social (pcs),LUX,,2004,2002,2004
LU,LU-1-3,PD,,Parti Démocrate,15.6,1156,lu -- parti démocrate (pd),LUX,,2002,2002,2004
LU,LU-1-2,PSOL,,Parti Socialiste Ouvrier Luxembourgeois,27.7,1285,lu -- parti socialiste ouvrier luxembourgeois (psol),LUX,,2002,2002,2004
NL,NL-6-12,,,50Plus,2.2,1818,nl -- 50plus,NLD,,2012,2012,2014
NL,NL-5-13,,,Blanc,0.6,1852,nl -- blanc,NLD,,2010,2004,2014
NL,NL-7-5,,,Christian Democratic Appeal,12.6,3050,nl -- christian democratic appeal,NLD,,2014,2014,2014
NL,NL-1-1,,Christian Democratic Party,,29.8,1386,nl -- christian democratic party,NLD,,2002,2002,2012
NL,NL-4-8,,Christian Union,,4.6,1407,nl -- christian union,NLD,,2008,2002,2014
NL,NL-6-6,,Democrats 66,,9,1862,nl -- democrats `66,NLD,NL-7-6,2012,2002,2012
NL,NL-5-7,,Green Left,,7.8,1601,nl -- green left,NLD,,2010,2002,2014
NL,NL-2-2,,Labour Party,,27.6,1466,nl -- labour party,NLD,,2004,2002,2014
NL,NL-1-4,,List Pim Fortuyn,,13.6,1692,nl -- list pim fortuyn,NLD,,2002,2002,2008
NL,NL-1-9,,Liveable Netherlands,,1.5,1106,nl -- liveable netherlands,NLD,,2002,2002,2008
NL,NL-7-3,,,Party for Freedom,8.1,3051,nl -- party for freedom,NLD,,2014,2014,2014
NL,NL-6-1,,Party for Freedom and Democracy / People's Party for Freedom and Democracy,,25.8,1375,nl -- party for freedom and democracy,NLD,NL-7-1,2012,2002,2012
NL,NL-7-10,,Party for the Animals,,2.2,1487,nl -- party for the animals,NLD,,2014,2004,2014
NL,NL-6-11,,Pirate Party,,0.4,1492,nl -- pirate party,NLD,,2012,2012,2012
NL,NL-2-10,,Social Reformed Party / Political Reformed Party,,1.1,1570,nl -- political reformed party,NLD,NL-6-9,2004,2004,2004
NL,NL-5-3,PVV,Group Geert Wilders,List Wilders,12.8,1515,nl -- pvv (list wilders),NLD,,2010,2008,2012
NL,NL-7-9,,,Reformed Political Party,2,3052,nl -- reformed political party,NLD,,2014,2014,2014
NL,NL-7-4,,Socialist Party,,11,1977,nl -- socialist party,NLD,NL-4-7,2014,2002,2014
NL,NL-5-11,TON,,List Verdonk,0.3,1113,nl -- ton (list verdonk),NLD,,2010,2010,2010
NO,NO-3-6,SP,Centre Party,,7,1077,no -- centre party (sp),NOR,,2006,2002,2014
NO,NO-1-5,KRF,Christian Democratic Party,,13.5,1129,no -- christian democratic party (krf),NOR,,2002,2002,2014
NO,NO-1-9,KYST,Coast Party,,0.8,1116,no -- coast party (kyst),NOR,NO-7-9,2002,2002,2008
NO,NO-7-7,,Conservative Party,,30.7,1425,no -- conservative party (h),NOR,,2014,2002,2014
NO,NO-7-10,MDG,,Green Party,2.5,3053,no -- green party (mdg),NOR,,2014,2014,2014
NO,NO-6-3,,Labour Party,,37.6,1630,no -- labour party (a),NOR,,2012,2002,2014
NO,NO-7-4,,Liberal Party,,6.1,1814,no -- liberal party (v),NOR,,2014,2002,2014
NO,NO-3-8,FRP,Progress Party,,17.7,1059,no -- progress party (frp),NOR,,2006,2002,2014
NO,NO-3-1,RV,Red Electoral Alliance,,1.4,1678,no -- red electoral alliance (rv),NOR,,2006,2002,2008
NO,NO-2-2,SV,Socialist Left Party,,14.7,1122,no -- socialist left party (sv),NOR,,2004,2002,2014
NO,NO-5-1,DT,The Party Red,,1.9,1154,no -- the party red (rødt),NOR,,2010,2010,2014
PL,PL-1-2,,,Akcja Wyborcza Solidarnosc Prawicy,8.6,1294,pl -- akcja wyborcza solidarnosc prawicy,POL,,2002,2002,2004
PL,PL-1-8,,,Alternatywa Ruch Spoleczny,0.1,1335,pl -- alternatywa ruch spoleczny,POL,,2002,2002,2002
PL,PL-4-3,RP,Civic Platform,Platforma Obywatelska Rzeczypospolitej Polskiej,50.2,1893,pl -- civic platform,POL,PL-3-9,2008,2008,2014
PL,PL-7-1,,Congress of the New Right,Platforma Janusza Korwin-Mikke,2.2,1134,pl -- congress of the new right,POL,PL-3-8,2014,2012,2014
PL,PL-6-8,SLD,Democratic Left Alliance,Sojusz Lewicy Demokratycznej,7.5,1517,pl -- democratic left alliance,POL,PL-3-18,2012,2012,2014
PL,PL-3-2,,,Dom Ojczysty,0.1,1411,pl -- dom ojczysty,POL,,2006,2006,2006
PL,PL-5-6,,Law and Justice,Prawo i Sprawiedliwosc,34,1794,pl -- law and justice,POL,PL-3-14,2010,2008,2014
PL,PL-4-2,,League of Polish Families,Liga Polskich Rodzin,1,1376,pl -- league of polish families,POL,PL-2-10,2008,2008,2010
PL,PL-5-1,,Left and Democrats,,9.9,1259,pl -- left and democrats,POL,,2010,2008,2010
PL,PL-1-11,,,Mniejszosc Niemiecka,0.2,1764,pl -- mniejszosc niemiecka,POL,,2002,2002,2002
PL,PL-3-5,,,Ogolnopolska Koalicja Obywatelska,0.1,1034,pl -- ogolnopolska koalicja obywatelska,POL,,2006,2006,2006
PL,PL-3-19,1,Other,,0.3,1413,pl -- other party,POL,,2006,2006,2010
PL,PL-6-7,,Palikot Movement,,4.5,1896,pl -- palikot movement,POL,,2012,2012,2014
PL,PL-3-6,,Democratic Party,demokraci.pl,0.9,2034,pl -- partia demokratyczna demokraci.pl,POL,,2006,2006,2006
PL,PL-3-9,,,Platforma Obywatelska,30.2,1943,pl -- platforma obywatelska,POL,,2006,2002,2006
PL,PL-7-3,,Poland Comes First,,0.3,1171,pl -- poland comes first,POL,,2014,2012,2014
PL,PL-4-4,,Polish Labour Party,,0.4,1867,pl -- polish labour party,POL,PL-6-4,2008,2008,2010
PL,PL-4-5,PSL,Polish Peasants Party,Polskie Stronnictwo Ludowe,6.1,1733,pl -- polish peasants party,POL,PL-1-6,2008,2008,2014
PL,PL-1-13,,,Polska Partia Socjalistyczna,0.1,1391,pl -- polska partia socjalistyczna,POL,,2002,2002,2002
PL,PL-2-9,,,Polska Wspolnota Narodowa,0.1,1459,pl -- polska wspolnota narodowa,POL,,2004,2004,2004
PL,PL-1-6,,,Polskie Stronnictwo Ludowe,10.3,1928,pl -- polskie stronnictwo ludowe,POL,,2002,2002,2006
PL,PL-2-4,,,Samoobrona Rzeczypospolitej Polskiej,11,1942,pl -- samoobrona rzeczypospolitej polskiej,POL,PL-4-7,2004,2002,2006
PL,PL-3-17,,Social Democratic Party of Poland,Socjaldemokracja Polska,0.8,1624,pl -- socjaldemokracja polska,POL,,2006,2006,2006
PL,PL-1-1,,,Sojusz Lewicy Demokratycznej / Unia Pracy,47.8,1306,pl -- sojusz lewicy demokratycznej/unia pracy,POL,,2002,2002,2004
PL,PL-1-3,UW,,Unia Wolnosci-/Unia Wolnosci,6,1267,pl -- unia wolnosci,POL,,2002,2002,2004
PT,PT-1-1,B.E.,,Bloco de Esquerda,4.1,3054,pt -- b.e. -  bloco de esquerda,PRT,,2002,2002,2004
PT,PT-4-1,BE,,Bloco de Esquerda,3.2,1693,pt -- be - bloco de esquerda,PRT,PT-7-1,2008,2006,2008
PT,PT-2-13,nulo,,Votou em branco,3.7,1621,pt -- blank vote,PRT,PT-6-12,2004,2002,2004
PT,PT-1-2,CDS-PP,,Centro Democrático Social -- Partido Popular,4.4,1726,pt -- cds/pp - centro democrático social / partido popular,PRT,PT-4-2 PT-5-2,2002,2002,2004
PT,PT-6-3,CDU,,Coligação Democrática Unitária,8.8,1878,pt -- coligação democrática unitária (cdu),PRT,,2012,2010,2014
PT,PT-1-3,MPT,,Movimento Partido da Terra,0.4,1806,pt -- mpt - movimento partido da terra,PRT,,2002,2002,2002
PT,PT-5-7,PND,,Partido da Nova Democracia,0.2,1098,pt -- nova democracia (pnd),PRT,PT-4-7,2010,2010,2014
PT,PT-2-4,PH,,Partido Humanista,0.1,1668,pt -- p.h. - partido humanista,PRT,,2004,2004,2004
PT,PT-6-5,PDA,,Partido Democrático do Atlântico,0.1,1697,pt -- partido democrático do atlântico (pda),PRT,,2012,2012,2012
PT,PT-5-6,PH,,Partido Humanista,0.2,3056,pt -- partido humanista (ph),PRT,,2010,2010,2010
PT,PT-5-8,PNR,,Partido Nacional Renovador,0.4,1509,pt -- partido nacional renovador (pnr),PRT,PT-4-8,2010,2010,2014
PT,PT-5-9,POUS,,Partido Operário de Unidade Socialista,0.1,1278,pt -- partido operário de unidade socialista (pous),PRT,,2010,2010,2010
PT,PT-5-10,PSD,,Partido Social Democrata,36.4,1786,pt -- partido social democrata (psd),PRT,PT-2-11,2010,2010,2014
